year,mauvais_ADJ yeux_NOUN,mauvais_ADJ dieux_NOUN
1800,3.458580977167003e-08,0.0
1801,7.381665767525192e-08,0.0
1802,3.3567602031325805e-08,0.0
1803,3.315576790896557e-08,0.0
1804,5.9324420931261557e-08,4.943701892301533e-09
1805,3.695740957709859e-08,0.0
1806,5.76333825108577e-09,0.0
1807,1.9928686256776018e-08,0.0
1808,2.039466551195801e-08,2.039466551195801e-08
1809,4.518061036407062e-09,0.0
1810,9.360507036149102e-09,0.0
1811,2.0056614147279106e-08,0.0
1812,5.3344164641089264e-09,1.8670457180292033e-08
1813,3.4508900625951355e-08,0.0
1814,2.2026739543434815e-08,0.0
1815,2.6972236000233352e-08,0.0
1816,2.0858434979231788e-08,2.3176038865813098e-09
1817,7.161617787687646e-08,0.0
1818,4.530047448270125e-08,7.152706427149269e-09
1819,5.900098543065724e-08,0.0
1820,5.6959109429044474e-08,0.0
1821,7.001656854299654e-08,0.0
1822,1.0326384369818697e-07,0.0
1823,6.226093063332883e-08,0.0
1824,3.789500624407083e-08,0.0
1825,6.427973175959778e-08,0.0
1826,4.844391554570393e-08,1.4092774947016551e-08
1827,4.7929820112813104e-08,0.0
1828,2.8434133270138773e-08,0.0
1829,6.258418494553553e-08,0.0
1830,2.6092090266160994e-08,0.0
1831,1.7150327380477393e-08,0.0
1832,5.682587200794842e-08,1.3529969367098715e-09
1833,6.02348677603004e-08,6.950177322551099e-09
1834,2.0535967593104942e-08,4.667265685043276e-09
1835,3.6302822081779595e-08,7.563087933704082e-10
1836,2.5538851033957144e-08,3.36037508930076e-09
1837,2.0873672568200163e-08,2.087367279024477e-09
1838,4.229148586887277e-08,0.0
1839,4.1249702320556025e-08,0.0
1840,2.7389662093924017e-08,0.0
1841,2.5682194149112547e-08,5.778493683550323e-09
1842,2.95163662400455e-08,6.708265054555795e-10
1843,4.1939067330076796e-08,5.31621990873532e-09
1844,2.195424464446205e-08,5.488561272137815e-10
1845,2.2320911341466854e-08,1.3392547515422848e-08
1846,1.8734404250153602e-08,5.269050973311096e-09
1847,3.289866512545814e-08,0.0
1848,1.689496542667257e-08,8.045221711050488e-10
1849,2.6814127807028854e-08,4.1897072478036534e-09
1850,2.5119284430275002e-08,8.82569484161877e-09
1851,1.6768540334055615e-08,6.449438760824933e-10
1852,3.190167419120371e-08,0.0
1853,3.1054046445433414e-08,1.4929829816878737e-08
1854,2.3900057044556888e-08,1.0391328908454511e-09
1855,3.078023524949458e-08,6.8990182455763716e-09
1856,3.2616291889553395e-08,5.694908100650764e-09
1857,3.4658715009072694e-08,9.763018171682347e-10
1858,4.5511185930990905e-08,5.3830437884982985e-09
1859,6.772590666059841e-08,5.092173349652285e-10
1860,4.211009141386057e-08,2.288591982591015e-09
1861,3.8670901147952463e-08,4.2443675241088386e-09
1862,4.9246050792817186e-08,5.421583626485926e-09
1863,4.295374012031061e-08,1.9978483312144135e-09
1864,3.7398876884253696e-08,7.192091699970149e-09
1865,2.447559133145205e-08,3.294791106611683e-09
1866,2.3354942868536455e-08,9.731225825149181e-10
1867,3.105799351033056e-08,4.85281148598915e-10
1868,3.359114231216154e-08,4.445886547799205e-09
1869,4.688178378842167e-08,3.906815315701806e-09
1870,3.7271316699616364e-08,4.587239033071455e-09
1871,3.9298356568906456e-08,1.274541272522356e-08
1872,3.749350341308855e-08,0.0
1873,4.549363552541763e-08,2.9930022904522957e-09
1874,2.7483201492373155e-08,0.0
1875,4.062284375550007e-08,1.1443054281912168e-09
1876,5.9250943706956605e-08,0.0
1877,2.5976227391311113e-08,0.0
1878,2.8383716710322915e-08,4.831270938865373e-09
1879,2.871382953628654e-08,0.0
1880,3.144744553651435e-08,0.0
1881,3.486253774553916e-08,6.972507571312292e-10
1882,2.5290463057103807e-08,5.324308105514319e-09
1883,5.687405035814663e-08,0.0
1884,3.6969503014461225e-08,3.300848483434038e-09
1885,5.414333870135124e-08,7.090199094506033e-09
1886,3.743009102663564e-08,3.2267319927115068e-09
1887,7.63884173693441e-08,3.9173548849191775e-09
1888,2.9166827175686194e-08,3.804368819970705e-09
1889,5.0121094830046786e-08,2.5060546970934183e-09
1890,4.4569826940232815e-08,0.0
1891,3.4420789774003424e-08,3.1871101313640793e-09
1892,5.0774950466347946e-08,6.268512375839919e-10
1893,3.3255449949365357e-08,1.2316833108982905e-09
1894,4.222031435574536e-08,1.8904617871129403e-09
1895,5.2963805785566365e-08,0.0
1896,5.189385632320409e-08,5.89702897624278e-10
1897,3.612562338162206e-08,2.330685422435863e-09
1898,3.960848360406999e-08,1.6975064687230201e-09
1899,3.924580482816964e-08,3.8693048765026106e-09
1900,3.4780054392058446e-08,2.595526460424935e-09
1901,2.738482152153665e-08,4.470991132876634e-09
1902,2.3078333910575566e-08,3.928227076954727e-09
1903,2.430099144135056e-08,5.940242076007962e-09
1904,3.547252447333449e-08,7.524475265086039e-09
1905,2.0643035725242953e-08,8.257214467732865e-09
1906,4.423998589686562e-08,1.0802787109298606e-08
1907,3.445705232252294e-08,6.685696440911215e-09
1908,4.5675918158849527e-08,1.86632782561702e-08
1909,5.005895076237721e-08,3.300590023513905e-09
1910,5.985448581213859e-08,3.206490406526541e-09
1911,5.69280018680729e-08,7.980561100850991e-09
1912,5.261515312326992e-08,4.688478938419394e-09
1913,4.401481490390324e-08,4.772690687104841e-09
1914,3.683209115479258e-08,2.678697486047099e-09
1915,3.416420923940677e-08,4.712304768617059e-09
1916,2.197492321442951e-08,2.197492410260793e-09
1917,1.4256351654751143e-08,7.676496771580332e-09
1918,5.6283244731503146e-08,0.0
1919,4.4197673076951105e-08,7.366278698128781e-09
1920,4.694783584113793e-08,7.572231730534895e-09
1921,3.862101038976107e-08,6.815472630705699e-09
1922,4.869437475463201e-08,4.426761179843197e-09
1923,2.9724654737606215e-08,1.1677542488541803e-08
1924,3.9964035636330664e-08,7.734974438733389e-09
1925,3.189471442510694e-08,2.1996355847875293e-09
1926,2.3406890647947876e-08,1.1146138456652466e-09
1927,7.91594985116717e-08,2.2298449753321847e-09
1928,6.741364444451392e-08,6.8556245125250825e-09
1929,5.458799279267623e-08,2.2280812750352652e-09
1930,4.411513643276521e-08,2.100720708497761e-09
1931,6.957267828511249e-08,7.983749661377715e-09
1932,5.589363638591749e-08,2.1919073223131136e-09
1933,3.670611903316967e-08,8.02946331646126e-09
1934,5.6313425034204556e-08,1.1981580172459871e-08
1935,5.2660450222674626e-08,1.196828414151696e-09
1936,2.9099314957647948e-08,2.424942913137329e-09
1937,2.5182236740306507e-08,3.777335444432595e-09
1938,2.3337385357535823e-08,3.8895642262559704e-09
1939,4.129393715857077e-08,4.588215141154706e-09
1940,2.7893612752905028e-08,0.0
1941,5.312704587367989e-08,0.0
1942,5.76500234217292e-08,6.068423541449874e-09
1943,4.935499831049128e-08,8.709705845433291e-09
1944,5.1410978585408884e-08,1.2852744646352221e-08
1945,6.535512397931598e-08,1.3071024262956144e-08
1946,3.897909195416105e-08,2.0881656404014848e-08
1947,4.4107220986688844e-08,4.7683483828109274e-09
1948,3.261566305923225e-08,3.2615663503321457e-09
1949,2.846932467548413e-08,5.890204768377316e-09
1950,4.5732054587688253e-08,7.444753258312176e-09
1951,2.8785784422780125e-08,3.1984206394497505e-09
1952,5.5887461769543734e-08,3.1634410646574906e-09
1953,2.8011951869189033e-08,1.6160740301529586e-08
1954,1.7590565448699635e-08,5.863521668203475e-09
1955,3.848099083825218e-08,9.385607846468247e-10
1956,2.616342520411763e-08,6.104799332717903e-09
1957,1.767007518083119e-08,4.417518850718949e-09
1958,3.4743422361316334e-08,4.9633461784992505e-09
1959,4.030388822684472e-08,9.300897385600138e-09
1960,4.982999968206059e-08,2.076250060767393e-09
1961,2.570818935510033e-08,1.0422239238305764e-08
1962,3.2343976386073336e-08,8.244543270308213e-09
1963,2.9743844720542256e-08,4.526237162849611e-09
1964,3.467862086381501e-08,4.8671746077921796e-09
1965,3.502107759345563e-08,2.188817349590977e-09
1966,3.9881339120029224e-08,2.769537488234164e-09
1967,4.338695447358987e-08,3.944268356370628e-09
1968,2.8295920273535557e-08,2.245707841908029e-09
1969,2.2254612375149918e-08,4.995933444718048e-09
1970,1.839489982558007e-08,1.3796175313274261e-09
1971,3.083038535578453e-08,3.083038491169532e-09
1972,1.487742551375959e-08,8.721249500354133e-09
1973,1.268036875501366e-08,3.3079223804577396e-09
1974,1.6314157136321228e-08,3.3753431161187564e-09
1975,1.6563292959403952e-08,3.4268881066168433e-09
1976,2.3425460682346966e-08,0.0
1977,1.4104276857551667e-08,5.876781838942691e-10
1978,2.8514838490423244e-08,4.158414057542359e-09
1979,1.8726314721106974e-08,1.1703946700691858e-09
1980,3.809050852510154e-08,3.979605589510271e-09
1981,2.7199863694704618e-08,3.795329828193417e-09
1982,2.0484757001781873e-08,1.8622506869903077e-09
1983,1.6419821946556112e-08,5.052252838311233e-09
1984,2.3775934110403796e-08,5.219107812592938e-09
1985,2.3460676956688076e-08,4.210890636180409e-09
1986,1.9182353483415682e-08,2.997242676272549e-09
1987,1.711028652096047e-08,5.49973533381376e-09
1988,9.594486094499644e-09,5.396898483667201e-09
1989,3.1831110192115375e-08,5.488122178931576e-10
1990,2.1249737969242233e-08,2.724325431913144e-09
1991,1.817054240405014e-08,2.9307325455363298e-09
1992,1.8182815253453555e-08,4.4079553340736766e-09
1993,1.550978012687665e-08,2.7696037130375828e-09
1994,1.5297286992677073e-08,2.1099706426497278e-09
1995,2.331653803366862e-08,5.422450821690461e-10
1996,1.7081895009596337e-08,5.871901187504136e-09
1997,1.2466725429760572e-08,6.7128524960935465e-09
1998,1.4304387896402204e-08,4.7681290027412615e-09
1999,1.96518641359944e-08,1.3710603485872497e-09
2000,1.6346715980830595e-08,1.7672125984802278e-09
2001,1.4896119893137438e-08,4.3812117822561447e-10
2002,1.62105191492401e-08,3.066854992184176e-09
2003,1.750107614384433e-08,4.583615098585625e-09
2004,1.3654853248112886e-08,1.3214374039449694e-09
2005,1.7114247796712334e-08,4.053374524914943e-09
2006,2.3060183096390574e-08,3.294311934354255e-09
2007,1.5977917655618512e-08,7.988958827809256e-09
2008,1.1920831433087642e-08,4.683183785214595e-09
2009,1.192048149079028e-08,3.814554005998616e-09
2010,2.1257068993918438e-08,2.3618964561933353e-09
2011,2.2943831723409858e-08,3.0591775224131368e-09
2012,3.029784778618705e-08,4.085103366691101e-09
2013,2.5102124823206395e-08,2.2313000336282585e-09
2014,3.724565544871439e-08,6.929424506418869e-09
2015,3.5021891164888075e-08,2.659890446787827e-09
2016,4.7847954931512504e-08,4.55694829093467e-09
2017,2.0628013075452145e-08,5.534345121072093e-09
2018,2.9686866298561654e-08,8.002546736385341e-09
2019,3.7499521710060435e-08,3.3162841361900064e-09
