year,ces_DET eaux_NOUN,ces_DET do_NOUN
1902,2.4934422242495202e-06,4.4192554615740676e-09
1903,3.43129988777946e-06,7.560308157295026e-09
1904,2.6733385709576396e-06,8.599400302955473e-09
1905,2.7976474541446805e-06,4.64468330463319e-09
1906,3.0885684054737794e-06,3.6009290549365858e-09
1907,2.3749649642468285e-06,6.685696440911215e-09
1908,2.5421349789667147e-06,7.367083387777029e-09
1909,2.4836941747707897e-06,4.950885035270858e-09
1910,3.2572597774560563e-06,7.481811170606534e-09
1911,2.4878068813904974e-06,5.32037403022656e-09
1912,2.426548405765061e-06,2.6047106693738442e-09
1913,2.496117161854272e-06,4.242391826725367e-09
1914,2.4161852252291283e-06,6.027069343605973e-09
1915,2.4197685775106947e-06,4.712304768617059e-09
1916,1.8436961539691765e-06,8.789969641043172e-09
1917,1.8083634216736755e-06,2.1932848870420685e-09
1918,1.6138358915895878e-06,4.594550517822427e-09
1919,1.8047382468466822e-06,9.207848317149825e-09
1920,1.7431277967716596e-06,9.086678076641874e-09
1921,1.7886829937197035e-06,6.81547268621685e-09
1922,1.8894892406251529e-06,3.6889677423879164e-09
1923,2.1380519683589227e-06,4.246379248229459e-09
1924,2.1993111829488043e-06,2.578324886925998e-09
1925,2.2469277496384166e-06,4.399271169575059e-09
1926,1.992929526295484e-06,5.573069228326233e-09
1927,2.012435089682185e-06,0.0
1928,1.9767051071539754e-06,4.570416489713125e-09
1929,1.8615619410411455e-06,4.4561625500705304e-09
1930,1.9463176670342364e-06,3.1510811737689437e-09
1931,1.933207926185787e-06,2.2810713318222042e-09
1932,2.095463457862934e-06,3.287861094491973e-09
1933,2.1289549181346956e-06,8.02946331646126e-09
1934,1.7157622664853989e-06,2.3963160344919743e-09
1935,1.6827407449682141e-06,4.787313656606784e-09
1936,1.7495963220426347e-06,1.2124714565686645e-09
1937,1.7186875993502326e-06,1.2591118148108649e-09
1938,1.7127047868825684e-06,3.8895642262559704e-09
1939,1.9224621610192116e-06,1.5294050470515685e-09
1940,1.856193136973161e-06,7.607348750937604e-09
1941,1.6705504322089837e-06,5.9030051957620344e-09
1942,1.7325349119801103e-06,3.034211770724937e-09
1943,1.6083923242149467e-06,5.806470415592457e-09
1944,1.542329385983976e-06,9.639558484764166e-09
1945,1.1959987205045763e-06,4.357008087652048e-09
1946,1.364268172210359e-06,2.7842208538686464e-09
1947,1.2528835497960245e-06,2.3841741914054637e-09
1948,1.5111924085431383e-06,7.61032148410834e-09
1949,1.4607708038738565e-06,6.8719057111366055e-09
1950,1.54531807083913e-06,2.1270722960764488e-09
1951,1.6077394207059115e-06,2.1322803522849654e-09
1952,1.7936711174115771e-06,4.2179215675730575e-09
1953,1.7475147728873708e-06,5.386913581872932e-09
1954,1.6183320070695117e-06,9.772536113672459e-10
1955,1.7269518082230206e-06,1.8771215692936494e-09
1956,1.370091368357862e-06,8.72114158667614e-10
1957,1.803231185704135e-06,1.7670075402875796e-09
1958,1.6221869429955404e-06,4.136121722897457e-09
1959,1.6276570136142254e-06,1.5501495642666896e-09
1960,1.5073575383439675e-06,6.2287499602575735e-09
1961,1.483432058080325e-06,2.0844477810477713e-09
1962,1.490993952302233e-06,1.2683912808952869e-09
1963,1.3889081884599364e-06,1.9398159745165344e-09
1964,1.3494241386524664e-06,2.4335873316516654e-09
1965,1.313837643124316e-06,3.830430195250756e-09
1966,1.270663730679189e-06,4.431259803538978e-09
1967,1.4095829925508951e-06,2.9582014060558492e-09
1968,1.3034089221264367e-06,3.5931326525240337e-09
1969,1.3575314454783438e-06,4.5417576088890854e-09
1970,1.6265690021555201e-06,3.6789800095249348e-09
1971,1.172582244635123e-06,1.541519245584766e-09
1972,1.2240530224971735e-06,4.6171320100540925e-09
1973,1.139579254072487e-06,3.3079223804577396e-09
1974,1.3748897487175782e-06,2.8127858375803783e-09
1975,1.2885099351933604e-06,3.998036124386317e-09
1976,1.20098334832619e-06,1.142705374768127e-09
1977,1.1935744339552912e-06,4.11374712072643e-09
1978,1.1625737812437364e-06,0.0
1979,1.0919782198470784e-06,5.851973239323627e-09
1980,1.2041149375363602e-06,2.2740602734216964e-09
1981,1.1234175900654009e-06,2.5302198669585607e-09
1982,1.1937027153408053e-06,4.345251602977385e-09
1983,9.997145085094417e-07,3.78918940668882e-09
1984,1.1151493026773096e-06,0.0
1985,1.13333112494729e-06,1.2031116103372597e-09
1986,9.878911768623766e-07,1.1988970927134801e-09
1987,9.820082667033603e-07,3.0554083707556856e-09
1988,8.239265198994872e-07,5.996553809062277e-10
1989,1.0564635175569492e-06,2.744061089465788e-09
1990,1.007455573187599e-06,1.6345953479657283e-09
1991,8.674968583477494e-07,2.930732601047481e-09
1992,9.080387783910737e-07,1.1019888335184191e-09
1993,8.818418422151808e-07,2.7696037130375828e-09
1994,9.632016144678346e-07,3.164956019485743e-09
1995,8.50782512884507e-07,2.1689803286761844e-09
1996,8.220661911195748e-07,1.6014276571496566e-09
1997,7.216316006974921e-07,2.8769365778558154e-09
1998,7.776818620186532e-07,1.43043876743576e-09
1999,8.628539731603269e-07,1.8280804925385752e-09
2000,9.255775808014732e-07,2.2090157481002848e-09
2001,7.272811615166574e-07,2.1906058911280724e-09
2002,7.29911484143031e-07,1.7524885431718928e-09
2003,7.550464431460568e-07,4.1669229178253886e-10
2004,6.87587913716925e-07,2.2023955992267474e-09
2005,7.305082050379497e-07,1.8014998381943315e-09
2006,7.655157219232933e-07,8.235779835885637e-10
2007,7.014305865027382e-07,1.997239706952314e-09
2008,7.518638440728864e-07,8.514879357157668e-10
2009,7.762617286743989e-07,2.860915504498962e-09
2010,9.041339552595673e-07,4.723793023408973e-10
2011,8.932798465366432e-07,3.82397197240536e-10
2012,9.821269344456596e-07,0.0
2013,8.863839155992537e-07,0.0
2014,1.0214405179453934e-06,6.496335691608124e-10
2015,9.730766024063087e-07,8.866301581811342e-10
2016,1.2668315463315594e-06,8.285360175719347e-10
2017,9.199590635944332e-07,2.515611330355938e-10
2018,9.626289099173846e-07,0.0
2019,9.295799188180354e-07,7.65296326310505e-10
