year,soyez_VERB en_PRON,soyez_VERB dans_ADP
1857,4.881509085841174e-10,1.3912300822482848e-07
1858,1.468102750479261e-09,1.7519359651885225e-07
1859,2.036869295451993e-08,1.481822451410153e-07
1860,9.154367819341758e-10,1.2816115280145368e-07
1861,4.715963730639317e-10,1.551552033518533e-07
1862,7.228778020618165e-09,1.9743600265798023e-07
1863,9.989241656072068e-10,1.3934991560660137e-07
1864,2.8768367688059016e-09,1.380881702317538e-07
1865,3.765475486972036e-09,1.727411875762641e-07
1866,2.4328064562872953e-09,1.5959209687110842e-07
1867,2.91168689159349e-09,1.3248175001479012e-07
1868,2.4699371437009177e-09,9.879748485985829e-08
1869,1.953407657850903e-09,1.352734830817326e-07
1870,4.013834153937523e-09,1.5711294132358944e-07
1871,3.18635318130589e-09,1.0833600505577579e-07
1872,1.7537283625301825e-08,1.6872077246432582e-07
1873,2.3944017879529156e-09,9.936767320084527e-08
1874,1.1949218281515073e-09,7.169530924500123e-08
1875,5.721527140956084e-10,8.639505999497032e-08
1876,3.02300739996042e-09,9.371322562401474e-08
1877,2.4739263970730008e-09,9.710161075204837e-08
1878,2.4156354694326865e-09,7.307297078540387e-08
1879,1.221865053580018e-09,1.124115871498077e-07
1880,4.492492600149944e-09,1.0589446297615268e-07
1881,6.972507571312292e-10,1.1922987663837148e-07
1882,1.9966155395678697e-09,6.655385220710741e-08
1883,3.1596695260205365e-09,5.624211762977893e-08
1884,1.3203393933736152e-09,6.073561031882946e-08
1885,6.445635691854079e-10,5.865528374116025e-08
1886,6.453463874400711e-10,7.292414183623919e-08
1887,0.0,7.769420551362316e-08
1888,2.53624587998047e-09,6.150396103521416e-08
1889,6.265136742733546e-10,5.76392569229256e-08
1890,6.554386478008212e-10,7.013193581428823e-08
1891,3.187110020341777e-09,3.76078996833229e-08
1892,0.0,5.014810078307619e-08
1893,6.158416554491453e-10,4.803564879196642e-08
1894,2.520615716150587e-09,5.5453545755312916e-08
1895,2.4074457982692365e-09,4.694519151193788e-08
1896,1.179405795248556e-09,5.543207159952601e-08
1897,1.7480140668268973e-09,7.166857685092509e-08
1898,0.0,4.130599062790452e-08
1899,0.0,4.753717597338891e-08
1900,0.0,6.852190148620707e-08
1901,0.0,5.253414503414433e-08
1902,1.4730851538580225e-09,5.352209431208621e-08
1903,0.0,6.37226005295588e-08
1904,0.0,3.6009988768626044e-08
1905,5.160759042333041e-10,5.470404662588635e-08
1906,0.0,4.989858926052193e-08
1907,5.142843373384665e-10,5.657127633007519e-08
1908,0.0,6.777716921035903e-08
1909,1.1001967115120692e-09,7.536347190750803e-08
1910,2.6720753387721174e-09,6.306097777297737e-08
1911,2.128149656499545e-09,7.501727350422982e-08
1912,1.0418842455450772e-09,5.0010442009806866e-08
1913,1.5908969142053309e-09,6.522677664655419e-08
1914,0.0,3.549274052438989e-08
1915,0.0,3.534228643076176e-08
1916,0.0,4.9443579008823235e-08
1917,0.0,2.8512703753591495e-08
1918,0.0,2.8715940736390166e-08
1919,0.0,3.867296488602179e-08
1920,7.572231730534895e-09,3.558948913351401e-08
1921,2.2718242842501013e-09,3.1048266180278006e-08
1922,7.377935484775833e-10,3.984085034103302e-08
1923,1.0615948120573648e-09,4.883336046646036e-08
1924,0.0,5.1566497738519956e-08
1925,0.0,3.849362117946953e-08
1926,1.1146138456652466e-09,3.009457394398396e-08
1927,0.0,5.797596847045838e-08
1928,1.1426041224282812e-09,2.9707706517001498e-08
1929,0.0,3.564930084465345e-08
1930,2.100720708497761e-09,4.096405259446101e-08
1931,0.0,3.9918749195066994e-08
1932,0.0,3.507051804518824e-08
1933,0.0,2.7529589052832648e-08
1934,0.0,3.354842625924448e-08
1935,0.0,2.752705352548901e-08
1936,1.2124714565686645e-09,4.486144344895138e-08
1937,0.0,4.910536111069064e-08
1938,0.0,3.6302600703308485e-08
1939,1.5294050470515685e-09,2.2941076593951948e-08
1940,0.0,2.5357829391836617e-08
1941,0.0,2.6563523380929155e-08
1942,0.0,7.282108338557691e-08
1943,0.0,4.645176332473966e-08
1944,3.2131861615880553e-09,5.1410980361765724e-08
1945,0.0,4.35700817646989e-08
1946,0.0,2.9234318965620787e-08
1947,0.0,6.914105221689226e-08
1948,0.0,3.152847538601122e-08
1949,0.0,3.141442617149437e-08
1950,0.0,4.0414373625452527e-08
1951,0.0,3.198420650551981e-08
1952,0.0,3.268889159357968e-08
1953,0.0,5.494652044468751e-08
1954,1.9545072227344917e-09,3.9090143566511415e-08
1955,0.0,4.8805159469367254e-08
1956,8.72114158667614e-10,4.186148050422389e-08
1957,0.0,3.357314215524099e-08
1958,8.272243445794913e-10,5.6251255209360806e-08
1959,0.0,4.417926158239993e-08
1960,0.0,4.6369581951921646e-08
1961,0.0,3.752005850454765e-08
1962,3.805173787174709e-09,4.7564671534772174e-08
1963,3.2330267352165265e-09,4.784879381602991e-08
1964,0.0,5.110533485286339e-08
1965,1.6416130677043839e-09,4.322914159970992e-08
1966,1.1078149508847446e-09,5.428293148312946e-08
1967,1.9721342336964653e-09,5.4233692203808914e-08
1968,8.982831700699023e-10,5.9286690223814276e-08
1969,4.5417578031781147e-10,4.5871754394966047e-08
1970,9.197450023812337e-10,4.046877966068507e-08
1971,1.0276794970565106e-09,3.802414116904629e-08
1972,4.6171320100540925e-09,4.873639669611407e-08
1973,1.6539611347177186e-09,3.0322621746847744e-08
1974,1.6876715580593782e-09,2.812785832029263e-08
1975,5.711480177694739e-10,3.25554365687708e-08
1976,0.0,4.7422273663499936e-08
1977,1.1753563677885381e-09,4.2900505814458256e-08
1978,5.940591352171509e-10,5.049502460607869e-08
1979,3.511183899185255e-09,4.6815786802767434e-08
1980,0.0,4.946081011425463e-08
1981,3.795329717171114e-09,3.479052335109145e-08
1982,1.8622506869903077e-09,4.966001920791996e-08
1983,7.57837881337764e-09,6.883694592119127e-08
1984,0.0,7.190770423548543e-08
1985,3.609334831011779e-09,4.812446419144578e-08
1986,5.994485463567401e-10,4.2560847290928905e-08
1987,6.110816852533674e-10,3.9109229299505444e-08
1988,1.1993107618124554e-09,4.497415329041132e-08
1989,1.0976244357863152e-09,4.0612105234316687e-08
1990,3.269190584909154e-09,3.596109632297839e-08
1991,0.0,3.6341085696278697e-08
1992,5.509944167592096e-10,3.195767694919027e-08
1993,1.6617622278225497e-09,4.4313659408601325e-08
1994,3.164956019485743e-09,4.905681860734035e-08
1995,1.0844901643380922e-09,7.266084356416513e-08
1996,0.0,5.5516157893009677e-08
1997,4.315404922294874e-09,4.986690083086387e-08
1998,4.768129224785866e-10,6.580018308000035e-08
1999,3.199140841125825e-09,3.701863016125628e-08
2000,2.6508188977203417e-09,6.450325873430529e-08
2001,8.762423564512289e-10,4.8193330215440255e-08
2002,2.1906108038649563e-09,4.4250335839990385e-08
2003,3.333538334260311e-09,5.291992266620582e-08
2004,1.7619165015858584e-09,6.34289936130017e-08
2005,3.1526246058177776e-09,3.783149571390254e-08
2006,2.470733950765691e-09,4.694394584170425e-08
2007,1.9972397624634652e-09,7.190063255890777e-08
2008,1.7029758714315335e-09,7.152498682216901e-08
2009,8.582746513496886e-09,8.773474036161133e-08
2010,3.779034529749481e-09,1.0203393152607987e-07
2011,8.795135286732148e-09,1.6940196090331483e-07
2012,5.4468042298694286e-09,1.899573067731808e-07
2013,8.367374959572516e-09,1.7041554656316293e-07
2014,9.094870079273676e-09,1.5851058599025691e-07
2015,9.531274436369586e-09,1.8885222452524886e-07
2016,8.906761828075815e-09,1.8372785604015007e-07
2017,1.232649593507773e-08,3.0036399323307705e-07
2018,1.0067720435102956e-08,2.0316142368415058e-07
2019,1.122434567513153e-08,2.0892589702725672e-07
