year,ses_DET août_NOUN,ses_DET doutes_NOUN
1929,0.0,5.213710299045715e-07
1930,0.0,4.7581323703305145e-07
1931,0.0,4.824465982267157e-07
1932,0.0,5.348253895309796e-07
1933,0.0,5.48297672153808e-07
1934,0.0,4.876503005846189e-07
1935,0.0,4.727472315835257e-07
1936,1.2124714565686645e-09,4.2557749146965307e-07
1937,0.0,4.3313447495307855e-07
1938,0.0,4.356312128805939e-07
1939,0.0,4.1293935026942563e-07
1940,0.0,4.767271863936884e-07
1941,0.0,5.283189659088805e-07
1942,0.0,4.09618593266714e-07
1943,0.0,5.283888260265712e-07
1944,0.0,4.723383639770873e-07
1945,0.0,4.966989077814787e-07
1946,0.0,5.122966619808267e-07
1947,0.0,5.2094207703135e-07
1948,0.0,5.218506244908383e-07
1949,0.0,4.496189739411349e-07
1950,0.0,4.63701750330614e-07
1951,0.0,4.5630798439777465e-07
1952,0.0,4.4288176126450196e-07
1953,0.0,4.83744838963851e-07
1954,0.0,5.482392917421919e-07
1955,0.0,4.805431244037095e-07
1956,0.0,4.770464379078021e-07
1957,0.0,4.691405017798189e-07
1958,0.0,5.161879705894989e-07
1959,0.0,5.371268008147467e-07
1960,0.0,5.19754586925103e-07
1961,0.0,5.238912081928504e-07
1962,0.0,5.251139678641437e-07
1963,0.0,4.959462875930853e-07
1964,0.0,5.992708957958115e-07
1965,0.0,5.466571346701699e-07
1966,0.0,5.694168798697774e-07
1967,0.0,5.349414289312904e-07
1968,4.4914158503495116e-10,5.632235380303996e-07
1969,0.0,5.054976548457546e-07
1970,4.5987250119061684e-10,5.205756750115142e-07
1971,0.0,5.498085497990246e-07
1972,0.0,5.001892979805689e-07
1973,0.0,5.044581428137462e-07
1974,0.0,4.607343249141138e-07
1975,1.1422960355389478e-09,4.529203732062115e-07
1976,0.0,4.5879620280686595e-07
1977,0.0,4.642657662756733e-07
1978,0.0,5.41781955298859e-07
1979,5.851973350345929e-10,4.704986571457681e-07
1980,0.0,5.110950600517583e-07
1981,6.325549528618524e-10,4.895975196372859e-07
1982,0.0,5.462601906369713e-07
1983,0.0,5.72799157438908e-07
1984,0.0,5.972978645019111e-07
1985,0.0,5.588453366733859e-07
1986,5.994485463567401e-10,6.024457929187932e-07
1987,0.0,5.8541626624109e-07
1988,0.0,6.092498643361921e-07
1989,0.0,6.536353445163456e-07
1990,5.44865097484859e-10,6.11883502754651e-07
1991,0.0,6.611732699113304e-07
1992,5.509944167592096e-10,7.06374862602388e-07
1993,0.0,7.394841669006169e-07
1994,0.0,7.25302425674812e-07
1995,5.422450821690461e-10,7.62396599185422e-07
1996,0.0,7.777600119496242e-07
1997,4.79489448146353e-10,7.446471261829402e-07
1998,4.768129224785866e-10,9.011764214861273e-07
1999,0.0,7.901877978611083e-07
2000,0.0,8.456112490229373e-07
2001,8.762423564512289e-10,8.538981974837156e-07
2002,0.0,9.266283433895239e-07
2003,0.0,9.275570249656084e-07
2004,3.0833538500196767e-09,9.157560936223774e-07
2005,4.5037495954858286e-10,1.0160458696617525e-06
2006,4.1178899179428186e-10,1.1052416999390857e-06
2007,0.0,1.2862224201271033e-06
2008,4.257439678578834e-10,1.2619050866469195e-06
2009,4.76819250749827e-10,1.4857687944402898e-06
2010,0.0,1.7081235292870645e-06
2011,0.0,1.7750877566724554e-06
2012,0.0,1.7368497110537007e-06
2013,2.789125042035323e-10,1.8344075461973475e-06
2014,2.1654451842767486e-10,1.9621098804600834e-06
2015,0.0,1.9308587817512546e-06
2016,6.214020409345267e-10,1.970051502375725e-06
2017,2.515611330355938e-10,2.117893227904233e-06
2018,2.5814667070633845e-10,2.193988469345598e-06
2019,0.0,2.17854346695745e-06
