year,ses_DET août_NOUN,ses_DET doutes_NOUN
1800,0.0,8.929427197656992e-07
1801,0.0,8.643692570586836e-07
1802,0.0,8.794712016424455e-07
1803,0.0,6.90420112192669e-07
1804,0.0,8.849226453833126e-07
1805,0.0,5.515182790460926e-07
1806,2.881669125542885e-08,7.405889519418452e-07
1807,0.0,5.238397400297856e-07
1808,6.798221985349073e-09,8.633742085706331e-07
1809,0.0,7.658113565511826e-07
1810,2.3401267590372754e-09,1.1256009537774503e-06
1811,7.521229861140455e-09,8.072787096580214e-07
1812,8.00162425207418e-09,7.254806462242414e-07
1813,0.0,9.116101034045698e-07
1814,3.1466771410748606e-09,7.740825829216647e-07
1815,0.0,8.010753749232435e-07
1816,0.0,1.559747442314574e-06
1817,0.0,8.313703849793797e-07
1818,0.0,9.060094745549918e-07
1819,0.0,8.529265400625263e-07
1820,0.0,8.176005783511187e-07
1821,0.0,1.0423593312935964e-06
1822,1.0025615893027862e-09,8.612004336328027e-07
1823,0.0,7.678847879777351e-07
1824,0.0,8.387428520606477e-07
1825,0.0,6.084561219310558e-07
1826,0.0,8.235465234207595e-07
1827,0.0,8.406153098050595e-07
1828,9.172301251858528e-10,8.135831088829093e-07
1829,8.57317605795771e-10,7.055724093874005e-07
1830,0.0,9.173978732235355e-07
1831,0.0,9.339132436281261e-07
1832,1.3529969367098715e-09,7.427953301331058e-07
1833,0.0,6.98492777062576e-07
1834,2.8003592777992026e-09,7.383613942479883e-07
1835,7.563087933704082e-10,9.968149754513433e-07
1836,0.0,9.819015849288348e-07
1837,0.0,7.931995469334652e-07
1838,0.0,7.877578038772981e-07
1839,6.9914751765765e-10,8.159051665401762e-07
1840,0.0,7.828347299287941e-07
1841,6.420548537278137e-10,8.179778818728778e-07
1842,6.708265054555795e-10,9.036032997400412e-07
1843,0.0,9.69914800919014e-07
1844,0.0,9.451302407370576e-07
1845,7.254296274794569e-09,8.387082726102335e-07
1846,1.1709002656346001e-09,8.442190946311712e-07
1847,0.0,7.744669119347236e-07
1848,8.045221711050488e-10,7.248744762211601e-07
1849,1.005529792763582e-08,7.181158458990922e-07
1850,3.394498016007219e-09,7.814134663775008e-07
1851,1.2898877521649865e-09,8.971169265237222e-07
1852,1.9531636308300904e-09,9.856965679233554e-07
1853,5.971931837933653e-10,8.611525430524125e-07
1854,0.0,9.741870909962813e-07
1855,0.0,9.17569408898089e-07
1856,2.0708756931497874e-09,1.0654655895336873e-06
1857,4.881508974818871e-09,9.719084728132543e-07
1858,0.0,9.572030341686855e-07
1859,0.0,9.384875294671247e-07
1860,0.0,9.145213564210053e-07
1861,0.0,9.092378263630962e-07
1862,0.0,9.361267698793085e-07
1863,0.0,8.116259007096005e-07
1864,0.0,1.0198386810600368e-06
1865,4.706844358715045e-10,9.752581711097719e-07
1866,4.865612912574591e-10,9.361439445854103e-07
1867,0.0,6.633793265820032e-07
1868,0.0,7.814880662593282e-07
1869,0.0,8.214078988100226e-07
1870,5.734048791339319e-10,7.488667792543424e-07
1871,0.0,5.438042802730081e-07
1872,2.4189357183956872e-09,7.710357694534764e-07
1873,5.986004469882289e-10,6.626506960927259e-07
1874,5.974609140757536e-10,6.500374523099595e-07
1875,0.0,7.581023595548686e-07
1876,0.0,6.61434021331786e-07
1877,0.0,6.296142904815838e-07
1878,0.0,6.963069107968067e-07
1879,0.0,6.824116196568752e-07
1880,6.417846254436199e-10,6.263817695639773e-07
1881,0.0,6.031218768853819e-07
1882,0.0,7.008120768148274e-07
1883,4.423537092179686e-09,7.172449851822194e-07
1884,0.0,6.522476576620306e-07
1885,6.445635691854079e-10,5.781735233911789e-07
1886,0.0,5.917826353396549e-07
1887,1.3057849246322917e-09,6.111073367898179e-07
1888,0.0,6.467427207113019e-07
1889,0.0,6.540802747201369e-07
1890,5.898947663673937e-09,5.649880998603862e-07
1891,0.0,5.75592045137796e-07
1892,0.0,5.641661235955553e-07
1893,6.158416554491453e-10,5.530258146979605e-07
1894,2.520615716150587e-09,6.049477889735755e-07
1895,0.0,6.307508089165026e-07
1896,5.89702897624278e-10,6.480834979782912e-07
1897,1.7480140668268973e-09,5.185775027172213e-07
1898,0.0,6.088389703506891e-07
1899,1.1055156790007459e-09,6.063753748009049e-07
1900,5.191053142894475e-10,5.175479733665611e-07
1901,0.0,5.817877264391313e-07
1902,4.910283846193408e-10,4.0853561000808725e-07
1903,0.0,5.022204945248632e-07
1904,0.0,4.78341649845504e-07
1905,0.0,5.12979476230413e-07
1906,1.0288369045596824e-09,5.205914455075344e-07
1907,0.0,5.466842587509291e-07
1908,0.0,4.960502903994524e-07
1909,0.0,5.429470562035021e-07
1910,0.0,4.7616381237958194e-07
1911,0.0,5.043714725871951e-07
1912,5.209421227725386e-10,5.751201150872021e-07
1913,0.0,5.727228860052946e-07
1914,1.3393487430235496e-09,4.265825879201657e-07
1915,1.1780761921542648e-09,3.899432159393257e-07
1916,0.0,5.306944315108808e-07
1917,0.0,4.4194690773657896e-07
1918,1.1486376294556067e-09,4.847251080519754e-07
1919,0.0,4.263233872592309e-07
1920,0.0,4.5206222543114905e-07
1921,0.0,4.3240387892495846e-07
1922,0.0,5.629364991932562e-07
1923,1.0615948120573648e-09,5.39290151202465e-07
1924,1.289162443462999e-09,5.63364015881973e-07
1925,0.0,5.136149061613082e-07
1926,0.0,4.96003160321834e-07
1927,1.1149224876660924e-09,6.109775405604978e-07
1928,1.1426041224282812e-09,5.564482079556399e-07
