year,mais_CONJ en_ADP,mais_CONJ dans_ADP
1920,3.622328495112015e-05,2.4738481442909688e-05
1921,3.631738218246028e-05,2.4487992959620897e-05
1922,3.7313171560526825e-05,2.423799423922901e-05
1923,3.665262283902848e-05,2.4005842988117365e-05
1924,3.7591976251860615e-05,2.4947872589109465e-05
1925,3.6050927519681863e-05,2.3472311113437172e-05
1926,3.774194010475185e-05,2.493725514796097e-05
1927,3.693515282066073e-05,2.5201708467648132e-05
1928,3.734601523319725e-05,2.4899629352148622e-05
1929,3.69170793419471e-05,2.4277172997244634e-05
1930,3.916163495887304e-05,2.6020576569862897e-05
1931,3.690089033625554e-05,2.4589948225184344e-05
1932,3.6573070246959105e-05,2.47126586145896e-05
1933,3.733815174200572e-05,2.4816777568048565e-05
1934,3.698713862831937e-05,2.535062776587438e-05
1935,3.667082364700036e-05,2.481623732819571e-05
1936,3.8036440855648834e-05,2.5642557829996804e-05
1937,3.658475270640338e-05,2.4998406843224075e-05
1938,3.75874542442034e-05,2.5781328076845966e-05
1939,3.731748347490793e-05,2.5314711820101365e-05
1940,3.7060467548144516e-05,2.4419589863100555e-05
1941,3.7156467442400753e-05,2.471883499310934e-05
1942,3.851021483569639e-05,2.630054768815171e-05
1943,4.0595938116894104e-05,2.7479120944917668e-05
1944,3.940330225304933e-05,2.6952206098940223e-05
1945,3.9910193663672544e-05,2.7436080017650966e-05
1946,4.040739804622717e-05,2.720323027460836e-05
1947,4.054288274346618e-05,2.674089864740381e-05
1948,3.914966691809241e-05,2.7132970899401698e-05
1949,3.8599494473601226e-05,2.6187851290160324e-05
1950,3.8967964428593405e-05,2.7269065867585596e-05
1951,3.908576400135644e-05,2.7109812435810454e-05
1952,3.831559934042161e-05,2.646007760631619e-05
1953,3.9924572774907574e-05,2.7161896468896884e-05
1954,3.9908105463837273e-05,2.825533283612458e-05
1955,3.9065715100150555e-05,2.6960157811117824e-05
1956,4.006841299997177e-05,2.7777707146015018e-05
1957,3.919046048395103e-05,2.7057303668698296e-05
1958,3.8575953112740535e-05,2.7185073122382164e-05
1959,3.998068223154405e-05,2.766474335658131e-05
1960,3.995743190898793e-05,2.7443180442787707e-05
1961,4.137628820899408e-05,2.8046244551660493e-05
1962,4.166411599726416e-05,2.8425282835087273e-05
1963,4.080532198713627e-05,2.8086596103094053e-05
1964,4.023936708108522e-05,2.7470941859064624e-05
1965,4.185784928267822e-05,2.8431095415726304e-05
1966,4.034052744827932e-05,2.8123544325353578e-05
1967,4.165739028394455e-05,2.888486415031366e-05
1968,4.15276299463585e-05,2.871047854569042e-05
1969,3.9802148421586026e-05,2.750125167949591e-05
1970,3.990451659774408e-05,2.725664398894878e-05
1971,3.8900752770132385e-05,2.6715555577538908e-05
1972,3.8544844755961094e-05,2.6551587325229775e-05
1973,3.8289750591502525e-05,2.6479918233235367e-05
1974,3.788147478189785e-05,2.6250041628372855e-05
1975,3.7509574212890584e-05,2.561541805334855e-05
1976,3.808408473560121e-05,2.6661602532840334e-05
1977,3.88167318305932e-05,2.6950333449349273e-05
1978,3.942176408600062e-05,2.6619789423421025e-05
1979,3.93855352740502e-05,2.7068303097621538e-05
1980,3.91854691770277e-05,2.7117600438941736e-05
1981,3.957643366447883e-05,2.6705203708843328e-05
1982,4.118491597182583e-05,2.820813188009197e-05
1983,3.9247795029950794e-05,2.7388893613533583e-05
1984,3.943673709727591e-05,2.761719861155143e-05
1985,3.926114095520461e-05,2.6880520636041183e-05
1986,3.9072655454219785e-05,2.706390296225436e-05
1987,3.91355051760911e-05,2.7216967282583937e-05
1988,3.87341397072305e-05,2.6625297323334962e-05
1989,3.833178925560787e-05,2.5962659492506646e-05
1990,3.860042397718644e-05,2.6231440642732196e-05
1991,3.951155122194905e-05,2.6501443244342227e-05
1992,3.949307574657723e-05,2.666317050170619e-05
1993,3.9444696085411124e-05,2.6856293516175356e-05
1994,3.911674593837233e-05,2.6830914976017084e-05
1995,3.8904457142052706e-05,2.5909012038027868e-05
1996,3.935348377126502e-05,2.6403805350128096e-05
1997,4.002825789939379e-05,2.7188490093976725e-05
1998,3.9985054172575474e-05,2.74997091764817e-05
1999,3.957885564886965e-05,2.735859561653342e-05
2000,4.0161231481761206e-05,2.74492304015439e-05
2001,3.965960513596656e-05,2.7004473849956412e-05
2002,3.9537018892588094e-05,2.6788102331920527e-05
2003,4.015913600596832e-05,2.7135001801070757e-05
2004,3.957881108362926e-05,2.670845242391806e-05
2005,3.9799634578230325e-05,2.6631121727405116e-05
2006,4.0723873098613694e-05,2.7698986741597764e-05
2007,4.0764861296338495e-05,2.657926597748883e-05
2008,3.991860558016924e-05,2.625179786264198e-05
2009,3.9848738197179046e-05,2.5794491193664726e-05
2010,4.097370765521191e-05,2.5454158276261296e-05
2011,3.980334076914005e-05,2.4050488718785346e-05
2012,4.028286275570281e-05,2.3928833343234146e-05
2013,4.149381220486248e-05,2.416497954982333e-05
2014,4.228183206578251e-05,2.462306019879179e-05
2015,4.1576083276595455e-05,2.3326796963374363e-05
2016,4.2392460272822063e-05,2.3874472390161827e-05
2017,4.194756729702931e-05,2.3467383016395615e-05
2018,4.294295831641648e-05,2.359951031394303e-05
2019,4.274103412171826e-05,2.3458373107132502e-05
