year,mais_CONJ écrire_VERB,mais_CONJ décrire_VERB
1927,4.5711823659644324e-08,0.0
1928,2.5137290471377582e-08,1.2568645457733396e-08
1929,3.342121956961819e-08,2.785101571589621e-08
1930,2.6259009189288918e-08,1.1553964007759987e-08
1931,3.763767786324479e-08,1.1405356659111021e-08
1932,2.7398842306070037e-08,8.767629400274757e-09
1933,1.7205993074753678e-08,1.1470662419910127e-08
1934,1.7972370258689807e-08,2.3963160344919743e-08
1935,4.188899360713094e-08,7.180970484910176e-09
1936,1.9399543305098632e-08,1.33371855781661e-08
1937,5.414180748175568e-08,6.295559074054324e-09
1938,5.315737894306949e-08,1.0372171566075394e-08
1939,4.5882151411547056e-08,7.647025235257843e-09
1940,1.2678914584896006e-08,2.5357829169792012e-09
1941,3.8369533328364014e-08,8.854507793643052e-09
1942,2.730790615856904e-08,9.102635090130207e-09
1943,5.806470504410299e-08,2.9032352077962287e-09
1944,4.177141832428788e-08,3.2131861615880553e-09
1945,2.178504043826024e-08,3.0499057501742755e-08
1946,3.7586980639048306e-08,3.062642939255511e-08
1947,3.9338873492056337e-08,4.7683483828109274e-09
1948,3.261566394741067e-08,5.435943917220243e-09
1949,4.712163992337537e-08,6.8719059331812105e-09
1950,2.6588404367089424e-08,1.2762433776458693e-08
1951,2.8785785310958545e-08,6.396841056854896e-09
1952,3.5852332658237174e-08,7.381362854275153e-09
1953,3.5553631150264664e-08,7.541679059031026e-09
1954,5.2771696346098906e-08,9.772536335717064e-09
1955,3.566531070475776e-08,1.407841221379158e-08
1956,4.8838392885386384e-08,1.5698055078061657e-08
1957,2.2087594420128198e-08,1.1485548956358116e-08
1958,3.887954314052422e-08,1.9853384713997002e-08
1959,3.8753737996444215e-08,8.525822714489095e-09
1960,3.183583352495134e-08,4.152499955001332e-09
1961,4.516303420132317e-08,2.014966149488373e-08
1962,3.614915211613834e-08,1.2049717224016376e-08
1963,4.7202188824257973e-08,2.0044764958981887e-08
1964,4.015419108327478e-08,1.3384730435106462e-08
1965,5.143720827049947e-08,1.2038495533772675e-08
1966,3.046491148239738e-08,1.1078149952936656e-08
1967,3.9442685562107727e-08,1.5284040255636455e-08
1968,4.715986712255926e-08,1.0330256428048301e-08
1969,4.859680924340637e-08,1.4987800334154144e-08
1970,4.8746484182515815e-08,1.4256047897731605e-08
1971,5.85777311101765e-08,1.6956711590410123e-08
1972,4.360624750177067e-08,1.3851396474251487e-08
1973,4.741355219550769e-08,1.3783009400469837e-08
1974,4.1629230729256506e-08,1.5751600912494723e-08
1975,6.739546698497634e-08,9.138368284311582e-09
1976,5.256444701728924e-08,1.542652228181396e-08
1977,5.5241747176637546e-08,1.4104276413462458e-08
1978,6.118809103838885e-08,1.2475241728537867e-08
1979,5.851973305937008e-08,1.580032815695631e-08
1980,5.230338651074362e-08,1.1370301589153087e-08
1981,7.59065947875115e-08,1.5181318424595247e-08
1982,5.462601926353727e-08,1.3035754697909852e-08
1983,5.999550189983438e-08,1.4525226799122493e-08
1984,5.567048155796783e-08,1.4497521405587577e-08
1985,5.113224332831123e-08,1.3234227491665251e-08
1986,7.553051872832839e-08,1.4386765556650971e-08
1987,5.438627148635078e-08,1.649920555735207e-08
1988,5.5767950257745724e-08,1.4391729141749465e-08
1989,7.024796389032417e-08,1.1525056464734007e-08
1990,5.830056615252488e-08,1.5801088437683575e-08
1991,6.037309141504466e-08,1.699824903056424e-08
1992,5.3997453619558655e-08,9.366905029395411e-09
1993,5.926952084678305e-08,9.970573700002205e-09
1994,6.382661155157621e-08,1.7407257857371405e-08
1995,6.181594081056119e-08,1.3013881527967897e-08
1996,8.167280896032025e-08,1.4946658577486005e-08
1997,6.377209693653185e-08,1.7261619689179497e-08
1998,7.438281812710557e-08,2.0026142522056034e-08
1999,8.317766031495921e-08,1.4624643718263997e-08
2000,7.201391127864554e-08,1.3695897749244068e-08
2001,7.404247881481751e-08,1.0076787404500465e-08
2002,6.265146801354149e-08,2.1467985611423046e-08
2003,7.66713839084332e-08,1.6250999657074772e-08
2004,7.840528581937178e-08,1.6297728056002825e-08
2005,8.151786623500357e-08,1.3511249008502091e-08
2006,8.441674381742814e-08,1.4824403926638752e-08
2007,7.94901424683303e-08,1.2782334746219703e-08
2008,6.726754619990061e-08,1.4475294740634581e-08
2009,7.438380222879459e-08,1.9549589502787512e-08
2010,8.975206711170358e-08,9.919965515692297e-09
2011,6.730190449388829e-08,8.412738061736036e-09
2012,6.60425030218903e-08,5.787229584441889e-09
2013,8.088462521982365e-08,6.693900100884775e-09
2014,8.207037183183274e-08,1.8406283608385365e-08
2015,7.425527570603663e-08,8.422986308431746e-09
2016,5.924032464577067e-08,4.971215994409306e-09
2017,7.29527265264096e-08,9.056201122348284e-09
2018,6.711813327342497e-08,1.2132893356664454e-08
2019,8.418259511699944e-08,1.6581420014816217e-08
