year,vingt - trois essais,vingt - trois décès
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,1.2459794085373233e-08
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,0.0,0.0
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,0.0
1825,0.0,0.0
1826,0.0,0.0
1827,0.0,0.0
1828,0.0,0.0
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,2.0278047685451384e-08
1834,0.0,2.6594733526508207e-08
1835,0.0,1.6599210894696625e-09
1836,0.0,0.0
1837,0.0,3.036395135325165e-09
1838,0.0,0.0
1839,0.0,4.5855470531819265e-09
1840,0.0,0.0
1841,0.0,1.403958060919308e-09
1842,0.0,0.0
1843,0.0,0.0
1844,0.0,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,0.0,0.0
1848,5.2854098875343425e-09,0.0
1849,0.0,0.0
1850,1.4860133124017239e-09,0.0
1851,0.0,1.411713745902432e-09
1852,0.0,0.0
1853,0.0,0.0
1854,0.0,1.1366367846932235e-09
1855,8.72668159956902e-09,2.3271151672332735e-09
1856,0.0,0.0
1857,1.0699394703550524e-09,5.884666975930486e-09
1858,0.0,0.0
1859,1.1148520995263311e-09,5.574260497631656e-10
1860,0.0,0.0
1861,0.0,0.0
1862,0.0,0.0
1863,0.0,5.482613252283386e-10
1864,0.0,5.774493772037204e-09
1865,0.0,0.0
1866,0.0,0.0
1867,0.0,0.0
1868,0.0,0.0
1869,0.0,5.357312371501166e-10
1870,0.0,1.884986389200094e-09
1871,0.0,0.0
1872,0.0,0.0
1873,0.0,0.0
1874,0.0,1.3110328378473923e-09
1875,0.0,3.1434852498790633e-09
1876,1.3281662436526176e-09,0.0
1877,0.0,0.0
1878,0.0,0.0
1879,0.0,3.3602645110875073e-09
1880,7.066983109815794e-10,1.4133966219631589e-09
1881,0.0,1.5368785133418328e-09
1882,0.0,0.0
1883,0.0,0.0
1884,0.0,0.0
1885,0.0,2.8408335683849373e-09
1886,0.0,0.0
1887,0.0,0.0
1888,0.0,0.0
1889,0.0,0.0
1890,0.0,1.4457949282231652e-09
1891,0.0,1.4054414299025098e-09
1892,4.150312982176274e-09,6.917188488664294e-10
1893,4.075765058786374e-09,6.792941764643956e-10
1894,8.350571789605965e-09,2.0876429474014913e-09
1895,1.328391507904314e-09,1.99258720634532e-09
1896,7.80522491083957e-09,0.0
1897,0.0,0.0
1898,0.0,0.0
1899,0.0,6.10041017701235e-10
1900,0.0,0.0
1901,0.0,0.0
1902,1.0814305007045277e-09,1.6221457510567916e-09
1903,0.0,0.0
1904,5.93522675451652e-10,0.0
1905,0.0,0.0
1906,5.675657166470671e-10,0.0
1907,0.0,1.1367379260107668e-09
1908,0.0,0.0
1909,0.0,0.0
1910,0.0,5.898358468314768e-10
1911,0.0,0.0
1912,5.74772174299909e-10,1.7243164673885758e-09
1913,4.095769945422489e-09,0.0
1914,0.0,1.4773187118066744e-09
1915,0.0,0.0
1916,0.0,0.0
1917,0.0,0.0
1918,3.791309044487434e-09,0.0
1919,0.0,0.0
1920,8.343376545205672e-10,0.0
1921,8.356959568800448e-10,0.0
1922,0.0,0.0
1923,0.0,1.173141472854411e-09
1924,0.0,0.0
1925,0.0,0.0
1926,0.0,0.0
1927,0.0,1.2342680211219204e-09
1928,0.0,2.5303301676160572e-09
1929,0.0,1.2342626920514022e-09
1930,0.0,0.0
1931,0.0,0.0
1932,4.8515280681726836e-09,0.0
1933,0.0,0.0
1934,0.0,0.0
1935,0.0,1.3263738996016627e-09
1936,0.0,0.0
1937,0.0,0.0
1938,0.0,0.0
1939,0.0,0.0
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,0.0
1943,0.0,0.0
1944,0.0,0.0
1945,0.0,0.0
1946,0.0,0.0
1947,0.0,0.0
1948,0.0,0.0
1949,1.081607470254653e-09,0.0
1950,0.0,0.0
1951,0.0,0.0
1952,0.0,0.0
1953,0.0,0.0
1954,1.0806723294010112e-09,0.0
1955,2.0775652309623638e-09,0.0
1956,0.0,0.0
1957,1.9557553354587753e-09,0.0
1958,0.0,0.0
1959,3.4297662487858815e-09,0.0
1960,0.0,0.0
1961,7.66812890962143e-10,0.0
1962,6.994257950587723e-10,6.994257950587723e-10
1963,3.566091644202629e-09,0.0
1964,1.3422626343739807e-09,1.3422626343739807e-09
1965,0.0,0.0
1966,0.0,6.110574823914305e-10
1967,1.08637732143535e-09,0.0
1968,4.940934328345747e-10,0.0
1969,4.992740665343831e-10,4.992740665343831e-10
1970,1.0115754900397178e-09,0.0
1971,0.0,0.0
1972,0.0,1.6959011972517146e-09
1973,6.093281434971232e-10,1.2186562869942463e-09
1974,1.865787024879495e-09,0.0
1975,6.315566958292607e-10,2.5262267833170426e-09
1976,0.0,0.0
1977,0.0,0.0
1978,0.0,0.0
1979,0.0,0.0
1980,6.261667295781592e-10,1.2523334591563184e-09
1981,0.0,1.3925651742852097e-09
1982,0.0,6.818714481937604e-10
1983,0.0,0.0
1984,1.2736263155233019e-09,0.0
1985,1.3216827632334116e-09,6.608413816167058e-10
1986,2.633417484076972e-09,6.58354371019243e-10
1987,0.0,0.0
1988,2.6343254244665104e-09,0.0
1989,0.0,0.0
1990,0.0,0.0
1991,6.429924925832609e-10,6.429924925832609e-10
1992,6.035035804430322e-10,6.035035804430322e-10
1993,6.066071533972206e-10,6.066071533972206e-10
1994,5.77337011531398e-10,5.77337011531398e-10
1995,1.1857715920271517e-09,5.928857960135758e-10
1996,1.1667063981590786e-09,0.0
1997,0.0,0.0
1998,1.0405120098866405e-09,5.202560049433202e-10
1999,2.492571371526253e-09,4.985142854074809e-10
2000,2.408676369469731e-09,4.81735262791716e-10
2001,4.777466755534476e-10,4.777466755534476e-10
2002,2.864007697667148e-09,2.38667308138929e-09
2003,0.0,0.0
2004,0.0,9.593307259692097e-10
2005,1.471480604031683e-09,0.0
2006,1.7949673969397395e-09,8.974836984698698e-10
2007,8.726048217333471e-10,4.3630241086667354e-10
2008,9.297675962471885e-10,0.0
2009,0.0,0.0
2010,1.0353725654610457e-09,1.0353725654610457e-09
2011,0.0,4.19642653959329e-10
2012,0.0,3.749565102850738e-10
2013,0.0,0.0
2014,9.580620741189705e-10,0.0
2015,2.4514165697375745e-10,7.354249431656967e-10
2016,2.2924880049846053e-10,2.2924880049846053e-10
2017,2.78901984840374e-10,0.0
2018,0.0,2.86499379775762e-10
2019,0.0,2.832501178051672e-10
