year,plusieurs_DET oies_NOUN,plusieurs_DET doigts_NOUN
1800,0.0,1.603523855919775e-07
1801,0.0,8.810375362600098e-08
1802,1.5664880947952042e-08,7.384872446891677e-08
1803,0.0,1.5797748176282767e-07
1804,0.0,1.2112069214254007e-07
1805,3.1271653710973624e-08,5.685755510853596e-08
1806,0.0,8.06867319624871e-08
1807,5.693910232196231e-09,1.7366426163789583e-07
1808,2.039466551195801e-08,4.078933102391602e-08
1809,1.129515236897305e-08,8.358412628695078e-08
1810,2.3401266702194334e-08,7.020380365929668e-08
1811,0.0,4.011322829455821e-08
1812,0.0,1.7336853375127248e-07
1813,0.0,1.32284118992132e-07
1814,6.293354282149721e-09,2.989343386161636e-07
1815,0.0,9.440282155992463e-08
1816,4.6352077731626196e-09,2.1785476178592944e-07
1817,1.556873407970727e-09,2.2886038664182706e-07
1818,0.0,7.74876554032744e-08
1819,0.0,1.2938812687934842e-07
1820,4.746592452420373e-09,8.899860937106041e-08
1821,0.0,1.370746929296729e-07
1822,0.0,4.712039469723095e-08
1823,0.0,5.0401702367253165e-08
1824,0.0,8.252690264498597e-08
1825,1.7610886082763955e-09,8.189061873054015e-08
1826,0.0,7.574866400794633e-08
1827,3.6869092223668076e-09,6.636436467033491e-08
1828,0.0,1.3758451666845417e-07
1829,0.0,8.573176302206775e-08
1830,9.39315203396518e-09,1.0228099411868641e-07
1831,0.0,9.042899762334855e-08
1832,1.3529969367098715e-09,2.2053850579073497e-07
1833,0.0,1.5290390165123569e-07
1834,1.8669061851994684e-09,9.147840529522e-08
1835,2.2689263801112247e-09,1.1571524538567246e-07
1836,2.016224964762614e-09,9.610672435655943e-08
1837,1.3915781860163179e-09,1.1202204319715747e-07
1838,1.2624323808552163e-09,1.0541310047074148e-07
1839,0.0,1.0137639350205063e-07
1840,0.0,1.0955864410133742e-07
1841,1.926164561183441e-09,1.4767261635739715e-07
1842,0.0,8.519496930148307e-08
1843,6.497602011990011e-09,7.442707783411606e-08
1844,0.0,9.989181393166291e-08
1845,5.580227946389016e-10,7.700714510505691e-08
1846,0.0,8.664662232149567e-08
1847,0.0,5.55502026600152e-08
1848,8.045221711050488e-10,1.0378336312566461e-07
1849,2.513824481908955e-09,8.46320900027564e-08
1850,0.0,1.0862393651223101e-07
1851,6.449438760824933e-10,7.932809609201286e-08
1852,0.0,7.877760310748272e-08
1853,1.0152284346531815e-08,8.300985143705475e-08
1854,0.0,6.390667550704165e-08
1855,0.0,9.021793090369101e-08
1856,0.0,9.267169076565551e-08
1857,0.0,6.736482305313984e-08
1858,4.893676019968041e-10,7.58519789201273e-08
1859,1.5276520048956854e-09,7.281808223069675e-08
1860,0.0,1.107678500034126e-07
1861,4.715963730639317e-10,1.0375120496064483e-07
1862,9.035972525772706e-10,6.73179983423644e-08
1863,6.99246927027275e-09,4.994620894649415e-08
1864,4.794727948009836e-10,6.281093334337129e-08
1865,2.3534221238463715e-09,7.201472052020819e-08
1866,4.865612912574591e-10,7.34707517047184e-08
1867,0.0,1.1646747921645328e-07
1868,4.44588676984381e-09,1.2942470561938535e-07
1869,0.0,1.0548401263577034e-07
1870,0.0,9.919904586652706e-08
1871,0.0,1.0408753570168017e-07
1872,6.047339295989218e-10,6.349705994335153e-08
1873,5.387403856360606e-09,9.338166878647414e-08
1874,0.0,1.463779284449629e-07
1875,1.1443054281912168e-09,1.0241533726640384e-07
1876,6.04601479992084e-10,1.0822366469653844e-07
1877,6.184815992682502e-10,7.050689987408987e-08
1878,1.8117265465633636e-09,8.273551799220513e-08
1879,0.0,8.369775783556577e-08
1880,1.2835692508872398e-09,7.444701566328149e-08
1881,3.4862537301449947e-09,8.367008974552448e-08
1882,3.3276925659464496e-09,9.583754589925775e-08
1883,5.687405213450347e-09,1.0679682649339384e-07
1884,0.0,1.7230429527614888e-07
1885,0.0,1.2117794767618761e-07
1886,6.453463874400711e-10,7.034275739670193e-08
1887,0.0,9.728097438710392e-08
1888,6.340614699951175e-10,7.101488108673948e-08
1889,3.132568426877924e-09,5.951880055476977e-08
1890,0.0,8.520702721170892e-08
1891,6.374220040683554e-10,1.1218627338216436e-07
1892,6.268512375839919e-10,9.59082366858155e-08
1893,0.0,1.3425348321938202e-07
1894,6.301539290376468e-10,7.876924401628571e-08
1895,1.8055843487019274e-09,8.064943179952877e-08
1896,1.179405795248556e-09,1.0555682194990368e-07
1897,0.0,8.914871996168472e-08
1898,5.6583548957434e-10,9.958704461077161e-08
1899,0.0,8.180815846969836e-08
1900,1.038210628578895e-09,6.592637713520588e-08
1901,0.0,8.271333862275299e-08
1902,6.874397495693074e-09,1.3552383903991938e-07
1903,0.0,5.6702312178913417e-08
1904,0.0,5.213386344848914e-08
1905,5.160759042333041e-10,5.5736197879241445e-08
1906,0.0,1.028836891237006e-07
1907,0.0,9.411403628645232e-08
1908,0.0,8.644045101924291e-08
1909,1.1001967115120692e-09,1.0011789769448498e-07
1910,0.0,6.840512867256621e-08
1911,1.0640748282497725e-09,7.129301193842252e-08
1912,2.0837684910901544e-09,7.605754664963271e-08
1913,1.590896969716482e-09,5.302989652955503e-08
1914,0.0,1.3058649983577197e-07
1915,0.0,1.2134184146361804e-07
1916,2.197492410260793e-09,1.2086208300843282e-07
1917,0.0,7.566833204464274e-08
1918,0.0,8.040463228553563e-08
1919,0.0,8.194984957299312e-08
1920,7.572231730534895e-10,6.966453325318867e-08
1921,0.0,8.557204644876748e-08
1922,1.4755870969551665e-09,7.525494538640487e-08
1923,0.0,4.2463792482294593e-08
1924,0.0,2.8361574311297488e-08
1925,0.0,4.399271191779519e-08
1926,0.0,8.136681284298675e-08
1927,1.1149224876660924e-09,6.13207333799437e-08
1928,1.1426041224282812e-09,5.9415413034002995e-08
1929,0.0,4.2333545335893064e-08
1930,0.0,4.516549678701409e-08
1931,0.0,5.0183567523731654e-08
1932,0.0,4.274219378430644e-08
1933,4.588264879146209e-09,4.01473165823063e-08
1934,3.5944740517379614e-09,4.313368862085554e-08
1935,0.0,5.505410705097802e-08
1936,1.2124714565686645e-09,5.092380206406233e-08
1937,0.0,4.1550688223424004e-08
1938,0.0,4.019216603978748e-08
1939,0.0,6.72938256229827e-08
1940,0.0,4.564409250562562e-08
1941,2.9515025978810172e-09,2.3612021671226557e-08
1942,3.034211770724937e-09,2.4273694165799498e-08
1943,0.0,5.516146828199453e-08
1944,0.0,2.5705489292704442e-08
1945,0.0,2.832055301382752e-08
1946,1.3921104269343232e-09,3.897909284233947e-08
1947,1.1920870957027319e-09,2.861009096299938e-08
1948,1.0871887834440486e-09,5.2185063159626566e-08
1949,0.0,2.9451024730065e-08
1950,0.0,5.530387880980925e-08
1951,4.264560704569931e-09,3.624876676600053e-08
1952,0.0,4.428817490520487e-08
1953,0.0,3.555363137230927e-08
1954,9.772536113672459e-10,3.9090146231046674e-08
1955,0.0,4.129667274810345e-08
1956,0.0,3.924513802822105e-08
1957,8.835037701437898e-10,3.26896383850972e-08
1958,8.272243445794913e-10,2.7298403537656668e-08
1959,7.750747821333448e-10,3.952881399982289e-08
1960,1.3841666701708277e-09,4.498541628095154e-08
1961,6.948159270159238e-10,5.5585272551450515e-08
1962,6.341956404476434e-10,2.4733629921946942e-08
1963,0.0,2.392439668597035e-08
1964,6.083968329129164e-10,4.867174752121173e-08
1965,1.0944086747954884e-09,2.5718604135249734e-08
1966,0.0,3.60039859037542e-08
1967,4.930335584241163e-10,4.7824253446293596e-08
1968,0.0,2.1558795637588446e-08
1969,1.3625273131978588e-09,2.4525492747784483e-08
1970,1.3796175313274261e-09,3.632992862101503e-08
1971,1.0276794970565106e-09,3.237190426830239e-08
1972,3.0780880067027283e-09,3.385897073826527e-08
1973,5.513203782392395e-10,3.142526239230392e-08
1974,5.625571675160757e-10,2.1377172254588572e-08
1975,0.0,2.7415104408845536e-08
1976,5.713526873840635e-10,3.65665735468923e-08
1977,0.0,2.4682483612537e-08
1978,1.7821774056514528e-09,2.4950483568098036e-08
1979,1.1703946700691858e-09,1.8141117053005473e-08
1980,0.0,2.8994269263282746e-08
1981,6.325549528618524e-10,3.921840768805751e-08
1982,0.0,3.848651530802272e-08
1983,0.0,2.462973291983417e-08
1984,0.0,2.1456332099933917e-08
1985,0.0,2.1656008541981464e-08
1986,5.994485463567401e-10,2.7574633298943496e-08
1987,0.0,2.0776778075770608e-08
1988,1.1993107618124554e-09,1.4991384134077634e-08
1989,1.0976244357863152e-09,1.8659616074501173e-08
1990,1.6345953479657283e-09,3.3236769392264165e-08
1991,5.861465202094962e-10,2.989347347437388e-08
1992,0.0,2.424375467047213e-08
1993,5.539207426075166e-10,3.545092630563573e-08
1994,1.5824779264761446e-09,1.8462243289718572e-08
1995,5.422450821690461e-10,2.4943273002620003e-08
1996,0.0,3.683283655853131e-08
1997,4.79489448146353e-10,2.9248857003061346e-08
1998,0.0,3.814503424237614e-08
1999,1.3710603763428253e-09,3.5190548169916624e-08
2000,0.0,2.6508189421292627e-08
2001,0.0,3.548781601914186e-08
2002,2.6287327870022636e-09,2.847793945104371e-08
2003,8.333845835650777e-10,2.7501692034803682e-08
2004,4.404791253964646e-10,3.9643120453014546e-08
2005,4.5037495954858286e-10,3.287737215806885e-08
2006,8.235779835885637e-10,3.541385207306291e-08
2007,1.1983438685803094e-09,4.873264880522754e-08
2008,8.514879357157668e-10,4.001993136881765e-08
2009,4.76819250749827e-10,4.2913733233618245e-08
2010,2.3618964561933353e-09,5.904741140483338e-08
2011,1.529588788962144e-09,1.0171765196798077e-07
2012,6.808505426114664e-10,9.872332595861621e-08
2013,1.6734750252211938e-09,7.893223852306619e-08
2014,1.0827225782605865e-09,8.401927065193604e-08
2015,2.21657536769726e-09,7.070875440717828e-08
2016,2.4856081637381067e-09,7.829665316094747e-08
2017,2.0124890642847504e-09,6.590901868719357e-08
2018,1.5488800242380307e-09,6.27296410371514e-08
2019,2.806086474294034e-09,6.607058034013846e-08
