year,deux_DET eaux_NOUN,deux_DET do_NOUN
1971,2.3020020112340944e-07,1.541519245584766e-09
1972,2.7189778095682016e-07,6.669190977248718e-09
1973,2.519534116895983e-07,2.7566018911961976e-09
1974,2.396493653522569e-07,1.6876715580593782e-09
1975,2.096113220773077e-07,1.7134440533084216e-09
1976,1.8797503975598318e-07,4.570821388050206e-09
1977,2.3154519812607077e-07,1.7630346071939584e-09
1978,2.405939536487267e-07,1.7821774056514528e-09
1979,2.744575454682874e-07,1.1703946700691858e-09
1980,2.4105039431177033e-07,1.7055452050662723e-09
1981,2.897101820664716e-07,1.2651099057237047e-09
1982,2.805791071702757e-07,6.207502289967692e-10
1983,2.5892794663917584e-07,6.315316047889041e-10
1984,2.8705092197656157e-07,1.1598016991243298e-09
1985,2.8092657089473505e-07,1.2031116103372597e-09
1986,2.0680974399667207e-07,2.9972427317837003e-09
1987,2.16322919133205e-07,1.2221633705067347e-09
1988,2.3386559155902376e-07,5.996553809062277e-10
1989,2.145855804158714e-07,1.6464366536794728e-09
1990,2.1086279988757894e-07,2.724325431913144e-09
1991,2.2039109204285978e-07,0.0
1992,2.639263274595294e-07,1.1019888335184191e-09
1993,2.647741190742181e-07,0.0
1994,2.4475659177181086e-07,2.1099706426497278e-09
1995,2.2774293917393607e-07,5.422450821690461e-10
1996,2.0871940553668367e-07,5.338092190498855e-10
1997,2.330318693566369e-07,3.3564260260021683e-09
1998,2.3792964931601546e-07,9.536258449571733e-10
1999,2.170845561089152e-07,1.8280804647829996e-09
2000,2.4210811866431925e-07,4.4180314962005696e-10
2001,2.760163293480389e-07,4.3812117822561447e-10
2002,2.729500869769197e-07,1.3143663935011318e-09
2003,2.470985251967761e-07,0.0
2004,2.466683159951799e-07,4.404791253964646e-10
2005,2.5626335187212135e-07,1.3511248786457486e-09
2006,2.9278198265814126e-07,8.235779835885637e-10
2007,2.328781548155412e-07,3.994479469415779e-10
2008,2.7503059163436205e-07,1.2772318758180745e-09
2009,3.156543451066085e-07,2.384096253749135e-09
2010,2.9051327343765365e-07,9.447586046817946e-10
2011,3.3612713035147124e-07,1.911985902935953e-09
2012,3.8808481539476247e-07,2.7234021704458655e-09
2013,3.645386483785984e-07,0.0
2014,4.1576546716548535e-07,8.661780737106994e-10
2015,3.86127433360528e-07,6.649726325136385e-10
2016,3.5772043593951253e-07,1.2428040818690533e-09
2017,3.3457630377320413e-07,7.54683426862357e-10
2018,3.9238293014776104e-07,7.744400121190154e-10
2019,3.576484872702679e-07,5.1019755087367e-10
