year,tels_ADJ hommages_NOUN,tels_ADJ dommages_NOUN
1915,0.0,2.3561523843085297e-09
1916,0.0,6.592477230782379e-09
1917,1.0966424435210342e-09,3.289927441585405e-09
1918,6.89182577673364e-09,2.2972752589112133e-09
1919,9.207848372660976e-10,4.603924352863942e-09
1920,3.028892692213958e-09,1.590168707821249e-08
1921,0.0,1.2116395886607734e-08
1922,0.0,9.591316185719734e-09
1923,0.0,1.5923921736771263e-08
1924,7.734974438733389e-09,9.02413699321869e-09
1925,3.299453377181294e-09,2.1996355847875293e-09
1926,0.0,8.916910765321973e-09
1927,0.0,3.3447675740205796e-09
1928,0.0,1.5996457491951332e-08
1929,0.0,8.912325100141061e-09
1930,0.0,5.2518016602221e-09
1931,1.1405356659111021e-09,3.4216069977333063e-09
1932,1.0959536611565568e-09,7.6716757391182e-09
1933,6.882397318719313e-09,1.1470662641954732e-08
1934,0.0,8.38710612072191e-09
1935,2.393656828303392e-09,8.377798899061872e-09
1936,1.2124714565686645e-09,1.4549657478823974e-08
1937,0.0,3.777335333410292e-09
1938,1.2965214457594243e-09,1.1668692678767911e-08
1939,0.0,4.588215141154706e-09
1940,0.0,2.2822046474857416e-08
1941,0.0,1.1806010391524069e-08
1942,0.0,9.102635090130207e-09
1943,0.0,8.709705845433291e-09
1944,0.0,3.2131861615880553e-09
1945,0.0,1.9606536838523425e-08
1946,0.0,2.7842208538686464e-09
1947,0.0,1.3112957830685446e-08
1948,0.0,1.195907639583993e-08
1949,9.817008317369869e-10,1.7670615193310368e-08
1950,2.1270722960764488e-09,1.2762433776458693e-08
1951,2.1322803522849654e-09,1.3859822622919182e-08
1952,1.0544803918932644e-09,1.8980646387944944e-08
1953,2.1547654771580937e-09,1.8315507332999914e-08
1954,0.0,1.8567819282111486e-08
1955,1.8771215692936494e-09,1.0324168187025862e-08
1956,1.744228317335228e-09,8.72114114258693e-09
1957,0.0,1.236905244894615e-08
1958,8.272243445794913e-10,9.926692356998501e-09
1959,6.975672928177801e-09,7.750747599288843e-09
1960,1.3841666701708277e-09,9.689166802218097e-09
1961,3.47407969059077e-09,6.25334317660986e-09
1962,1.2683912808952869e-09,1.0781326054143392e-08
1963,0.0,6.466053470433053e-09
1964,0.0,1.2776333768727e-08
1965,0.0,9.849678406226303e-09
1966,0.0,8.862519607077957e-09
1967,0.0,1.627010703941778e-08
1968,8.982831700699023e-10,8.084548142051062e-09
1969,4.5417578031781147e-10,1.1354394757745467e-08
1970,0.0,1.7935027685211935e-08
1971,0.0,1.7470551227916076e-08
1972,2.0520587451500205e-09,1.2825367434743384e-08
1973,0.0,1.8193572870472963e-08
1974,2.2502286700643026e-09,1.912694358452427e-08
1975,1.7134440533084216e-09,2.9128548462153958e-08
1976,2.285410749536254e-09,1.9425991482080462e-08
1977,5.876781838942691e-10,1.057820764316375e-08
1978,0.0,1.6039596317796168e-08
1979,1.1703946700691858e-09,2.3407892513205297e-08
1980,5.685150683554241e-10,1.2507331170752423e-08
1981,6.325549528618524e-10,2.6567308353264707e-08
1982,6.207502289967692e-10,1.2415004135846175e-08
1983,0.0,9.47297440490047e-09
1984,1.1598016991243298e-09,1.275781880138993e-08
1985,1.8046674155058895e-09,9.02333674446254e-09
1986,5.994485463567401e-10,3.416856841909066e-08
1987,0.0,1.2832715334809564e-08
1988,5.996553809062277e-10,1.199310784016916e-08
1989,5.488122178931576e-10,1.1525056464734007e-08
1990,3.2691906959314565e-09,1.689081763345257e-08
1991,2.344586080837985e-09,2.2859714121636898e-08
1992,0.0,1.4876849085965205e-08
1993,0.0,1.550978012687665e-08
1994,0.0,1.8462243289718572e-08
1995,0.0,9.760411145975922e-09
1996,5.338092190498855e-10,2.7224270837677977e-08
1997,9.58978896292706e-10,1.5343662340683295e-08
1998,0.0,8.10582001520288e-09
1999,9.140402323914998e-10,7.769341614505265e-09
2000,8.836062992401139e-10,9.719669513685858e-09
2001,4.3812117822561447e-10,9.638665865452367e-09
2002,3.066854992184176e-09,1.3143664823189738e-08
2003,2.5001538617175356e-09,1.6250998768896352e-08
2004,2.642874807889939e-09,1.1011977996133737e-08
2005,9.007499190971657e-10,9.908249332113428e-09
2006,4.1178899179428186e-10,6.1768350434476815e-09
2007,0.0,6.7906151812735516e-09
2008,4.257439678578834e-10,1.4901038625225738e-08
2009,0.0,6.198650481792356e-09
2010,4.723793023408973e-10,7.558068837454357e-09
2011,0.0,4.971163480860241e-09
2012,1.3617010852229328e-09,1.1574459612972987e-08
2013,0.0,1.1156499724052082e-08
2014,1.0827225782605865e-09,4.7639794331644225e-09
2015,1.10828768384863e-09,1.0861219479352258e-08
2016,6.214020409345267e-10,7.45682449121432e-09
2017,7.54683426862357e-10,8.049956257139002e-09
2018,7.744400121190154e-10,8.776987137082415e-09
2019,7.65296326310505e-10,7.652963596171958e-09
