year,autres_ADJ yeux_NOUN,autres_ADJ dieux_NOUN
1877,2.0533589406568353e-07,4.1067179168408074e-07
1878,1.7392575557551027e-07,5.0607561696836e-07
1879,1.7900323712183308e-07,4.691961947855816e-07
1880,1.5659544772006484e-07,4.5759243505472114e-07
1881,1.6455118156954995e-07,3.876714145256699e-07
1882,1.9167509890394285e-07,4.5789050062694514e-07
1883,1.7314988554062438e-07,4.4993694103823145e-07
1884,1.2609241650807235e-07,4.6013828125524014e-07
1885,1.3987029490181158e-07,3.1196876904004966e-07
1886,1.3681344057658862e-07,4.001147644316916e-07
1887,1.2992559561553207e-07,3.20570200607051e-07
1888,1.3759134276369878e-07,3.404910184912069e-07
1889,1.4597767972190923e-07,3.414499669673887e-07
1890,1.3043229785125732e-07,2.8249406547331546e-07
1891,1.4150768379295187e-07,3.2444778952367415e-07
1892,1.2850451014401187e-07,3.0841081510857293e-07
1893,1.2932675019783346e-07,3.2578023834162195e-07
1894,1.506067945911127e-07,2.608837146311771e-07
1895,1.5828956634322822e-07,2.527818061537346e-07
1896,1.9224314939947362e-07,2.801088672121921e-07
1897,1.2877036681402387e-07,2.4763533001959104e-07
1898,1.5390725138786365e-07,2.817860860204746e-07
1899,1.7190768630825914e-07,2.7914271072404517e-07
1900,1.4586859720111534e-07,2.3671202420416648e-07
1901,1.2462888321351784e-07,2.3863915110666767e-07
1902,1.3405075094397034e-07,1.8413564362163015e-07
1903,1.0746438050546203e-07,2.683909610112778e-07
1904,1.2737861254663585e-07,3.4612585508853044e-07
1905,1.6824074577925785e-07,2.879703515645815e-07
1906,1.7798878104713367e-07,2.1502691094354986e-07
1907,1.5325673530242057e-07,2.27313682543695e-07
1908,1.2867839416230709e-07,3.305364693062529e-07
1909,1.6667979707563063e-07,3.0860519117936747e-07
1910,1.7689139042431634e-07,2.3834911822007143e-07
1911,1.4205399168076838e-07,2.5218573718177595e-07
1912,1.8701821602462587e-07,2.010836599453114e-07
1913,1.9515002236403234e-07,2.2590735682115337e-07
1914,1.553644608520699e-07,3.2412238937240545e-07
1915,1.4843760709482012e-07,1.4136913772944126e-07
1916,1.5052823698624707e-07,2.351316865656372e-07
1917,1.6997957175135525e-07,1.4366015932409937e-07
1918,1.7689019671252026e-07,1.48174251535238e-07
1919,1.1233574781499556e-07,2.1362208180164544e-07
1920,2.2338083738304704e-07,2.71843113353043e-07
1921,2.05221454052662e-07,1.6962954951793563e-07
1922,1.5788782548042946e-07,2.1248454196154398e-07
1923,2.1338055944397638e-07,2.42043618925436e-07
1924,1.7790441120268952e-07,2.565433225854008e-07
1925,2.1666410532361624e-07,2.870524404841035e-07
1926,1.972866527921724e-07,2.318396852274418e-07
1927,2.0291589919452235e-07,1.6835329219588857e-07
1928,1.5653677110094577e-07,1.9995571864939166e-07
1929,1.7044821731815318e-07,2.0943964429420703e-07
1930,1.7541017882649612e-07,2.4683468602404446e-07
1931,1.6309660111346602e-07,2.303881991849721e-07
1932,1.8302425530691835e-07,2.542612369538233e-07
1933,1.7435407073662645e-07,1.7550112652031657e-07
1934,1.6894027510261367e-07,1.9889423441554754e-07
1935,1.48406726907524e-07,1.9388620309257476e-07
1936,1.7095847226755723e-07,3.140301210180496e-07
1937,1.3346584637474734e-07,2.5434059791606956e-07
1938,1.5947213682920847e-07,3.137581856549332e-07
1939,1.8046979732844193e-07,2.125873042047033e-07
1940,9.889553354014424e-08,2.8654345562983963e-07
1941,1.682356440824151e-07,4.663374184588065e-07
1942,1.9722376976005762e-07,2.821817091103185e-07
1943,2.0032322822771675e-07,3.01936453617202e-07
1944,2.4098895323731995e-07,4.691251671573582e-07
1945,1.5903079031431844e-07,3.33311106714973e-07
1946,2.7285364012641367e-07,3.0208795465114235e-07
1947,2.6583541057334514e-07,2.8014046016267e-07
1948,2.0874024642125732e-07,2.4353029459689424e-07
1949,2.2775459740387305e-07,2.9745535812253365e-07
1950,2.605663667054614e-07,4.413674972170156e-07
1951,2.526752211906569e-07,2.5160908379007196e-07
1952,1.8664303524928982e-07,2.7100146038350204e-07
1953,1.8746459318208508e-07,3.0274453521883515e-07
1954,2.0717776294532086e-07,3.3324349146823806e-07
1955,1.9428208020144666e-07,2.6655125129337875e-07
1956,2.0145837709151238e-07,3.0349572277543757e-07
1957,2.0408937473348487e-07,3.2336238930952277e-07
1958,2.1425110219297494e-07,2.6140288866827177e-07
1959,1.852428681559104e-07,2.60425125020447e-07
1960,1.972437502217872e-07,2.609154101662625e-07
1961,2.0774996301042847e-07,2.522181876685181e-07
1962,2.2577364688913804e-07,3.3992886727673977e-07
1963,2.444168103465927e-07,2.463566346477819e-07
1964,2.1537248073855153e-07,2.908136753632107e-07
1965,2.0629603625366144e-07,3.031511930373654e-07
1966,1.8057383499581192e-07,2.5812088111365483e-07
1967,2.03129829401405e-07,2.647590164883695e-07
1968,1.8774117904740706e-07,2.79366062727604e-07
1969,1.594157055251344e-07,2.6342195624806664e-07
1970,1.8486873898382328e-07,2.5155025085155103e-07
1971,2.1272965966545598e-07,2.3688012262823577e-07
1972,1.7493800896772882e-07,3.7296168109435257e-07
1973,1.6649875078655896e-07,2.613258622830017e-07
1974,1.3501372109203658e-07,2.2952331946157756e-07
1975,1.2108337443805794e-07,2.1817853834704692e-07
1976,1.6226415766595892e-07,2.9024715608727547e-07
1977,1.7218971493093704e-07,1.933461151182314e-07
1978,1.5089102589627146e-07,2.566335517428797e-07
1979,1.8024077519385173e-07,2.563164329671963e-07
1980,1.4610837695272494e-07,2.438929644910104e-07
1981,1.4865041464418027e-07,2.878124902849777e-07
1982,1.5518756413257506e-07,2.8678660868308725e-07
1983,1.5914596929178515e-07,2.0272165102142026e-07
1984,1.5889283133674326e-07,2.1572311936779442e-07
1985,1.726465228557572e-07,2.9476234075787033e-07
1986,1.7084283854273963e-07,2.9133198431452456e-07
1987,1.478817637234897e-07,2.4687700239667265e-07
1988,1.876921373877849e-07,2.3146698246989672e-07
1989,1.5531385599842906e-07,2.7056442242212597e-07
1990,1.329470791233689e-07,2.675287582576402e-07
1991,1.5005350917363103e-07,2.2449412462322016e-07
1992,1.3003467813632597e-07,2.9312902682931963e-07
1993,1.5177428736024012e-07,2.697594059242192e-07
1994,1.339831356972354e-07,2.2787683562341954e-07
1995,1.5237087325203902e-07,2.5648192902849587e-07
1996,1.5747372117402847e-07,2.24733680553868e-07
1997,1.4912122026089492e-07,2.800218315002212e-07
1998,1.2730905041280494e-07,2.6701524191707904e-07
1999,1.371060278643199e-07,2.714699416372923e-07
2000,1.2944832405992202e-07,2.960081069147691e-07
2001,1.3275071353291423e-07,2.825881466606006e-07
2002,1.3976097079648753e-07,3.320965920039498e-07
2003,1.8167783366607182e-07,3.104357624295062e-07
2004,1.277389429787945e-07,2.889543111450621e-07
2005,1.3781473739982175e-07,3.193158608638669e-07
2006,1.5647981399524724e-07,3.096653227174784e-07
2007,1.7176262190332636e-07,3.6269873149308296e-07
2008,1.3921827246576868e-07,3.26545620765728e-07
2009,1.5973445499639638e-07,3.776408341593651e-07
2010,1.7147368680525688e-07,2.966542158588936e-07
2011,1.5984203116659046e-07,3.2159604224091254e-07
2012,2.0221261820552172e-07,3.3634016993744353e-07
2013,2.3344976796124683e-07,3.547767057909823e-07
2014,2.3451771369309427e-07,3.388921818725521e-07
2015,2.4847810209394083e-07,3.384710574039218e-07
2016,2.6306017275601334e-07,3.560633619059672e-07
2017,1.899286559137181e-07,9.95679005910688e-07
2018,2.207154068400996e-07,3.5650054286406885e-07
2019,2.0918099608024932e-07,3.783114905786533e-07
