year,les_DET âmes_NOUN,les_DET ames_NOUN,les_DET dames_NOUN
1881,1.1916712651327543e-05,3.521116287430459e-07,8.230348143456467e-06
1882,1.2235925339609821e-05,4.3126894144762673e-07,8.384454091014959e-06
1883,1.1513203844515374e-05,3.109114805610602e-07,7.64387243634701e-06
1884,1.2041495210723951e-05,2.9641618670694925e-07,7.134453994694923e-06
1885,1.136558978487301e-05,4.2025545976542844e-07,7.568465179019768e-06
1886,1.1770472781336139e-05,4.2141119038774377e-07,7.64154665944261e-06
1887,1.1378610281553847e-05,3.7476028325045263e-07,7.632312886585169e-06
1888,1.1589375162657234e-05,3.328822639758755e-07,7.238445718371622e-06
1889,1.109305077306999e-05,3.4458251807478746e-07,7.208666275460018e-06
1890,1.1923084002773976e-05,3.801544079529151e-07,6.751673332416885e-06
1891,1.1532876726505492e-05,3.053251402818091e-07,6.962560348711122e-06
1892,1.2199779177990422e-05,4.438106788740015e-07,6.96306368297428e-06
1893,1.1530403128290345e-05,3.5164559264444506e-07,6.453404765238702e-06
1894,1.2067448039942974e-05,4.858486750691782e-07,6.881911218670211e-06
1895,1.227255705771313e-05,4.5560913175535234e-07,7.1031687411959865e-06
1896,1.184005498089391e-05,2.88954414617848e-07,6.9803129889578486e-06
1897,1.1499601953346428e-05,5.203255213359625e-07,6.715870284779157e-06
1898,1.279750159710602e-05,4.7586764040374874e-07,6.667239645707923e-06
1899,1.221207912749378e-05,3.272326427605776e-07,7.157108711908222e-06
1900,1.2781930536220898e-05,2.886225498599515e-07,7.3655851480225465e-06
1901,1.2551749023259617e-05,2.900555551299533e-07,6.43431486935242e-06
1902,1.0238924289751594e-05,2.518975659171474e-07,6.180574288805474e-06
1903,1.1142274274789088e-05,2.5921057122957336e-07,6.555327161095192e-06
1904,1.1014757149041543e-05,3.1280319046089744e-07,6.794601318915738e-06
1905,1.1124015884433902e-05,2.6732732383294433e-07,6.48759024102219e-06
1906,1.211609782103551e-05,2.9167526527373866e-07,7.298054640614282e-06
1907,1.1727226194579998e-05,4.762273091429847e-07,6.3796974671959106e-06
1908,1.1979368650827382e-05,4.012604941650011e-07,6.937337118984033e-06
1909,1.2607704093170469e-05,2.706483908099244e-07,7.498390786508935e-06
1910,1.2514931881923985e-05,3.9600156664931774e-07,7.70359311275115e-06
1911,1.2578960649989313e-05,4.229697321278536e-07,7.256458331994509e-06
1912,1.1988962000941683e-05,2.531778724446099e-07,6.633156004909324e-06
1913,1.2801947889329313e-05,3.685577834033893e-07,6.683888130964988e-06
1914,1.2396342640386138e-05,3.207740251198743e-07,6.834696819169039e-06
1915,1.3044837487541372e-05,3.3810786437271645e-07,5.565231873561061e-06
1916,1.5029749135919701e-05,1.8898434528402674e-07,5.393745141191175e-06
1917,1.3656488135893596e-05,4.4414018418592605e-07,5.703637540932505e-06
1918,1.2530487595086015e-05,2.883080503224278e-07,6.095819919949008e-06
1919,1.3318231935954827e-05,2.5321582386439445e-07,5.5385209236646915e-06
1920,1.3102989782964869e-05,2.9834592396582593e-07,6.082773523985452e-06
1921,1.1065298451740091e-05,2.1052237908492089e-07,6.08773173382815e-06
1922,1.1983242529822746e-05,3.0175755938444127e-07,5.7533138146936835e-06
1923,1.2651025656396087e-05,4.27822707038672e-07,6.138140989264684e-06
1924,1.2109102726753918e-05,3.3260391685274726e-07,6.459992789586977e-06
1925,1.1991312987902347e-05,6.070994160722876e-07,6.637400247200276e-06
1926,1.1652173327547644e-05,4.714816528306187e-07,6.3466110447052415e-06
1927,1.1527183914950001e-05,4.225556216042037e-07,8.046395549854424e-06
1928,1.0628503446241666e-05,3.953410212531594e-07,6.49570439748004e-06
1929,1.1037914362077572e-05,4.6566897893285386e-07,6.735489890274948e-06
1930,9.946912257419172e-06,3.2666207161469174e-07,6.4187520507630325e-06
1931,9.504083664069185e-06,6.067649600538516e-07,5.314896057484475e-06
1932,9.583018879766314e-06,5.315375322112459e-07,5.488535776976278e-06
1933,8.970057763235673e-06,3.20031480427474e-07,4.9289435679611415e-06
1934,9.338443845763322e-06,2.3603713472652998e-07,5.747563832869673e-06
1935,9.863063382908877e-06,3.8896924081655015e-07,5.0637810318221455e-06
1936,1.006957512572626e-05,2.897806830048921e-07,4.751675774627984e-06
1937,8.509077957796762e-06,3.235917365174146e-07,4.836248436390633e-06
1938,8.665949621899927e-06,4.356311986697392e-07,4.711558844405772e-06
1939,8.723726040216206e-06,4.190569784512377e-07,4.404686450243389e-06
1940,8.525302064299467e-06,4.437620093611372e-07,4.338724608032862e-06
1941,8.765963173118507e-06,6.463790604982478e-07,4.8109492354342365e-06
1942,1.178791256961631e-05,4.0961860037214137e-07,4.9093546579115355e-06
1943,1.0547453314302402e-05,3.280655822557321e-07,5.1822747693108795e-06
1944,1.2611756119440543e-05,2.570548911506876e-07,4.173928800810245e-06
1945,9.666022208421055e-06,2.0477937967555704e-07,4.099944504787345e-06
1946,1.0425514574308181e-05,4.580043295732139e-07,4.305797631332098e-06
1947,1.1174624660270638e-05,3.8146786884851736e-07,3.949384492329955e-06
1948,9.702072816253349e-06,4.533577193654992e-07,4.4226840429928416e-06
1949,8.266902682407817e-06,2.8371153870665466e-07,3.2896794763814796e-06
1950,8.89116211055807e-06,4.934807691370224e-07,3.996768896286085e-06
1951,8.710365534625453e-06,4.2325764582074044e-07,3.7101678316275866e-06
1952,8.110008593575913e-06,4.0808391243984943e-07,3.976445690057062e-06
1953,7.600935248319729e-06,3.964768406916619e-07,3.560750080566777e-06
1954,8.093614610515942e-06,6.557371641235932e-07,3.6060658175074423e-06
1955,7.453110981714417e-06,3.472674983129309e-07,3.779584197616259e-06
1956,7.727803563284397e-06,4.735579803849532e-07,3.642820878724251e-06
1957,7.230594860629935e-06,3.3484792716365064e-07,3.316673115705271e-06
1958,6.5532711630567064e-06,2.9862799344471114e-07,4.004593087358899e-06
1959,7.4019640408096166e-06,6.355613315633946e-07,3.6312254465542537e-06
1960,7.028106182360716e-06,3.951795770618105e-07,4.3988817424178706e-06
1961,8.251633971667616e-06,4.4051330672090216e-07,4.273117909292523e-06
1962,7.489850673891851e-06,4.845254721885794e-07,4.386731319527826e-06
1963,6.742800309211816e-06,3.129569829951606e-07,4.081372864561672e-06
1964,8.491394339671388e-06,8.036922203302765e-07,4.354296159192472e-06
1965,8.43460730948209e-06,6.380402410854913e-07,4.481603440353865e-06
1966,6.9847732788730355e-06,5.195652192924172e-07,5.102041768623167e-06
1967,6.569179333837383e-06,1.1246095681372026e-06,4.6897351779762175e-06
1968,8.36795646819155e-06,7.2805850592772e-07,4.6328954539376355e-06
1969,6.176790577683278e-06,5.500068827046789e-07,4.020818167305151e-06
1970,6.774381830609855e-06,7.564902340106983e-07,3.990313743429397e-06
1971,6.073071915579931e-06,1.4074070833203223e-06,4.2078337685325096e-06
1972,5.759615930855944e-06,7.808083246629849e-07,4.327791927494218e-06
1973,5.427197976359821e-06,5.948746846229369e-07,3.6684858741864446e-06
1974,4.387945779171787e-06,3.5553613653149796e-07,3.1148790213819666e-06
1975,4.475515879676095e-06,2.8957204056823116e-07,3.5245543159589943e-06
1976,4.782793524782392e-06,3.5652407781583406e-07,3.5223893988245436e-06
1977,4.526297317397621e-06,3.3145049549432315e-07,3.236343687262888e-06
1978,5.641779807774583e-06,4.704948377565188e-07,3.8667309922857385e-06
1979,4.647052236350646e-06,4.365572117137617e-07,3.528154820742202e-06
1980,4.710716069666887e-06,3.73514405183073e-07,3.829517439157826e-06
1981,5.00540713233022e-06,3.751050918765486e-07,3.5423078230678584e-06
1982,5.24099411336465e-06,3.699671413670558e-07,3.2949422887895707e-06
1983,4.624074392722832e-06,3.1450273896282965e-07,3.1532372304354794e-06
1984,5.063694345608383e-06,4.447839447863089e-07,3.4324332460755613e-06
1985,4.701760047964854e-06,2.5084877552927765e-07,3.2911117244793786e-06
1986,5.239180154603673e-06,2.9972427473268226e-07,3.750749556274968e-06
1987,4.74810451578378e-06,4.1003581152665447e-07,3.4972205327221673e-06
1988,4.656923806578561e-06,2.4166111911583243e-07,3.2999036534420156e-06
1989,4.776312692911233e-06,3.797780578906895e-07,3.28409225858195e-06
1990,4.884715650632643e-06,3.3999582749189017e-07,3.316593932822798e-06
1991,4.962316296541758e-06,3.2120829507320536e-07,3.651692921380345e-06
1992,5.497271189369712e-06,3.658602949485612e-07,3.49220265150052e-06
1993,5.193560838279154e-06,3.218279580607941e-07,3.909018573722278e-06
1994,6.073022802866035e-06,2.74823675816549e-07,3.2551572104466686e-06
1995,5.3655152782994264e-06,2.825096903080748e-07,3.283836122136563e-06
1996,5.293252058891085e-06,2.909260192751617e-07,3.094492029731555e-06
1997,5.44747959452252e-06,1.980291428615999e-07,3.095104375461233e-06
1998,5.207750831459634e-06,3.1565015845558264e-07,3.3367367251457836e-06
1999,5.061954851726114e-06,3.5738973380716743e-07,3.6154860509896025e-06
2000,5.487195267050993e-06,2.840794239844513e-07,3.455784295169906e-06
2001,5.0291931188439776e-06,2.615583438725366e-07,3.4940164113095307e-06
2002,5.548378737785242e-06,2.725119712110313e-07,3.3630255984462565e-06
2003,5.6032612008038996e-06,2.6709975919914086e-07,3.6039715922697724e-06
2004,5.118807990811547e-06,3.448951524376298e-07,3.2392835151995314e-06
2005,5.317577375762994e-06,3.0490384883563593e-07,3.384567733633048e-06
2006,5.2186018990596494e-06,3.2284256867853856e-07,3.704041986907214e-06
2007,5.0042837358432735e-06,3.814727795869999e-07,3.7723864068084367e-06
2008,4.875194065334654e-06,3.05258426092081e-07,3.253961182281273e-06
2009,5.489620235721304e-06,2.5557512595142384e-07,3.45074089125319e-06
2010,4.868340852226538e-06,1.2943192695402672e-07,3.4663193417827642e-06
2011,4.738283507776941e-06,1.0783600656871783e-07,3.518819056580469e-06
2012,5.281698179260275e-06,1.1846799541359587e-07,4.2359115326462415e-06
2013,5.481746370605833e-06,7.83744122934138e-08,4.572491526744216e-06
2014,6.27524372021071e-06,5.543539693952937e-08,5.471647014587688e-06
2015,6.857419236894202e-06,1.0373572978394918e-07,5.327760455031694e-06
2016,8.021471444408235e-06,1.3567277257209298e-07,6.141937333836722e-06
2017,5.862883597274049e-06,7.8738635611586e-08,3.3772082943528403e-06
2018,6.484127936801087e-06,6.840886790371314e-08,4.391591104990766e-06
2019,7.943010757571756e-06,8.826417818852406e-08,4.0787742747738776e-06
