year,ses_DET eaux_NOUN,ses_DET do_NOUN
1897,2.7851690589386635e-06,5.2440420894583895e-09
1898,2.899906910158734e-06,6.224190496340043e-09
1899,2.7765027112991447e-06,6.633094074004475e-09
1900,2.951113614813039e-06,9.863001082521805e-09
1901,2.8262253195521225e-06,7.824234593556412e-09
1902,2.4242071816615862e-06,2.455141867585553e-09
1903,3.0840658098441054e-06,5.940242076007962e-09
1904,2.8206032425259764e-06,4.299700151477737e-09
1905,2.8337727684402125e-06,4.1286072338664326e-09
1906,2.9260121863217137e-06,4.629765903985117e-09
1907,2.5642215888410647e-06,2.5714217422034835e-09
1908,2.8972284695782946e-06,2.9468334439286537e-09
1909,2.320314870019047e-06,2.7504918342913243e-09
1910,2.7249824228192665e-06,3.740905363258662e-09
1911,2.569208696456826e-06,3.7242617878519013e-09
1912,2.618776001384049e-06,5.730363294986773e-09
1913,2.3577093415383388e-06,5.302989602995467e-09
1914,2.5983365787851653e-06,6.696743604095445e-09
1915,2.2100709529127016e-06,2.3561523843085297e-09
1916,2.2831945756252026e-06,1.2086208478478966e-08
1917,2.443319353062634e-06,1.0966424435210342e-09
1918,2.103155537724888e-06,2.2972752589112133e-09
1919,2.2982788436820556e-06,8.287063479883727e-09
1920,2.448859746095877e-06,3.786115865267448e-09
1921,2.3513379758810515e-06,2.2718242842501013e-09
1922,2.1145162705238363e-06,2.2133805899215986e-09
1923,2.1221280803729314e-06,5.307974060286824e-09
1924,2.1902869633549926e-06,2.578324886925998e-09
1925,2.725348473120448e-06,7.698724324711748e-09
1926,1.9550327365891462e-06,3.343841648018042e-09
1927,2.1863631118890225e-06,3.3447675740205796e-09
1928,2.4554561974809985e-06,2.2852082448565625e-09
1929,2.4709420358703937e-06,5.570202965543558e-09
1930,2.214159593449949e-06,2.100720708497761e-09
1931,2.197812243309727e-06,4.5621426636444085e-09
1932,2.552476132677839e-06,4.383814644626227e-09
1933,1.956894983834445e-06,1.1470662197865522e-09
1934,2.2213849817376286e-06,1.1981580172459871e-09
1935,2.008278102039185e-06,1.196828414151696e-09
1936,2.0769636392969915e-06,2.424942913137329e-09
1937,1.9440685932181623e-06,1.2591118148108649e-09
1938,2.1094404232258057e-06,3.8895642262559704e-09
1939,1.858227179241112e-06,1.5294050470515685e-09
1940,2.0260905699842624e-06,0.0
1941,1.7000654892740386e-06,0.0
1942,1.8387323379442932e-06,3.034211770724937e-09
1943,1.6577472834455875e-06,2.9032352077962287e-09
1944,1.783318339221296e-06,0.0
1945,1.8735134901248784e-06,8.714016175304096e-09
1946,1.7234327032156216e-06,0.0
1947,1.5330240614730428e-06,1.1920870957027319e-09
1948,1.5677261941959841e-06,1.0871887834440486e-09
1949,1.8554145384541698e-06,9.817008317369869e-10
1950,1.976050256757844e-06,1.0635361480382244e-09
1951,1.6365252193395463e-06,1.0661401761424827e-09
1952,1.5732847913341175e-06,0.0
1953,1.616074058574668e-06,0.0
1954,1.5655602823017034e-06,0.0
1955,1.4294280532567427e-06,1.8771215692936494e-09
1956,1.5654448972668433e-06,1.744228317335228e-09
1957,1.4162565378228464e-06,8.835037701437898e-10
1958,1.6072968875846527e-06,8.272243445794913e-10
1959,1.2881742819104147e-06,0.0
1960,1.353022931027681e-06,6.920833350854139e-10
1961,1.3423843441273675e-06,0.0
1962,1.3108823324614605e-06,0.0
1963,1.252474504553902e-06,0.0
1964,1.482663080309976e-06,1.2167936658258327e-09
1965,1.319309681946379e-06,5.472043373977442e-10
1966,1.3615045659776115e-06,2.215629901769489e-09
1967,1.3188647791650965e-06,9.860671168482327e-10
1968,1.6663153132867592e-06,1.3474247273492779e-09
1969,1.4615376286997162e-06,3.6334062425424918e-09
1970,1.5516098272883028e-06,4.5987250119061684e-10
1971,1.2311600414705026e-06,1.0276794970565106e-09
1972,1.3800095075566787e-06,0.0
1973,1.226687846411778e-06,1.6539611902288698e-09
1974,1.2229992556456182e-06,1.1251143350321513e-09
1975,1.2930791015719478e-06,1.7134440533084216e-09
1976,1.1124236749537886e-06,2.285410749536254e-09
1977,1.1160008810406907e-06,1.1753563677885381e-09
1978,1.3057420282791554e-06,5.940591352171509e-10
1979,1.1212380819358714e-06,0.0
1980,1.391156338570454e-06,5.685150683554241e-10
1981,1.22019844894794e-06,1.2651099057237047e-09
1982,1.0589999241972237e-06,6.207502289967692e-10
1983,1.0496054976272262e-06,1.2630632095778083e-09
1984,1.101811591297519e-06,2.3196033982486597e-09
1985,1.1940882806982245e-06,6.015558051686298e-10
1986,9.878912443639365e-07,0.0
1987,1.0467829305582654e-06,6.110816852533674e-10
1988,9.50453763692849e-07,5.996553809062277e-10
1989,1.2298881983952015e-06,0.0
1990,1.0777432066788606e-06,1.6345953479657283e-09
1991,1.041582315508549e-06,0.0
1992,1.056807288790651e-06,1.1019888335184191e-09
1993,1.1050718882188448e-06,0.0
1994,1.2522676300363855e-06,0.0
1995,1.0329769111194764e-06,1.0844901643380922e-09
1996,1.050002737201794e-06,0.0
1997,1.0798102181297509e-06,1.438468344439059e-09
1998,9.397982623227108e-07,0.0
1999,1.1420932963801533e-06,9.140402323914998e-10
2000,9.98033311105928e-07,4.4180314962005696e-10
2001,1.0506145642352749e-06,8.762423564512289e-10
2002,1.0339682354754132e-06,8.76244299341522e-10
2003,1.0467310360695592e-06,1.2500769308587678e-09
2004,9.373395570833054e-07,4.404791253964646e-10
2005,9.782144125836112e-07,4.5037495954858286e-10
2006,1.122124949404224e-06,1.2353669198716943e-09
2007,1.0421596847720593e-06,3.994479469415779e-10
2008,1.1908058326071114e-06,4.257439678578834e-10
2009,1.2955178974038972e-06,4.76819250749827e-10
2010,1.2584184929664843e-06,4.723793023408973e-10
2011,1.4829362982027305e-06,3.82397197240536e-10
2012,1.6663816495565698e-06,3.404252713057332e-10
2013,1.2525960357834265e-06,0.0
2014,1.4077558816438795e-06,4.330890368553497e-10
2015,1.7109745584775737e-06,0.0
2016,2.066575945036675e-06,2.0713400439298368e-10
2017,1.3310100044350293e-06,5.031222660711876e-10
2018,1.5052531807668856e-06,0.0
2019,1.4831442882723422e-06,2.55098775436835e-10
