year,seras_VERB en_PRON,seras_VERB dans_ADP
1876,0.0,5.2600328537266705e-08
1877,3.710889595609501e-09,4.762308236649915e-08
1878,0.0,4.408534692856847e-08
1879,4.887460214320072e-09,3.0546626561545054e-08
1880,0.0,3.016387850607316e-08
1881,2.7890030285249168e-09,3.6257038260600893e-08
1882,0.0,5.324308105514319e-08
1883,1.8958017378167824e-09,6.066565561013704e-08
1884,0.0,4.621187965625495e-08
1885,3.2228177904158883e-09,2.7716232919861028e-08
1886,3.2267319927115068e-09,4.001147502208369e-08
1887,6.528924623161458e-10,5.223139609711325e-08
1888,5.07249175996094e-09,3.74096253974443e-08
1889,6.265136742733546e-10,3.821733329800736e-08
1890,1.3108772956016423e-09,4.325895225365528e-08
1891,3.1871101313640793e-09,4.143242904319777e-08
1892,0.0,3.071570975343718e-08
1893,0.0,3.2639608460449665e-08
1894,0.0,2.5836310868498913e-08
1895,6.018614495673091e-10,2.5278181325916194e-08
1896,4.1279202278587945e-09,2.5357223876198987e-08
1897,1.1653427112179315e-09,4.836172351474488e-08
1898,6.224190496340043e-09,1.9804241802034994e-08
1899,5.527578395003729e-10,3.371822998587959e-08
1900,5.191053142894475e-10,4.9315005412609025e-08
1901,4.470991132876634e-09,3.353243377413051e-08
1902,4.419255628107521e-09,2.0132164380015638e-08
1903,1.0800440541913758e-09,2.1600881083827517e-08
1904,5.374625189347171e-09,4.245953988402107e-08
1905,1.5482277682110634e-09,3.044847735056422e-08
1906,1.5432553013283723e-09,3.755254596171653e-08
1907,0.0,3.034277540336916e-08
1908,9.822778146428846e-10,3.388858615949175e-08
1909,3.300590023513905e-09,3.685659066832159e-08
1910,5.344150677544235e-10,5.7716828649745366e-08
1911,5.320374141248863e-10,2.979409430281521e-08
1912,0.0,2.448428010337622e-08
1913,5.30298971401777e-10,2.6514948070488487e-08
1914,6.696743715117748e-10,4.018046340092951e-08
1915,1.1780761921542648e-09,8.246533123035249e-09
1916,0.0,1.3184954461564757e-08
1917,0.0,8.773139548168274e-09
1918,0.0,3.2161853624756986e-08
1919,1.8415696745321952e-09,2.9465114792515124e-08
1920,1.514446346106979e-09,3.9375606775138294e-08
1921,0.0,1.817459427400081e-08
1922,7.377935484775833e-10,4.574319945049865e-08
1923,1.0615948120573648e-09,5.8387715995422695e-08
1924,0.0,6.703644572780831e-08
1925,0.0,4.179307566687385e-08
1926,2.229227691330493e-09,3.4553028882555736e-08
1927,0.0,4.0137209111890115e-08
1928,1.1426041224282812e-09,4.34189573184085e-08
1929,0.0,2.8965056131369238e-08
1930,0.0,3.2561171536826805e-08
1931,1.1405356659111021e-09,4.219981875053236e-08
1932,1.0959536611565568e-09,3.3974561830518724e-08
1933,0.0,1.8353059516584835e-08
1934,1.1981580172459871e-09,4.193552882725271e-08
1935,2.393656828303392e-09,4.6676309040094566e-08
1936,1.2124714565686645e-09,3.516167268458048e-08
1937,0.0,2.5182236740306507e-08
1938,0.0,2.5930429359277696e-08
1939,0.0,2.9058696782158222e-08
1940,0.0,1.2678914806940611e-08
1941,0.0,2.9515025090631752e-08
1942,0.0,2.1239483061208375e-08
1943,0.0,6.67744117777147e-08
1944,0.0,6.7476911169706e-08
1945,2.178504043826024e-09,5.664110602765504e-08
1946,0.0,3.480275978517966e-08
1947,0.0,4.41072234291795e-08
1948,2.174377566888097e-09,1.848220954059343e-08
1949,0.0,3.239612667016445e-08
1950,0.0,4.8922664364070556e-08
1951,0.0,4.477788806411809e-08
1952,0.0,4.74516177462192e-08
1953,0.0,2.0470272588113403e-08
1954,0.0,2.7363100230104465e-08
1955,0.0,2.815682265122632e-08
1956,1.744228317335228e-09,4.971050771018781e-08
1957,1.7670075402875796e-09,4.329168490357915e-08
1958,0.0,3.4743422361316334e-08
1959,7.750747821333448e-10,2.480239236213322e-08
1960,0.0,5.536666591865469e-08
1961,1.3896318540318475e-09,3.3351164663297794e-08
1962,3.170978146727066e-09,4.3759499135376245e-08
1963,6.466053248388448e-10,5.172842498790686e-08
1964,0.0,4.137098486012292e-08
1965,0.0,3.994591679656878e-08
1966,1.1078149508847446e-09,3.6557893046129664e-08
1967,0.0,5.3740657146583715e-08
1968,1.3474247273492779e-09,5.5244413488253485e-08
1969,4.995933444718048e-09,4.5417579447315504e-08
1970,4.5987250119061684e-10,4.782674026260203e-08
1971,0.0,4.110717832794819e-08
1972,2.0520587451500205e-09,4.2580218462262565e-08
1973,0.0,4.410562937096074e-08
1974,1.1251143350321513e-09,3.431598827319249e-08
1975,0.0,4.16938057412608e-08
1976,3.4281160132820787e-09,2.742492810625663e-08
1977,5.876781838942691e-10,3.290997740990065e-08
1978,0.0,3.445543150792929e-08
1979,5.851973350345929e-10,3.569703610484254e-08
1980,0.0,4.491269056661196e-08
1981,1.2651099057237047e-09,3.795329561739891e-08
1982,6.207502289967692e-10,4.221101690404794e-08
1983,0.0,2.8418921771411476e-08
1984,5.799008495621649e-10,3.769355627625259e-08
1985,6.015558051686298e-10,4.631979744207371e-08
1986,0.0,4.375974427262008e-08
1987,0.0,3.299841111470414e-08
1988,1.1993107618124554e-09,2.87834591161662e-08
1989,0.0,3.8965669135748726e-08
1990,0.0,3.432649997581194e-08
1991,0.0,4.3374843272658836e-08
1992,0.0,3.8018616310697695e-08
1993,0.0,5.2068549749595405e-08
1994,0.0,3.639699386326356e-08
1995,0.0,4.337960746170211e-08
1996,0.0,4.0569499093479067e-08
1997,0.0,4.027711442144977e-08
1998,9.536258449571733e-10,3.9575471788566574e-08
1999,4.570201161957499e-10,4.021776947582545e-08
2000,0.0,5.301637906462986e-08
2001,4.3812117822561447e-10,4.644084636296064e-08
2002,8.76244299341522e-10,4.162160394116654e-08
2003,0.0,3.8335690011326307e-08
2004,4.404791253964646e-10,3.876216325693349e-08
2005,0.0,5.449536943924471e-08
2006,8.235779835885637e-10,3.953174249060609e-08
2007,1.5977917877663117e-09,6.550946096695043e-08
2008,2.1287198670449925e-09,6.769329274902702e-08
2009,9.53638501499654e-10,8.05824551530776e-08
2010,9.447586046817946e-10,8.975206694517013e-08
2011,3.4415748029203996e-09,1.1510155845106951e-07
2012,6.808505426114664e-10,1.3514883218102014e-07
2013,3.3469500504423877e-09,1.5228623340135528e-07
2014,3.681256854903836e-09,1.604594923182434e-07
2015,3.32486305154589e-09,1.6402658449543583e-07
2016,3.1070099826280284e-09,1.74406835640184e-07
2017,3.018733707449428e-09,2.4627834763202294e-07
2018,3.872199894061623e-09,1.9877292994907592e-07
2019,4.3366790158927415e-09,1.9617095831092612e-07
