year,avions_VERB eu_VERB,avions_VERB dû_VERB
1800,8.740777275306755e-07,4.4018303668735825e-08
1801,6.905429472681135e-07,1.4287095950749062e-08
1802,5.706492629542481e-07,2.0140561218795483e-08
1803,3.5106106111015833e-07,7.801356893821776e-09
1804,4.6470796633002465e-07,3.707776485839531e-08
1805,4.065315124535118e-07,3.695740957709859e-08
1806,5.129371061229904e-07,0.0
1807,8.085352760645037e-07,5.693910232196231e-09
1808,4.282879899619729e-07,2.2660739951163578e-09
1809,3.411136049180641e-07,1.129515236897305e-08
1810,7.230991627693584e-07,2.574139479349924e-08
1811,3.334412213007454e-07,1.2535384286138651e-08
1812,3.4673706750254496e-07,0.0
1813,6.642962944169994e-07,8.627225156487839e-09
1814,6.041619826646638e-07,9.440030979135372e-09
1815,4.531335662250058e-07,1.3486118000116676e-08
1816,7.416332437060191e-07,6.952811659743929e-09
1817,5.417919624051137e-07,6.227493631882908e-09
1818,5.507583864527987e-07,5.841376804482934e-08
1819,3.7988354506524047e-07,1.7596784473994376e-08
1820,6.372300163093314e-07,2.254631326081835e-08
1821,5.404095304584189e-07,2.070912508145284e-08
1822,4.962680009157339e-07,2.3058916553964082e-08
1823,6.670813377240847e-07,5.929612001409623e-08
1824,6.374782515194966e-07,2.6947560627377243e-08
1825,7.167630542426195e-07,3.3460683113162304e-08
1826,4.765119570038223e-07,3.8755132436563144e-08
1827,5.880619937670417e-07,5.622536392024813e-08
1828,4.586150623708818e-07,4.1275356466030644e-08
1829,5.315368980518542e-07,1.5431716349212365e-08
1830,5.604580906037882e-07,6.053365098068753e-08
1831,5.659607609231898e-07,8.419251429359065e-08
1832,6.169665880406683e-07,4.8707889277466165e-08
1833,9.151066251433804e-07,6.139323005527331e-08
1834,7.056905246827228e-07,3.173740381612333e-08
1835,7.033671636236249e-07,7.941242330389287e-08
1836,4.334883669798728e-07,3.8980349614803345e-08
1837,5.879417699361511e-07,7.862416850912268e-08
1838,4.797242922904843e-07,6.312161815458239e-08
1839,5.495299433277978e-07,4.194885150354821e-08
1840,4.560696993394231e-07,4.0129037870428874e-08
1841,6.542538812936982e-07,7.961480008589206e-08
1842,5.70202530525421e-07,4.159124245006751e-08
1843,4.979526124770928e-07,5.079943576902224e-08
1844,4.956170869263588e-07,8.891469605032398e-08
1845,4.386059231364925e-07,6.584669165476953e-08
1846,5.456395228975452e-07,8.196301592988675e-08
1847,4.713677412837569e-07,8.790954808546303e-08
1848,5.736243338105851e-07,6.355725190587691e-08
1849,7.223055717986426e-07,8.630797054820505e-08
1850,7.114867912605405e-07,9.436704573317911e-08
1851,5.604562147709657e-07,5.868989205737307e-08
1852,4.0495592656952795e-07,5.859491025717034e-08
1853,5.111973564453365e-07,6.449686651421871e-08
1854,5.793165769318875e-07,7.377843758149538e-08
1855,4.70194635227017e-07,6.262185792138553e-08
1856,4.56110370805618e-07,8.904765280703941e-08
1857,5.696721245840308e-07,9.909463472013158e-08
1858,5.72560111322673e-07,6.704335930862726e-08
1859,6.181898584145529e-07,1.0846328990510301e-07
1860,6.124271862972819e-07,1.0573295128324389e-07
1861,5.960978342045564e-07,9.997842909115207e-08
1862,5.792058459519467e-07,5.46676339752139e-08
1863,5.598969892162131e-07,9.190102190359539e-08
1864,5.015285182707885e-07,8.53461585847981e-08
1865,5.507008040694927e-07,5.130460323243824e-08
1866,5.37163657554629e-07,8.368854054197072e-08
1867,5.216772365201905e-07,9.026229008668452e-08
1868,5.532659201890056e-07,8.891773006780568e-08
1869,5.938359208812471e-07,1.1329764504353079e-07
1870,6.433602948163752e-07,1.152543802618311e-07
1871,1.3403926004684763e-06,2.2092048368449468e-07
1872,1.041956579683756e-06,2.1951841233658342e-07
1873,7.278981684066821e-07,1.616221254607808e-07
1874,6.77520688441291e-07,1.7445859157305676e-07
1875,7.352162469942414e-07,1.5963060207013768e-07
1876,6.052060825822991e-07,1.3240772034350812e-07
1877,5.87557508424652e-07,9.52461647329983e-08
1878,5.084912686470489e-07,6.159870480360041e-08
1879,6.060450914446847e-07,7.758843167948726e-08
1880,6.109789865149651e-07,1.084615988133919e-07
1881,5.78718129418121e-07,1.01798612206494e-07
1882,5.537280571843439e-07,1.3111109353758366e-07
1883,6.136078241070209e-07,1.2006744043446815e-07
1884,6.337629088193353e-07,1.1883054185091169e-07
1885,5.839746108904365e-07,1.0184104581867359e-07
1886,6.524451805489662e-07,1.3487739636275364e-07
1887,5.732395607083163e-07,1.057685778960149e-07
1888,5.960177986708004e-07,1.1666730870274478e-07
1889,6.290197234193329e-07,1.0588080812112821e-07
1890,5.892393346584868e-07,1.1208000927354078e-07
1891,5.85153372867353e-07,9.752556451303462e-08
1892,5.804642455586873e-07,1.2913135094549943e-07
1893,6.792733415750263e-07,1.3363764139739942e-07
1894,5.784813197351468e-07,1.669907874202181e-07
1895,6.548252713400871e-07,1.1916856834659484e-07
1896,6.091630666560377e-07,1.0614652268259306e-07
1897,6.26371729595121e-07,1.159516003212957e-07
1898,5.912980896027875e-07,8.600699175076443e-08
1899,5.422554636425048e-07,1.0391847382607011e-07
1900,5.227390715845104e-07,1.0018732865546554e-07
1901,5.583150368693168e-07,1.1456914705831878e-07
1902,4.7580650175405026e-07,1.2423018347362813e-07
1903,5.3030163371659e-07,1.2312501951328159e-07
1904,4.971528255737212e-07,1.1394205046144634e-07
1905,5.042061843596457e-07,1.0579555720369171e-07
1906,5.411682195699541e-07,9.979717674468702e-08
1907,5.281700055093097e-07,9.822830548955608e-08
1908,4.6019715682632523e-07,8.00556421154397e-08
1909,5.038900781073608e-07,8.69155414306988e-08
1910,4.7402616587532975e-07,1.0474535372395621e-07
1911,5.09691858496808e-07,1.2183656394881837e-07
1912,5.110442202749255e-07,8.9081105159039e-08
1913,4.931780495098792e-07,1.2674145466462505e-07
1914,5.277033778838813e-07,1.171930179566516e-07
1915,9.082967267204367e-07,2.815602044847765e-07
1916,8.086772140813991e-07,2.6699532895690936e-07
1917,8.466079748359334e-07,1.9958892494287284e-07
1918,8.201272407859506e-07,2.2053842485547648e-07
1919,7.053212129903841e-07,1.6389969914598623e-07
1920,6.201657924975734e-07,1.5523075092005456e-07
1921,5.270632073006709e-07,1.5751314208500844e-07
1922,5.031752152717672e-07,1.4903429246260202e-07
1923,5.382285621635674e-07,1.2314499997501116e-07
1924,4.873033958574524e-07,1.5598865843458043e-07
1925,4.564243738514051e-07,1.2317958919538796e-07
1926,5.0046162414219e-07,1.4044134388768725e-07
1927,5.017151352149085e-07,1.1929670051813446e-07
1928,4.718955040061701e-07,8.341010016010841e-08
1929,5.703888064090279e-07,1.3591295555670513e-07
1930,5.1572692427726e-07,1.1974107394507882e-07
1931,5.63424634947296e-07,1.3344266847070685e-07
1932,5.523606319002283e-07,1.1726704229886309e-07
1933,4.852090000895259e-07,1.1470662286683364e-07
1934,4.804613809028524e-07,1.0903237779302799e-07
1935,4.954869723405864e-07,1.0053358323602879e-07
1936,4.328523175445298e-07,1.0063513400382362e-07
1937,4.923127221445611e-07,7.176937089070634e-08
1938,4.460033835584909e-07,6.741911562357927e-08
1939,5.062330501459655e-07,1.345876512459654e-07
1940,4.7926295110301e-07,9.889553354014424e-08
1941,5.135614742357575e-07,1.0920559390115159e-07
1942,5.400896725404891e-07,1.456421614420833e-07
1943,3.251623468258913e-07,1.3064558856967778e-07
1944,4.948306582264195e-07,1.5101974781828176e-07
1945,7.014783136582992e-07,1.7428033061150927e-07
1946,5.554520612349734e-07,1.7958224418634927e-07
1947,6.127327765170776e-07,1.418583650547589e-07
1948,5.185890472603205e-07,1.0437012321062866e-07
1949,4.947772254126903e-07,1.295845066806578e-07
1950,4.254144698734308e-07,1.0954422435816014e-07
1951,5.053504423813138e-07,1.4073050635943218e-07
1952,3.7328607049857965e-07,1.212652449567031e-07
1953,4.762031835525704e-07,9.265491485166422e-08
1954,4.260825789970113e-07,1.202021877588777e-07
1955,3.923184124232648e-07,1.0136456296550023e-07
1956,4.901281727143214e-07,9.069987072507502e-08
1957,4.35567358181288e-07,7.333080986882123e-08
1958,3.929315539608069e-07,9.34763519921944e-08
1959,3.797866554577922e-07,8.21579249077331e-08
1960,3.986399974564847e-07,9.758375085766602e-08
1961,4.1480510049041186e-07,9.31053349972899e-08
1962,4.388633954022225e-07,1.0210549561406879e-07
1963,3.782641044836055e-07,1.3966675282972574e-07
1964,3.9606632640243333e-07,1.1072822303503926e-07
1965,4.339330530456209e-07,1.0396882288432607e-07
1966,4.015829233594559e-07,9.527208533199882e-08
1967,3.801288812610437e-07,1.0008581341480749e-07
1968,4.971997213942814e-07,1.0195513766575459e-07
1969,4.4509226881928043e-07,9.719362026316958e-08
1970,4.134253686061129e-07,9.105475839987776e-08
1971,3.987396439697477e-07,7.347908592691965e-08
1972,4.0374254695052514e-07,8.413440610866019e-08
1973,3.456778756572021e-07,9.041654180919068e-08
1974,3.3865941873045813e-07,7.482010033754705e-08
1975,3.346927428538038e-07,7.367809473635134e-08
1976,3.4509702118157293e-07,8.056073141915476e-08
1977,3.8669224977638805e-07,8.462566114531e-08
1978,3.74257268731526e-07,6.415838527118467e-08
1979,3.6048155038770346e-07,4.8571379807071935e-08
1980,3.593015094338625e-07,7.959211245633924e-08
1981,3.2007281447477e-07,7.464148410463167e-08
1982,4.2273089206901204e-07,9.807853729171256e-08
1983,3.700775152992719e-07,8.715136345927021e-08
1984,3.757757554012642e-07,7.190770645593147e-08
1985,3.6333969433144375e-07,9.203803585933201e-08
1986,3.7825202525709756e-07,8.512169102914413e-08
1987,3.5381629004405113e-07,7.516304378896166e-08
1988,3.466008138275356e-07,6.296381371839743e-08
1989,3.4026356843241956e-07,5.8722907425590165e-08
1990,3.634250163031538e-07,7.519138023326377e-08
1991,3.458264359323948e-07,7.209602159718997e-08
1992,3.44371500204943e-07,8.264916573352821e-08
1993,3.561710286703601e-07,6.979401234730176e-08
1994,3.470901788205083e-07,9.389369637347045e-08
1995,3.877052279221971e-07,7.591431483433553e-08
1996,3.12812204583679e-07,7.846995231375331e-08
1997,3.140656019695598e-07,7.000546276003661e-08
1998,3.4330531661908026e-07,9.154808111588864e-08
1999,3.272264166298555e-07,8.089256198218209e-08
2000,3.229581011510163e-07,8.305899257265992e-08
2001,3.4348701660746883e-07,7.228999265862512e-08
2002,3.632032701261778e-07,7.00995457236786e-08
2003,3.3210375249836943e-07,1.070899173782891e-07
2004,3.554666534455464e-07,7.840528581937178e-08
2005,3.8011646097402263e-07,8.602161472026637e-08
2006,4.1014183693732775e-07,9.306431536515447e-08
2007,3.9505403037765063e-07,9.387026977947244e-08
2008,4.0530827050133666e-07,1.068617336841271e-07
2009,4.520246363881597e-07,1.1395979981898563e-07
2010,5.210343942962936e-07,1.2659765502576192e-07
2011,5.277081527310656e-07,1.307798385141723e-07
2012,5.967655170024955e-07,1.5387222163099068e-07
2013,6.961656140447303e-07,1.916128837819997e-07
2014,7.291054089364479e-07,2.0052021909577888e-07
2015,6.77163768614264e-07,1.8685730651668564e-07
2016,7.415397362819931e-07,2.0091998464977223e-07
2017,6.608510716432647e-07,2.0653169485740364e-07
2018,7.56369729515427e-07,2.217479959654156e-07
2019,6.668282139798976e-07,1.7729364287788485e-07
