year,derniers_ADJ hommages_NOUN,derniers_ADJ dommages_NOUN
1800,9.432493897065797e-09,0.0
1801,7.143547975374531e-09,0.0
1802,2.2378401354217203e-08,0.0
1803,0.0,0.0
1804,9.887403784603066e-09,0.0
1805,2.842877711017877e-09,0.0
1806,3.1698359492793315e-08,0.0
1807,1.1387820464392462e-08,0.0
1808,1.1330369531492579e-08,0.0
1809,2.259030518203531e-09,0.0
1810,7.020380277111826e-09,0.0
1811,3.259199843341776e-08,0.0
1812,4.000812481308458e-08,0.0
1813,5.7514832008109806e-08,0.0
1814,6.293354282149721e-09,0.0
1815,3.236668177919455e-08,0.0
1816,6.952811659743929e-09,0.0
1817,2.0239355080775567e-08,0.0
1818,2.384235475716423e-09,0.0
1819,4.243930362690662e-08,0.0
1820,2.4919611263385377e-08,0.0
1821,7.88919063410276e-09,0.0
1822,7.017931125119503e-09,0.0
1823,6.917880934764753e-09,0.0
1824,2.0210670470532932e-08,0.0
1825,1.6730341556581152e-08,0.0
1826,1.7615968683770689e-09,0.0
1827,1.474763688946723e-08,0.0
1828,1.559291185060374e-08,0.0
1829,2.1432940755516938e-08,0.0
1830,1.5655253093882493e-08,0.0
1831,1.091384405071949e-08,0.0
1832,3.788391467196561e-08,0.0
1833,1.50587169400751e-08,0.0
1834,1.8669062740173104e-08,0.0
1835,8.31939672707449e-09,0.0
1836,3.36037508930076e-09,0.0
1837,6.262101948095733e-09,0.0
1838,4.418513555037862e-09,0.0
1839,2.7965900706306e-09,0.0
1840,9.554533164646273e-09,0.0
1841,1.3483152372373297e-08,6.420548537278137e-10
1842,6.037438549100216e-09,0.0
1843,4.134837805480629e-09,0.0
1844,6.586273748609983e-09,0.0
1845,2.1204865419122143e-08,1.674068439427856e-09
1846,1.8148954339380907e-08,5.854501328173001e-10
1847,1.0786447290911383e-08,0.0
1848,1.287235473768078e-08,0.0
1849,6.703531951757213e-09,0.0
1850,2.1045888587423178e-08,6.788996032014438e-09
1851,1.483370937194195e-08,4.514607354622058e-09
1852,1.3021090872200602e-08,6.510545436100301e-10
1853,5.971931837933653e-09,1.1943863675867306e-09
1854,1.506742641765868e-08,1.0391328908454511e-09
1855,1.751289246954002e-08,3.714855978387277e-09
1856,9.318940286107136e-09,0.0
1857,1.3180074809326925e-08,0.0
1858,1.0766087576996597e-08,0.0
1859,2.0877910955618972e-08,0.0
1860,2.746310379109218e-08,0.0
1861,1.9807048445841247e-08,3.772770984511453e-09
1862,2.84633134839396e-08,4.517986429419807e-09
1863,1.4983863039219614e-08,0.0
1864,1.1507347075223606e-08,0.0
1865,1.694463946932956e-08,1.4120533631256649e-09
1866,1.3623716377253459e-08,0.0
1867,9.220341823379385e-09,0.0
1868,7.903798504571569e-09,0.0
1869,5.860222973552709e-09,3.4184632902167778e-09
1870,1.204150201772336e-08,0.0
1871,1.4869648623516696e-08,1.4869648623516696e-08
1872,5.442605477412599e-09,1.2094678591978436e-09
1873,1.4366410283628284e-08,3.591602570907071e-09
1874,6.572069999322139e-09,1.7923826867161097e-09
1875,7.437985338754061e-09,5.721527140956084e-10
1876,3.02300739996042e-09,1.209202959984168e-09
1877,4.329371083855449e-09,0.0
1878,7.2469061862534545e-09,0.0
1879,1.832797580370027e-09,0.0
1880,5.776061406947974e-09,0.0
1881,8.367009307619355e-09,0.0
1882,3.3276925659464496e-09,0.0
1883,1.3902545781263598e-08,3.159669414998234e-09
1884,7.922036360241691e-09,1.3203393933736152e-09
1885,1.5469526104539e-08,0.0
1886,7.098810428374236e-09,0.0
1887,1.0446279397058333e-08,0.0
1888,1.775372027168487e-08,6.340614699951175e-10
1889,1.0650732740202784e-08,3.759081934617825e-09
1890,1.1142456735058204e-08,1.3108772956016423e-09
1891,1.0198752065093686e-08,6.374220040683554e-10
1892,1.191017329205124e-08,5.014809900671935e-09
1893,9.23762488724833e-09,4.310891643655168e-09
1894,2.7096618282484997e-08,3.150769645188234e-09
1895,1.8657704714541978e-08,1.8055843487019274e-09
1896,1.533227589334274e-08,5.89702897624278e-10
1897,2.2141511735185304e-08,0.0
1898,1.2448380992680086e-08,1.6975064687230201e-09
1899,1.1607914629507832e-08,0.0
1900,9.863001082521805e-09,0.0
1901,5.029864968975062e-09,5.588738916095792e-10
1902,8.347482705062248e-09,0.0
1903,1.0800440541913758e-08,0.0
1904,9.674325340824907e-09,0.0
1905,6.192911072844254e-09,5.160759042333041e-10
1906,3.600929110447737e-09,1.5432553013283723e-09
1907,9.257117739025489e-09,1.5428529565042481e-09
1908,9.822778146428846e-09,9.822778146428846e-10
1909,1.1552065082298668e-08,3.300590023513905e-09
1910,6.412980813053082e-09,0.0
1911,7.980561100850991e-09,3.1922244847493175e-09
1912,1.3023552902780011e-08,1.0418842455450772e-09
1913,4.772690687104841e-09,2.121195885607108e-09
1914,3.3483718020477227e-09,0.0
1915,5.890381071793627e-09,1.1780761921542648e-09
1916,1.0987462051303964e-09,4.394984820521586e-09
1917,2.3029491202919417e-08,0.0
1918,6.89182577673364e-09,2.2972752589112133e-09
1919,4.603924352863942e-09,9.207848372660976e-10
1920,7.572231730534895e-09,4.543339038320937e-09
1921,7.572747429129834e-10,3.0290989716519334e-09
1922,2.951174193910333e-09,0.0
1923,5.307974060286824e-09,5.307974060286824e-09
1924,0.0,1.0313299547703991e-08
1925,2.1996355847875293e-09,7.698724324711748e-09
1926,4.458455382660986e-09,3.343841648018042e-09
1927,7.804457524684949e-09,0.0
1928,4.570416489713125e-09,0.0
1929,1.2254447234738564e-08,1.1140406375176326e-09
1930,7.352522590764465e-09,4.201441416995522e-09
1931,1.1405356659111021e-09,2.2810713318222042e-09
1932,5.4797681947604815e-09,2.1919073223131136e-09
1933,5.735331320977366e-09,2.2941324395731044e-09
1934,7.188948103475923e-09,3.5944740517379614e-09
1935,7.180970484910176e-09,1.196828414151696e-09
1936,3.6374143697059935e-09,1.2124714565686645e-09
1937,0.0,1.2591118148108649e-09
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,6.117620188206274e-09,0.0
1940,2.5357829169792012e-09,7.607348528892999e-09
1941,5.9030051957620344e-09,8.854508237732261e-09
1942,3.034211770724937e-09,3.034211770724937e-09
1943,0.0,0.0
1944,9.639558484764166e-09,0.0
1945,2.178504132643866e-08,0.0
1946,0.0,2.7842208538686464e-09
1947,5.960435700558264e-09,2.3841741914054637e-09
1948,1.0871888278529696e-08,1.0871887834440486e-09
1949,9.817008317369869e-10,4.908504269707237e-09
1950,4.2541445921528975e-09,5.317680518146517e-09
1951,1.0661401539380222e-08,3.1984206394497505e-09
1952,4.2179215675730575e-09,4.2179215675730575e-09
1953,2.1547654771580937e-09,2.1547654771580937e-09
1954,3.9090144454689835e-09,0.0
1955,7.508486277174597e-09,1.8771215692936494e-09
1956,3.488456634670456e-09,8.72114158667614e-10
1957,4.417518795207798e-09,3.534015080575159e-09
1958,3.3088973783179654e-09,0.0
1959,1.5501495642666896e-09,5.425523585955716e-09
1960,2.7683333403416555e-09,2.7683333403416555e-09
1961,4.86371165564492e-09,2.08444772553662e-09
1962,3.805173953708163e-09,1.9025869768540815e-09
1963,4.526237162849611e-09,0.0
1964,6.083968440151466e-09,1.2167936658258327e-09
1965,2.188817349590977e-09,0.0
1966,4.985167390003653e-09,1.1078149508847446e-09
1967,2.9582012395223956e-09,2.465167847631733e-09
1968,4.940557296606585e-09,0.0
1969,5.904285060864822e-09,0.0
1970,7.817832603507213e-09,4.5987250119061684e-10
1971,1.541519245584766e-09,1.541519245584766e-09
1972,3.5911027485013847e-09,2.0520587451500205e-09
1973,4.410563025913916e-09,1.102640756478479e-09
1974,2.812785782069227e-09,1.6876715580593782e-09
1975,5.140332159925265e-09,1.1422960355389478e-09
1976,3.9994687561772935e-09,1.142705374768127e-09
1977,2.3507127355770763e-09,1.7630346071939584e-09
1978,9.504946163474415e-09,1.1881182704343018e-09
1979,7.022368020415115e-09,1.1703946700691858e-09
1980,6.253665585376211e-09,5.685150683554241e-10
1981,8.223214109648325e-09,1.2651099057237047e-09
1982,1.8622506869903077e-09,1.2415004579935385e-09
1983,1.2630632095778083e-09,0.0
1984,5.799008384599347e-09,1.739702604197646e-09
1985,2.4062232206745193e-09,1.8046674155058895e-09
1986,8.392279760016663e-09,5.994485463567401e-10
1987,3.0554083707556856e-09,1.8332451112712533e-09
1988,4.797243047249822e-09,5.996553809062277e-10
1989,7.134558721588746e-09,5.488122178931576e-10
1990,5.993515905799995e-09,1.6345953479657283e-09
1991,2.9307325455363298e-09,1.7584396161396398e-09
1992,6.61193322315512e-09,5.509944167592096e-10
1993,7.200969598386564e-09,0.0
1994,5.274926717646622e-09,5.274926606624319e-10
1995,4.880205572987961e-09,1.626735190995987e-09
1996,5.3380921904988554e-09,5.338092190498855e-10
1997,1.006927874414032e-08,4.79489448146353e-10
1998,6.198567881199324e-09,1.43043876743576e-09
1999,7.769341614505265e-09,4.570201161957499e-10
