year,tes_DET hommages_NOUN,tes_DET dommages_NOUN
1800,2.2009151834367913e-08,3.144164484325529e-09
1801,4.286128785224719e-08,0.0
1802,1.5664880947952042e-08,0.0
1803,1.950339223455444e-09,0.0
1804,2.7190360185613827e-08,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,2.881669125542885e-09
1807,8.540865792383556e-09,0.0
1808,3.3991110370834576e-08,4.5321479902327155e-09
1809,4.518061036407062e-09,4.518061036407062e-09
1810,4.680253518074551e-09,2.3401267590372754e-09
1811,7.521229861140455e-09,2.5070767684098882e-09
1812,2.6672083208723052e-08,0.0
1813,2.8757416448144113e-09,2.8757416448144113e-09
1814,0.0,0.0
1815,1.6183340889597275e-08,0.0
1816,2.3176038865813098e-09,2.3176038865813098e-09
1817,1.2454987263765815e-08,0.0
1818,2.384235475716423e-09,0.0
1819,4.140420006848444e-09,0.0
1820,1.1866481131050932e-08,1.1866481131050932e-09
1821,3.254291058851777e-08,9.86148829262845e-10
1822,0.0,2.0051231786055723e-09
1823,9.882686891060644e-10,1.9765373782121287e-09
1824,9.263223965660927e-09,2.5263338088166165e-09
1825,1.7610886082763955e-09,8.805443041381977e-10
1826,4.403992281964975e-09,8.807984341885344e-10
1827,5.530363722527909e-09,2.7651818612639545e-09
1828,1.6510142586412258e-08,4.586150570418113e-09
1829,6.858540846366168e-09,2.571952872898464e-09
1830,7.305785310052215e-09,0.0
1831,4.677361609140007e-09,0.0
1832,5.411987746839486e-09,2.705993873419743e-09
1833,6.950177322551099e-09,8.108539617524002e-09
1834,6.534171426153534e-09,1.8669061851994684e-09
1835,1.2100940693926532e-08,7.563087933704082e-10
1836,3.36037508930076e-09,1.3441500135158435e-09
1837,1.2524203896191466e-08,1.3915781860163179e-09
1838,8.837027110075724e-09,0.0
1839,2.0974426639952526e-09,6.9914751765765e-10
1840,6.3696887764308485e-09,3.821813088222825e-09
1841,7.0626033910059505e-09,6.420548537278137e-10
1842,1.609983613093391e-08,4.024959032733477e-09
1843,7.678984559333912e-09,1.1813822142769936e-09
1844,2.7442805805577564e-09,1.6465684371524958e-09
1845,8.37034175305007e-09,5.022205318283568e-09
1846,3.5127007969038004e-09,5.854501328173001e-10
1847,7.011190739092399e-09,3.235934187273415e-09
1848,4.82713291560799e-09,2.413566457803995e-09
1849,8.379414939696517e-10,3.3517659758786067e-09
1850,1.3577992064028876e-09,1.3577992064028876e-09
1851,5.8044946626978344e-09,1.9348316282474798e-09
1852,6.510545436100301e-09,1.3021090872200602e-09
1853,2.388772735173461e-09,5.971931837933653e-10
1854,1.2469595134234623e-08,3.117398783558656e-09
1855,1.4328730202350926e-08,1.5920811335945473e-09
1856,7.248064815001953e-09,1.0354378465748937e-09
1857,6.8341128311999455e-09,1.9526036343364694e-09
1858,7.829881631948865e-09,4.893676019968041e-10
1859,5.092173349652285e-09,5.092173349652285e-10
1860,4.57718396518203e-09,4.577183909670879e-10
1861,3.772770984511453e-09,3.3011746669586728e-09
1862,1.536115412648087e-08,1.3553959066214816e-09
1863,4.994620717013731e-09,2.4973103585068657e-09
1864,1.4863656971897399e-08,1.9178911792039344e-09
1865,9.88437331983505e-09,3.294791106611683e-09
1866,6.811858188626729e-09,1.4596839292835284e-09
1867,5.82337378318698e-09,9.7056229719783e-10
1868,6.421836395986702e-09,4.93987406535723e-10
1869,7.325278605918584e-09,1.953407657850903e-09
1870,8.027668307875047e-09,1.1468097582678638e-09
1871,0.0,1.0621177271019633e-09
1872,4.23313739617015e-09,1.2094678591978436e-09
1873,3.591602570907071e-09,5.986004469882289e-10
1874,5.974609251779839e-09,2.9873046258899194e-09
1875,4.577221712764867e-09,5.721527140956084e-10
1876,7.255217759905008e-09,1.813804439976252e-09
1877,6.184816214727107e-09,0.0
1878,3.0195443923020093e-09,6.039088673581716e-10
1879,1.5273313280772527e-08,1.221865053580018e-09
1880,9.626769603698904e-09,0.0
1881,2.091752326904839e-09,1.3945015142624584e-09
1882,9.983077475794744e-09,6.655385131892899e-10
1883,6.951272890631799e-09,1.8958017378167824e-09
1884,1.1222884843675729e-08,1.9805090900604227e-09
1885,3.86738152613475e-09,6.445635691854079e-10
1886,7.744156427236248e-09,0.0
1887,5.223139698529167e-09,1.9586774424595887e-09
1888,1.014498351992188e-08,0.0
1889,4.385595886446936e-09,6.265136742733546e-10
1890,6.554386478008212e-10,6.554386478008212e-10
1891,2.5496880162734215e-09,6.374220040683554e-10
1892,5.014809900671935e-09,6.268512375839919e-10
1893,8.005941687372342e-09,1.2316833108982905e-09
1894,5.041231432301174e-09,6.301539290376468e-10
1895,3.611168697403855e-09,6.018614495673091e-10
1896,5.307326134129653e-09,5.89702897624278e-10
1897,3.4960281336537946e-09,2.9133566670225264e-09
1898,5.092519295146758e-09,5.6583548957434e-10
1899,7.185851913504848e-09,2.2110313580014918e-09
1900,3.633737311048435e-09,0.0
1901,5.588738916095792e-10,5.588738916095792e-10
1902,1.9641135384773634e-09,4.910283846193408e-10
1903,1.0800440541913758e-09,1.6200660812870638e-09
1904,0.0,0.0
1905,7.2250627702885595e-09,2.0643036169332163e-09
1906,1.0288369045596824e-09,2.0576738091193647e-09
1907,2.5714217422034835e-09,1.028568674676933e-09
1908,4.4202499438483756e-09,2.4556945366072114e-09
1909,5.500983557560346e-10,1.6502950117569526e-09
1910,2.67207544979442e-09,0.0
1911,5.320374141248863e-10,1.5961122423746588e-09
1912,3.125652625612929e-09,1.5628263128064646e-09
1913,1.060597942803554e-09,5.30298971401777e-10
1914,1.3393487430235496e-09,6.696743715117748e-10
1915,2.3561523843085297e-09,1.1780761921542648e-09
1916,0.0,2.197492410260793e-09
1917,1.0966424435210342e-09,2.1932848870420685e-09
1918,0.0,1.1486376294556067e-09
1919,3.6831393490643904e-09,1.8415696745321952e-09
1920,4.543339038320937e-09,3.028892692213958e-09
1921,6.815472630705699e-09,4.543648568500203e-09
1922,7.377935484775833e-10,2.2133805899215986e-09
1923,3.1847844361720945e-09,1.0615948120573648e-08
1924,1.289162443462999e-09,2.578324886925998e-09
1925,6.598906754362588e-09,4.399271169575059e-09
1926,3.343841648018042e-09,4.458455382660986e-09
1927,4.4596899506643695e-09,4.4596899506643695e-09
1928,1.1426041224282812e-09,6.8556245125250825e-09
1929,2.2280812750352652e-09,1.1140406375176326e-09
1930,1.0503603542488804e-09,3.1510811737689437e-09
1931,2.2810713318222042e-09,4.5621426636444085e-09
1932,0.0,3.287861094491973e-09
1933,1.1470662197865522e-09,5.735331320977366e-09
1934,5.990790086229936e-09,1.1981580172459871e-09
1935,3.590485242455088e-09,2.393656828303392e-09
1936,1.2124714565686645e-09,3.6374143697059935e-09
1937,1.2591118148108649e-09,0.0
1938,1.2965214457594243e-09,0.0
1939,0.0,0.0
1940,0.0,0.0
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,0.0,3.034211770724937e-09
1943,2.9032352077962287e-09,0.0
1944,0.0,9.639558484764166e-09
1945,0.0,4.357008087652048e-09
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,5.960435700558264e-09,1.1920871401116528e-08
1948,0.0,5.435944139264848e-09
1949,3.9268033269479474e-09,8.835307596655184e-09
1950,3.190608444114673e-09,1.2762433776458693e-08
1951,3.1984206394497505e-09,4.264560704569931e-09
1952,2.1089607837865287e-09,4.2179215675730575e-09
1953,4.3095309543161875e-09,3.232148326759443e-09
1954,9.772536113672459e-10,2.9317608341017376e-09
1955,2.815682353940474e-09,5.631364707880948e-09
1956,1.744228317335228e-09,8.72114114258693e-09
1957,2.6505113659425206e-09,0.0
1958,4.9633461784992505e-09,8.272243445794913e-10
1959,1.5501495642666896e-09,0.0
1960,3.460416619915918e-09,1.3841666701708277e-09
1961,8.33779090214648e-09,4.16889545107324e-09
1962,1.2683912808952869e-09,0.0
