year,nouveaux_ADJ essais_NOUN,nouveaux_ADJ décès_NOUN
1898,5.030277594464394e-07,1.0185038590293516e-08
1899,4.654220955302435e-07,1.326618814800895e-08
1900,4.6252284902070784e-07,4.15284251431558e-09
1901,6.767962736908828e-07,1.2295225282343836e-08
1902,4.988848523734823e-07,5.892340837476695e-09
1903,5.616229032945341e-07,7.020286574288548e-09
1904,6.336683116003883e-07,9.674325340824907e-09
1905,5.774889335619093e-07,3.6125313851442797e-09
1906,6.111291335209046e-07,1.0288369267641428e-08
1907,4.83427279873716e-07,9.257117739025489e-09
1908,5.45164192677916e-07,6.384805573134145e-09
1909,5.319451066299052e-07,4.400786846048277e-09
1910,5.130384714835401e-07,4.809735720812114e-09
1911,5.166083231200602e-07,4.788336838146279e-09
1912,5.980415636042125e-07,2.6047106693738442e-09
1913,5.382534540299133e-07,3.71209285532359e-09
1914,5.725715929161268e-07,5.357394972094198e-09
1915,4.3824434825534553e-07,2.4739600590351074e-08
1916,4.131285749053859e-07,1.2086208478478966e-08
1917,4.825226662674709e-07,1.2063066989753679e-08
1918,4.617523279293323e-07,2.2972752589112133e-09
1919,4.033037580009058e-07,9.207848705727883e-09
1920,4.6039169498968135e-07,2.2716695191604686e-09
1921,5.020731497218378e-07,3.7863738810983705e-09
1922,4.788280240641818e-07,8.115729421831475e-09
1923,6.136017987046216e-07,5.307974060286824e-09
1924,5.672314764559871e-07,6.445812328337297e-09
1925,5.257128987690152e-07,1.6497267552040284e-08
1926,6.453614066481705e-07,1.2260752413340015e-08
1927,6.433102819336511e-07,1.1149224654616319e-08
1928,5.690168440874999e-07,1.1426041446327417e-08
1929,4.1999331390485395e-07,4.4561625500705304e-09
1930,5.451370210796114e-07,1.05036033204442e-08
1931,6.067649795937768e-07,4.5621426636444085e-09
1932,6.214057151066044e-07,5.4797681947604815e-09
1933,6.159745502554159e-07,2.2941324395731044e-09
1934,5.487563594641642e-07,5.990790086229936e-09
1935,6.020047020882657e-07,2.393656828303392e-09
1936,6.159355097068442e-07,2.424942913137329e-09
1937,7.718355532482235e-07,5.0364472592434595e-09
1938,6.275163755287139e-07,7.779128452511941e-09
1939,5.628210608676909e-07,2.4470480752825097e-08
1940,7.429843935646829e-07,1.2678914806940611e-08
1941,5.253674570937505e-07,8.854508237732261e-09
1942,6.857318624042819e-07,3.034211770724937e-09
1943,5.167758558854985e-07,0.0
1944,6.008658139933232e-07,6.4263723231761105e-09
1945,4.160942594921835e-07,8.714016175304096e-09
1946,6.765656639373674e-07,4.1763312808029696e-09
1947,6.425349383665235e-07,3.5762612871081956e-09
1948,5.58815020035297e-07,3.2615663503321457e-09
1949,6.410506410148287e-07,2.945102384188658e-09
1950,5.966437832682914e-07,7.444753258312176e-09
1951,6.343534000308182e-07,1.0661401761424827e-09
1952,5.493842762938073e-07,5.272402070488624e-09
1953,5.397687674602025e-07,3.232148326759443e-09
1954,5.443302635299574e-07,1.9545072227344917e-09
1955,5.819076998037076e-07,4.6928039232341234e-09
1956,5.729790137909418e-07,8.72114158667614e-10
1957,5.28335261429369e-07,6.184526224473075e-09
1958,4.4339224425371526e-07,4.9633461784992505e-09
1959,5.425523472712968e-07,1.5501495642666896e-09
1960,6.560950085443551e-07,6.2287499602575735e-09
1961,5.90593538241091e-07,6.948159270159238e-10
1962,4.921358232046202e-07,1.9025869768540815e-09
1963,4.1253419968967364e-07,6.466053248388448e-10
1964,4.015419008407406e-07,1.8251904432275978e-09
1965,3.6224926569516924e-07,4.377634699181954e-09
1966,4.1432279451747434e-07,2.215629901769489e-09
1967,3.0321564126190026e-07,1.4791006197611978e-09
1968,5.12021405718599e-07,3.1439910674890825e-09
1969,3.306399698477236e-07,4.5417578031781147e-10
1970,4.115858942554951e-07,3.6789800095249348e-09
1971,3.33995837653589e-07,4.624557625731995e-09
1972,4.011774876744312e-07,3.5911027485013847e-09
1973,3.010209236320449e-07,1.6539611902288698e-09
1974,2.852164835420723e-07,1.6876715580593782e-09
1975,3.75244240569117e-07,2.8557400888473694e-09
1976,3.736646562169099e-07,5.142174241967723e-09
1977,3.196969284857687e-07,5.876781838942691e-10
1978,2.875246229994133e-07,4.752473081737207e-09
1979,2.8674669472206205e-07,2.925986564150662e-09
1980,3.280331926092117e-07,3.411090521154847e-09
1981,2.8781250160925254e-07,6.325549528618524e-10
1982,3.203071179402883e-07,3.1037510339615437e-09
1983,3.0629283531702356e-07,4.4207211225000265e-09
1984,2.8647101513179507e-07,6.958810416790584e-09
1985,3.458945807555125e-07,3.0077789148208467e-09
1986,3.740558833786878e-07,2.997242676272549e-09
1987,2.682648559404477e-07,1.2221633705067347e-09
1988,3.1721770366033297e-07,3.597932174415064e-09
1989,3.8636379329215487e-07,3.2928733073589456e-09
1990,4.0646936688704116e-07,1.6345953479657283e-09
1991,3.0010701346228075e-07,4.68917216167597e-09
1992,3.1186284232820327e-07,1.652983172562017e-08
1993,3.9162197690290057e-07,4.4313659408601325e-09
1994,3.513101133334473e-07,5.274926717646622e-09
1995,3.952966555753612e-07,5.964695848348356e-09
1996,3.62990269620056e-07,8.540947504798169e-09
1997,3.1454507709582913e-07,3.835915585170824e-09
1998,3.4950387761689683e-07,2.86087753487152e-09
1999,3.8206880922930786e-07,2.7421207526856506e-09
2000,3.6272038939078044e-07,2.6508188977203417e-09
2001,3.356008302368707e-07,4.8193329327261836e-09
2002,3.72403837545221e-07,3.9430991805033955e-09
2003,3.829402178689989e-07,9.58392298855415e-09
2004,3.0393060246325376e-07,1.1011977996133737e-08
2005,3.211173416062252e-07,3.1526248278623825e-09
2006,4.480264210737772e-07,3.294311934354255e-09
2007,3.4272634019671955e-07,4.7933754743212376e-09
2008,2.9546631838406334e-07,5.5346713878634546e-09
2009,3.2471390820631996e-07,2.384096253749135e-09
2010,3.079913032388859e-07,4.2514138876015295e-09
2011,1.8355065550812455e-07,5.353560705856353e-09
2012,1.3855308791943521e-07,6.127654827992046e-09
2013,1.7348357506108414e-07,6.693900100884775e-09
2014,1.8622828652781198e-07,7.145969149746634e-09
2015,1.8707896423664216e-07,7.093041265449074e-09
2016,1.9905578174661542e-07,3.5212781579474495e-09
2017,1.3609457319430085e-07,3.773417134311785e-09
2018,1.6263240465441697e-07,4.3884935685412074e-09
2019,1.5535515163200841e-07,3.826481798085979e-09
