year,serais_VERB en_PRON,serais_VERB dans_ADP
1865,0.0,8.189908839995041e-08
1866,2.919367858567057e-09,6.665889884516218e-08
1867,0.0,6.842464017609018e-08
1868,0.0,8.397785933311752e-08
1869,4.883519144627257e-10,8.594993516908289e-08
1870,1.1468097582678638e-09,8.142349372519675e-08
1871,0.0,1.1046024184224734e-07
1872,1.2094678591978436e-09,7.075387031818536e-08
1873,1.1972008939764578e-09,7.66208572144933e-08
1874,1.1949218281515073e-09,7.647499700169647e-08
1875,0.0,8.467860368455149e-08
1876,1.209202959984168e-09,7.678438862512849e-08
1877,6.184815992682502e-10,9.339072448710795e-08
1878,3.0195443923020093e-09,7.126124756950958e-08
1879,1.221865053580018e-09,9.163987613192148e-08
1880,6.417846254436199e-10,1.01401973040538e-07
1881,1.3945015142624584e-09,6.414706632540401e-08
1882,0.0,5.523969548448804e-08
1883,3.159669414998234e-09,7.709593319304986e-08
1884,0.0,6.535680086017237e-08
1885,1.2891271383708158e-09,3.545099502844096e-08
1886,6.453463874400711e-10,5.937186742244194e-08
1887,0.0,5.549586035158427e-08
1888,0.0,5.960177773545183e-08
1889,0.0,4.573549716724301e-08
1890,6.554386478008212e-10,4.391439034634459e-08
1891,1.2748440081367107e-09,6.69293100941104e-08
1892,6.268512375839919e-10,3.5103667528346705e-08
1893,0.0,4.557228194812524e-08
1894,0.0,5.4823392048319874e-08
1895,0.0,8.60661870660806e-08
1896,0.0,5.248355705589347e-08
1897,0.0,4.253501018069983e-08
1898,1.6975064687230201e-09,5.714938566825367e-08
1899,2.2110313580014918e-09,5.693405569218157e-08
1900,5.191053142894475e-10,7.838490034828283e-08
1901,0.0,5.197527030986748e-08
1902,2.9461704187383475e-09,5.2049010434984666e-08
1903,3.7801539676252105e-09,3.834156458992766e-08
1904,1.0749250378694342e-09,3.815983973254333e-08
1905,3.6125313851442797e-09,4.076999715607599e-08
1906,5.658602919567102e-09,4.1153477070565714e-08
1907,1.028568674676933e-09,6.37712602724605e-08
1908,9.822778146428846e-10,5.255186152908209e-08
1909,1.6502950117569526e-09,7.151278680339601e-08
1910,1.068830135508847e-09,3.634022505139001e-08
1911,1.0640748282497725e-09,6.331245572255284e-08
1912,4.688478938419394e-09,5.730363383804615e-08
1913,3.71209285532359e-09,5.833288696521777e-08
1914,0.0,7.232483056895944e-08
1915,0.0,3.416420923940677e-08
1916,1.0987462051303964e-09,5.273981784625903e-08
1917,0.0,2.3029491202919417e-08
1918,0.0,3.5607765624945387e-08
1919,9.207848372660976e-10,7.274200441997891e-08
1920,7.572231730534895e-10,4.240449769099541e-08
1921,6.815472630705699e-09,5.9067428281878165e-08
1922,7.377935484775833e-10,7.009038682781465e-08
1923,0.0,4.989495749896378e-08
1924,0.0,6.445812061883771e-08
1925,0.0,6.928851803422731e-08
1926,1.1146138456652466e-09,5.5730691173039304e-08
1927,0.0,5.5746124161260013e-08
1928,0.0,5.0274582719112004e-08
1929,0.0,7.798284684668033e-08
1930,0.0,5.3568378177715203e-08
1931,0.0,7.52753521737759e-08
1932,2.1919073223131136e-09,3.9454331357546835e-08
1933,1.1470662197865522e-09,5.047091278242988e-08
1934,0.0,5.391711255242626e-08
1935,0.0,2.992070946561398e-08
1936,1.2124714565686645e-09,3.394919900756577e-08
1937,1.2591118148108649e-09,3.5255130370615007e-08
1938,0.0,3.1116513810047763e-08
1939,0.0,4.282334131744392e-08
1940,0.0,4.564409294971483e-08
1941,0.0,3.836953510472085e-08
1942,0.0,5.158160121254696e-08
1943,2.9032352077962287e-09,3.4838823381733164e-08
1944,3.2131861615880553e-09,2.5705489292704442e-08
1945,2.178504043826024e-09,2.3963544037997053e-08
1946,1.3921104269343232e-09,5.986074569364064e-08
1947,2.3841741914054637e-09,6.556479092978407e-08
1948,8.697510267552389e-09,7.392883816237372e-08
1949,0.0,5.2030145525350235e-08
1950,1.0635361480382244e-09,7.763814124928103e-08
1951,0.0,7.249753508631329e-08
1952,4.2179215675730575e-09,5.061505703451985e-08
1953,2.1547654771580937e-09,5.4946518446286063e-08
1954,1.9545072227344917e-09,6.840775057526116e-08
1955,0.0,4.974372203037092e-08
1956,8.72114158667614e-10,5.05826207586324e-08
1957,2.6505113659425206e-09,5.212672249399475e-08
1958,2.4816730892496253e-09,5.873292963087806e-08
1959,3.100299128533379e-09,4.727956337546857e-08
1960,1.3841666701708277e-09,7.543708591128961e-08
1961,6.948159270159238e-10,5.141637871020066e-08
1962,1.9025869768540815e-09,6.024858834052793e-08
1963,1.939815863494232e-09,6.401392482757728e-08
1964,1.8251904432275978e-09,6.570685684437194e-08
1965,0.0,4.9795595202795084e-08
1966,2.769537488234164e-09,6.702280330728172e-08
1967,1.9721342336964653e-09,4.930335606445624e-08
1968,3.5931326802796093e-09,4.2668450106475575e-08
1969,2.2708788183223305e-09,5.5409444144061126e-08
1970,1.3796175313274261e-09,4.3687887085752664e-08
1971,1.0276794970565106e-09,4.3162540208641076e-08
1972,2.565073486948677e-09,3.5911028817281476e-08
1973,1.102640756478479e-09,5.458071683506205e-08
1974,5.625571675160757e-10,3.1503201824989446e-08
1975,2.2845920710778955e-09,3.655347313724633e-08
1976,1.142705374768127e-09,4.2280099421532213e-08
1977,1.1753563677885381e-09,4.525121966025836e-08
1978,1.7821774056514528e-09,4.099008066305032e-08
1979,2.3407893401383717e-09,4.388979846225993e-08
1980,1.7055452605774235e-09,5.230338473438678e-08
1981,5.060439622894819e-09,3.921840630027873e-08
1982,2.483000915987077e-09,3.600351305976801e-08
1983,6.946847541655643e-09,4.357568172963511e-08
1984,5.799008495621649e-10,4.001315900836744e-08
1985,1.8046674155058895e-09,4.4515129360434e-08
1986,2.3977941854269602e-09,3.6566362382473017e-08
1987,1.2221633705067347e-09,3.727598141267663e-08
1988,1.1993107618124554e-09,4.197587699650285e-08
1989,5.488122178931576e-10,4.774666351181622e-08
1990,1.6345953479657283e-09,5.5031375012504213e-08
1991,4.10302547493302e-09,3.868566977871524e-08
1992,5.509944167592096e-10,3.856960972825618e-08
1993,1.661762283333701e-09,4.2651898013446043e-08
1994,5.274926606624319e-10,3.797947201178431e-08
1995,2.1689803286761844e-09,4.446409818115171e-08
1996,5.338092190498855e-10,5.818520421030371e-08
1997,1.917957792585412e-09,4.219507232505748e-08
1998,2.3840645013706308e-09,4.6727667069035306e-08
1999,2.7421207526856506e-09,5.484241327735617e-08
2000,2.2090156370779823e-09,3.932047931698435e-08
2001,1.7524847129024579e-09,4.337399772680328e-08
2002,3.504977197366088e-09,4.205972459203622e-08
2003,3.333538334260311e-09,5.875361352991604e-08
2004,1.3214374039449694e-09,4.801222530659288e-08
2005,4.5037495954858286e-10,4.864049429897932e-08
2006,8.235779835885637e-10,4.8591100920702957e-08
2007,1.1983438685803094e-09,7.19006294502833e-08
2008,2.1287198670449925e-09,6.428734167229777e-08
2009,4.76819250749827e-10,7.056924999915282e-08
2010,3.3066551718974324e-09,9.494824126932144e-08
2011,2.6767803529281764e-09,9.904087505674397e-08
2012,5.1063788752969685e-09,1.2527650028459902e-07
2013,4.462600067256517e-09,1.4029298256446054e-07
2014,3.681256854903836e-09,1.61975293622163e-07
2015,4.654808538617772e-09,1.618100071709705e-07
2016,3.935546111222266e-09,1.7792811490835447e-07
2017,5.282783988036499e-09,1.698037692676735e-07
2018,1.058401366549333e-08,1.819933999058776e-07
2019,7.1427654901867754e-09,2.012729396483337e-07
