year,suis_VERB en_ADP,suis_VERB dans_ADP
1874,2.315758592885686e-06,1.552203457322321e-06
1875,3.1531335480394773e-06,1.9315875761094503e-06
1876,2.8410222512320615e-06,1.8295240806764923e-06
1877,2.8351196306175552e-06,1.886368863779353e-06
1878,2.302100710949162e-06,1.3787239367957227e-06
1879,2.556752633608994e-06,1.5523795582339517e-06
1880,2.9823731892975047e-06,2.065262833639281e-06
1881,2.8392050808179192e-06,2.054797960227006e-06
1882,2.804579253279371e-06,1.8814773738995427e-06
1883,2.4942430627561407e-06,1.5444464906977373e-06
1884,2.3647278339922195e-06,1.3249606354293064e-06
1885,2.272731080665835e-06,1.0770656899694586e-06
1886,2.019288785959361e-06,1.206152433042007e-06
1887,2.349107035115594e-06,1.2946857168572024e-06
1888,2.113326900143875e-06,1.1584303365452797e-06
1889,2.242918981210096e-06,1.3507634548659553e-06
1890,1.9387875909160357e-06,1.310877337346028e-06
1891,1.8963304455610341e-06,1.2238502904438064e-06
1892,2.084280367853353e-06,1.2355237686278997e-06
1893,1.8875546174967894e-06,1.1313011327729328e-06
1894,2.2049086965125753e-06,1.1437293778726598e-06
1895,2.086051836158731e-06,1.3319194067662465e-06
1896,1.9996825812995667e-06,1.3014742989980732e-06
1897,2.0649872567446437e-06,1.1041622656193795e-06
1898,1.9447766135272104e-06,1.2652081977648777e-06
1899,2.3326381324295653e-06,1.3116944046487333e-06
1900,1.9928452275053132e-06,1.177849981104373e-06
1901,1.8006917343882378e-06,1.141779307545221e-06
1902,1.7485521084381617e-06,1.0188839496549917e-06
1903,1.87873661161575e-06,1.149166905634047e-06
1904,2.21112077269936e-06,1.0410649338155054e-06
1905,2.1195237422944047e-06,1.2566448504003347e-06
1906,2.089053396048257e-06,1.3539494148062658e-06
1907,2.1358227968448773e-06,1.3330250112630893e-06
1908,2.054434162346297e-06,1.3918876220486709e-06
1909,2.2862086552777328e-06,1.3785464716420393e-06
1910,2.4823580133670475e-06,1.6566866634093458e-06
1911,2.1701805508200778e-06,1.3109402061672881e-06
1912,2.1874359390494647e-06,1.4232139164960245e-06
1913,2.070817572530359e-06,1.3512018313122098e-06
1914,2.0244256120349746e-06,1.3065347275187378e-06
1915,1.880209651972109e-06,9.365705864183838e-07
1916,1.9063246554651414e-06,1.2492744190240046e-06
1917,2.1307762381184148e-06,1.4815639133303193e-06
1918,2.1743710476584965e-06,1.28647411656857e-06
1919,2.053350272035459e-06,1.2163567362222238e-06
1920,1.9702947611222044e-06,9.465289849686087e-07
1921,2.102194684994174e-06,1.0859320127565297e-06
1922,2.4310297703777906e-06,1.2645781453102245e-06
1923,2.488378186171758e-06,1.3630877901960048e-06
1924,2.431360371701885e-06,1.374247176499921e-06
1925,2.6329637421440566e-06,1.60683384820004e-06
1926,2.502308007024112e-06,1.4623733477492351e-06
1927,2.846397137545864e-06,1.8195535176346311e-06
1928,2.2052258827898186e-06,1.4065457207834697e-06
1929,2.708232841541758e-06,1.5251216609613039e-06
1930,2.376965539951925e-06,1.3539145129470853e-06
1931,2.2411525151255773e-06,1.3389889090831275e-06
1932,2.243417156932992e-06,1.1945894584641792e-06
1933,2.0463660348468693e-06,1.0770951348604285e-06
1934,2.1291268694767496e-06,1.2185266768938163e-06
1935,2.3302250156120863e-06,1.3081335055176169e-06
1936,2.131524752257974e-06,1.0439379138915683e-06
1937,2.3394297841150546e-06,1.1281641718596802e-06
1938,2.1807491066283546e-06,1.1979858527411125e-06
1939,2.135049498974695e-06,1.0614071470627096e-06
1940,1.7344755178783089e-06,9.509186043032969e-07
1941,2.632740233821096e-06,1.1865040505654179e-06
1942,2.333308884772123e-06,1.2500952379923547e-06
1943,2.2761364562029485e-06,1.4719402088303468e-06
1944,2.416315965092508e-06,1.3398986311585759e-06
1945,2.620740360725904e-06,1.333244426859892e-06
1946,2.8092788397771074e-06,1.681669345998671e-06
1947,3.1912170470604906e-06,2.062310613837326e-06
1948,2.6581765268929303e-06,1.6807938436613767e-06
1949,2.4032035526033724e-06,1.3704543562198523e-06
1950,2.870483967853943e-06,1.6218925793509698e-06
1951,2.7922210392716806e-06,1.5714906567154685e-06
1952,2.505445308997878e-06,1.3138825352143613e-06
1953,2.8216654754942283e-06,1.5051036825752817e-06
1954,2.6112215891771484e-06,1.5919461020530434e-06
1955,2.4824933007039363e-06,1.5026357687020209e-06
1956,2.7855326152348425e-06,1.657016923672927e-06
1957,2.438470346532995e-06,1.2828475064452505e-06
1958,2.3551076537842164e-06,1.37815572998079e-06
1959,2.6709076337283477e-06,1.4672165207230137e-06
1960,2.742726337601198e-06,1.4810583479629713e-06
1961,2.8341542019916233e-06,1.4535548871208448e-06
1962,2.8373913210089086e-06,1.5943678590701893e-06
1963,2.74160652224964e-06,1.4690873513245606e-06
1964,2.958025334010017e-06,1.8975897546624765e-06
1965,2.7431353828433203e-06,1.4189008652465418e-06
1966,2.720239535847213e-06,1.4063710978007293e-06
1967,2.7885978397534927e-06,1.6023590205804794e-06
1968,2.80893141280103e-06,1.6519427390448982e-06
1969,2.642394747454091e-06,1.4202076954461518e-06
1970,2.71370754489908e-06,1.3736391792917857e-06
1971,3.038334398297593e-06,1.5024673984953552e-06
1972,2.541987669246737e-06,1.3487156138580758e-06
1973,2.55261329584755e-06,1.3485296221915632e-06
1974,2.3441757548425812e-06,1.1667435728668352e-06
1975,2.379973693678039e-06,1.275373506359756e-06
1976,2.642506160555058e-06,1.291828425564745e-06
1977,2.433575446048053e-06,1.1794701322287438e-06
1978,2.543167056501261e-06,1.286138058276265e-06
1979,2.7223379674978787e-06,1.428466703146114e-06
1980,2.8226772883499507e-06,1.4076432535148342e-06
1981,2.8642089091590606e-06,1.3954162341178744e-06
1982,2.803308007059968e-06,1.2992302345082862e-06
1983,3.030088691957644e-06,1.403894771101477e-06
1984,2.824697048708913e-06,1.3459498404699843e-06
1985,2.847765244951006e-06,1.4365152765094535e-06
1986,3.161491576975095e-06,1.5321904811571585e-06
1987,2.872083996408037e-06,1.2967153679710464e-06
1988,2.7362275432096794e-06,1.4181849792294088e-06
1989,3.310984084237134e-06,1.4911228163327905e-06
1990,2.9989375889272196e-06,1.3763292372459546e-06
1991,3.1698803013568977e-06,1.4929152030163095e-06
1992,2.8822516924265074e-06,1.4221166111383354e-06
1993,3.23157360071491e-06,1.4318851526695653e-06
1994,3.2857517453521723e-06,1.5645432540623005e-06
1995,3.15207057610678e-06,1.6820442851894768e-06
1996,3.1900437988952035e-06,1.5395057744171936e-06
1997,3.2471025406266563e-06,1.4864173181194928e-06
1998,3.2399439078290015e-06,1.6874408856892842e-06
1999,3.270435854574316e-06,1.6160231552930782e-06
2000,3.3855376386782154e-06,1.6430659570687567e-06
2001,3.540457328199409e-06,1.8405470427751425e-06
2002,3.5133014080201974e-06,1.7283919078181498e-06
2003,3.863570782414172e-06,1.8659480929272831e-06
2004,3.9405263123626355e-06,1.8760006241791416e-06
2005,3.920063591067446e-06,1.8424839254294056e-06
2006,4.24636800744338e-06,2.0552388377836905e-06
2007,5.011474058846943e-06,2.245296855107881e-06
2008,5.119571142131463e-06,2.39310679717164e-06
2009,5.678440629708348e-06,2.514267862352426e-06
2010,7.386122888419777e-06,3.1550214316666825e-06
2011,8.125175554596353e-06,3.422837380639976e-06
2012,8.752333997108508e-06,3.800848162427428e-06
2013,9.762774425325915e-06,4.029448973597027e-06
2014,1.0413626114313956e-05,4.448257641342934e-06
2015,1.0481076969881542e-05,4.330523552198429e-06
2016,1.092486854759045e-05,4.654922577174148e-06
2017,1.3383806617639493e-05,5.712953225156525e-06
2018,1.385215000482276e-05,5.728790711145848e-06
2019,1.3548040442401543e-05,5.757069175160723e-06
