year,étions_VERB en_PRON,étions_VERB dans_ADP,etions_VERB dans_ADP
1800,3.144164395507687e-08,1.0595833828119794e-06,0.0
1801,1.4287095950749062e-08,8.072208856901852e-07,1.904946067554647e-08
1802,1.7902721083373763e-08,8.190494895643496e-07,0.0
1803,1.950339267864365e-08,5.031874934502412e-07,0.0
1804,3.707776485839531e-08,8.28070085390209e-07,2.4718509461507665e-09
1805,1.9900143755080535e-08,4.7191770136123523e-07,5.685755422035754e-09
1806,5.76333825108577e-09,7.492339477721544e-07,0.0
1807,2.2775640928784924e-08,7.800657044754189e-07,1.4234775136401367e-08
1808,2.2660739951163578e-09,5.687845714419382e-07,0.0
1809,2.259030518203531e-09,6.460827535192948e-07,6.7770917766551975e-09
1810,9.360507036149102e-09,8.752074336371152e-07,2.3401267590372754e-09
1811,4.512738271955641e-08,4.713304235792748e-07,0.0
1812,2.6672082320544632e-09,4.480909865378635e-07,0.0
1813,5.751483289628823e-09,6.355389245982224e-07,0.0
1814,1.1328037885505182e-07,6.954156219762808e-07,3.1466771410748606e-09
1815,2.1577788444915313e-08,6.392419891199097e-07,2.697223555614414e-09
1816,1.1588019432906549e-08,7.068691729728016e-07,0.0
1817,2.9580593974287694e-08,6.756830543963588e-07,3.113746815941454e-09
1818,1.9073883805731384e-08,8.320981805809424e-07,2.384235475716423e-09
1819,2.2772310259711048e-08,6.045013378752628e-07,0.0
1820,4.746592452420373e-09,7.428417347909999e-07,1.1866481131050932e-09
1821,1.972297702934611e-08,8.520325991412392e-07,9.86148829262845e-10
1822,8.02049271442229e-09,7.118187568266876e-07,3.0076847679083585e-09
1823,2.569498569471307e-08,8.894418215277256e-07,1.9765373782121287e-09
1824,4.210556348027694e-09,8.134794597935979e-07,0.0
1825,7.924898959288385e-09,1.0293563263985561e-06,0.0
1826,6.077509340229881e-08,8.349969107257493e-07,1.7615968683770689e-09
1827,1.1060727445055818e-08,6.433656380977482e-07,9.217273055917019e-10
1828,1.3758452155343548e-08,8.548584560230665e-07,9.172301251858528e-10
1829,2.1432940755516938e-08,8.170237038029882e-07,0.0
1830,1.6698937344017395e-08,8.453836812805093e-07,1.0436835840010872e-09
1831,3.1182413096075834e-08,9.183220299746608e-07,1.5591206103948707e-09
1832,2.570694235259907e-08,7.657962441953714e-07,0.0
1833,1.0425265983826648e-08,1.3251670907266089e-06,2.3167257001688313e-09
1834,1.4935249481595747e-08,8.522426924173487e-07,1.8669061851994684e-09
1835,1.5126175867408165e-08,9.249656613974366e-07,3.025235173481633e-09
1836,1.2097349788575684e-08,5.759682721873105e-07,0.0
1837,8.349468672008697e-09,6.081196488594287e-07,1.3915781860163179e-09
1838,8.837027110075724e-09,6.185918550727365e-07,6.312161904276081e-10
1839,8.38977065598101e-09,6.578978286597703e-07,6.9914751765765e-10
1840,8.280594876453051e-09,6.955700087019068e-07,6.369688665408546e-10
1841,9.630822361827995e-09,6.998398021096364e-07,3.852329122366882e-09
1842,2.0124795163667386e-09,5.68190046124073e-07,6.708265054555795e-10
1843,1.4176587015413133e-08,5.463892875923193e-07,5.906911071384968e-10
1844,1.2623690537338916e-08,6.454548042711394e-07,5.488561272137815e-10
1845,7.812318791877715e-09,6.199633162395912e-07,1.674068439427856e-09
1846,1.0538101946622191e-08,5.661302679982327e-07,1.1709002656346001e-09
1847,1.3483059113639229e-08,4.740643646528042e-07,5.393223645455691e-10
1848,1.448139919091318e-08,5.945418593000795e-07,8.045221711050488e-10
1849,8.379414495607307e-09,5.823693527418072e-07,1.6758829879393033e-09
1850,1.3577992064028876e-08,6.958720746297331e-07,1.3577992064028876e-09
1851,1.5478653025979838e-08,5.675506145053077e-07,1.2898877521649865e-09
1852,3.2552727180501506e-09,4.856867121816322e-07,6.510545436100301e-10
1853,1.1346670270029335e-08,6.479546073023812e-07,1.1943863675867306e-09
1854,2.0782657372819813e-08,6.224406092769641e-07,1.0391328908454511e-09
1855,1.1675261646360013e-08,5.6518882729506e-07,1.0613874223963649e-09
1856,1.1389816201301528e-08,5.544769692278351e-07,0.0
1857,1.122747050885664e-08,7.859229640416743e-07,1.4644527368545823e-08
1858,2.300027723833864e-08,6.097520213188545e-07,4.893676019968041e-10
1859,1.1202780925145817e-08,5.922197487961967e-07,5.092173349652285e-10
1860,1.830873586072812e-08,5.826755113957915e-07,9.154367819341758e-10
1861,4.2443675241088386e-09,6.640077003794431e-07,4.715963730639317e-10
1862,1.400575744270327e-08,6.329698862828081e-07,4.517986262886353e-10
1863,1.6482248454963155e-08,6.423082368200994e-07,0.0
1864,1.102787461348953e-08,5.135153742230614e-07,4.794727948009836e-10
1865,2.0710114512212385e-08,6.038881110725924e-07,4.706844358715045e-10
1866,1.1677471434268227e-08,5.430023861663358e-07,0.0
1867,4.85281148598915e-09,5.342945428310486e-07,4.85281148598915e-10
1868,1.432563490055827e-08,6.456415349020972e-07,0.0
1869,2.0999133099053324e-08,5.635581032947812e-07,2.441759683335931e-09
1870,6.307453670473251e-09,5.797123208139965e-07,2.8670243956696595e-09
1871,7.434824311758348e-09,9.346636034024414e-07,0.0
1872,1.2094679036067646e-08,8.974251386462129e-07,0.0
1873,1.7958013742713774e-08,5.950088279860211e-07,1.1972008939764578e-09
1874,2.5690820137924675e-08,7.127708840926061e-07,5.974609140757536e-10
1875,2.689117728493784e-08,5.269526468509866e-07,5.721527140956084e-10
1876,7.255217759905008e-09,5.574425472332223e-07,6.04601479992084e-10
1877,9.27722432209066e-09,5.269463372314931e-07,6.184816214727107e-09
1878,8.4547240319921e-09,4.2756747120620275e-07,0.0
1879,1.588424503040642e-08,5.651126002703677e-07,0.0
1880,9.626769603698904e-09,5.140694838701165e-07,6.417846254436199e-10
1881,1.045876096839038e-08,5.424610662885243e-07,6.972507571312292e-10
1882,8.652000893505374e-09,5.563902050198521e-07,2.6621540527571597e-09
1883,9.479008689083912e-09,5.510463552127476e-07,0.0
1884,8.582206056928499e-09,5.703866463591112e-07,0.0
1885,4.511945039809007e-09,3.654675424513698e-07,6.445635691854079e-10
1886,1.7424351739236954e-08,4.40771572129961e-07,2.5813855497602844e-09
1887,1.1752064210668323e-08,4.17851168776906e-07,0.0
1888,1.268122939990235e-08,5.104195111016452e-07,0.0
1889,6.265136853755848e-09,5.362957153920433e-07,1.2530273485467092e-09
1890,8.520702365899524e-09,4.25379681701088e-07,0.0
1891,1.0198752065093686e-08,4.5129476688998693e-07,0.0
1892,1.191017329205124e-08,4.6324305458256276e-07,6.268512375839919e-10
1893,8.005941687372342e-09,4.5202776277619705e-07,1.2316833108982905e-09
1894,7.561847148451761e-09,4.997120868210914e-07,0.0
1895,2.347259631108045e-08,4.905170953861671e-07,6.018614495673091e-10
1896,1.4152869098893461e-08,4.912225222142297e-07,5.89702897624278e-10
1897,1.3984112534615178e-08,3.7524034723901423e-07,1.1653427112179315e-09
1898,1.1882545614128048e-08,4.651167841984716e-07,5.6583548957434e-10
1899,1.6029977345510815e-08,4.759245086916053e-07,0.0
1900,8.824790675987515e-09,4.5473626641978626e-07,0.0
1901,5.58873880507349e-09,4.348038942225685e-07,0.0
1902,5.4013122863239005e-09,3.427378203468834e-07,2.9461704187383475e-09
1903,6.480264325148255e-09,3.4561409734124027e-07,6.480264325148255e-09
1904,3.117282432185675e-08,3.4343855759289e-07,5.374625189347171e-10
1905,5.160758931310738e-09,3.7363895444286754e-07,5.160759042333041e-10
1906,6.6874399351490865e-09,3.683236116103217e-07,5.144184522798412e-10
1907,8.228549397415463e-09,3.954846476972307e-07,0.0
1908,1.1787333775714615e-08,3.9192883605210227e-07,4.911389073214423e-10
1909,1.4302557360679202e-08,3.64715219802747e-07,5.500983557560346e-10
1910,1.60324518105881e-08,4.7402616587532975e-07,2.137660271017694e-09
1911,1.0640748726586935e-08,4.1711732023941295e-07,1.5961122423746588e-09
1912,6.772247651554153e-09,3.844552907139587e-07,1.5628263128064646e-09
1913,1.113627856597077e-08,3.685577780743188e-07,1.060597942803554e-09
1914,1.4063162190325329e-08,3.971169064698188e-07,0.0
1915,2.1205371680821372e-08,7.233387577798567e-07,1.1780761921542648e-09
1916,3.4061130804730055e-08,7.41653707336809e-07,2.197492410260793e-09
1917,1.864292187292449e-08,6.568888011315721e-07,3.289927441585405e-09
1918,3.44591288836682e-09,4.0661771549821424e-07,1.1486376294556067e-09
1919,1.2890987832747669e-08,4.788080900652858e-07,0.0
1920,1.741613253614105e-08,3.9602772972102684e-07,7.572231730534895e-10
1921,7.572747762196741e-09,4.195302096832165e-07,0.0
1922,1.475587119159627e-08,4.6480994342346094e-07,7.377935484775833e-10
1923,8.492758496458919e-09,4.1720676335899043e-07,0.0
1924,9.02413699321869e-09,4.176886250206735e-07,1.289162443462999e-09
1925,1.7597084678300234e-08,4.2892892793133797e-07,4.399271169575059e-09
1926,1.7833821530643945e-08,3.89000234690684e-07,0.0
1927,7.804457524684949e-09,3.9022287978696113e-07,0.0
1928,9.14083297942625e-09,3.8848540384606167e-07,0.0
