year,étions_VERB en_PRON,étions_VERB dans_ADP,etions_VERB dans_ADP
1929,1.0026365515614089e-08,4.1219504964828957e-07,0.0
1930,5.2518016602221e-09,3.644750563580601e-07,0.0
1931,1.3686427990933225e-08,4.45949439153992e-07,1.1405356659111021e-09
1932,1.0959536389520963e-08,3.8796758872194914e-07,2.1919073223131136e-09
1933,4.588264879146209e-09,4.2212036532873753e-07,0.0
1934,3.5944740517379614e-09,3.7142899600439705e-07,0.0
1935,1.196828414151696e-08,3.518675555369555e-07,0.0
1936,2.0612015205756506e-08,3.200924538759864e-07,0.0
1937,6.295559185076627e-09,3.387010849564831e-07,1.2591118148108649e-09
1938,3.8895642262559704e-09,3.5395035524743435e-07,2.5930428915188486e-09
1939,0.0,3.716454273217096e-07,0.0
1940,5.0715658339584024e-09,3.017581775566214e-07,0.0
1941,5.9030051957620344e-09,4.191133768927102e-07,0.0
1942,6.068423541449874e-09,4.065843768330524e-07,0.0
1943,5.806470415592457e-09,4.1225939639844e-07,0.0
1944,1.927911696952833e-08,4.916174702884746e-07,0.0
1945,1.089252066321933e-08,5.838390961798723e-07,2.178504043826024e-09
1946,5.568441707737293e-09,5.679810328729218e-07,0.0
1947,1.907339353124371e-08,5.245183274382725e-07,0.0
1948,1.9569398546082084e-08,4.327011424720695e-07,0.0
1949,9.817008539414473e-09,3.759914193324221e-07,0.0
1950,9.571825110299415e-09,3.722376504811109e-07,0.0
1951,4.264560704569931e-09,4.4564660584001103e-07,0.0
1952,1.7926167217297007e-08,3.2899788493523374e-07,6.326882129314981e-09
1953,1.0773827163745864e-08,4.352626206127752e-07,0.0
1954,6.840775057526116e-09,4.651727181226306e-07,0.0
1955,1.0324168187025862e-08,4.5989477825969516e-07,1.8771215692936494e-09
1956,1.2209598665435806e-08,4.0814941826283757e-07,0.0
1957,7.068030161150318e-09,2.8978922728128964e-07,8.835037701437898e-10
1958,8.272243334772611e-09,4.02858262305017e-07,0.0
1959,6.200598257066758e-09,3.790115670199157e-07,2.325224457422337e-09
1960,1.314958364417862e-08,4.1732624822543585e-07,1.3841666701708277e-09
1961,1.389631876236308e-08,4.259221668689861e-07,1.3896318540318475e-09
1962,1.2683912586908264e-08,4.775492925546132e-07,1.9025869768540815e-09
1963,7.759263453976928e-09,4.4874408899886475e-07,6.466053248388448e-10
1964,9.125952438182594e-09,4.362205174857081e-07,0.0
1965,7.660860390501512e-09,4.1368647885065e-07,7.1136563306595235e-09
1966,1.0524241922382771e-08,4.359251875030168e-07,0.0
1967,9.860671390526932e-09,4.427441240295593e-07,4.930335584241163e-10
1968,1.1677681044375277e-08,4.684546865973971e-07,1.7965663401398047e-09
1969,7.72098829315837e-09,4.328295233335666e-07,9.083515606356229e-10
1970,1.1956685419534097e-08,4.07447032557684e-07,0.0
1971,8.735275613958038e-09,4.1569634845473047e-07,5.138397485282553e-10
1972,1.487742551375959e-08,3.688575702653907e-07,5.130146862875051e-10
1973,8.269805285010534e-09,3.7655181017726136e-07,2.205281512956958e-09
1974,8.438357568252286e-09,3.80851190584508e-07,5.625571675160757e-10
1975,1.028066431985053e-08,3.5982324675387645e-07,1.7134440533084216e-09
1976,1.1427053969725876e-08,3.8452034800684487e-07,5.713526873840635e-10
1977,1.1165885105413054e-08,4.5603826492879307e-07,1.7630346071939584e-09
1978,1.1881182260253809e-08,4.3782156922134163e-07,1.1881182704343018e-09
1979,7.022368020415115e-09,4.3304603991600743e-07,2.925986564150662e-09
1980,1.762396628635088e-08,4.1842707787509426e-07,2.8425752862659692e-09
1981,1.3916208629893845e-08,4.276071479125676e-07,6.325549528618524e-10
1982,1.4277254933858785e-08,4.425949100550497e-07,1.8622506869903077e-09
1983,1.136756910824488e-08,4.3954599959761254e-07,0.0
1984,8.69851302098823e-09,4.534824711299734e-07,1.1598016991243298e-09
1985,2.1054452403745927e-08,4.4936217591384775e-07,3.609334831011779e-09
1986,1.8582904104391673e-08,4.669704196658131e-07,4.196139880008332e-09
1987,1.1610551631235921e-08,4.320347386510548e-07,0.0
1988,7.795519785247507e-09,4.4194601400704414e-07,0.0
1989,1.6464365870660913e-08,4.96126233429095e-07,5.488122178931576e-10
1990,1.8525414091641323e-08,5.018207502871519e-07,2.179460389939436e-09
1991,1.875668864670388e-08,4.882600705968798e-07,1.1722930404189924e-09
1992,1.3774860363469088e-08,4.5787635372107616e-07,1.1019888335184191e-09
1993,1.2186256448387667e-08,5.195776680011477e-07,8.308811416668505e-09
1994,1.793475057354499e-08,5.01645502026804e-07,1.5824779264761446e-09
1995,1.7351842629409475e-08,5.232665216681198e-07,0.0
1996,1.1743802375008272e-08,4.863002232013969e-07,4.270473752399084e-09
1997,8.630809844589749e-09,4.986690100849955e-07,2.876936688878118e-09
1998,1.5734826774860267e-08,5.807581260341976e-07,1.43043876743576e-09
1999,1.1425503210205079e-08,5.676189971381973e-07,4.570201161957499e-10
2000,1.5463109903635086e-08,5.708096750822733e-07,8.836062992401139e-10
2001,1.8839211080035057e-08,5.76129366436362e-07,2.6287270138425356e-09
2002,2.102986229601811e-08,6.046085445632343e-07,4.38122149670761e-10
2003,2.0417921575699438e-08,6.067039635127003e-07,1.6667691671301554e-09
2004,1.7178685141061578e-08,6.840641049166152e-07,3.0833537945085254e-09
2005,1.8915748967174295e-08,6.444865903176833e-07,4.5037495954858286e-10
2006,1.070651389767363e-08,7.193953592832258e-07,2.8825228870488218e-09
2007,2.2768533725070483e-08,7.3658202381921e-07,1.5977917877663117e-09
2008,1.9158479247494142e-08,7.595272109028883e-07,1.7029758714315335e-09
2009,2.098004614481397e-08,8.387250431951543e-07,2.860915504498962e-09
2010,2.645324137517946e-08,9.348386242891138e-07,0.0
2011,3.556294103645996e-08,1.0018806051448337e-06,3.059177577924288e-09
2012,3.2680826933528806e-08,1.260254407497996e-06,3.404252713057332e-10
2013,3.8211013020372775e-08,1.4408619790629018e-06,1.1156500168141292e-09
2014,3.832838046946563e-08,1.4660064380223048e-06,4.330890368553497e-10
2015,5.541438596878834e-08,1.4489753539237427e-06,8.866301581811342e-10
2016,5.2404903527758506e-08,1.4907434433553135e-06,1.0356699942093428e-09
2017,5.584657003510074e-08,1.5083605831023306e-06,1.7609279590047322e-09
2018,7.357180464850899e-08,1.6854396562848706e-06,3.872199894061623e-09
2019,6.607058367080754e-08,1.486460519117827e-06,5.1019755087367e-10
