year,serez_VERB en_ADP,serez_VERB dans_ADP
1800,2.5467733166806283e-07,1.6978488304175698e-07
1801,3.3336556271024165e-07,2.6669243879950955e-07
1802,2.1259481286506343e-07,1.8350289110458107e-07
1803,3.0620324764640827e-07,2.945012340660469e-07
1804,4.770672603626736e-07,3.0403765549635864e-07
1805,3.411453235457884e-07,4.1790300997490704e-07
1806,3.803803281243745e-07,3.659719709503406e-07
1807,3.1031811431603273e-07,2.4768510797912313e-07
1808,3.376450194991776e-07,2.039466551195801e-07
1809,2.0557178004310117e-07,2.439753075123008e-07
1810,4.2590306748024886e-07,3.7208016578915704e-07
1811,2.5321475050077424e-07,2.0307321335621964e-07
1812,2.827240734859515e-07,2.4805035536701325e-07
1813,2.5594101771275746e-07,2.530652523091703e-07
1814,3.3354777428939997e-07,2.5488085952929396e-07
1815,2.1577788800186681e-07,2.589334542335564e-07
1816,3.221469455638726e-07,4.704735943050764e-07
1817,4.5305014850782754e-07,2.319741412293297e-07
1818,2.2650236530807888e-07,2.3365507217931736e-07
1819,4.0265584289045364e-07,2.1116142079335987e-07
1820,3.8328732898662565e-07,2.7055577334067493e-07
1821,3.757226920697576e-07,4.447531125606474e-07
1822,4.922577545585227e-07,3.4989398045581765e-07
1823,4.091432401764905e-07,3.073515699725249e-07
1824,2.896862838497327e-07,2.5094917077694845e-07
1825,4.244223532623437e-07,2.8001309715364187e-07
1826,3.6465056041379285e-07,2.994714805026888e-07
1827,3.41039111617647e-07,2.433360180020827e-07
1828,3.8798833656983334e-07,2.7700349392034695e-07
1829,2.872014022159419e-07,2.0232695874256024e-07
1830,2.692703731099755e-07,2.5674614789750194e-07
1831,3.3365179774591525e-07,2.2607248695294402e-07
1832,2.63834408542607e-07,2.1647950632086577e-07
1833,2.6758181093100575e-07,2.641067169406597e-07
1834,2.7630210297502344e-07,2.3242982649662736e-07
1835,4.31095998010278e-07,3.002545838626247e-07
1836,4.308000711716886e-07,2.8159942644379043e-07
1837,3.485903334876639e-07,2.574419681877771e-07
1838,3.869355111874029e-07,2.4743675908212026e-07
1839,4.369672126358637e-07,2.4470162429679476e-07
1840,3.8791404222138226e-07,2.8918387329213147e-07
1841,3.0947043683227093e-07,2.3049769026783906e-07
1842,3.4614646438058116e-07,2.072853959589338e-07
1843,3.4732636322587496e-07,2.433647239286074e-07
1844,3.595007740386791e-07,2.5412037985006464e-07
1845,3.197470732629881e-07,2.4329793291144597e-07
1846,3.00921357165862e-07,2.4764540285104886e-07
1847,2.006279231636654e-07,1.9739198364732147e-07
1848,2.0998028560370585e-07,2.4779282625786436e-07
1849,1.952403749783116e-07,2.647895200880157e-07
1850,2.912479430960957e-07,1.8601849660626613e-07
1851,2.321798007187681e-07,1.7220001780060556e-07
1852,2.552133935296297e-07,2.441454398649512e-07
1853,2.669453635917307e-07,2.2633621199474874e-07
1854,3.29405139609662e-07,3.2317032605533313e-07
1855,3.2425384688394843e-07,2.3722009245830122e-07
1856,3.3392871046089567e-07,3.1477310358241084e-07
1857,2.9728388994954e-07,2.660422353528702e-07
1858,3.910047041699727e-07,2.1776858716293646e-07
1859,3.228437890356872e-07,2.0623302532385424e-07
1860,2.860739982679661e-07,2.8378539695950167e-07
1861,3.895385987107147e-07,2.452301259836531e-07
1862,3.243914079575916e-07,2.0647196663503564e-07
1863,2.9218531949481985e-07,2.4873210691112035e-07
1864,3.4186410857728333e-07,2.7425843995843024e-07
1865,4.1514365989314683e-07,2.6876080028159777e-07
1866,2.885308560962585e-07,2.8123241690991563e-07
1867,2.824336320372822e-07,1.9362717296189658e-07
1868,3.1466998962059733e-07,2.069807294446946e-07
1869,2.710353044221847e-07,2.0706120551494678e-07
1870,2.781013677122246e-07,2.528715583594021e-07
1871,2.74026376700931e-07,1.8374636567841662e-07
1872,2.9934329859315767e-07,2.068190099180356e-07
1873,3.01694626614335e-07,2.1669336547347484e-07
1874,2.395818228251301e-07,1.350261698007671e-07
1875,2.969472632230463e-07,1.8594963080431626e-07
1876,2.6300165245629614e-07,1.7775283822629717e-07
1877,2.758427797289187e-07,1.261702493593475e-07
1878,2.331088211349197e-07,1.3769121665063722e-07
1879,2.9935694101368426e-07,1.7106110306031042e-07
1880,2.4259458086817176e-07,1.8419218861254194e-07
1881,2.7890030196431326e-07,2.1196423460878577e-07
1882,2.562323402344191e-07,1.5240831885421358e-07
1883,2.2686427314511093e-07,1.5798347874351748e-07
1884,1.9937124307034537e-07,1.5910089246062853e-07
1885,2.0174839221454022e-07,9.603996886653476e-08
1886,1.7811559871461213e-07,1.413308581277306e-07
1887,2.115371557920298e-07,1.5408262754590396e-07
1888,1.610516164873843e-07,1.2300792207042832e-07
1889,2.0800254674213647e-07,1.4159209626996017e-07
1890,1.9204352952328918e-07,1.3698667089556693e-07
1891,1.778407323627107e-07,1.338586201882208e-07
1892,1.5295169930595875e-07,1.1346007511292555e-07
1893,1.7428318699330703e-07,1.1577822789377024e-07
1894,1.9030647990803118e-07,1.1846893954725601e-07
1895,1.8838262860754185e-07,9.930713673611535e-08
1896,1.627579990781669e-07,1.0850533271877794e-07
1897,1.9402956752401224e-07,1.019674868985021e-07
1898,1.5277558418347326e-07,9.958704794144069e-08
1899,1.9788730298841983e-07,1.2989809761165816e-07
1900,1.73381181411969e-07,1.396393258801254e-07
1901,1.5089595706285763e-07,9.389081156996326e-08
1902,1.2963148776634625e-07,8.740305190713116e-08
1903,1.6308665351516538e-07,1.1124453891397934e-07
1904,1.612387592331288e-07,1.1340458883069005e-07
1905,1.8217478725546243e-07,1.3366366147238296e-07
1906,1.738734312084489e-07,9.722509020093639e-08
1907,1.4245675572510663e-07,1.3217108119079057e-07
1908,1.6502266930729093e-07,1.2524041892447713e-07
1909,1.908841227304947e-07,1.2047154029914964e-07
1910,1.4055116537292633e-07,1.052797671263761e-07
1911,1.5961121846430615e-07,9.949099677442064e-08
1912,1.4898944300512085e-07,9.949994250746386e-08
1913,1.5855938784170576e-07,1.2302936625019356e-07
1914,1.8148175229271146e-07,1.3192584447097033e-07
1915,1.8024566372787376e-07,1.3547875710173685e-07
1916,1.6041694550494867e-07,1.0438088793307543e-07
1917,1.008911070243812e-07,1.3927359532317496e-07
1918,1.4243106249978155e-07,8.729645628591243e-08
1919,1.4916714974333445e-07,7.366278964582307e-08
1920,1.4084351107612747e-07,9.919623522591792e-08
1921,1.4539675419200648e-07,8.632932235741464e-08
1922,1.586256104246786e-07,8.337067214370109e-08
1923,1.4013050986250164e-07,8.386599148479945e-08
1924,1.3922954167355783e-07,9.926550603722717e-08
1925,2.0016683777157596e-07,1.0008341888578798e-07
1926,1.972866527921724e-07,8.805449169813073e-08
1927,1.928815862584088e-07,1.1595194138180887e-07
1928,1.5767936645261216e-07,9.02657291135256e-08
1929,1.8827286396572163e-07,7.464072382390441e-08
1930,1.3024468614730722e-07,9.978423065604147e-08
1931,1.3572373802617221e-07,4.904303452235581e-08
1932,1.5343351833507768e-07,7.233294496700182e-08
1933,1.5255980656547763e-07,4.932384811695556e-08
1934,1.4976974682667787e-07,6.82950087593781e-08
1935,1.3045429625435645e-07,7.77938495843955e-08
1936,1.1033490210365926e-07,7.032334536916096e-08
1937,1.1835651037017669e-07,4.784624962894668e-08
1938,1.387277990261282e-07,4.926781471681352e-08
1939,1.2847002039961808e-07,5.6587985852729616e-08
1940,7.86092684279538e-08,5.0715659227762444e-08
1941,1.5642963546724786e-07,7.969057236323351e-08
1942,1.2440268903901597e-07,6.371844563091145e-08
1943,1.945167582562135e-07,6.67744117777147e-08
1944,1.767252371109862e-07,7.390327994016843e-08
1945,1.7428033061150927e-07,7.189063211399116e-08
1946,1.58700586894156e-07,8.909506732379668e-08
1947,2.002706338544158e-07,9.05986183852292e-08
1948,1.6851426209996134e-07,8.371353743541476e-08
1949,1.2467600640775345e-07,6.184715317658629e-08
1950,1.414503145724666e-07,8.189228140054183e-08
1951,1.6098717026125087e-07,8.848963517493758e-08
1952,1.571175829440108e-07,7.381363076319758e-08
1953,1.7776815752768016e-07,7.649417455013463e-08
1954,1.280202184261725e-07,6.743049851820615e-08
1955,1.5110828144315747e-07,8.72861534162439e-08
1956,1.1075849926101e-07,9.244410392739155e-08
1957,1.581471735789819e-07,5.212672249399475e-08
1958,1.2821976724808337e-07,8.934022588391599e-08
1959,1.5346481063716055e-07,7.363210130506559e-08
1960,1.806337479592912e-07,8.37420870425376e-08
1961,1.5494394745019235e-07,9.380015342230763e-08
1962,1.572805246041753e-07,9.132417488899591e-08
1963,1.338473083478675e-07,8.599850787049945e-08
1964,1.624419496693008e-07,9.430151237665996e-08
1965,1.5102840222880332e-07,8.536387952062796e-08
1966,1.7004958863253705e-07,7.477751040596559e-08
1967,1.5136130571136164e-07,6.409436537069269e-08
1968,1.7875835567338072e-07,7.815063440830272e-08
1969,1.430653639999946e-07,8.901844950059967e-08
1970,1.5911588491235307e-07,4.736686776141141e-08
1971,1.6853944373451668e-07,6.320228607137324e-08
1972,1.220974894522442e-07,7.28480884504279e-08
1973,1.3617612637517595e-07,6.450448353234606e-08
1974,1.1363654550677893e-07,4.106667361725158e-08
1975,1.5478111947686557e-07,6.054168721902897e-08
1976,1.3483924021784333e-07,6.51342091373408e-08
1977,1.1165885638320105e-07,5.406639402849578e-08
1978,1.003959937406762e-07,5.762373689321976e-08
1979,1.2815822003631183e-07,5.676414005506558e-08
1980,1.159770732783727e-07,5.855705254020904e-08
1981,1.2651099723370862e-07,5.756250232025195e-08
1982,1.3346129890123848e-07,5.7729771185677237e-08
1983,1.458838028156606e-07,6.883694680936969e-08
1984,1.17719871184363e-07,6.494889248642721e-08
1985,1.3414694421953754e-07,5.113224332831123e-08
1986,1.246853003067372e-07,6.29420995323926e-08
1987,1.002173988240429e-07,5.866384356068011e-08
1988,1.3792073616514244e-07,5.336933028843305e-08
1989,1.4708167839216912e-07,6.3113404280557e-08
1990,1.2913302782635583e-07,7.028759796412487e-08
1991,1.1254013543293695e-07,4.7477868747591856e-08
1992,9.972998782359355e-08,6.667032437235321e-08
1993,1.3958802469460352e-07,5.705383543386233e-08
1994,1.47170453601575e-07,6.277162611922904e-08
1995,1.3989922820201173e-07,6.615390191200277e-08
1996,1.259789712548809e-07,6.886138947947984e-08
1997,1.0884410528433364e-07,7.52798428038659e-08
1998,1.0966697061576269e-07,5.054216956068558e-08
1999,1.5218769533476006e-07,5.895559596069688e-08
2000,1.731868337628839e-07,8.350079383490083e-08
2001,1.5816173970506497e-07,5.52032695111393e-08
2002,1.5816209497643285e-07,6.089897652827858e-08
2003,2.087628416802545e-07,7.25044557725596e-08
2004,1.766321275908922e-07,7.003617952250352e-08
2005,1.801499820430763e-07,7.296074500118266e-08
2006,1.8324610095987737e-07,8.235780057930242e-08
2007,2.4645939333822753e-07,9.027523617533006e-08
2008,2.7503060096023546e-07,9.238644338438462e-08
2009,3.242370780753845e-07,1.2111209457543737e-07
2010,3.750691632831149e-07,1.1667768973211423e-07
2011,5.322968945620232e-07,1.7552031295053894e-07
2012,6.137867671895947e-07,2.239998337927318e-07
2013,5.820904220854572e-07,2.0360613461889443e-07
2014,5.918161605222849e-07,2.042014841663331e-07
2015,6.215277608134784e-07,2.1877599465369713e-07
2016,6.211948857526295e-07,2.4711087576179125e-07
2017,6.81227561472042e-07,3.2602324040453823e-07
2018,6.853794047856354e-07,2.457556433910213e-07
2019,6.933584586477082e-07,2.3265008053385827e-07
