year,nos_DET hivers_NOUN,nos_DET divers_ADJ
1800,2.5782149615238836e-07,3.4900224932243873e-07
1801,2.6193007940378266e-07,8.334138823506976e-08
1802,4.968004816419125e-07,1.3427040812530322e-07
1803,8.503478738930426e-07,1.9503391612829546e-07
1804,3.262843248919012e-07,1.829169640199524e-07
1805,4.1790300997490704e-07,1.9331568146263578e-07
1806,2.362968700708734e-07,1.296751097612514e-07
1807,1.5658253005312872e-07,2.2775640218242188e-07
1808,2.4246992325061e-07,5.6651849433819734e-08
1809,1.0865936701520695e-06,1.603911670144953e-07
1810,1.2870697219113936e-07,2.0827128288658514e-07
1811,9.075617981579853e-07,2.105944481023414e-07
1812,9.068507722531649e-08,1.466964540952631e-07
1813,2.3005932803243923e-07,2.501895199902293e-07
1814,1.4160046468703058e-07,2.234140765722259e-07
1815,2.751168040049379e-07,3.5333628911615733e-07
1816,4.403447491085899e-07,2.1321955046005314e-07
1817,4.079008310009513e-07,3.5963776667813363e-07
1818,4.1128060956907575e-07,2.598816628562872e-07
1819,1.40774275791955e-07,2.670570791174498e-07
1820,2.041034825595034e-07,1.8749039476517737e-07
1821,1.4792232305715913e-07,2.0117436516642329e-07
1822,2.466301509684854e-07,2.0853281057497952e-07
1823,2.3421967920711495e-07,2.777034939782652e-07
1824,1.5579058754155994e-07,3.2337073729848953e-07
1825,2.280609692206781e-07,1.4264817860265566e-07
1826,1.5766292449370667e-07,2.1755721846261622e-07
1827,2.156841922840158e-07,2.728312882283035e-07
1828,1.4950850868444832e-07,2.568244448220014e-07
1829,1.860379228446618e-07,3.283526552877447e-07
1830,2.1708618547222613e-07,3.2249822279339924e-07
1831,2.7128698398826145e-07,3.040285139199739e-07
1832,9.065079353831607e-08,1.718306165132688e-07
1833,2.814821584706806e-07,2.8148216202339427e-07
1834,2.931042786258331e-07,2.2589565062958172e-07
1835,2.4655665242789837e-07,1.88320896654659e-07
1836,1.9691798269771965e-07,2.7420660231314287e-07
1837,2.080409416960194e-07,2.0386619903334235e-07
1838,2.2029444979310142e-07,1.9188972899542023e-07
1839,1.7268943963699712e-07,2.3491356282434595e-07
1840,1.2293498768967126e-07,2.2102819485780856e-07
1841,2.510434455871291e-07,2.767256286340114e-07
1842,1.415443935393057e-07,2.3411845440080015e-07
1843,9.864541539172933e-08,2.5813202153557313e-07
1844,2.0197905759022916e-07,2.601578077410238e-07
1845,1.9307588861039449e-07,2.3102144164344196e-07
1846,2.9623776343079555e-07,2.968232211131294e-07
1847,2.3082997380186043e-07,2.2921200226733163e-07
1848,1.7216774494954734e-07,2.8238727223239835e-07
1849,2.119991995286341e-07,3.837771913595134e-07
1850,1.8601849660626613e-07,2.6409195097443217e-07
1851,1.9993259758877002e-07,3.2053711152002506e-07
1852,2.3242647273491457e-07,3.066466867096551e-07
1853,2.23947445032735e-07,2.8665271933903114e-07
1854,1.5950689591370804e-07,2.706941106822569e-07
1855,2.76491412876112e-07,2.483646568407494e-07
1856,1.3201831983167267e-07,2.5937718284296807e-07
1857,1.3521779651526344e-07,2.714119156088657e-07
1858,1.76172333610225e-07,2.2755593631629267e-07
1859,1.5480206627671578e-07,2.576639674956027e-07
1860,9.749401641556688e-08,3.387116036535076e-07
1861,1.8062140788588366e-07,2.650371495604986e-07
1862,1.5225614202751814e-07,2.512000354393251e-07
1863,1.418472311276453e-07,2.8319500966489386e-07
1864,1.5870548963903275e-07,2.6994319157758184e-07
1865,1.4026396322197598e-07,2.2075100059026909e-07
1866,1.4402213754927118e-07,2.4620002525566065e-07
1867,1.7130424367906016e-07,2.8680115349288826e-07
1868,1.3485856342754232e-07,2.608253377722747e-07
1869,1.6017942261470353e-07,3.1401028977029455e-07
1870,1.8463637108112607e-07,2.8326199696948606e-07
1871,1.3276470967049647e-07,3.9935626716669503e-07
1872,1.3848407387495598e-07,3.180900574051293e-07
1873,2.041227566973447e-07,3.064834288579732e-07
1874,1.7864081192087156e-07,4.032861067315707e-07
1875,1.8366101528499712e-07,3.7704862698717534e-07
1876,1.1729268978299956e-07,2.7811666747368236e-07
1877,1.5152799393014504e-07,3.5067906622998635e-07
1878,1.2380132186073922e-07,3.4000070048278985e-07
1879,1.5028939825967313e-07,3.354019559864696e-07
1880,1.4889403576745508e-07,3.3436979762768715e-07
1881,2.063862218903978e-07,4.288092241289121e-07
1882,1.5507047734786283e-07,3.6138740977520456e-07
1883,1.5987927159955007e-07,3.6020232951905484e-07
1884,1.1751020956296543e-07,3.472492711154018e-07
1885,1.4760506283906238e-07,3.061676907556432e-07
1886,1.5101104988701763e-07,3.155743737437433e-07
1887,1.305784897986939e-07,3.1077681850177896e-07
1888,1.173013748356766e-07,2.8532766904731943e-07
1889,1.340739266275648e-07,3.351848052446371e-07
1890,1.4354105770664205e-07,3.6114669166309454e-07
1891,2.3202161081314898e-07,3.123367804391819e-07
1892,1.2348969669062626e-07,2.588895740007757e-07
1893,1.5272873143956645e-07,3.1777429443380356e-07
1894,1.5249725215937815e-07,2.9491203701326185e-07
1895,1.2338159560698614e-07,3.105604946540552e-07
1896,1.208890879622615e-07,3.81537771154683e-07
1897,9.031405812098825e-08,3.134771855428653e-07
1898,7.29927753795323e-08,3.0498531478073687e-07
1899,1.409532490725951e-07,3.139664421780708e-07
1900,8.20186394356881e-08,3.4831966555515237e-07
1901,1.1009815681362056e-07,3.5935591036206915e-07
1902,7.758248588007888e-08,2.9363496123480104e-07
1903,1.1232457852727862e-07,3.37513778703169e-07
1904,9.405593903721865e-08,3.8374824029574484e-07
1905,8.205607127109715e-08,3.932498513492533e-07
1906,8.487904779030941e-08,3.8941477331633223e-07
1907,8.331406381456574e-08,3.33770532101596e-07
1908,7.465311080423476e-08,3.359390161605802e-07
1909,8.746563651129691e-08,3.713163847507417e-07
1910,5.9320073297897125e-08,3.687463880908126e-07
1911,7.98056101203315e-08,4.038163936570527e-07
1912,6.042928707428175e-08,3.7195268376422064e-07
1913,6.363587978786e-08,3.494670317572002e-07
1914,6.227971943717492e-08,3.2278304651356393e-07
1915,6.715034572835066e-08,3.3810785593502146e-07
1916,6.372727767711694e-08,4.032398570608109e-07
1917,6.799182816763505e-08,4.2330397498346883e-07
1918,7.006689717314885e-08,4.169554728150615e-07
1919,7.734592899488746e-08,4.4658064357605554e-07
1920,4.0890050900799224e-08,3.664960046556587e-07
1921,3.1048266180278006e-08,3.195699527225315e-07
1922,6.049907036453916e-08,3.179890271098884e-07
1923,2.3355086309351236e-08,2.9406175272583823e-07
1924,5.543398629015428e-08,2.965073546690178e-07
1925,5.829034455118176e-08,2.5075845755395676e-07
1926,8.471065560122781e-08,2.3629813450387616e-07
1927,5.463120289483925e-08,3.077186061517523e-07
1928,3.8848538497227025e-08,3.119309353039057e-07
1929,5.570203187588163e-08,2.718259164424808e-07
1930,4.411513399027456e-08,2.825469254119639e-07
1931,3.9918746530531735e-08,3.182094374665212e-07
1932,6.685317210930464e-08,3.035791715788605e-07
1933,3.441198770381959e-08,3.2920799064584116e-07
1934,3.9539214569117576e-08,2.863597732272183e-07
1935,2.8723881939640705e-08,2.800578489114969e-07
1936,4.243650053581405e-08,2.2915710307103154e-07
1937,3.9032466037092206e-08,2.480450289610303e-07
1938,3.6302600703308485e-08,2.5152516691662186e-07
1939,4.7411555570420205e-08,2.5541063841671985e-07
1940,5.325144059042941e-08,2.6118564533383903e-07
1941,4.427253941230447e-08,2.4792620934022125e-07
1942,4.551317789314169e-08,3.1555802237903663e-07
1943,2.6129116648121453e-08,2.9903321818736117e-07
1944,5.46241629706401e-08,2.9882630414590494e-07
1945,5.010559345208776e-08,2.5270647263653245e-07
1946,3.062642850437669e-08,2.839905128837472e-07
1947,2.5033829231801974e-08,1.9788646477003624e-07
1948,3.587722829934137e-08,1.9678116780497135e-07
1949,2.8469324453439526e-08,2.1990099163815557e-07
1950,3.509669355139522e-08,2.541851387150018e-07
1951,3.838104511988405e-08,2.4521224162299404e-07
1952,2.5307529405438345e-08,2.330401649430769e-07
1953,1.8315506555843797e-08,2.4995279401807124e-07
1954,3.909014378855602e-08,2.706992496825933e-07
1955,2.815682398349395e-08,1.9240496129668827e-07
1956,3.052399510927728e-08,1.9622568903088222e-07
1957,1.3252556940734905e-08,1.8730279460754673e-07
1958,1.2408365002158916e-08,2.820835023342738e-07
1959,1.0851046838844525e-08,2.0074436912764781e-07
1960,1.7994166157109248e-08,1.9170708998039743e-07
1961,2.501337403870707e-08,1.7509361649459265e-07
1962,2.346523936269662e-08,2.0230841135671085e-07
1963,4.008952969591917e-08,1.4742600784600768e-07
1964,2.1902286206909594e-08,1.5757478655231694e-07
1965,2.5718604579338944e-08,1.9152151731205436e-07
1966,3.046491092728587e-08,1.4900110656412835e-07
1967,2.760987993788433e-08,1.4297973693899735e-07
1968,2.1558795637588446e-08,1.3788646291423845e-07
1969,2.2708789515490935e-08,1.8484954011910304e-07
1970,2.2993624781975086e-08,2.437324262416496e-07
1971,2.6205826952896416e-08,1.5055504043459678e-07
1972,2.6163748834129308e-08,1.364619035548742e-07
1973,2.0950174539624555e-08,1.2790632819559278e-07
1974,1.7439271360331077e-08,1.428895155530796e-07
1975,2.3988217190407113e-08,1.3650437979961794e-07
1976,1.9997344169464526e-08,1.376960037102748e-07
1977,2.4682483612537e-08,1.2341242483504544e-07
1978,1.544553740462362e-08,9.267322509387554e-08
1979,2.3993091291529822e-08,1.234766331403847e-07
1980,2.7857238404926932e-08,9.664756328575663e-08
1981,1.8976647808699454e-08,9.804601552865222e-08
1982,2.2967758028791252e-08,1.3904804507802737e-07
1983,1.515675762675528e-08,1.0167659070248192e-07
1984,2.3775934998582215e-08,1.0902135838541938e-07
1985,1.985134090443097e-08,9.504581810482193e-08
1986,1.8582904215413976e-08,1.0670183892003138e-07
1987,1.7110287242605438e-08,1.1182795089936803e-07
1988,1.8589316697070757e-08,9.654451771368144e-08
1989,2.0306052728180646e-08,1.1854344250661342e-07
1990,1.961514428661104e-08,9.480652907178921e-08
1991,2.2273568156538914e-08,9.319729904477825e-08
1992,1.76318211142501e-08,9.752601215495815e-08
1993,2.2156829260211452e-08,9.195084099689055e-08
1994,1.6352272369513088e-08,1.1288342682824748e-07
1995,1.626735190995987e-08,7.916778388405987e-08
1996,2.1352368317906212e-08,7.580091110348519e-08
1997,1.2466725429760572e-08,8.295167486238597e-08
1998,1.4304387563335297e-08,6.913787387041737e-08
1999,1.5081663834459746e-08,7.129513779347008e-08
2000,1.943933924941632e-08,6.671227703591853e-08
2001,1.2705514501609727e-08,6.528005513928292e-08
2002,2.3658596859377212e-08,7.316640038279587e-08
2003,2.250138297910098e-08,9.250568827612327e-08
2004,1.409533237350935e-08,7.972672166900452e-08
2005,1.3961623857028371e-08,7.701411774974076e-08
2006,1.6883349107654766e-08,9.224073505009756e-08
2007,2.636356413732166e-08,8.428351572220549e-08
2008,1.2346574651544984e-08,6.556457043949138e-08
2009,1.5735034608610476e-08,8.630428083300501e-08
2010,2.5036102802022953e-08,6.613309944114576e-08
2011,1.7207873320712608e-08,5.468279851150726e-08
2012,2.2808493566062182e-08,5.957442106296895e-08
2013,2.2034086999411784e-08,6.303422694919902e-08
2014,2.425298539776577e-08,6.734534352403898e-08
2015,2.416067135246891e-08,6.561063425891689e-08
2016,3.7284119125402526e-08,9.403884115855021e-08
2017,2.3646746782901573e-08,5.66012534619631e-08
2018,2.5040227613626342e-08,5.705041283832202e-08
2019,2.0663001532028602e-08,6.249919914935731e-08
