year,sans_ADP écrire_VERB,sans_ADP ecrire_VERB,sans_ADP décrire_VERB
1933,9.520649668637304e-08,0.0,4.2441451242325456e-08
1934,8.02765853791243e-08,0.0,4.313368862085554e-08
1935,9.694309888175212e-08,0.0,3.949533766700597e-08
1936,6.668592877900892e-08,0.0,3.3949200783922606e-08
1937,5.9178255185088346e-08,0.0,2.895957162962759e-08
1938,7.130867873961222e-08,0.0,3.630260003717467e-08
1939,8.105846749373313e-08,0.0,2.7529289958749814e-08
1940,1.0650288118085882e-07,0.0,4.3108309810691026e-08
1941,5.9030050181263505e-08,0.0,3.541802984230458e-08
1942,8.192371581117186e-08,0.0,3.9444752131245764e-08
1943,9.290352709356853e-08,0.0,3.7742058811574e-08
1944,1.3816700494828638e-07,3.2131861615880553e-09,3.855823393905666e-08
1945,1.0674669681520754e-07,0.0,2.83205521256491e-08
1946,6.682130049284751e-08,0.0,2.0881656404014848e-08
1947,1.0728784149982573e-07,0.0,4.2915136777565976e-08
1948,8.153915898034825e-08,0.0,4.4574740343250596e-08
1949,1.0406028705389758e-07,0.0,4.515823803785679e-08
1950,5.743095177201951e-08,0.0,2.7651938960815414e-08
1951,1.2687068595695905e-07,0.0,3.3050344683260846e-08
1952,9.806667655709589e-08,0.0,3.1634410646574906e-08
1953,8.61906213067698e-08,1.0773827385790469e-09,2.0470272144024193e-08
1954,1.260657107593488e-07,0.0,3.615838295445428e-08
1955,8.540902785014737e-08,2.815682353940474e-09,2.5341141185464267e-08
1956,7.325758932807958e-08,0.0,4.360570926564833e-08
1957,8.481636237789303e-08,0.0,3.8874166996549775e-08
1958,6.452349732288809e-08,8.272243445794913e-10,4.1361216673863055e-08
1959,8.52582294763593e-08,0.0,2.712761837386779e-08
1960,8.651041888407818e-08,0.0,4.0832915715327545e-08
1961,6.878677538679767e-08,2.08444772553662e-09,3.404598070133602e-08
1962,9.068997774974719e-08,6.341956404476434e-10,4.1222716795630276e-08
1963,1.0087042745521302e-07,0.0,3.4916687319253015e-08
1964,9.55183043216401e-08,0.0,4.6846557744117945e-08
1965,7.551420111440166e-08,0.0,3.1190646510026454e-08
1966,7.754704611784291e-08,0.0,3.988133756571699e-08
1967,7.740626706276288e-08,0.0,4.437301903692514e-08
1968,9.38705928543726e-08,0.0,2.5601069708613977e-08
1969,7.948076197195064e-08,0.0,3.133812942479608e-08
1970,8.64560270041892e-08,4.5987250119061684e-10,3.4030564144416076e-08
1971,8.683892016581041e-08,0.0,4.007950060724852e-08
1972,8.259536343757645e-08,0.0,3.5398013409349005e-08
1973,8.655730088236169e-08,0.0,3.25279030377601e-08
1974,5.738083208584044e-08,0.0,3.094064471298452e-08
1975,6.739546831724397e-08,1.1422960355389478e-09,3.54111779898858e-08
1976,8.113208194160393e-08,1.142705374768127e-09,3.6566571104401646e-08
1977,5.17156810708741e-08,0.0,3.8199081231482523e-08
1978,5.346532150340977e-08,0.0,3.683166660550796e-08
1979,7.841644578121532e-08,2.925986564150662e-09,4.623059091102277e-08
1980,6.87903203289153e-08,0.0,3.581644936190287e-08
1981,7.970192106299123e-08,6.325549528618524e-10,3.289285821495014e-08
1982,7.945602908954186e-08,0.0,4.779776663355051e-08
1983,9.59928070365379e-08,1.89459470334441e-09,3.915496016304587e-08
1984,6.78483971228161e-08,0.0,3.3054349479755274e-08
1985,6.256180440367132e-08,6.015558051686298e-10,3.368712508944327e-08
1986,9.950845525352747e-08,0.0,3.1770773123440676e-08
1987,7.638520793662451e-08,0.0,4.1553554819273586e-08
1988,7.135898960619613e-08,0.0,3.657897806874644e-08
1989,9.384688903768534e-08,1.0976244357863152e-09,3.347754518046031e-08
1990,9.099246955912577e-08,5.44865097484859e-10,3.5416232613272314e-08
1991,7.385446415542063e-08,0.0,3.634108480810028e-08
1992,9.256706534621628e-08,5.509944167592096e-10,4.7936513425383964e-08
1993,1.1798512034033592e-07,5.539207426075166e-10,3.545092752688106e-08
1994,7.96513928147391e-08,0.0,4.589186186620964e-08
1995,6.290043064183237e-08,0.0,3.416143989909415e-08
1996,9.555185354059859e-08,5.338092190498855e-10,3.683283633648671e-08
1997,9.92543127686929e-08,1.917957792585412e-09,4.123609365080938e-08
1998,8.821038799400327e-08,0.0,3.576097018509472e-08
1999,8.911892201979299e-08,0.0,3.427650874243682e-08
2000,1.0161472108194403e-07,4.4180314962005696e-10,3.799507153345871e-08
2001,9.331980788118699e-08,4.3812117822561447e-10,4.2935875299576765e-08
2002,9.244377147110683e-08,0.0,4.030723799175462e-08
2003,1.0375638093140793e-07,0.0,4.458607527624281e-08
2004,1.074769035991352e-07,0.0,4.22859960380606e-08
2005,9.638024467406581e-08,4.5037495954858286e-10,3.64803711683237e-08
2006,1.1241839370512707e-07,4.1178899179428186e-10,4.0355321750951134e-08
2007,8.588130812059447e-08,3.994479469415779e-10,3.954534544270416e-08
2008,1.0941620143256614e-07,0.0,3.405951831680909e-08
2009,9.488703089921557e-08,1.430457752249481e-09,3.6715081641602865e-08
2010,8.408351259703295e-08,1.4171379625338432e-09,3.164941375644048e-08
2011,9.139293122295555e-08,3.82397197240536e-10,4.015170507187804e-08
2012,9.22552501059215e-08,0.0,3.0978699161465784e-08
2013,7.781658539762759e-08,0.0,2.7612338193705455e-08
2014,1.1780022024510117e-07,0.0,1.927246184862952e-08
2015,1.0041086828671553e-07,0.0,2.0835808189900717e-08
2016,8.989615718490995e-08,2.0713400439298368e-10,1.9263462824881117e-08
2017,9.433542524917016e-08,0.0,2.0124890198758294e-08
2018,9.086762964294337e-08,0.0,2.4007640764267535e-08
2019,1.1632504404168742e-07,0.0,2.1683395523552917e-08
