year,sans_ADP écrire_VERB,sans_ADP ecrire_VERB,sans_ADP décrire_VERB
1800,4.7162468153061354e-08,0.0,9.432493452976587e-09
1801,9.524730160137551e-08,0.0,6.667311325259107e-08
1802,1.5664880947952042e-08,0.0,7.608656460433849e-08
1803,1.462754375403108e-07,1.950339223455444e-09,5.265916058760922e-08
1804,1.557266102736321e-07,0.0,4.202146608456303e-08
1805,1.3930100806192058e-07,0.0,0.0
1806,4.8988376022407465e-08,2.881669125542885e-09,1.4408345627714425e-08
1807,1.0533733973971948e-07,0.0,7.686778857873833e-08
1808,1.2690014727922971e-07,0.0,3.852325747288887e-08
1809,1.2876473309830772e-07,0.0,4.518061036407062e-09
1810,1.2402672133760007e-07,0.0,3.042164786748458e-08
1811,1.1281845324617734e-07,2.5070767684098882e-09,2.0056614147279106e-08
1812,1.680341199516988e-07,0.0,5.067695596494559e-08
1813,1.3803560250380542e-07,0.0,8.91479932096928e-08
1814,1.0384034254684593e-07,0.0,1.2586708564299443e-08
1815,8.091670622434322e-08,0.0,2.966945977789237e-08
1816,1.1588019788177917e-07,0.0,5.0987287281145655e-08
1817,1.4011860915985608e-07,0.0,2.6466848268569265e-08
1818,1.287487094714379e-07,0.0,8.34482416500748e-09
1819,9.212434659566782e-08,0.0,4.450951662793301e-08
1820,1.0323838317560785e-07,0.0,8.306536791735653e-09
1821,1.5679766818266216e-07,0.0,2.9584465099929957e-08
1822,7.519211919770896e-08,1.0025615893027862e-09,2.105379337535851e-08
1823,1.2353358691541416e-07,0.0,2.174191138237802e-08
1824,1.6252748125111793e-07,0.0,2.273700427934955e-08
1825,1.4000653969503674e-07,4.4027217427355936e-09,1.2327619813845558e-08
1826,1.0129181937656995e-07,0.0,4.844391454650321e-08
1827,1.1245073316956677e-07,0.0,2.2121454890111636e-08
1828,1.0089531576884525e-07,9.172301251858528e-10,4.7695967397842765e-08
1829,1.1230860508248952e-07,0.0,1.8860986994440054e-08
1830,1.2211098554537614e-07,2.0873671680021744e-09,2.0873670791843324e-08
1831,1.4343909526814969e-07,0.0,2.962329048727952e-08
1832,8.117981264987861e-08,0.0,1.7588959622116818e-08
1833,8.571884890784531e-08,0.0,1.2741991461950875e-08
1834,8.774458737370594e-08,0.0,6.160790455567167e-08
1835,1.6411900105595123e-07,0.0,6.579886502322552e-08
1836,1.1626897755689924e-07,0.0,3.965242534320623e-08
1837,1.1619678019769708e-07,6.957890930081589e-10,3.339787557621321e-08
1838,8.458296862912107e-08,0.0,4.41851346622002e-08
1839,1.0347383483377826e-07,0.0,7.271134272457402e-08
1840,6.751869818799605e-08,0.0,4.3950852512963934e-08
1841,5.906904743113728e-08,6.420548537278137e-10,3.274479798420771e-08
1842,6.507017324963726e-08,0.0,3.354132482868977e-08
1843,1.3408688581684203e-07,0.0,4.4892522643724675e-08
1844,5.653218004830762e-08,0.0,4.720162749549672e-08
1845,1.1216258466451023e-07,0.0,3.850357277457306e-08
1846,6.732676727239095e-08,0.0,4.5079661559199735e-08
1847,8.952750985002922e-08,5.393223645455691e-10,3.9909855864550536e-08
1848,7.964769821455775e-08,0.0,1.528592136201823e-08
1849,5.111443002192573e-08,0.0,7.29009101974043e-08
1850,9.097254860535031e-08,0.0,3.1229381747266416e-08
1851,6.06247212431299e-08,0.0,2.3217980427148177e-08
1852,8.2032872938953e-08,0.0,3.515694491085242e-08
1853,9.793968480664716e-08,0.0,3.463720621432742e-08
1854,1.3716554159159955e-07,0.0,4.728054570080076e-08
1855,1.0773082692594471e-07,5.306937111981824e-10,6.95208761669619e-08
1856,1.0768553915241341e-07,0.0,2.9509978460851016e-08
1857,8.54264095018209e-08,0.0,3.3194260229407746e-08
1858,1.0619277002188454e-07,0.0,3.8170673288817625e-08
1859,1.3799789999602297e-07,0.0,5.4995471288066256e-08
1860,1.0619066426187374e-07,0.0,2.654766717569146e-08
1861,1.2308665020555054e-07,0.0,3.1125360067107977e-08
1862,1.1566044855193525e-07,4.517986262886353e-10,3.6143891490869606e-08
1863,1.1837251268076443e-07,0.0,2.197633214295891e-08
1864,1.1890925577517919e-07,0.0,3.404256787575832e-08
1865,1.2096589840915328e-07,0.0,5.5070080051677905e-08
1866,8.952727981181852e-08,0.0,2.8707116683790446e-08
1867,8.443892340892489e-08,0.0,3.4454963326879806e-08
1868,1.2053292863800635e-07,0.0,3.902500633756745e-08
1869,7.862465878361036e-08,0.0,5.1765304043271954e-08
1870,7.626284581618847e-08,0.0,4.185855662086624e-08
1871,7.647247302067228e-08,3.18635318130589e-09,3.823623817567068e-08
1872,1.0220003665573074e-07,0.0,2.72130276091076e-08
1873,6.764185345176088e-08,0.0,2.6338419445437466e-08
1874,7.109784760928051e-08,0.0,5.257655999457711e-08
1875,8.296214559777582e-08,0.0,4.3483606049221635e-08
1876,8.343500201846155e-08,6.04601479992084e-10,3.567148709748835e-08
1877,7.916564603860365e-08,0.0,5.009700831948294e-08
1878,7.246906091884497e-08,6.039088673581716e-10,4.1065803202400275e-08
1879,9.71382705383661e-08,0.0,2.3826367545609628e-08
1880,9.690948132856647e-08,0.0,1.7328185109022343e-08
1881,8.576184029607248e-08,2.091752326904839e-09,3.6257038260600893e-08
1882,9.650308552267006e-08,0.0,4.5256619785050134e-08
1883,1.175397029706815e-07,6.319338941018771e-10,4.1707635567433954e-08
1884,9.572460779594394e-08,6.601696966868076e-10,4.951272813968899e-08
1885,1.2182251518666476e-07,0.0,6.510092198652728e-08
1886,6.388929463252424e-08,0.0,3.872078391253808e-08
1887,7.442974236937516e-08,0.0,2.8074375713060817e-08
1888,6.784457595720994e-08,0.0,4.565242672782688e-08
1889,1.0713383513660801e-07,0.0,4.009687604167311e-08
1890,8.520702099445998e-08,0.0,3.867087894349197e-08
1891,1.0007525386157567e-07,0.0,4.2707275937914346e-08
1892,9.653508925566712e-08,0.0,3.761107514321793e-08
1893,1.096198120054126e-07,0.0,3.263960834942736e-08
1894,1.0334524236377263e-07,0.0,3.4028312612122136e-08
1895,9.930714006678443e-08,0.0,5.838056260643043e-08
1896,1.0555682194990368e-07,0.0,3.715128293890757e-08
1897,1.112902259237103e-07,5.826713556089658e-10,3.8456309248147136e-08
1898,9.958704350054859e-08,0.0,3.508179968747527e-08
1899,7.351679087719276e-08,0.0,2.266307141951529e-08
1900,7.942311508468691e-08,0.0,3.841379303537451e-08
1901,9.556743674199453e-08,5.588738916095792e-10,3.4650181834905425e-08
1902,4.9593866457975366e-08,0.0,5.646826295446772e-08
1903,6.588269019225379e-08,0.0,3.6181475593366486e-08
1904,6.28831147153619e-08,0.0,4.729670344261194e-08
1905,8.979720922397405e-08,1.0321518084666081e-09,4.076999626789757e-08
1906,4.4754404626701216e-08,1.0288369045596824e-09,4.989859014870035e-08
1907,7.919978806114614e-08,0.0,3.291419758966185e-08
1908,1.0952397344610176e-07,0.0,2.7994917495277605e-08
1909,8.526524242213895e-08,1.6502950117569526e-09,2.3654228797909127e-08
1910,1.0207328049460784e-07,0.0,3.206490406526541e-08
1911,8.512598581589259e-08,0.0,2.979409563508284e-08
1912,8.960204378460901e-08,5.209421227725386e-10,3.2819353457114175e-08
1913,8.802963247234175e-08,0.0,4.454511426388308e-08
1914,8.504864723590799e-08,0.0,3.4153393002611665e-08
1915,7.186264727732095e-08,0.0,2.4739599702172654e-08
1916,6.592477563849286e-08,0.0,5.164107097499482e-08
1917,1.041810300250745e-07,0.0,1.535299465338369e-08
1918,1.1141784650448017e-07,1.1486376294556067e-09,2.986457925402419e-08
1919,6.721729151060174e-08,0.0,3.038589962978122e-08
1920,8.026565634366989e-08,1.514446346106979e-09,3.256059644130005e-08
1921,6.966927834639591e-08,7.572747429129834e-10,3.332008891021587e-08
1922,7.599273521563532e-08,0.0,2.9511741272969516e-08
1923,1.1571383495834198e-07,0.0,3.8217413234065134e-08
1924,1.0700048114209437e-07,0.0,2.9650736088626672e-08
1925,9.348451324164841e-08,0.0,4.6192345948270486e-08
1926,7.579374106114756e-08,0.0,3.6782258128198464e-08
1927,1.0591763821565792e-07,0.0,4.7941666636575064e-08
1928,1.0397697614017432e-07,1.1426041224282812e-09,3.427812433898225e-08
1929,9.803557676768548e-08,0.0,2.2280812750352652e-08
1930,8.717990951367938e-08,0.0,3.571225315468496e-08
1931,8.78212436106196e-08,0.0,2.5091785538222666e-08
1932,8.438843446256783e-08,0.0,4.164623934599376e-08
