year,elles_PRON eurent_VERB,elles_PRON durent_VERB
1800,5.596612595581973e-07,3.7415556874975664e-07
1801,6.50062858653655e-07,4.286128572061898e-07
1802,6.131681971055514e-07,2.193083332713286e-07
1803,6.767677120933513e-07,3.549617435538721e-07
1804,5.289761020321748e-07,3.930243153149604e-07
1805,5.799470415013275e-07,3.0987368226931267e-07
1806,5.187004390450056e-07,2.8528523188242616e-07
1807,5.580031938734464e-07,3.530224432779505e-07
1808,6.798221932058368e-07,3.5803967968206507e-07
1809,6.167153401293035e-07,5.715347413115524e-07
1810,5.33548899284142e-07,2.433731864925903e-07
1811,7.044885563800563e-07,2.9583505067876104e-07
1812,6.214595060782813e-07,2.2137828636914492e-07
1813,6.039057609541487e-07,2.8182266920140364e-07
1814,7.992560142611183e-07,2.989343172998815e-07
1815,6.473336640056004e-07,3.9109740157527995e-07
1816,5.446369186756783e-07,3.499581779919936e-07
1817,7.410717444145121e-07,2.366447588997289e-07
1818,6.68778056933661e-07,2.384235386898581e-07
1819,6.086417272399558e-07,2.815485551366237e-07
1820,7.155487935506244e-07,3.037819276130449e-07
1821,7.208747945242067e-07,2.130081497853098e-07
1822,7.97036463495715e-07,2.877351619190449e-07
1823,8.153216697337484e-07,2.2927833320807167e-07
1824,7.646370505653977e-07,2.324227139638424e-07
1825,6.331113695523527e-07,2.527162088483692e-07
1826,5.364062545254455e-07,3.03875456353353e-07
1827,5.816099388766816e-07,2.43336003791228e-07
1828,6.209647978039357e-07,2.4490044303604463e-07
1829,6.944272570308385e-07,2.426208762784654e-07
1830,7.013553613433032e-07,3.5380873697477e-07
1831,5.846702251233182e-07,3.1650148457629257e-07
1832,5.520227546185197e-07,3.084832975730478e-07
1833,6.67216994543196e-07,3.1275797507390735e-07
1834,7.159584924920637e-07,3.145736826581924e-07
1835,6.723585102008656e-07,3.940368813459827e-07
1836,6.270459991242205e-07,3.434303152971552e-07
1837,7.730216822210423e-07,2.6231250238595294e-07
1838,7.328419968644084e-07,3.9766619153169813e-07
1839,7.250159796967637e-07,3.383873892204292e-07
1840,6.274143515838659e-07,3.21032302963431e-07
1841,6.895669031337093e-07,4.2118799115087313e-07
1842,6.25210304860957e-07,3.7096704375017e-07
1843,5.570216998762589e-07,3.0952215013257955e-07
1844,6.1526772299203e-07,3.84199296377119e-07
1845,6.400521357363687e-07,3.409519173658282e-07
1846,6.533623491122853e-07,3.360483873393605e-07
1847,6.61209227814652e-07,3.7536835861828877e-07
1848,7.015433425294759e-07,3.057184159160897e-07
1849,5.496896307022325e-07,3.2260746962720077e-07
1850,6.368078260265975e-07,3.2044061981650884e-07
1851,5.836742218434665e-07,3.9341575330809064e-07
1852,6.289186700314531e-07,3.476631356136295e-07
1853,6.366079503550282e-07,3.77426079722909e-07
1854,6.525754372432857e-07,2.8524196693524573e-07
1855,6.893711486100074e-07,2.653468591518049e-07
1856,6.191918373588123e-07,3.56190618333585e-07
1857,6.653496740227638e-07,3.7978140454697495e-07
1858,5.994753067284364e-07,3.117271560881818e-07
1859,9.104806224513595e-07,4.1348446444544606e-07
1860,5.59789611997985e-07,3.6159753236120196e-07
1861,6.050581475847139e-07,3.018216752082026e-07
1862,6.284518860866228e-07,3.858360315689424e-07
1863,6.897571154240723e-07,3.3014443090451095e-07
1864,6.137251915561137e-07,3.140546773749975e-07
1865,6.49544517727918e-07,3.252429507938359e-07
1866,6.529652551989784e-07,3.3767354423730467e-07
1867,5.503088260638833e-07,4.076361648230886e-07
1868,6.723168581856953e-07,4.119854963846592e-07
1869,6.465779165409913e-07,3.843329636765702e-07
1870,6.175570632649396e-07,3.692727261750406e-07
1871,5.533633284926509e-07,4.5777273527392026e-07
1872,6.319469463278438e-07,3.8098238519523875e-07
1873,5.02824391901413e-07,3.519770714888182e-07
1874,6.100076035409074e-07,3.429425738943337e-07
1875,7.037478439997358e-07,3.1926120414027537e-07
1876,5.779990317478223e-07,3.8089892484549637e-07
1877,5.572519086172179e-07,3.5748235660548744e-07
1878,5.743173261407719e-07,3.5872186288088415e-07
1879,5.553376496436613e-07,3.6839230688201496e-07
1880,4.999502323244087e-07,2.470870725801433e-07
1881,6.038191884272237e-07,3.0260681427307645e-07
1882,6.449068195024665e-07,2.881781746566503e-07
1883,5.763237140854471e-07,3.3871658189355003e-07
1884,5.31436612050129e-07,3.617729902316569e-07
1885,5.427225175935746e-07,3.132578925146845e-07
1886,5.666141333904307e-07,3.246092319386662e-07
1887,5.503883357960149e-07,4.0022306535547614e-07
1888,5.186622900055227e-07,3.506360073401993e-07
1889,5.38175243036676e-07,3.3393179776908255e-07
1890,4.6601688552527776e-07,3.336182743396421e-07
1891,4.5958125838296837e-07,3.6141826598168336e-07
1892,4.425569812838148e-07,3.209478407484312e-07
1893,4.4463767778779584e-07,3.085366628852171e-07
1894,4.530806876346105e-07,3.7116067375109196e-07
1895,5.57323701855239e-07,3.9120995154462435e-07
1896,4.658652983380307e-07,4.015876626795034e-07
1897,4.52152960406238e-07,3.280439813124758e-07
1898,5.381095604661823e-07,3.6270053982434547e-07
1899,4.4828661316387297e-07,3.42157100874374e-07
1900,4.978219863005506e-07,2.912180789849117e-07
1901,5.046631201821583e-07,2.8167244181531714e-07
1902,3.952778442339877e-07,2.9412600355271934e-07
1903,5.141009751241654e-07,3.434540118973928e-07
1904,4.890908940069494e-07,3.5042555879272186e-07
1905,5.140116030588615e-07,2.9829187653263034e-07
1906,5.524854174154825e-07,3.6780919998591344e-07
1907,4.3354170031761896e-07,3.0137062623225574e-07
1908,4.842629550694255e-07,3.8014151471088553e-07
1909,4.7528497759685706e-07,3.223576499067349e-07
1910,5.338806516874683e-07,3.056854254168684e-07
1911,4.995831233145509e-07,3.021972432293296e-07
1912,4.6624320759747206e-07,3.3288200995684747e-07
1913,4.528753123622664e-07,3.0174011556027835e-07
1914,4.6743271298055333e-07,3.0871989054048754e-07
1915,5.006823755593359e-07,2.945190473724324e-07
1916,5.295956810869029e-07,3.8785741907076954e-07
1917,4.792327530367402e-07,3.2460615528862036e-07
1918,6.23710221248075e-07,5.008060099953582e-07
1919,4.6775868156601064e-07,3.305617610749323e-07
1920,4.6644949236451794e-07,2.809297967587554e-07
1921,4.0665653955329617e-07,2.468715720738146e-07
1922,4.330848071276705e-07,2.884772811739822e-07
1923,4.7028650840275077e-07,3.078624999375279e-07
1924,4.6538765730019804e-07,2.565433305790066e-07
1925,4.718218349353265e-07,2.749544449898167e-07
1926,5.461607770484989e-07,3.2992569742873457e-07
1927,4.671525175581337e-07,2.776157046469052e-07
1928,4.5247124091929436e-07,2.696545706726283e-07
1929,4.935200195177458e-07,3.3644027297441426e-07
1930,4.6320890589868213e-07,2.625900918928892e-07
1931,4.733223022412858e-07,2.6004213538044496e-07
1932,4.3180574493817403e-07,2.5535720027392017e-07
1933,4.691500805620308e-07,2.649722929959353e-07
1934,3.29493460071717e-07,2.360371311738163e-07
1935,3.578517038249629e-07,2.9441979165767407e-07
1936,4.0496547626389656e-07,2.655312485444483e-07
1937,3.726970874140534e-07,2.354539034854497e-07
1938,4.2914859932352556e-07,2.035538706479656e-07
1939,3.7164541311085486e-07,2.2176372738158534e-07
1940,3.62616958682338e-07,2.2822046474857416e-07
1941,3.276167888088821e-07,2.2726570136910595e-07
1942,4.1265280970037566e-07,2.6701063404743763e-07
1943,3.6580762952098667e-07,2.5258146507667334e-07
1944,4.1771419034830615e-07,2.5062851705115463e-07
1945,4.5095032419339987e-07,1.9824386754407897e-07
1946,4.120646792671323e-07,2.770299829535361e-07
1947,3.504736127979413e-07,2.68219594090624e-07
1948,4.000854687546962e-07,2.522278030880898e-07
1949,3.1807107347958663e-07,2.071388784941064e-07
1950,3.584116754495881e-07,1.8824589531618585e-07
1951,3.230404672649456e-07,1.8550838731812291e-07
1952,3.47978527770465e-07,1.845340662498529e-07
1953,3.555363008445056e-07,2.2301822966142026e-07
1954,3.430160049333608e-07,1.9251896787864098e-07
1955,3.2943484029601677e-07,1.6706381700259954e-07
1956,2.80820763975953e-07,1.9796990713416562e-07
1957,2.9685726588013495e-07,1.8288527670051735e-07
1958,2.9614631813501546e-07,1.7950767627894493e-07
1959,2.596500507934252e-07,1.883431721694251e-07
1960,2.996720809278486e-07,1.757891752163232e-07
1961,3.00855290902291e-07,2.0983440407462695e-07
1962,3.3485529371546363e-07,1.8645351218538053e-07
1963,2.8385974104594425e-07,1.9398159167849371e-07
1964,2.993312477883592e-07,1.7643507632669753e-07
1965,3.064344298309152e-07,1.9097430836723106e-07
1966,3.262515093638285e-07,1.7725039214155913e-07
1967,3.0321563571078514e-07,1.8291544634507773e-07
1968,3.786263533811507e-07,2.043594165002105e-07
1969,2.9930183842452607e-07,1.744034996420396e-07
1970,3.163922812632336e-07,2.1430058438909327e-07
1971,2.3482476763092563e-07,1.8035775184443992e-07
1972,2.5342925624727286e-07,1.3902698015044734e-07
1973,2.9109715882214005e-07,1.9130817463519634e-07
1974,2.492128174935715e-07,1.535781066763775e-07
1975,2.661549842741806e-07,1.5992144852816637e-07
1976,2.1997078647473245e-07,1.6283551573792465e-07
1977,2.556400104936074e-07,1.5808543096795802e-07
1978,2.1267317151796306e-07,1.550494346247433e-07
1979,2.8850229227828095e-07,1.5858847746130778e-07
1980,2.490096022711441e-07,1.3928619324587999e-07
1981,2.5871496944773753e-07,1.499155253270601e-07
1982,2.3340209054367733e-07,1.4587630303708465e-07
1983,2.3366670376390175e-07,1.414630830254282e-07
1984,2.197824144900551e-07,1.5483352555634156e-07
1985,2.4844253943001604e-07,1.5279517029398448e-07
1986,2.265915526322715e-07,1.6305000727356855e-07
1987,2.4198834580602124e-07,1.662142175007375e-07
1988,2.3866284237783475e-07,1.6070763919628916e-07
1989,2.2995232029643375e-07,1.45984053290249e-07
1990,2.1740117261970227e-07,1.3022275524576798e-07
1991,2.2097723473279984e-07,1.3891672878685313e-07
1992,2.2645870956239378e-07,1.2783070246769057e-07
1993,2.448329681215e-07,1.5122036245429626e-07
1994,2.3420674466478886e-07,1.6194024610172164e-07
1995,2.1744027378645114e-07,1.507441318437941e-07
1996,2.188617855836128e-07,1.483989642281358e-07
1997,2.263190239659707e-07,1.409698988652508e-07
1998,1.9263242734268715e-07,1.3446124214056e-07
1999,2.417636366658371e-07,1.5492982186060544e-07
2000,2.2487780881874642e-07,1.4137700432570455e-07
2001,2.0986004756196053e-07,1.3362696194008095e-07
2002,2.2125168896991454e-07,1.5159026389710561e-07
2003,1.9167845266565564e-07,1.6209330055971805e-07
2004,2.2200147498097067e-07,1.3478661387011925e-07
2005,1.9726423516885916e-07,1.5042524026398496e-07
2006,2.0754164609115833e-07,1.5153835164483098e-07
2007,2.1889747614523003e-07,1.318178242115664e-07
2008,1.881788378454985e-07,1.4432720263357623e-07
2009,2.3840962626309192e-07,1.883436056004939e-07
2010,2.343001312965498e-07,1.5021661781133844e-07
2011,2.233199580814471e-07,1.7743229818734108e-07
2012,3.605103557902112e-07,1.8246794297738234e-07
2013,2.9983093696728247e-07,1.6818423631548285e-07
2014,3.4495542422519065e-07,2.0658346500113112e-07
2015,3.2893979806658535e-07,1.9395034911440234e-07
2016,4.401597664127621e-07,2.195620538714138e-07
2017,2.860250134517628e-07,1.5999287938939233e-07
2018,3.585657353255556e-07,1.8793077316558993e-07
2019,3.415772553694296e-07,2.1096668945119745e-07
