year,mêmes_ADJ essais_NOUN,mêmes_ADJ décès_NOUN
1895,7.523267830933378e-08,0.0
1896,8.845543675306544e-08,0.0
1897,9.788878707617243e-08,0.0
1898,1.1373293506977689e-07,5.6583548957434e-10
1899,1.1442087100022036e-07,0.0
1900,8.669058915167227e-08,0.0
1901,9.221419416949317e-08,0.0
1902,8.7403053683488e-08,5.4013122863239005e-09
1903,1.0962447016815702e-07,0.0
1904,1.1609190408989889e-07,4.299700151477737e-09
1905,1.0218303003739493e-07,5.160759042333041e-10
1906,1.1420089351954488e-07,5.144184522798412e-10
1907,8.999975653622982e-08,5.142843373384665e-10
1908,8.054677791413667e-08,0.0
1909,8.966603537441387e-08,0.0
1910,9.459146488310921e-08,1.6032452032632705e-09
1911,9.257451327737698e-08,0.0
1912,9.637428943776172e-08,6.772247651554153e-09
1913,8.007514296082263e-08,0.0
1914,6.763711041246623e-08,0.0
1915,8.246533389488775e-08,1.1780761921542648e-09
1916,5.823354864986641e-08,0.0
1917,1.1295417368106797e-07,0.0
1918,1.137151270924619e-07,6.89182577673364e-09
1919,1.233851687487686e-07,3.6831393490643904e-09
1920,8.859511302361511e-08,0.0
1921,8.935842066293276e-08,0.0
1922,1.3870518689174105e-07,0.0
1923,7.643482824448711e-08,0.0
1924,9.926550870176243e-08,0.0
1925,1.1658068777009589e-07,0.0
1926,7.356451359186167e-08,0.0
1927,7.13550389885853e-08,6.689535148041159e-09
1928,1.3711249502446066e-07,1.1426041224282812e-09
1929,9.803557254883799e-08,1.1140406375176326e-09
1930,1.0713675857587646e-07,2.100720708497761e-09
1931,6.729160428875502e-08,4.5621426636444085e-09
1932,9.973178605182653e-08,3.287861094491973e-09
1933,9.291236335862152e-08,0.0
1934,1.27004756933502e-07,0.0
1935,1.2447015329541955e-07,0.0
1936,1.2124714565686645e-07,0.0
1937,1.3976141310934054e-07,0.0
1938,9.464606287590271e-08,0.0
1939,9.788192034676513e-08,1.5294050470515685e-09
1940,1.2171757646228798e-07,0.0
1941,1.8299315618364176e-07,0.0
1942,1.69915864489667e-07,0.0
1943,1.2193587672904016e-07,0.0
1944,1.7029886656416693e-07,0.0
1945,1.3506725338174874e-07,2.178504043826024e-09
1946,5.290019622350428e-08,1.3921104269343232e-09
1947,4.5299308082391576e-08,0.0
1948,1.1306763614271631e-07,3.2615663503321457e-09
1949,7.85360690924719e-08,0.0
1950,8.61464246604271e-08,0.0
1951,9.915103604818398e-08,1.0661401761424827e-09
1952,1.2442868269069152e-07,0.0
1953,1.0019659502091827e-07,2.1547654771580937e-09
1954,6.840775368388563e-08,1.9545072227344917e-09
1955,1.0418024931624359e-07,0.0
1956,1.2035175167568468e-07,8.72114158667614e-10
1957,8.393285499952441e-08,0.0
1958,7.693186754309522e-08,0.0
1959,7.750748065582513e-08,0.0
1960,7.266874896272313e-08,0.0
1961,8.893643776985982e-08,0.0
1962,7.102991406160442e-08,1.9025869768540815e-09
1963,6.336732105705067e-08,6.466053248388448e-10
1964,6.327326879107531e-08,0.0
1965,6.07396811180827e-08,1.0944086747954884e-09
1966,6.70228071930623e-08,5.539074754423723e-10
1967,4.782425555571734e-08,0.0
1968,3.817703339570322e-08,4.4914158503495116e-10
1969,4.723428248532002e-08,0.0
1970,4.276814424830633e-08,0.0
1971,6.320229051226534e-08,0.0
1972,4.1554188257020286e-08,0.0
1973,4.796487163005736e-08,0.0
1974,4.050411750444738e-08,0.0
1975,3.998036035568475e-08,5.711480177694739e-10
1976,3.94233339306993e-08,0.0
1977,2.4682483001914335e-08,0.0
1978,3.683166793777559e-08,0.0
1979,3.0430262420999554e-08,4.681578680276743e-09
1980,2.6720207546571118e-08,1.1370301367108482e-09
1981,2.3404533033843933e-08,6.325549528618524e-10
1982,1.8001756529884005e-08,6.207502289967692e-10
1983,2.905045470846801e-08,0.0
1984,3.015484395518797e-08,0.0
1985,1.9851341903631692e-08,0.0
1986,2.5176839502094595e-08,0.0
1987,1.4665960890170027e-08,0.0
1988,2.2187249371086182e-08,1.1993107618124554e-09
1989,1.2073869015694072e-08,1.6464366536794728e-09
1990,1.5801087660527458e-08,5.44865097484859e-10
1991,7.033758464558559e-09,1.1722930404189924e-09
1992,1.2672871640972971e-08,2.2039776670368383e-09
1993,1.1078414907661482e-08,5.539207426075166e-10
1994,1.0549853213248639e-08,0.0
1995,1.789408771157852e-08,0.0
1996,8.540947282753564e-09,0.0
1997,1.3425704992187093e-08,9.58978896292706e-10
1998,1.3827574418812105e-08,4.768129224785866e-10
1999,8.226361813967742e-09,4.570201161957499e-10
2000,7.510653543540968e-09,0.0
2001,1.2705513752209185e-08,1.3143635069212678e-09
2002,9.20056508757483e-09,2.1906108038649563e-09
2003,7.917153710401692e-09,1.2500769308587678e-09
2004,6.607187019724847e-09,4.404791253964646e-10
2005,4.954124666056714e-09,4.5037495954858286e-10
2006,1.070651389767363e-08,0.0
2007,1.278233457968625e-08,0.0
2008,9.366367403895737e-09,0.0
2009,4.291373256748443e-09,4.76819250749827e-10
2010,1.8895172093635892e-09,0.0
2011,4.971163480860241e-09,0.0
2012,5.7872298064864935e-09,6.808505426114664e-10
2013,5.578249862026041e-09,5.578250084070646e-10
2014,4.114345850125822e-09,4.330890368553497e-10
2015,4.876465814485087e-09,2.2165753954528356e-10
2016,8.906762438698479e-09,0.0
2017,9.559322805552384e-09,2.515611330355938e-10
2018,6.195520096952123e-09,2.5814667070633845e-10
2019,5.867272001580659e-09,2.55098775436835e-10
