year,ses_DET essais_NOUN,ses_DET décès_NOUN
1889,1.056928580878136e-06,8.14467782106476e-09
1890,1.0742639231509088e-06,5.898947996740844e-09
1891,1.117400751482478e-06,1.529812720946211e-08
1892,1.2242404547890828e-06,8.149066310636499e-09
1893,1.1947327966943533e-06,1.2316833108982905e-09
1894,1.286774295339299e-06,1.1342770278588432e-08
1895,1.2795574590995784e-06,4.213029924926559e-09
1896,1.4288501191117575e-06,1.533227589334274e-08
1897,1.223609850775631e-06,4.661370844871726e-09
1898,1.3546101541583866e-06,5.092519295146758e-09
1899,1.2580768231629236e-06,7.738609753005221e-09
1900,1.2079580580248717e-06,5.710158568206225e-09
1901,1.3480038321134202e-06,2.794369402536745e-09
1902,1.2639070154918386e-06,1.4239823542538943e-08
1903,1.3284541262592597e-06,1.7280704867062013e-08
1904,1.407076933190865e-06,6.987012746151322e-09
1905,1.1797494878784676e-06,2.580379465655369e-09
1906,1.404362388157665e-06,5.144184633820714e-09
1907,1.267710901142749e-06,7.71426478252124e-09
1908,1.6747837303654478e-06,4.4202499438483756e-09
1909,1.546326530821318e-06,2.7504918342913243e-09
1910,1.390013606439311e-06,5.878565634276356e-09
1911,1.3944700167911606e-06,7.448523575703803e-09
1912,1.3820595210489728e-06,2.6047106693738442e-09
1913,1.6041543471345676e-06,2.6514948014977335e-09
1914,1.289123111369861e-06,2.678697486047099e-09
1915,1.1533365800175943e-06,3.534228465440492e-09
1916,1.1448935408608918e-06,6.592477230782379e-09
1917,1.1065122302866826e-06,2.1932848870420685e-09
1918,1.056746625316407e-06,4.594550517822427e-09
1919,1.2697622873147907e-06,5.524709134618888e-09
1920,1.303181082157323e-06,2.2716695191604686e-09
1921,1.4441229194694927e-06,3.7863738810983705e-09
1922,1.4962453427358469e-06,6.640141769764796e-09
1923,1.3790116408785025e-06,1.4862327368803108e-08
1924,1.4954284521806471e-06,1.289162443462999e-09
1925,1.2911861286823978e-06,1.0998177923937646e-09
1926,1.3018689308808007e-06,1.1146138456652466e-09
1927,1.3345622384974831e-06,1.1149224876660924e-09
1928,1.4362533429235214e-06,1.4853853258500749e-08
1929,1.4025771637449225e-06,7.798284684668033e-09
1930,1.2772382396164517e-06,1.05036033204442e-08
1931,1.4461991870717839e-06,5.7026783295555106e-09
1932,1.2767860477769233e-06,1.0959536611565568e-09
1933,1.6357164209779285e-06,4.588264879146209e-09
1934,1.22811193215e-06,8.38710612072191e-09
1935,1.3859272947058798e-06,1.196828414151696e-09
1936,1.3579680495645619e-06,3.6374143697059935e-09
1937,1.2779984741584371e-06,0.0
1938,1.1655727423232065e-06,1.2965214457594243e-09
1939,1.1302303564164617e-06,3.058810094103137e-09
1940,1.0903866494160752e-06,7.607348528892999e-09
1941,1.1599405351780945e-06,0.0
1942,1.2136847331589706e-06,3.034211770724937e-09
1943,1.2977461860685935e-06,8.709705845433291e-09
1944,1.166386532247543e-06,3.2131861615880553e-09
1945,1.0456819143911389e-06,4.357008087652048e-09
1946,1.343386526464485e-06,0.0
1947,1.2922224055245124e-06,1.1920870957027319e-09
1948,1.0741424851801185e-06,8.697510267552389e-09
1949,1.1741141845433845e-06,9.817008317369869e-10
1950,1.1156494381658888e-06,1.0635361480382244e-09
1951,1.0469496678489065e-06,5.330700769690111e-09
1952,1.1620374094079011e-06,1.0544803918932644e-09
1953,1.0666088954280895e-06,0.0
1954,1.1297051822900528e-06,2.9317608341017376e-09
1955,1.1018703784948514e-06,9.385607846468247e-10
1956,9.776399951810788e-07,0.0
1957,1.006310771600738e-06,1.7670075402875796e-09
1958,1.0911089267651164e-06,8.272243445794913e-10
1959,1.0052720007536209e-06,7.750747821333448e-10
1960,1.0886470995785658e-06,6.920833350854139e-10
1961,1.1770181611581165e-06,4.16889545107324e-09
1962,1.1402837529761456e-06,1.2683912808952869e-09
1963,1.1722954598170077e-06,3.2330267352165265e-09
1964,1.0653028317264557e-06,4.258777774879263e-09
1965,1.073614924962385e-06,2.73602163147757e-09
1966,9.100699851494198e-07,2.215629901769489e-09
1967,9.658527480027601e-07,2.465167847631733e-09
1968,1.2706215688496059e-06,3.5931326802796093e-09
1969,1.1953906664530223e-06,2.2708788183223305e-09
1970,1.0609258396243604e-06,2.7592350626548523e-09
1971,1.0487469497277857e-06,2.569198631618974e-09
1972,1.1347884703027944e-06,1.0260293725750103e-09
1973,9.97338559738381e-07,2.205281512956958e-09
1974,9.158430742672863e-07,2.812785782069227e-09
1975,8.835659608408264e-07,1.7134440533084216e-09
1976,8.684560746097247e-07,3.9994687561772935e-09
1977,8.721144113543744e-07,2.938390863960194e-09
1978,9.041580095736634e-07,5.346532105932056e-09
1979,8.614104708426495e-07,7.022368020415115e-09
1980,9.346387881414842e-07,1.1370301367108482e-09
1981,8.615398221500925e-07,0.0
1982,8.814653229549663e-07,1.8622506869903077e-09
1983,9.327721848251258e-07,0.0
1984,1.0241049279713366e-06,5.799008384599347e-09
1985,1.0100121976552856e-06,2.4062232206745193e-09
1986,1.0166647093079462e-06,1.7983456945813714e-09
1987,9.007344101696901e-07,0.0
1988,1.0475979723700846e-06,1.1993107618124554e-09
1989,9.807274063966531e-07,1.6464366536794728e-09
1990,9.971031036393185e-07,1.089730194969718e-09
1991,8.82150518854985e-07,2.344586080837985e-09
1992,9.868310106853073e-07,1.65298330578878e-09
1993,9.893024479623591e-07,2.7696036575264316e-09
1994,9.748064608849916e-07,3.6924485691258724e-09
1995,1.1614889636746284e-06,2.1689803286761844e-09
1996,1.0516041699659695e-06,5.3380921904988554e-09
1997,1.03138180174156e-06,9.58978896292706e-10
1998,1.0494652555870232e-06,9.536258449571733e-10
1999,9.382622707665433e-07,9.140402323914998e-10
2000,9.861046432746434e-07,4.418031274155965e-09
2001,1.0979316784620607e-06,3.066848330846028e-09
2002,9.840223427204364e-07,8.76244299341522e-10
2003,9.933944173923237e-07,1.6667691671301554e-09
2004,1.0439355109248538e-06,2.642874807889939e-09
2005,1.085854036908529e-06,4.053374524914943e-09
2006,1.1023591115488784e-06,1.2353669198716943e-09
2007,1.0521458895240698e-06,1.997239706952314e-09
2008,1.0136963730644766e-06,2.9802078582719105e-09
2009,8.921288139340788e-07,9.53638501499654e-10
2010,8.20995216255227e-07,3.7790344187271785e-09
2011,7.192891426921477e-07,7.64794394481072e-10
2012,5.569357286461241e-07,1.7021263287730903e-09
2013,5.371854795432895e-07,2.5102124823206395e-09
2014,7.384168059232366e-07,1.5158115873603606e-09
2015,6.317239833464328e-07,1.994917786518613e-09
2016,6.419082778652552e-07,3.1070099826280284e-09
2017,5.07147240869088e-07,1.0062445321423752e-09
2018,5.452057671995192e-07,1.290733298020541e-09
2019,7.027971282713708e-07,1.02039510174734e-09
