year,premiers_ADJ essais_NOUN,premiers_ADJ décès_NOUN
1800,2.7102696762426604e-06,0.0
1801,2.6526373915203294e-06,0.0
1802,2.868911167297483e-06,0.0
1803,2.439874462023539e-06,0.0
1804,2.68937378677947e-06,0.0
1805,2.803077457258496e-06,0.0
1806,2.9767642706346464e-06,0.0
1807,2.4540752385782127e-06,0.0
1808,2.7306191441311967e-06,0.0
1809,3.106167014266248e-06,0.0
1810,3.5148704977672196e-06,0.0
1811,3.2215935803492357e-06,0.0
1812,4.39822635200926e-06,0.0
1813,3.669446333676163e-06,0.0
1814,2.3631546195446163e-06,0.0
1815,2.7619568641057413e-06,0.0
1816,2.709278891899203e-06,0.0
1817,1.919624882162907e-06,0.0
1818,1.7714869056106863e-06,0.0
1819,2.1550886231125332e-06,0.0
1820,2.3305769145665067e-06,0.0
1821,2.8203855952924073e-06,0.0
1822,2.059261589693051e-06,0.0
1823,2.240405130748968e-06,9.882686891060644e-10
1824,2.5911763117392184e-06,0.0
1825,2.3087870530957844e-06,0.0
1826,2.0733995373944936e-06,0.0
1827,2.424142842016863e-06,0.0
1828,2.2426277483944546e-06,1.8344602503717056e-09
1829,2.1938756473716126e-06,1.714635211591542e-09
1830,2.383773200165251e-06,0.0
1831,2.458733303178917e-06,0.0
1832,2.4813964447645276e-06,5.411987746839486e-09
1833,2.720994235261287e-06,1.1583628500844156e-09
1834,2.765821530914536e-06,0.0
1835,1.909679689049426e-06,3.781543966852041e-09
1836,1.9517057401330362e-06,4.032449929525228e-09
1837,2.3823819610413466e-06,1.3915781860163179e-09
1838,1.9062728533469908e-06,0.0
1839,2.637883634193372e-06,0.0
1840,2.4026464870985365e-06,3.1848443882154243e-09
1841,2.4821840725053335e-06,6.420548537278137e-10
1842,2.3156931394652247e-06,5.366612043644636e-09
1843,2.3686712502524188e-06,5.906911071384968e-10
1844,2.2870835287847058e-06,0.0
1845,2.2053059716142798e-06,0.0
1846,2.3271642533018166e-06,5.854501328173001e-09
1847,2.4560741387347207e-06,0.0
1848,2.0563586069499706e-06,0.0
1849,2.123343762150398e-06,1.6758829879393033e-09
1850,2.164332023824045e-06,0.0
1851,2.2482744448382164e-06,6.449438760824933e-10
1852,2.4251781596262845e-06,6.510545436100301e-10
1853,2.6174977314497028e-06,5.971931837933653e-10
1854,2.7666912352231066e-06,2.5978321716024766e-09
1855,2.783488621815877e-06,0.0
1856,2.336983293105277e-06,0.0
1857,2.3694844202282184e-06,0.0
1858,2.387624615352024e-06,9.787352261980686e-09
1859,2.520625816515576e-06,0.0
1860,2.6163184330130207e-06,0.0
1861,2.427306423413711e-06,1.4147891747029462e-09
1862,2.3823340598028153e-06,0.0
1863,2.4523587924818457e-06,0.0
1864,2.622236671356859e-06,0.0
1865,2.143967495982224e-06,4.706844358715045e-10
1866,2.1686037072754516e-06,1.6056523222118813e-08
1867,2.552578941106276e-06,2.426405742994575e-09
1868,2.46302128203979e-06,5.9278488784286765e-09
1869,2.231768210236851e-06,4.883519144627257e-10
1870,2.6594517628097947e-06,1.1468097582678638e-09
1871,1.8204697411761117e-06,2.1242354542039266e-09
1872,2.1389440032493212e-06,6.047339295989218e-10
1873,2.356091279409611e-06,5.9860045809045914e-09
1874,2.229724088920193e-06,1.7923826867161097e-09
1875,2.6175986747034585e-06,3.718992758194872e-08
1876,2.334970965023331e-06,5.441413541973361e-09
1877,2.2685904248476163e-06,1.8554447978047506e-09
1878,2.4095963233605744e-06,6.6429977074733415e-09
1879,2.2934407191144146e-06,6.10932526790009e-10
1880,2.5562281393831654e-06,1.2835692508872398e-09
1881,2.3594965661288825e-06,2.091752326904839e-09
1882,2.4425262878935428e-06,5.324308105514319e-09
1883,2.2876007683692023e-06,7.58320695126713e-09
1884,2.491480387334377e-06,2.8387297845711146e-08
1885,2.42226995794681e-06,3.480643329112354e-08
1886,2.563961114532276e-06,6.4534639854230136e-09
1887,2.1708673472176088e-06,1.9586774424595887e-09
1888,2.377096514294408e-06,3.1703073499755874e-09
1889,2.3907761246277914e-06,3.759081934617825e-09
1890,2.2946907662912963e-06,1.9663159989136147e-09
1891,2.4610862539020673e-06,1.2748440081367107e-09
1892,2.2842458449190417e-06,6.8953633913793055e-09
1893,2.1135684917794606e-06,6.774258043407144e-09
1894,2.3126650248173064e-06,8.192000855444803e-09
1895,2.247350707307305e-06,3.611168697403855e-09
1896,2.2243592354698194e-06,5.89702897624278e-10
1897,2.2630954674696113e-06,2.9133566670225264e-09
1898,2.395181589065487e-06,6.224190496340043e-09
1899,2.0540481031616764e-06,5.527578395003729e-09
1900,2.3987855506391043e-06,3.114631885736685e-09
1901,2.182961424068708e-06,5.58873880507349e-09
1902,2.223867653583511e-06,1.4730852093691738e-09
1903,2.3906775297177774e-06,2.1600881083827517e-09
1904,2.2928151786061335e-06,3.2247751136083025e-09
1905,2.24854264985197e-06,2.0643036169332163e-09
1906,2.2608691452319363e-06,1.5432553013283723e-09
1907,2.2314798009404058e-06,2.5714217422034835e-09
1908,2.6290665715578143e-06,3.929111258571538e-09
1909,2.609116521057331e-06,5.5009836685826485e-09
1910,2.431054063833926e-06,5.344150677544235e-10
1911,2.3872518966072676e-06,5.852411444351446e-09
1912,2.3025641091578564e-06,4.688478938419394e-09
1913,2.5793741826873884e-06,5.30298971401777e-10
1914,2.3271185156659158e-06,0.0
1915,1.8236619148126465e-06,5.890381071793627e-09
1916,1.8360049338639328e-06,0.0
1917,1.9191242905947092e-06,1.0966424435210342e-09
1918,1.8378201538382655e-06,1.722956355365568e-08
1919,2.2052795713989326e-06,0.0
1920,2.194432656921208e-06,0.0
1921,2.4104054858753443e-06,3.0290989716519334e-09
1922,2.518827201924978e-06,1.2542490601674672e-08
1923,2.2760592273129987e-06,2.1231896241147297e-09
1924,2.383661254157232e-06,2.578324886925998e-09
1925,2.2084342248263056e-06,2.1996355847875293e-09
1926,2.184643147273846e-06,3.343841648018042e-09
1927,2.10385862686735e-06,0.0
1928,2.3594775058199957e-06,1.1426041224282812e-09
1929,2.1345017486851248e-06,1.1140406375176326e-09
1930,2.4935555060778825e-06,1.0503603542488804e-09
1931,2.2993199095822092e-06,2.2810713318222042e-09
1932,2.2598564086706574e-06,5.4797681947604815e-09
1933,2.564840102081689e-06,2.2941324395731044e-09
1934,2.391523352684999e-06,5.990790086229936e-09
1935,2.4295616327663083e-06,2.393656828303392e-09
1936,2.312183099206777e-06,1.2124714565686645e-09
1937,2.294101818733907e-06,0.0
1938,2.2870638005656474e-06,9.075650453382877e-09
1939,2.6397530064059538e-06,6.117620188206274e-09
1940,2.254311020521982e-06,7.607348528892999e-09
1941,1.9834097813031804e-06,2.9515025978810172e-09
1942,2.524464179032293e-06,0.0
1943,2.4706530759033285e-06,8.709705845433291e-09
1944,2.3102808768271643e-06,6.4263723231761105e-09
1945,1.91272651051122e-06,8.714016175304096e-09
1946,2.31925587712567e-06,2.7842208538686464e-09
1947,2.3805978273117034e-06,5.960435700558264e-09
1948,2.370071484847358e-06,2.174377566888097e-09
1949,2.1381443744417084e-06,3.9268033269479474e-09
1950,2.3940198374816646e-06,0.0
1951,2.186653560443119e-06,2.1322803522849654e-09
1952,2.3989429536186435e-06,3.1634410646574906e-09
1953,2.2980573533004645e-06,3.232148326759443e-09
1954,2.3434542129052716e-06,2.9317608341017376e-09
1955,2.3623575984288436e-06,2.815682353940474e-09
1956,2.3337775871823396e-06,2.616342476002842e-09
1957,2.2882747430230665e-06,1.1485549400447326e-08
1958,2.3451810733376988e-06,6.617794756635931e-09
1959,2.1252551363204475e-06,2.325224457422337e-09
1960,2.2035934037489824e-06,2.7683333403416555e-09
1961,2.1768581959236144e-06,3.47407969059077e-09
1962,2.040841650341463e-06,1.2683912808952869e-09
1963,2.1913455015010186e-06,5.819448034571906e-09
1964,1.7972042911651442e-06,6.083968440151466e-09
1965,1.9179512023015377e-06,3.830430195250756e-09
1966,1.7409312249583309e-06,7.200797291773142e-09
1967,1.8045028724600343e-06,1.9721342336964653e-09
1968,1.969036745208541e-06,3.1439910674890825e-09
1969,1.7272304546622763e-06,4.541757636644661e-09
1970,1.6049550453089978e-06,3.6789800095249348e-09
1971,1.6550778809687472e-06,3.5968783507200897e-09
1972,1.8063246685073864e-06,4.6171320100540925e-09
1973,1.5442484126992895e-06,4.9618833486420044e-09
1974,1.4238322023629735e-06,2.812785782069227e-09
1975,1.412449037729857e-06,3.998036124386317e-09
1976,1.340964800533584e-06,3.9994687561772935e-09
1977,1.341669282339808e-06,3.526069214387917e-09
1978,1.409702385046785e-06,0.0
1979,1.4243702679550552e-06,2.3407893401383717e-09
1980,1.308153137813406e-06,7.390696055153967e-09
1981,1.3372212137596762e-06,6.325549528618524e-10
1982,1.3091622186323093e-06,1.8622506869903077e-09
1983,1.3502145819188627e-06,5.052252838311233e-09
1984,1.2380883660512154e-06,0.0
1985,1.2813138567935312e-06,4.812446441349039e-09
1986,1.257642992413821e-06,2.997242676272549e-09
1987,1.335213486441944e-06,4.277571630240118e-09
1988,1.10096733507703e-06,6.596209356501959e-09
1989,1.1706164713132239e-06,9.878619700032232e-09
1990,1.2793432659918835e-06,1.0897301727652575e-08
1991,1.0960939746951226e-06,4.68917216167597e-09
1992,1.0204416724945986e-06,6.060938417817852e-09
1993,1.071836685184735e-06,8.862731881720265e-09
1994,1.0017085365632283e-06,8.439882570598911e-09
1995,1.0638848237931597e-06,7.591431483433553e-09
1996,9.896823129906807e-07,7.473328622609188e-09
1997,9.335659818532349e-07,3.835915585170824e-09
1998,1.0437434774246412e-06,1.4781200263769279e-08
1999,9.460316405807134e-07,5.0272213059088244e-09
2000,9.410407137977472e-07,7.510653432518666e-09
2001,9.178638933349248e-07,3.943090742808408e-09
2002,8.416326622295855e-07,1.0514931148009055e-08
2003,8.988052790925849e-07,1.0833999475323708e-08
2004,8.915297513567566e-07,1.2773894830786503e-08
2005,8.687732737655551e-07,6.7556245042510454e-09
2006,8.47049978602854e-07,7.412201963319376e-09
2007,8.636064876554883e-07,1.3181781888249589e-08
2008,8.561711020149687e-07,5.5346713878634546e-09
2009,7.648180613273325e-07,9.059565542202108e-09
2010,6.792814151168614e-07,1.1809482280966677e-08
2011,5.678598586911221e-07,7.647943611743813e-09
2012,5.994889011873283e-07,5.1063788752969685e-09
2013,4.819608188100233e-07,1.1435412616833673e-08
2014,5.941981857660039e-07,6.496335469563519e-09
2015,6.104448875277058e-07,8.201329393386914e-09
2016,6.835422201589836e-07,1.3670844012381167e-08
2017,5.071472344297945e-07,9.559323110863716e-09
2018,4.817016900915405e-07,9.809573597863164e-09
2019,5.869822583548512e-07,7.652963596171958e-09
