year,ces_DET âmes_NOUN,ces_DET ames_NOUN,ces_DET dames_NOUN
1992,4.931400106045203e-07,2.644773250404242e-08,1.1311915457667965e-06
1993,4.652934286752952e-07,2.769603768548734e-08,1.2186256377333393e-06
1994,5.549222628076222e-07,1.5824780152939866e-08,1.1863310156456919e-06
1995,4.809713871622989e-07,2.819674393972349e-08,1.0747297665147926e-06
1996,4.3718975106799007e-07,2.829188883168854e-08,1.0105008598770837e-06
1997,4.732560725528856e-07,1.678213090716696e-08,1.095633400893803e-06
1998,4.706143528210305e-07,2.145658195562561e-08,1.0280086790714904e-06
1999,4.337120778075132e-07,3.793266922791361e-08,1.185967214212269e-06
2000,4.912851032656818e-07,1.413770067681952e-08,1.3046447193687527e-06
2001,4.906957116190824e-07,1.8401089318942354e-08,1.1618973516647202e-06
2002,5.029642373699517e-07,2.891606243338174e-08,1.2004547187416392e-06
2003,4.816962970721761e-07,1.9584537214178965e-08,1.2075743001105366e-06
2004,4.66026914835993e-07,2.4226351813538827e-08,1.3905925850821177e-06
2005,5.008169594589162e-07,3.1526247390445405e-08,1.344819576587497e-06
2006,4.430849607217624e-07,1.6059770402421236e-08,1.2646040126185198e-06
2007,4.433872327069821e-07,2.8760252401838216e-08,1.3065942727763513e-06
2008,5.036551087300722e-07,1.0217855339611503e-08,1.4496581570710987e-06
2009,4.79203333014766e-07,3.2423709050988236e-08,1.3846830650976472e-06
2010,4.5773553125627586e-07,1.4171379181249222e-08,1.680725574715325e-06
2011,4.588766238100561e-07,6.500752269822385e-09,1.7406719834411888e-06
2012,6.018718750055996e-07,1.9404241213827333e-08,2.645444766358196e-06
2013,6.328524797538648e-07,1.1156500001607839e-08,2.654689312819869e-06
2014,6.922928506014614e-07,3.6812567438815336e-09,3.5740673620665575e-06
2015,8.713357999567961e-07,5.319780949086805e-09,3.420840888779253e-06
2016,1.0205492415593653e-06,1.3463710257788364e-08,3.7754314377025366e-06
2017,6.311668840908169e-07,5.03122282724533e-09,1.9412972402932382e-06
2018,8.619517473107408e-07,1.084215994762161e-08,3.001987668227457e-06
2019,9.275391406049494e-07,4.08158040698936e-09,2.9366971681099585e-06
