year,ces_DET âmes_NOUN,ces_DET ames_NOUN,ces_DET dames_NOUN
1800,3.7101140115680664e-07,1.568938090557026e-06,1.7418671660607288e-06
1801,1.1905913233078991e-07,1.7025455889552177e-06,1.5834864512953573e-06
1802,1.5664880947952042e-07,1.2285742627682339e-06,1.7029963430559292e-06
1803,3.296073405323341e-07,1.3184293035095607e-06,1.5641720807479942e-06
1804,2.471850883978277e-07,2.0392770405663896e-06,2.256799945143939e-06
1805,5.145608579226746e-07,1.1229366476683822e-06,1.6090688035319545e-06
1806,6.541388870573428e-07,9.855308356065962e-07,2.4523004071852483e-06
1807,1.7651122163897526e-07,1.326681076108116e-06,1.8248981774604545e-06
1808,2.8552531361469846e-07,1.2440745766895134e-06,1.7494090798209072e-06
1809,2.9593299011310137e-07,1.4864420947446888e-06,2.085085156977584e-06
1810,5.054674012683336e-07,3.3487214796679154e-06,2.9040972719940328e-06
1811,4.0363936548715174e-07,1.0203802638386605e-06,2.9307727515970328e-06
1812,6.801381147170105e-07,1.2455862261617767e-06,3.163309060028041e-06
1813,4.572429226357144e-07,1.0151367981769965e-06,2.8095996214005936e-06
1814,4.940283009347013e-07,7.331757521100712e-07,3.134090491130337e-06
1815,6.743058804659086e-07,8.873865549041682e-07,2.7997180964689505e-06
1816,1.022063308653287e-06,1.3905623568177816e-06,1.9050703841116956e-06
1817,7.286167829079204e-07,1.2797499270300605e-06,2.467644307557748e-06
1818,8.511720750448148e-07,1.080058723124111e-06,2.6405407140828174e-06
1819,1.3280396942150219e-06,7.049065207098693e-07,1.7265551583989236e-06
1820,1.097649523273958e-06,1.451270587260467e-06,2.0956205375455284e-06
1821,1.886502765557907e-06,1.4269573296310512e-06,2.978169373335504e-06
1822,1.3755145005234226e-06,1.2441788896921935e-06,3.4989399182450143e-06
1823,9.151367770243723e-07,1.2669604831927472e-06,3.2662279032535935e-06
1824,9.776911724657111e-07,9.305329289333031e-07,2.9288630685186945e-06
1825,1.1526324499300244e-06,1.0487282606774784e-06,3.1699594433831635e-06
1826,7.900762213353119e-07,9.33646352896389e-07,1.8558423136028068e-06
1827,8.839364724622101e-07,9.770309272738587e-07,1.9485315547740356e-06
1828,8.777892368527773e-07,8.768719936824709e-07,2.5453135350517186e-06
1829,7.00428504529782e-07,8.881810254490752e-07,2.995467644595351e-06
1830,1.031159399644821e-06,1.0781250865399272e-06,3.217676606936948e-06
1831,8.419251500413338e-07,1.1288032961687122e-06,2.7315791868431916e-06
1832,7.19794385872774e-07,8.956839931961724e-07,2.967122263441979e-06
1833,1.1143450642236985e-06,1.401619007523891e-06,3.082403591037064e-06
1834,1.1406796289747945e-06,1.426316289965257e-06,2.8572998793663373e-06
1835,1.0875720306557923e-06,1.4959788146029496e-06,3.3822128386873374e-06
1836,1.2225044585534306e-06,1.387162777088946e-06,2.883873879255816e-06
1837,1.1981488228229864e-06,8.140732576933374e-07,2.968236294975668e-06
1838,1.3987750477895133e-06,7.1769281717593e-07,2.3765290571020614e-06
1839,1.1927456498028732e-06,6.418174480771199e-07,2.137293993342837e-06
1840,1.9599531597691566e-06,3.4969591666822453e-07,2.5599779078788742e-06
1841,1.9768868995129196e-06,5.765652777434127e-07,2.5207074507704874e-06
1842,2.123165984357911e-06,6.594224539746563e-07,2.429062849529373e-06
1843,2.3580388557320475e-06,3.939909634098626e-07,2.682328396730327e-06
1844,2.3523973453620783e-06,3.5730534975186856e-07,1.8995910657793047e-06
1845,2.8565185772322366e-06,2.444139841628612e-07,2.232649208622206e-06
1846,2.3049171176126038e-06,3.9693519937600286e-07,1.933156383415735e-06
1847,1.927538100687798e-06,1.839089316391096e-07,2.1966599916822815e-06
1848,1.6927146049283692e-06,5.382253354113686e-07,2.580102517413252e-06
1849,1.9490518852194327e-06,2.1367508118430578e-07,1.8074397729606062e-06
1850,1.7922949666626664e-06,2.532295457768896e-07,1.8425335674976395e-06
1851,1.854858588501429e-06,1.5736631286955571e-07,1.7568271015733217e-06
1852,2.3828596198427476e-06,2.936255869556703e-07,2.04300917161504e-06
1853,2.708271196638634e-06,9.734249051263077e-08,2.57569417883019e-06
1854,4.285903770551158e-06,2.5198972686268917e-07,2.624330107892092e-06
1855,2.91350842474003e-06,1.4275661186502475e-07,2.847702397446028e-06
1856,3.7368951524285876e-06,1.90002852562543e-07,2.715435712730141e-06
1857,2.71704796261929e-06,1.9184330035670882e-07,3.0675402413748998e-06
1858,2.6836918749495453e-06,2.006407138210875e-07,3.8733445570926506e-06
1859,2.774725288645641e-06,1.5021911736745608e-07,3.0553040879510718e-06
1860,2.547202811342686e-06,6.087654647046747e-08,2.9600647692973325e-06
1861,2.7484637712404947e-06,1.1176834213699749e-07,2.7531797108792944e-06
1862,2.627660720122549e-06,1.3825038003290047e-07,2.3077873549937067e-06
1863,2.9268478414223864e-06,1.8130473833366523e-07,2.814468910372625e-06
1864,3.010130299685443e-06,2.536411125575455e-07,2.9027284043081636e-06
1865,2.9653118787109634e-06,1.299089058548475e-07,2.7092595829003585e-06
1866,2.957319537699732e-06,6.130672369764056e-08,2.9290989260744027e-06
1867,2.4817277619604283e-06,6.308654931785895e-08,2.7331034289090894e-06
1868,2.356319996010825e-06,8.84237492115858e-08,2.683833635330757e-06
1869,2.6043808531994728e-06,4.785848917165936e-08,3.0438975855417993e-06
1870,2.5499314659782613e-06,7.339582452914328e-08,2.5063526720714435e-06
1871,1.7408109727057308e-06,6.903765070731538e-08,2.6191823359056343e-06
1872,2.313107273721471e-06,1.0824737239900628e-07,3.2843098942691995e-06
1873,2.1723210466007004e-06,7.841666072039288e-08,2.294435507366188e-06
1874,1.6047799888951886e-06,4.1822265373081535e-08,2.7656465917402784e-06
1875,1.925293922511173e-06,1.4303818396399492e-07,3.0690272225797344e-06
1876,1.8011078140034442e-06,7.799359313942489e-08,2.645131448986149e-06
1877,1.933991967462134e-06,8.040260923714015e-08,2.842541341863125e-06
1878,1.7718686677881124e-06,8.092378989132953e-08,2.1474999343240597e-06
1879,1.7680387642826645e-06,7.51447007951711e-08,2.7174277761332633e-06
1880,1.6641475184542287e-06,2.3746030475280122e-08,2.526064253771665e-06
1881,1.6294750508905054e-06,2.5798277736299724e-08,2.4870934716147985e-06
1882,1.5926336303095923e-06,6.788492723508455e-08,2.5569988864049265e-06
1883,1.5760431395506203e-06,4.0443769444564737e-08,2.6004080169172994e-06
1884,1.7237030363048689e-06,2.970763635090634e-08,2.2274125406340772e-06
1885,1.5811144677968514e-06,2.3848852226393547e-08,2.5466706681243068e-06
1886,1.6585402420332684e-06,2.710454793941608e-08,2.2793634215645397e-06
1887,1.4892477153694017e-06,4.8966935950467416e-08,2.5684789903834826e-06
1888,1.5743746502039357e-06,2.028996703984376e-08,2.4347959879378323e-06
1889,1.3664263107671104e-06,2.130146414813794e-08,2.3018113459727374e-06
1890,1.516029541903663e-06,3.3427371648464543e-08,2.37924238888354e-06
1891,1.6031162957119705e-06,2.932141229816665e-08,2.2940817672179037e-06
1892,1.5564716164817582e-06,2.9462009276670642e-08,2.3017977710537707e-06
1893,1.5279031302384283e-06,4.9267332102864714e-08,2.2250358462372333e-06
1894,1.4386414690648053e-06,9.830401381805132e-08,2.3687486248036294e-06
1895,1.661137559949566e-06,6.680661979174829e-08,2.603050795357831e-06
1896,1.6641416209495219e-06,2.3588116737638387e-08,2.71145388808236e-06
1897,1.5947714686603831e-06,1.7363606197307035e-07,2.2811584550197495e-06
1898,1.6675172105351521e-06,8.317781641231647e-08,2.1914808847611766e-06
1899,1.6737507024799925e-06,2.8743407654019393e-08,2.5028874546251245e-06
1900,1.6678853853591136e-06,1.661137005726232e-08,2.4958582933720663e-06
1901,1.7671592971169048e-06,2.8502568527599692e-08,2.3271509377309485e-06
1902,1.4023770944504577e-06,2.455141911994474e-08,2.035312636650133e-06
1903,1.3392545881174556e-06,1.566063878577495e-08,2.1347070706667637e-06
1904,1.3173206028227469e-06,1.8811188162715098e-08,2.1202896114402847e-06
1905,1.4481090104823124e-06,1.7546580910465792e-08,2.012179898258637e-06
1906,1.546341877656232e-06,3.755254773807337e-08,2.6832066382098674e-06
1907,1.4430817998345447e-06,4.422845201190739e-08,2.1589656498122167e-06
1908,1.641386276673984e-06,4.2237946917822455e-08,2.446854132642784e-06
1909,1.8076231782515606e-06,2.9155212466491776e-08,2.730688247964963e-06
1910,1.7058529167002234e-06,3.847788443422928e-08,2.6293220400930295e-06
1911,1.6541042668904993e-06,4.362706818028528e-08,2.188801872193835e-06
1912,1.6279440799848999e-06,1.9274858487072777e-08,2.0410512746593668e-06
1913,1.7940014203077226e-06,2.7045247430468322e-08,2.4918749303992627e-06
1914,1.6273087339868653e-06,5.8931346302859566e-08,2.223988548877287e-06
1915,1.895524547990135e-06,5.890381027384706e-08,2.1393863676166802e-06
1916,2.1095926001635235e-06,2.4172416290824117e-08,2.1919986537000113e-06
1917,1.7601111608200881e-06,8.663475492554085e-08,1.8971913888776726e-06
1918,1.8573470015326166e-06,3.216185273657857e-08,2.0158589784102787e-06
1919,1.7890849193236136e-06,3.9593748335509105e-08,1.8489360016360479e-06
1920,1.648474835747038e-06,2.8017257402979112e-08,2.251224533011964e-06
1921,1.4660839013913574e-06,2.1960967766521122e-08,2.2407760056353254e-06
1922,1.7884116090272073e-06,1.8444838545406128e-08,2.222971918541816e-06
1923,1.595577003854487e-06,2.7601464669402276e-08,2.0637403537193677e-06
1924,1.6939595042231304e-06,3.0939899087201184e-08,2.466167771331129e-06
1925,1.6299299545607937e-06,5.059161645171173e-08,2.522981958463788e-06
1926,1.5671470237066387e-06,4.0126098888038086e-08,2.5023080354458216e-06
1927,1.6411659515824795e-06,3.9022287623424745e-08,4.311405248813571e-06
1928,1.4945262449828078e-06,3.08503116386305e-08,2.500017753703787e-06
1929,1.4259720373388518e-06,3.4535259985091216e-08,2.6770396814868036e-06
1930,1.1722021469040556e-06,2.9410089696924047e-08,2.1353825871983645e-06
1931,1.0983358862404202e-06,6.044838851693157e-08,1.7336142192903026e-06
1932,1.1781501569885222e-06,1.753525868952721e-08,2.0691605122635792e-06
1933,1.0667716026091512e-06,4.817678012081217e-08,1.7790997333122505e-06
1934,1.1622132234379023e-06,1.1981580172459871e-08,1.7361309971875016e-06
1935,1.2195681264870473e-06,3.949533677882755e-08,1.8526904028703939e-06
1936,1.105773968390622e-06,2.909931406946953e-08,1.4840650877090411e-06
1937,1.1231277170509202e-06,2.5182236185194995e-08,1.4958248684138198e-06
1938,1.0125832403673485e-06,1.9447821797413667e-08,1.5052613377974922e-06
1939,1.0644659269587464e-06,2.2941075705773528e-08,1.5829341748485604e-06
1940,1.0523499156533944e-06,1.2678914584896006e-08,1.534148708515204e-06
1941,9.651413535038955e-07,2.6563523380929155e-08,1.4934602745597658e-06
1942,9.89153051023095e-07,1.2136846860855144e-08,1.7052270351314291e-06
1943,1.1467778833207376e-06,2.6129117536299873e-08,1.4458111259330053e-06
1944,1.574461208520006e-06,2.2492303131116387e-08,1.9054193884926462e-06
1945,1.23739031465675e-06,2.3963544482086263e-08,1.7558743152790157e-06
1946,1.2361940946448158e-06,4.1763311031672856e-08,1.7109037386831005e-06
1947,1.3494426127635961e-06,3.4570526663557644e-08,1.8525033382843503e-06
1948,1.1926461311873027e-06,3.261566461354448e-08,1.8406106647717024e-06
1949,9.365426194563042e-07,2.945102517415421e-08,1.4715695542122376e-06
1950,1.1635085144234836e-06,3.4033156071089365e-08,1.6506081337297474e-06
1951,9.488647378930182e-07,2.4521223718210194e-08,1.6674432430363595e-06
1952,1.0903327165578958e-06,1.7926166329118587e-08,2.491737262744209e-06
1953,7.951084626256488e-07,2.3702420470783636e-08,1.493252462125838e-06
1954,9.752991019240653e-07,5.86352189024808e-08,1.5538332220899065e-06
1955,8.888170910381632e-07,1.3139850540966336e-08,1.6556212898422018e-06
1956,8.65137224081991e-07,4.534993558458211e-08,1.372707693292341e-06
1957,7.624637703429471e-07,2.8272120311534366e-08,1.4083050068336433e-06
1958,7.461563633626156e-07,2.1507832959066775e-08,1.550218424739569e-06
1959,7.556979042533385e-07,6.045583145208866e-08,1.5524747567496888e-06
1960,8.284237296152241e-07,1.3841666701708277e-08,1.8063375382126878e-06
1961,9.324429655066524e-07,2.987708563884084e-08,1.7988784435374328e-06
1962,8.409434144596162e-07,4.4393693277022805e-08,1.6742765112098823e-06
1963,7.086794369115523e-07,1.8751554531348802e-08,1.3591644361099497e-06
1964,9.612670126557532e-07,5.1713731519242856e-08,1.750966085012351e-06
1965,9.483051357506156e-07,6.78533365605638e-08,1.416712002821896e-06
1966,7.727009574409749e-07,3.932743153356455e-08,2.765659935732856e-06
1967,7.346200163738104e-07,9.712761350755272e-08,1.5698187851853618e-06
1968,9.786795374111534e-07,7.994720241377706e-08,2.0718900870519974e-06
1969,6.653675335144271e-07,6.267625696221302e-08,1.7399474714352436e-06
1970,7.086635136488439e-07,6.024329723963717e-08,1.5493104754682463e-06
1971,6.387028257393013e-07,2.589752332582407e-07,1.5271317010956409e-06
1972,5.843237218527975e-07,1.2979271524216074e-07,1.4251548350330268e-06
1973,5.860535381430054e-07,4.79648734064142e-08,1.37003108591216e-06
1974,4.2079276951767497e-07,2.5315073592935278e-08,1.099799284531855e-06
1975,5.026102591898507e-07,2.9128548906243168e-08,9.4525000271517e-07
1976,4.479404971391432e-07,3.370980761197018e-08,1.0455754129168326e-06
1977,3.2851211706486083e-07,2.174409208244299e-08,1.0313752234480944e-06
1978,5.227720123457402e-07,4.6930670460909596e-08,1.224949912170814e-06
1979,4.64646674913638e-07,4.623058846853212e-08,1.3693617759713561e-06
1980,4.4457878445314236e-07,2.728872394719417e-08,1.5008797724647138e-06
1981,4.744162076519842e-07,5.0604397783260424e-08,1.1955288812259823e-06
1982,4.77977678770003e-07,1.924325732094445e-08,1.219774169669563e-06
1983,4.206000419060274e-07,1.9577480081522936e-08,1.274430786679659e-06
1984,5.039338475398836e-07,2.7255340484533264e-08,1.2085133604955445e-06
1985,4.1447195897603706e-07,1.6843562544721635e-08,1.3113917098905858e-06
1986,5.2032134689739e-07,2.3378493807513223e-08,1.2912121238883856e-06
1987,4.528115304935909e-07,2.0776776965547583e-08,1.103613524122693e-06
1988,4.239563615726638e-07,2.878345822798778e-08,1.0793797109442949e-06
1989,4.291711519499586e-07,2.140367716396696e-08,1.1536032715753208e-06
1990,4.1573207809619817e-07,2.6153523902117115e-08,1.1583832115746873e-06
1991,4.777094098074031e-07,6.154538595426473e-08,1.0749927028541606e-06
