year,ayez_VERB écrit_VERB,ayez_VERB décrit_VERB
1800,2.2009151834367913e-08,0.0
1801,3.809892135109294e-08,0.0
1802,1.3427040812530322e-08,0.0
1803,1.950339223455444e-09,0.0
1804,9.887403784603066e-09,0.0
1805,8.528632911009026e-09,0.0
1806,1.729001475325731e-08,0.0
1807,2.8469550272802735e-08,0.0
1808,1.3596443970698147e-08,0.0
1809,1.3554183553310395e-08,0.0
1810,3.2761775514700275e-08,0.0
1811,2.5070767684098882e-09,0.0
1812,1.600324850414836e-08,0.0
1813,1.7254450312975678e-08,0.0
1814,2.2026739543434815e-08,0.0
1815,5.394447111228828e-09,0.0
1816,0.0,0.0
1817,2.490997452753163e-08,0.0
1818,9.536941902865692e-09,0.0
1819,3.8298885840504227e-08,0.0
1820,2.1359666035891678e-08,0.0
1821,2.9584464655840748e-08,0.0
1822,1.2030739071633434e-08,0.0
1823,3.656594316225892e-08,0.0
1824,2.3579115548955087e-08,0.0
1825,1.4088708866211164e-08,0.0
1826,2.4662355713189754e-08,0.0
1827,1.935627302884768e-08,0.0
1828,2.2013523448549677e-08,0.0
1829,7.715858174606183e-09,0.0
1830,1.6698937344017395e-08,0.0
1831,3.4300654760954785e-08,0.0
1832,2.1647950987357945e-08,0.0
1833,1.3900354645102198e-08,0.0
1834,5.600718555598405e-09,4.667265685043276e-09
1835,4.5378527602224494e-09,0.0
1836,2.016225053580456e-08,0.0
1837,6.262101948095733e-09,0.0
1838,5.049729523420865e-09,0.0
1839,2.3771015378315496e-08,2.7965900706306e-09
1840,5.095750932326837e-09,6.369688665408546e-10
1841,3.852329122366882e-09,0.0
1842,1.609983613093391e-08,0.0
1843,1.1223130869097986e-08,0.0
1844,1.756339607084101e-08,0.0
1845,2.2320911785556063e-09,0.0
1846,5.269050973311096e-09,0.0
1847,5.3932236454556914e-09,0.0
1848,8.045221711050488e-10,2.413566457803995e-09
1849,1.1731181359664333e-08,0.0
1850,8.82569484161877e-09,0.0
1851,1.6768540334055615e-08,0.0
1852,1.3021090872200602e-08,0.0
1853,1.6124216628554677e-08,5.971931837933653e-10
1854,1.3508727469968562e-08,0.0
1855,1.1675261646360013e-08,0.0
1856,1.5531567143511893e-08,1.0354378465748937e-09
1857,1.0739319655783675e-08,0.0
1858,1.3702292633865909e-08,0.0
1859,2.953460587207246e-08,0.0
1860,1.0069804545764782e-08,1.8308735638683515e-09
1861,1.8863854478468056e-08,0.0
1862,3.6143891435358455e-08,0.0
1863,2.5472566278494924e-08,0.0
1864,1.3904711160250827e-08,0.0
1865,2.7770381549885315e-08,4.706844358715045e-10
1866,7.298419202328432e-09,0.0
1867,8.73506067478047e-09,0.0
1868,2.865126980111654e-08,0.0
1869,1.953407746668745e-08,0.0
1870,1.204150201772336e-08,0.0
1871,7.434824311758348e-09,0.0
1872,1.269941218851045e-08,1.2094678591978436e-09
1873,2.8732820567256567e-08,0.0
1874,2.9873046258899194e-09,1.1949218281515073e-09
1875,8.010138330405425e-09,0.0
1876,1.5719638923883394e-08,0.0
1877,1.608052180301911e-08,0.0
1878,3.0195443923020093e-09,0.0
1879,4.887460214320072e-09,0.0
1880,7.701415505323439e-09,0.0
1881,1.8825771164188154e-08,0.0
1882,2.728707926280549e-08,0.0
1883,1.1374810426900694e-08,0.0
1884,9.902545450302114e-09,0.0
1885,1.0313017106966527e-08,6.445635691854079e-10
1886,1.097088819790315e-08,0.0
1887,5.876032105334161e-09,0.0
1888,1.268122939990235e-08,0.0
1889,5.012109394186837e-09,0.0
1890,1.3108772956016423e-09,0.0
1891,1.0198752065093686e-08,0.0
1892,1.0656471260972467e-08,0.0
1893,6.15841644346915e-09,0.0
1894,1.1342770278588432e-08,0.0
1895,4.213029924926559e-09,0.0
1896,4.1279202278587945e-09,0.0
1897,5.826713334045053e-09,5.826713556089658e-10
1898,2.26334195829736e-09,5.6583548957434e-10
1899,1.2160672469008205e-08,0.0
1900,4.15284251431558e-09,0.0
1901,1.2295225282343836e-08,0.0
1902,1.6203935970793282e-08,0.0
1903,1.83607493653426e-08,0.0
1904,8.061937784020756e-09,0.0
1905,9.805441791854719e-09,0.0
1906,1.594697174311932e-08,0.0
1907,1.4399961223432456e-08,0.0
1908,1.5225305460830896e-08,0.0
1909,1.0451868703853506e-08,0.0
1910,4.275320542035388e-09,0.0
1911,4.25629931299909e-09,0.0
1912,1.1460726589973547e-08,0.0
1913,1.590896969716482e-09,0.0
1914,1.1384464038144415e-08,0.0
1915,3.534228465440492e-09,0.0
1916,1.648119329900055e-08,0.0
1917,4.386569774084137e-09,0.0
1918,5.743188147278033e-09,0.0
1919,3.6831393490643904e-09,0.0
1920,8.329454459499175e-09,0.0
1921,1.5902768879527684e-08,0.0
1922,9.591316185719734e-09,0.0
1923,5.307974060286824e-09,0.0
1924,3.867487219366694e-09,0.0
1925,6.598906754362588e-09,0.0
1926,1.4489979882625903e-08,0.0
1927,1.3379070296082318e-08,0.0
1928,2.2852082448565625e-09,0.0
1929,5.570202965543558e-09,0.0
1930,1.8906487042613662e-08,0.0
1931,7.983749661377715e-09,1.1405356659111021e-09
1932,9.863582839386709e-09,0.0
1933,1.0323596200123575e-08,0.0
1934,4.7926320689839486e-09,0.0
1935,9.574627313213568e-09,0.0
1936,1.2124714565686645e-09,0.0
1937,1.2591118148108649e-09,0.0
1938,3.8895642262559704e-09,0.0
1939,7.647025235257843e-09,0.0
1940,0.0,0.0
1941,1.4757512545315876e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,3.2131861615880553e-09,0.0
1945,8.714016175304096e-09,0.0
1946,2.7842208538686464e-09,0.0
1947,1.549713246618012e-08,0.0
1948,2.174377566888097e-09,0.0
1949,4.908504269707237e-09,0.0
1950,1.701657836861159e-08,0.0
1951,7.462981344019681e-09,0.0
1952,9.490323193972472e-09,0.0
1953,1.939288907237824e-08,0.0
1954,6.840775057526116e-09,0.0
1955,1.1262729415761896e-08,0.0
1956,6.976913269340912e-09,0.0
1957,1.9437083054185678e-08,0.0
1958,1.4062814024384807e-08,0.0
1959,7.750747599288843e-09,3.100299128533379e-09
1960,6.2287499602575735e-09,0.0
1961,6.94815938118154e-09,0.0
1962,7.610347907416326e-09,0.0
1963,5.819448034571906e-09,0.0
1964,2.068549243006146e-08,0.0
1965,1.3680108601477059e-08,0.0
1966,1.163205709531212e-08,0.0
1967,1.0846738618397467e-08,0.0
1968,6.287982134978165e-09,0.0
1969,5.904285060864822e-09,0.0
1970,5.518470125309705e-09,4.5987250119061684e-10
1971,1.0276794526475896e-08,5.138397485282553e-10
1972,1.4364410994005539e-08,0.0
1973,8.821126051827832e-09,0.0
1974,2.812785782069227e-09,0.0
1975,1.3707552426467373e-08,0.0
1976,6.8562320265641574e-09,0.0
1977,7.052138428775834e-09,0.0
1978,8.910887139279566e-09,0.0
1979,1.7555919384903973e-08,0.0
1980,8.527726080842513e-09,1.1370301367108482e-09
1981,3.795329828193417e-09,1.2651099057237047e-09
1982,7.449002747961231e-09,6.207502289967692e-10
1983,8.841442245000053e-09,6.315316047889041e-10
1984,3.479405208395292e-09,1.1598016991243298e-09
1985,6.617113967877231e-09,0.0
1986,1.2588419195935785e-08,0.0
1987,9.777306964053878e-09,6.110816852533674e-10
1988,4.197587610832443e-09,0.0
1989,1.2073869015694072e-08,0.0
1990,1.0897301727652575e-08,0.0
1991,1.3481369798284959e-08,0.0
1992,5.509944056569793e-09,0.0
1993,8.308811416668505e-09,0.0
1994,7.384897138251745e-09,0.0
1995,5.4224509327127635e-09,0.0
1996,8.007138063703678e-09,0.0
1997,7.671831170341648e-09,0.0
1998,7.629006759657386e-09,0.0
1999,1.1425503210205079e-08,0.0
2000,3.97622823555821e-09,0.0
2001,7.0099388516098315e-09,0.0
2002,9.200564754507923e-09,0.0
2003,5.000307723435071e-09,0.0
2004,4.845270407116686e-09,0.0
2005,9.007498746882447e-09,0.0
2006,1.0294725072412803e-08,0.0
2007,1.3980677948666198e-08,1.1983438685803094e-09
2008,7.663391698997657e-09,0.0
2009,3.337734755248789e-09,0.0
2010,7.558068837454357e-09,1.4171379625338432e-09
2011,1.3001504761689375e-08,7.64794394481072e-10
2012,1.4297861561374248e-08,0.0
2013,1.338780020176955e-08,5.578250084070646e-10
2014,1.017759210242275e-08,6.496335691608124e-10
2015,1.0861219479352258e-08,2.2165753954528356e-10
2016,1.0770968117412849e-08,6.214020409345267e-10
2017,9.559323110863716e-09,2.515611330355938e-10
2018,1.058401366549333e-08,5.162933414126769e-10
2019,8.928457084778074e-09,7.65296326310505e-10
