year,bonnes_ADJ âmes_NOUN,bonnes_ADJ ames_NOUN,bonnes_ADJ dames_NOUN
1848,2.0756671403887594e-07,4.907585399172021e-08,7.482056119112457e-08
1849,2.002680190571482e-07,3.770736700658972e-08,5.4466197774161174e-08
1850,2.0231207997767342e-07,5.906426636670403e-08,6.313766665044795e-08
1851,3.2569664654147346e-07,8.255281302993467e-08,5.159550831024262e-08
1852,3.007872066973505e-07,5.14333098333708e-08,7.031388737921418e-08
1853,3.3263660270677065e-07,1.5527023000672102e-08,6.151089881889504e-08
1854,4.307205756504118e-07,2.0782658260998232e-08,1.6937865937594054e-07
1855,3.5291131439407764e-07,5.306937111981824e-08,9.817833301895007e-08
1856,3.732753555141244e-07,2.7956821302410617e-08,9.888431673488185e-08
1857,3.5098051398563257e-07,4.344543069745299e-08,1.606016484800854e-07
1858,4.330903209393e-07,5.970284799872161e-08,8.514996463482305e-08
1859,3.350650104039232e-07,2.1896345847594034e-08,8.045634247721978e-08
1860,4.40782798705186e-07,1.5562425625947895e-08,8.284703109651126e-08
1861,4.550904861844174e-07,5.98927405448535e-08,7.215424668860493e-08
1862,3.795108511894796e-07,2.4848925139764333e-08,8.94561307251962e-08
1863,4.689948980285408e-07,2.547256561236111e-08,9.489779329019399e-08
1864,4.157029138696089e-07,2.685047606476587e-08,8.103090309852234e-08
1865,4.0855408656170766e-07,2.8711751476340197e-08,1.195538441578492e-07
1866,3.503241430280468e-07,1.55699617643279e-08,8.612134561047924e-08
1867,3.4115265634682146e-07,1.067618526917613e-08,5.871901720411188e-08
1868,3.9716587707516737e-07,2.7169307803553977e-08,1.0176140574635895e-07
1869,4.2144770873164816e-07,6.836926913500463e-09,6.543915587187144e-08
1870,3.1651950394007144e-07,1.204150246181257e-08,1.1238735497798302e-07
1871,2.74026376700931e-07,2.3366590662377007e-08,8.815576979515072e-08
1872,3.2837053254297643e-07,1.1489944773401817e-08,5.2007119721864115e-08
1873,2.94511409038023e-07,1.2570609442263958e-08,8.91914642142666e-08
1874,2.8080663128093875e-07,5.377148226681783e-09,9.738613182541656e-08
1875,2.969472632230463e-07,2.9179788085809122e-08,6.86583252473838e-08
1876,3.6941150938218925e-07,2.1161052021767546e-08,7.980739669122272e-08
1877,3.271767639034806e-07,1.2988113473610952e-08,6.988842260469141e-08
1878,2.7115507350572443e-07,2.8383717598501335e-08,6.944951991272319e-08
1879,4.0810292034620943e-07,8.553055375060126e-09,8.980707832950685e-08
1880,3.26026594166251e-07,1.2835692730917003e-08,8.728270950442152e-08
1881,3.6466215647124045e-07,1.2550513517339823e-08,1.0528486482641597e-07
1882,3.986575620729127e-07,1.7304001120876933e-08,1.1447262271424563e-07
1883,2.8563411547111173e-07,3.1596694705093853e-09,8.783881000340443e-08
1884,2.9773653409392864e-07,3.9610181801208455e-09,6.007544151032107e-08
1885,2.81029713278258e-07,1.289127143921931e-08,7.992587952587726e-08
1886,2.9750469821010483e-07,1.548831346509516e-08,6.517998496491373e-08
1887,3.421156407057424e-07,6.528924734183761e-09,1.0250411808243598e-07
1888,3.975565334712883e-07,7.608737861986015e-09,7.418519398783019e-08
1889,3.051121666430845e-07,1.7542383046187382e-08,6.077182707064921e-08
1890,3.0805617257101403e-07,1.2453334363726754e-08,7.930807477407598e-08
1891,2.970386674405745e-07,4.461953806433883e-09,7.394095291601843e-08
1892,2.664117744188843e-07,1.1283322720601063e-08,7.459529882680727e-08
1893,2.9929904599157453e-07,4.1261390970603884e-08,7.020594955386983e-08
1894,2.898707975873549e-07,1.1342770944722247e-08,6.679631558981214e-08
1895,3.581075702641101e-07,7.824199066419624e-09,7.041779248595503e-08
1896,3.090043207976123e-07,1.2383760461531779e-08,8.078929819577141e-08
1897,3.105638199940586e-07,1.1070755534525745e-08,7.516460720502494e-08
1898,3.428962997986673e-07,2.4330926717830437e-08,7.808529600694669e-08
1899,2.7914271072404517e-07,7.185851913504848e-09,1.1497363239243441e-07
1900,2.507278793473233e-07,7.78657960331941e-09,5.969711214248719e-08
1901,2.3025604889426177e-07,8.383108651699445e-09,6.482937242591191e-08
1902,2.3569361928821309e-07,1.0311595854961553e-08,6.776191679991328e-08
1903,2.700110144360224e-07,9.720396487722383e-09,4.104167294904926e-08
1904,2.504575320472213e-07,2.956043854140944e-08,1.0211787593306099e-07
1905,2.384270771926822e-07,2.5803795211665204e-09,8.102391824138522e-08
1906,2.839589967607026e-07,1.1317205839134203e-08,8.539346207925291e-08
1907,3.0959915875428123e-07,8.742833790265081e-09,7.662836720712107e-08
1908,3.2267826099996455e-07,1.5716444812241548e-08,7.023286530127848e-08
1909,2.656975084391888e-07,1.0451868703853506e-08,5.335954145202493e-08
1910,2.923250406183797e-07,1.5498037075900584e-08,1.0260769445213924e-07
1911,2.596342483229819e-07,2.181353364605343e-08,7.6081352884394e-08
1912,2.6932707442028914e-07,1.354449502555255e-08,5.5740806526038966e-08
1913,2.7310397854307666e-07,2.6514948014977335e-09,4.0833020742425674e-08
1914,2.337163493848493e-07,4.687720545071272e-09,8.705767085004368e-08
1915,3.0865595590512385e-07,1.0602685840410686e-08,1.343006909015898e-07
1916,3.8785739775448747e-07,5.493731025651982e-09,4.175235646108888e-08
1917,2.2261841081672173e-07,1.0966424213165737e-08,6.689519072011763e-08
1918,3.101321510712296e-07,2.756730221875614e-08,4.9391417178412667e-08
1919,2.430871859360195e-07,6.445493971884986e-09,8.56329885889906e-08
1920,2.3776807722697413e-07,7.572231730534895e-09,7.647954092249165e-08
1921,2.415706319425226e-07,3.0290989716519334e-09,7.421292474996122e-08
1922,2.670812762062269e-07,1.9182631483261048e-08,4.426761213149888e-08
1923,2.95123356863769e-07,9.554353308516284e-09,7.112684929921897e-08
1924,2.707241151256312e-07,0.0,7.863891116066668e-08
1925,2.2986192504959035e-07,2.1996355847875293e-09,5.389107249342828e-08
1926,2.2515199304962152e-07,5.573069228326233e-09,5.350146514704335e-08
1927,2.530873928208166e-07,3.344767462998277e-09,5.0171511944974156e-08
1928,2.2623561335421982e-07,1.0283436879809926e-08,7.312666172598625e-08
1929,2.406327723747381e-07,1.1140406375176326e-08,6.57283962812727e-08
1930,2.4893540739867603e-07,7.352522479742163e-09,1.2709360730500663e-07
1931,2.395125022758293e-07,2.8513391647777553e-08,1.1633463881111084e-07
1932,2.6302888045393047e-07,3.287861094491973e-09,5.041386907933543e-08
1933,1.6403046743107552e-07,6.882397318719313e-09,5.964744387298992e-08
1934,2.4202790882554837e-07,2.3963160344919743e-09,4.912448048344231e-08
1935,1.8909888410689746e-07,1.196828414151696e-09,3.8298508364675854e-08
1936,1.5519634644078906e-07,2.424942913137329e-09,7.153581638164042e-08
1937,2.0649433452035737e-07,5.036447148221157e-09,5.6660032776711944e-08
1938,2.0355386709525192e-07,6.482607339819424e-09,6.741911562357927e-08
1939,2.477636087405699e-07,3.211750509990452e-08,4.894096239382861e-08
1940,2.408993680091953e-07,7.607348750937604e-09,2.7893612530860423e-08
1941,1.9184767552360427e-07,5.9030051957620344e-09,2.066051774107791e-08
1942,3.0948959306442703e-07,9.102635090130207e-09,6.068423430427572e-08
1943,2.3806528304248786e-07,2.9032352077962287e-09,5.806470482205839e-08
1944,2.1849666609341512e-07,0.0,8.354284020128944e-08
1945,2.1349339363041508e-07,0.0,4.357008043243127e-08
1946,2.5893254473885463e-07,1.3921104269343232e-09,4.315542323496402e-08
1947,2.6106707196049683e-07,8.344609447874518e-09,7.152522663034233e-08
1948,1.9895554714821628e-07,4.348755133776194e-09,5.870819363984481e-08
1949,1.5805383668521245e-07,6.871905600114303e-09,3.82863328818317e-08
1950,2.5631220523791853e-07,2.1270722960764488e-09,4.3604981847522595e-08
1951,2.281539934756438e-07,1.0661401761424827e-09,4.371174555650725e-08
1952,2.066781519260985e-07,1.0544803918932644e-09,4.323369473535621e-08
1953,1.885419749214634e-07,1.0773827385790469e-09,3.124409886368085e-08
1954,2.0522325883121084e-07,4.886268056836229e-09,2.247683372758047e-08
1955,1.8865071638174413e-07,1.8771215692936494e-09,5.068228414728537e-08
1956,2.3459871556497092e-07,1.744228317335228e-08,3.5756680949461384e-08
1957,2.129244052184731e-07,9.718541527092839e-09,3.0922631122365374e-08
1958,2.0266996614282107e-07,3.3088974338291166e-09,4.301566591813355e-08
1959,1.991942184531581e-07,1.240119618106661e-08,4.107896356408958e-08
1960,2.0070416439921246e-07,2.0762500052562416e-09,5.2598333022402244e-08
1961,2.2928925602627714e-07,1.0422239238305764e-08,4.5163037032391884e-08
1962,2.4226272898886236e-07,3.805173898197012e-09,4.693047817028173e-08
1963,2.508828629288473e-07,5.1728425987107585e-09,4.7848794926252936e-08
1964,2.610022420412861e-07,5.5364111239963876e-08,5.2930525074046386e-08
1965,2.1614570755446039e-07,3.611548510251694e-08,4.8153982856735666e-08
1966,2.5368962042193743e-07,8.308612242657887e-09,5.151339466102911e-08
1967,2.3764216905419744e-07,5.1768524467199484e-08,4.6838187328646086e-08
1968,2.780186321160727e-07,6.737123581235238e-09,7.410835922705417e-08
1969,1.8984547978107003e-07,1.2262745846536305e-08,3.7242415540372775e-08
1970,2.0740249340178707e-07,1.7475154490131928e-08,4.5987249619461323e-08
1971,2.194095714003197e-07,4.00794997190701e-08,7.450676053899485e-08
1972,2.2367440521975368e-07,4.360624766830412e-08,5.078845494166373e-08
1973,2.0895042496249516e-07,7.718485461882807e-09,4.8516193562608834e-08
1974,1.9464478384634276e-07,8.438357679274588e-09,4.1629230285167296e-08
1975,1.8962114722853585e-07,9.138367840222372e-09,4.226495287085186e-08
1976,2.0168749870208558e-07,6.28487961673585e-09,5.085038851104784e-08
1977,1.8629398823577503e-07,1.6454989204550685e-08,3.34976569815737e-08
1978,2.2039593261524715e-07,1.5445537626668226e-08,4.514849327730275e-08
1979,1.7614439684621175e-07,5.266776015311336e-09,4.506019468664135e-08
1980,2.131931466919923e-07,3.979605422976817e-09,4.320714414030036e-08
1981,2.422685554392956e-07,6.958104314946922e-09,3.542307669412992e-08
1982,2.222285786501743e-07,9.311253101884631e-09,6.14542703392118e-08
1983,1.8693334880026669e-07,2.5261264191556165e-09,6.315316181115804e-08
1984,2.29060830747585e-07,1.0438215514163574e-08,5.103127559413778e-08
1985,1.979118593453677e-07,1.2031115881327992e-08,5.353846588285194e-08
1986,2.2539265387422347e-07,7.792831269171074e-09,5.5149267208509656e-08
1987,2.4504376483491797e-07,4.277571907795874e-09,4.5831125561335284e-08
1988,2.0688111135314102e-07,5.396898483667201e-09,4.137622128252971e-08
1989,2.337940117058679e-07,3.841685414229801e-09,4.225854055572853e-08
1990,1.9560657449346763e-07,1.0897302060719483e-08,3.5961096434000694e-08
1991,2.2918328568266588e-07,5.275318681885466e-09,3.63410859183233e-08
1992,2.336216340381725e-07,3.8569610283367695e-09,3.361065920026718e-08
1993,2.481564820300264e-07,1.1078415185217239e-08,3.101956203011014e-08
1994,2.4528409880986146e-07,1.0022360497075056e-08,3.217705185631914e-08
1995,2.3099640600321436e-07,6.506940930517402e-09,6.018920362116376e-08
1996,2.508903378384275e-07,5.871901187504136e-09,5.0178065480466216e-08
1997,2.349498231524194e-07,3.835915696193126e-09,4.315405011112716e-08
1998,2.3649920422030846e-07,1.6688452730839742e-08,4.100591177724766e-08
1999,2.294241028266697e-07,1.8280804092718483e-08,9.368912556872999e-08
2000,2.1869256272566417e-07,6.627047355323157e-09,4.683113452585985e-08
2001,2.2212743999716622e-07,7.0099388516098315e-09,5.257454205320755e-08
2002,2.0679365775322367e-07,2.628732898024566e-09,3.986911456532738e-08
2003,2.2418045375616202e-07,6.667076668520622e-09,4.5419458416517955e-08
2004,2.453468823659932e-07,2.642874807889939e-09,4.360743324771654e-08
2005,2.346453555901462e-07,9.007498746882447e-09,3.242699686545336e-08
2006,2.6930999297292146e-07,1.400082560998328e-08,3.953174315673991e-08
2007,2.716246001455147e-07,7.190062878414949e-09,4.3939273580706484e-08
2008,2.7588208695306093e-07,9.792111205220166e-09,5.108927578212352e-08
2009,2.851379008461663e-07,4.291373478793048e-09,3.6715080753424445e-08
2010,2.8295519882703957e-07,3.77903447423833e-09,7.841496318938823e-08
2011,2.711196032123553e-07,3.059177577924288e-09,5.8889169957110354e-08
2012,3.15914661541683e-07,2.7234021704458655e-09,4.221273419702243e-08
2013,2.7668119173540617e-07,2.789125042035323e-10,8.67417888628097e-08
2014,3.525344709487399e-07,1.2992671383216248e-09,5.803392949532693e-08
2015,3.0544407536581275e-07,1.3299452372717013e-09,7.048710110035827e-08
2016,3.4736373777377594e-07,3.1070100381391796e-09,7.80895210716892e-08
2017,2.671579295565607e-07,7.54683426862357e-10,4.4777883845270594e-08
2018,2.6718180379248224e-07,2.323319980845895e-09,4.5691961991778385e-08
2019,2.8392494755280495e-07,1.275493877184175e-09,4.260149427670612e-08
