year,nos_DET années_NOUN,nos_DET damnés_NOUN
1989,2.01962896184682e-07,0.0
1990,1.4275465076707405e-07,5.44865097484859e-10
1991,1.6998249030564239e-07,5.861465202094962e-10
1992,1.3554462796605549e-07,5.509944167592096e-10
1993,1.5620565196883263e-07,5.539207426075166e-10
1994,1.6457770968258956e-07,0.0
1995,1.5020189003678297e-07,0.0
1996,1.8576560734118175e-07,1.067618438099771e-09
1997,1.6350590215097327e-07,2.3974471297094624e-09
1998,1.7785121642077684e-07,4.768129224785866e-10
1999,1.7275360519874994e-07,0.0
2000,1.5639832184888292e-07,4.4180314962005696e-10
2001,1.5728549840332562e-07,0.0
2002,1.730582468439934e-07,0.0
2003,1.5250937934752073e-07,0.0
2004,1.8412027102954198e-07,4.404791253964646e-10
2005,1.490741148302277e-07,0.0
2006,1.5442087075712152e-07,0.0
2007,1.7256151174649403e-07,3.994479469415779e-10
2008,2.2010963363072733e-07,1.2772318758180745e-09
2009,1.7308538247107208e-07,4.76819250749827e-10
2010,1.9084123437096423e-07,4.723793023408973e-10
2011,1.9234578729765417e-07,3.82397197240536e-10
2012,2.178721807410966e-07,6.808505426114664e-10
2013,2.100211116129458e-07,5.578250084070646e-10
2014,2.4902620054945146e-07,0.0
2015,2.1700272512248375e-07,2.2165753954528356e-10
2016,2.247403898536504e-07,2.0713400439298368e-10
2017,2.772203551160146e-07,2.515611330355938e-10
2018,2.997082884093061e-07,0.0
2019,2.8366984849981236e-07,5.1019755087367e-10
