year,nos_DET années_NOUN,nos_DET damnés_NOUN
1800,3.552905782910898e-07,0.0
1801,1.5953922805067577e-07,0.0
1802,1.4098392853156838e-07,0.0
1803,1.1897068930011301e-07,0.0
1804,2.1505103475760734e-07,0.0
1805,1.5920115670198243e-07,0.0
1806,1.7866348400730203e-07,0.0
1807,1.7366425675291453e-07,0.0
1808,9.517510735079782e-08,0.0
1809,1.4909601020463015e-07,0.0
1810,2.8549547126388575e-07,0.0
1811,1.2284675454665717e-07,0.0
1812,2.5071756581951377e-07,0.0
1813,7.189354001013726e-08,0.0
1814,1.6048052664530132e-07,0.0
1815,3.344557091278233e-07,0.0
1816,1.228330006597389e-07,0.0
1817,2.2418977341231994e-07,0.0
1818,1.7047283984439332e-07,3.5763532135746345e-09
1819,2.463550026199357e-07,8.280840013696888e-09
1820,2.480094645207487e-07,0.0
1821,2.919000523515791e-07,2.9584463767662328e-09
1822,2.095353721642823e-07,4.010246357211145e-09
1823,1.6009952086282198e-07,0.0
1824,1.178955759684186e-07,1.431589158329416e-08
1825,1.417676314119376e-07,8.805443041381977e-10
1826,2.0082204432725348e-07,1.7615968683770689e-09
1827,1.4655463997925722e-07,8.295545583791863e-09
1828,1.6143250025635325e-07,0.0
1829,1.3288422318069593e-07,0.0
1830,1.9308146770313783e-07,1.0436835840010872e-09
1831,2.1359953050748004e-07,1.5591206103948707e-09
1832,2.0700853142763265e-07,1.8941957335982806e-08
1833,2.420978368888882e-07,0.0
1834,1.9322478461702985e-07,0.0
1835,1.8680827196249083e-07,2.2689263801112247e-09
1836,1.727232787906985e-07,2.016224964762614e-09
1837,1.5376939010991464e-07,0.0
1838,1.7800297147374522e-07,6.312161904276081e-10
1839,1.2934229332017821e-07,6.9914751765765e-10
1840,1.3567436818462397e-07,6.369688665408546e-10
1841,1.373997324805032e-07,0.0
1842,2.2070192384759935e-07,0.0
1843,1.577145303244265e-07,5.906911071384968e-10
1844,1.8002481150247718e-07,3.841992946007622e-09
1845,1.6015253700985e-07,0.0
1846,1.3114082353382628e-07,0.0
1847,1.946953709364152e-07,7.550513103637968e-09
1848,1.078059739256787e-07,0.0
1849,1.7848153932575883e-07,0.0
1850,1.5139460973756513e-07,0.0
1851,1.2124944892555334e-07,6.449438760824933e-10
1852,1.6927418311496467e-07,0.0
1853,1.791579515852959e-07,5.971931837933653e-10
1854,2.1042441122887112e-07,0.0
1855,1.9051903521472013e-07,1.5920811335945473e-09
1856,2.034635340208979e-07,4.659470143053568e-09
1857,2.1381009673859808e-07,0.0
1858,1.7568297216996598e-07,0.0
1859,1.0184346521668886e-07,0.0
1860,1.579128454665124e-07,4.577183909670879e-10
1861,1.5185403379192053e-07,4.715963730639317e-10
1862,1.8885182218042473e-07,0.0
1863,1.313585258344574e-07,3.496234635136375e-09
1864,2.0089910579557113e-07,0.0
1865,1.4685354887689073e-07,1.882737743486018e-09
1866,1.8002767854241597e-07,0.0
1867,1.2520253100944956e-07,1.94112459439566e-09
1868,1.580759669828069e-07,9.87974813071446e-10
1869,1.1476270111998588e-07,4.883519366671862e-09
1870,1.261490769621787e-07,5.734048791339319e-10
1871,1.7100095828226358e-07,2.1242354542039266e-09
1872,1.2820358685772248e-07,1.2094678591978436e-09
1873,9.398026978857388e-08,5.986004469882289e-10
1874,9.619120433512762e-08,5.974609140757536e-10
1875,1.5619768589658634e-07,0.0
1876,1.2817550931742971e-07,3.02300739996042e-09
1877,1.5276495268778945e-07,6.184815992682502e-10
1878,1.1353486373266719e-07,1.8117265465633636e-09
1879,1.2951769834401716e-07,9.163987790827832e-09
1880,1.0910338898995064e-07,0.0
1881,9.064260053648354e-08,0.0
1882,1.1181047332442517e-07,1.3310770263785798e-09
1883,9.542201545587048e-08,0.0
1884,9.90254571675564e-08,0.0
1885,8.057044476039721e-08,6.445635691854079e-10
1886,1.058368072626159e-07,0.0
1887,8.944626650464471e-08,0.0
1888,1.1096075835936858e-07,1.9021844099853524e-09
1889,1.1715805836587379e-07,0.0
1890,7.799719892176427e-08,0.0
1891,6.947899944265146e-08,0.0
1892,1.2474339339263452e-07,0.0
1893,1.003821883394096e-07,0.0
1894,7.372800814309244e-08,0.0
1895,9.750155816057315e-08,2.4074457982692365e-09
1896,9.37627633312843e-08,0.0
1897,1.0604618772003249e-07,1.1653427112179315e-09
1898,9.78895382530709e-08,2.26334195829736e-09
1899,6.522542150833033e-08,6.080336234504102e-09
1900,1.121267449999408e-07,5.191053142894475e-10
1901,6.874148561486493e-08,0.0
1902,8.052865707597334e-08,4.910283846193408e-10
1903,9.666394218399432e-08,0.0
1904,6.933266671893534e-08,1.0749250378694342e-09
1905,6.708986755032953e-08,2.0643036169332163e-09
1906,7.973486049195344e-08,2.0576738091193647e-09
1907,1.0697113950186576e-07,0.0
1908,9.478980911303836e-08,4.911389073214423e-10
1909,1.0726917637482458e-07,0.0
1910,1.0047003318192083e-07,5.344150677544235e-10
1911,1.1225989204888265e-07,1.0640748282497725e-09
1912,1.0054183086083412e-07,0.0
1913,1.0818099349663157e-07,0.0
1914,1.2522910530776699e-07,0.0
1915,1.2958838180310295e-07,0.0
1916,1.5162697408754866e-07,0.0
1917,1.897191368449569e-07,0.0
1918,1.5506607198290112e-07,0.0
1919,1.786322521013517e-07,0.0
1920,1.0146790296872155e-07,0.0
1921,1.4388219415906178e-07,3.0290989716519334e-09
1922,9.517536775360824e-08,0.0
1923,9.766672226518835e-08,0.0
1924,9.539802148239573e-08,0.0
1925,9.788378596553571e-08,0.0
1926,1.0254447602164873e-07,0.0
1927,8.584903232744523e-08,0.0
1928,8.226749392825639e-08,0.0
1929,1.0471982081483588e-07,0.0
1930,1.0503603764533409e-07,0.0
1931,8.668070705653008e-08,0.0
1932,1.0740346234605624e-07,0.0
1933,8.144170404733586e-08,0.0
1934,9.824895919052778e-08,0.0
1935,9.933675926276919e-08,1.196828414151696e-09
1936,8.002311480126423e-08,0.0
1937,8.687871733137342e-08,0.0
1938,9.594259020584417e-08,0.0
1939,7.799965828780842e-08,0.0
1940,9.382396548573979e-08,0.0
1941,9.739958573007357e-08,0.0
1942,1.0316319776215721e-07,0.0
1943,1.0741970180028204e-07,2.9032352077962287e-09
1944,1.5423293220351297e-07,0.0
1945,2.0260086985857129e-07,0.0
1946,1.364268236159205e-07,0.0
1947,1.1801662314070427e-07,0.0
1948,1.0545730955158206e-07,1.0871887834440486e-09
1949,1.452917248734309e-07,1.9634016634739737e-09
1950,1.3294202183544712e-07,0.0
1951,1.353997975961363e-07,1.0661401761424827e-09
1952,1.0544804096568328e-07,0.0
1953,1.2820854466966125e-07,0.0
1954,1.2117945402678743e-07,0.0
1955,1.229514658973585e-07,0.0
1956,1.2296809615008897e-07,0.0
1957,1.2457403197885242e-07,0.0
1958,1.0836638608680005e-07,0.0
1959,9.920957433351418e-08,0.0
1960,1.3357208827891043e-07,6.920833350854139e-10
1961,1.2576168639810703e-07,0.0
1962,1.1035003844028779e-07,0.0
1963,1.3320069225386533e-07,1.2932106496776896e-09
1964,1.3871447945845716e-07,0.0
1965,1.2695140672036587e-07,2.188817349590977e-09
1966,1.0690414553593541e-07,5.539074754423723e-10
1967,1.0846737952263652e-07,4.930335584241163e-10
1968,1.1003969024869775e-07,1.3474247273492779e-09
1969,1.0854800958082222e-07,9.083515606356229e-10
1970,1.0347131573773538e-07,3.219107425067591e-09
1971,9.968490832790167e-08,1.541519245584766e-09
1972,1.0260293659136721e-07,1.0260293725750103e-09
1973,8.600597811714294e-08,0.0
1974,1.0351051749069029e-07,5.625571675160757e-10
1975,9.538171852341293e-08,1.7134440533084216e-09
1976,7.884666941571083e-08,5.713526873840635e-10
1977,9.167779380092611e-08,1.1753563677885381e-09
1978,1.0871282229985013e-07,5.940591352171509e-10
1979,1.0826150598219897e-07,5.851973350345929e-10
1980,1.0005865425100069e-07,0.0
1981,1.1006456035467238e-07,0.0
1982,1.210462943213031e-07,6.207502289967692e-10
1983,1.5914596573907147e-07,0.0
1984,1.2931789594716747e-07,5.799008495621649e-10
1985,1.503889537346481e-07,0.0
1986,1.5705551703604215e-07,1.1988970927134801e-09
1987,1.6193664098551608e-07,0.0
1988,1.7270074970099358e-07,0.0
