year,divers_DET essais_NOUN,divers_DET décès_NOUN
1855,2.1970719643604752e-07,0.0
1856,2.4591649605554267e-07,0.0
1857,1.918433127912067e-07,0.0
1858,1.5317206081277845e-07,0.0
1859,1.619311191802808e-07,0.0
1860,1.7759473003309267e-07,0.0
1861,2.2683785338983853e-07,0.0
1862,1.4954535210165432e-07,4.517986262886353e-10
1863,1.7281388409173815e-07,0.0
1864,1.7596651780138473e-07,4.794727948009836e-10
1865,2.160441496812382e-07,0.0
1866,2.1116760606787466e-07,0.0
1867,1.9750942392704474e-07,0.0
1868,1.990769256110525e-07,0.0
1869,1.3527347775266207e-07,0.0
1870,2.500045326314648e-07,0.0
1871,1.6250401380091262e-07,0.0
1872,1.6872076535889846e-07,0.0
1873,2.1250315995757774e-07,0.0
1874,2.168783197475932e-07,0.0
1875,2.1913448833288385e-07,0.0
1876,2.1100591851563877e-07,0.0
1877,2.047174092467685e-07,0.0
1878,1.9083519831042395e-07,0.0
1879,1.930546815742673e-07,0.0
1880,2.2654997522408848e-07,6.417846254436199e-10
1881,2.0220272745063994e-07,0.0
1882,2.1829662699701657e-07,1.9966155395678697e-09
1883,2.135936583158582e-07,0.0
1884,1.8946869673186484e-07,0.0
1885,2.2495268581224082e-07,0.0
1886,2.026387733167212e-07,5.162771099520569e-09
1887,1.9652063443231782e-07,3.9173548849191775e-09
1888,2.2762806750620257e-07,0.0
1889,2.1050859189131188e-07,6.265136742733546e-10
1890,2.3792422609858477e-07,0.0
1891,2.1927317384040634e-07,0.0
1892,2.093683093562504e-07,1.8805537127519756e-09
1893,2.4017824173938607e-07,0.0
1894,2.1047141274266323e-07,5.671385139294216e-09
1895,2.4555947675253265e-07,0.0
1896,2.689045182080463e-07,5.89702897624278e-10
1897,2.6628081428725636e-07,0.0
1898,2.8687859554565875e-07,0.0
1899,2.647710033443218e-07,0.0
1900,2.7097297206069015e-07,0.0
1901,2.6043523959629056e-07,3.353243460679778e-09
1902,2.744848686120349e-07,2.9461704187383475e-09
1903,2.4354993399811065e-07,0.0
1904,2.2573426505800853e-07,0.0
1905,2.4565213152527576e-07,5.160759042333041e-10
1906,3.2922781301181203e-07,0.0
1907,2.396565079720858e-07,0.0
1908,2.4311375668162327e-07,0.0
1909,2.629470117199162e-07,0.0
1910,2.3514262892376792e-07,1.068830135508847e-09
1911,2.9847298677054823e-07,5.3203743632934675e-09
1912,2.7818309078497805e-07,2.6047106693738442e-09
1913,3.0651279914195584e-07,5.30298971401777e-10
1914,2.2902862895080034e-07,0.0
1915,2.1794410187681024e-07,2.3561523843085297e-09
1916,1.6041694905766235e-07,4.394984820521586e-09
1917,2.3358483502988747e-07,1.0966424435210342e-09
1918,2.389166224858741e-07,0.0
1919,2.0717658699709318e-07,0.0
1920,1.8324800343805236e-07,0.0
1921,2.0825055813133986e-07,0.0
1922,2.3830731521456983e-07,0.0
1923,2.038261968095867e-07,0.0
1924,2.333383974928438e-07,0.0
1925,2.3316137287565653e-07,0.0
1926,2.1957892215596075e-07,0.0
1927,2.341337186351211e-07,0.0
1928,2.97077065170015e-07,1.1426041224282812e-09
1929,2.6291358778962604e-07,0.0
1930,2.58388649143626e-07,3.1510811737689437e-09
1931,2.85133911148705e-07,0.0
1932,3.0577108489637794e-07,0.0
1933,3.383845310622746e-07,0.0
1934,2.875579241390369e-07,0.0
1935,3.0997856725889505e-07,1.196828414151696e-09
1936,4.0132806589099346e-07,0.0
1937,4.0039755333509675e-07,1.2591118148108649e-09
1938,3.2931646032352546e-07,1.2965214457594243e-09
1939,3.6246898815761597e-07,0.0
1940,4.260115247234353e-07,2.5357829169792012e-09
1941,3.099077687807039e-07,0.0
1942,5.127817814809532e-07,0.0
1943,3.7451733447824154e-07,0.0
1944,3.341713679105851e-07,0.0
1945,2.3092143308645063e-07,0.0
1946,2.63108866249695e-07,0.0
1947,2.479541194588819e-07,1.1920870957027319e-09
1948,3.033256632534176e-07,1.0871887834440486e-09
1949,2.7193113538714897e-07,0.0
1950,3.488398618856081e-07,1.0635361480382244e-09
1951,2.739980331512015e-07,2.1322803522849654e-09
1952,3.6379574197553666e-07,1.0544803918932644e-09
1953,3.242922090862521e-07,0.0
1954,3.420387741925879e-07,0.0
1955,2.909538352469099e-07,0.0
1956,3.915792490261083e-07,1.744228317335228e-09
1957,3.569355158106191e-07,0.0
1958,3.7721430601322936e-07,0.0
1959,2.999539390202699e-07,0.0
1960,3.2112667724959465e-07,0.0
1961,2.7375747890800994e-07,0.0
1962,2.511414791683819e-07,0.0
1963,2.618751580030221e-07,0.0
1964,2.445755313829068e-07,6.083968329129164e-10
1965,2.2544818278902312e-07,0.0
1966,2.0439186343423899e-07,0.0
1967,2.277815021045626e-07,0.0
1968,2.1558795637588446e-07,0.0
1969,2.230003097736244e-07,0.0
1970,1.954458141995019e-07,0.0
1971,2.0245286691533693e-07,0.0
1972,1.959716122712507e-07,0.0
1973,1.7201195490201826e-07,0.0
1974,1.8283108005334725e-07,5.625571675160757e-10
1975,1.9247688953782927e-07,0.0
1976,1.7597662171908723e-07,0.0
1977,1.627868577713798e-07,5.876781838942691e-10
1978,1.3366330620101508e-07,1.7821774056514528e-09
1979,1.4337334519609612e-07,0.0
1980,1.4042322504792537e-07,0.0
1981,1.461201968311343e-07,0.0
1982,1.3966879919280473e-07,0.0
1983,1.3577929713903814e-07,6.315316047889041e-10
1984,1.7107074867794836e-07,0.0
1985,1.4016250382553608e-07,6.015558051686298e-10
1986,1.2108860403259314e-07,0.0
1987,1.0632821556555427e-07,0.0
1988,9.654451638141381e-08,0.0
1989,1.339101789454844e-07,0.0
1990,1.23684380071154e-07,0.0
1991,1.0902325264794399e-07,1.7584396161396398e-09
1992,9.642402254428362e-08,2.2039776670368383e-09
1993,9.527436883871587e-08,0.0
1994,9.494868002946077e-08,0.0
1995,7.48298232267075e-08,0.0
1996,7.366567000843816e-08,0.0
1997,6.233362803698128e-08,0.0
1998,7.056831474727687e-08,0.0
1999,6.489685633326303e-08,0.0
2000,6.494506221699226e-08,1.7672125984802278e-09
2001,7.27281133094948e-08,8.762423564512289e-10
2002,6.046085632149811e-08,1.752488598683044e-09
2003,7.667137857936268e-08,0.0
2004,5.6821807037366057e-08,4.404791253964646e-10
2005,6.755624504251045e-08,9.007499190971657e-10
2006,6.506266103656344e-08,0.0
2007,5.8718848006122926e-08,0.0
2008,5.832692284712948e-08,0.0
2009,5.960240834212982e-08,0.0
2010,4.818269028206146e-08,0.0
2011,4.129889652482177e-08,0.0
2012,3.60850802572088e-08,0.0
2013,3.765318656867578e-08,5.578250084070646e-10
2014,2.9883143515263555e-08,4.330890368553497e-10
2015,3.2140342665076815e-08,0.0
2016,3.396997660942702e-08,0.0
2017,3.2199825472645216e-08,0.0
2018,2.8137987717613555e-08,0.0
2019,3.0356754665561425e-08,2.55098775436835e-10
