year,leurs_DET essais_NOUN,leurs_DET décès_NOUN
1927,3.367066039317024e-07,1.0034302388994831e-08
1928,4.6161207478689903e-07,2.0566874425753667e-08
1929,3.631772464984806e-07,1.893869061575515e-08
1930,4.401009832122327e-07,2.7309368988426286e-08
1931,4.2313874359933834e-07,1.3686427990933225e-08
1932,3.5837685175010847e-07,1.6439305028370654e-08
1933,3.4985519725694303e-07,6.882397318719313e-09
1934,3.91797680521222e-07,5.990790086229936e-09
1935,3.7939459929248187e-07,9.574627313213568e-09
1936,3.976906519653767e-07,1.6974599503782883e-08
1937,3.726970891904102e-07,1.1332006444320086e-08
1938,3.5524686303745057e-07,1.4261736125398272e-08
1939,4.007041116693699e-07,4.588215141154706e-09
1940,3.372591255157431e-07,1.7750480196809804e-08
1941,3.1581076953557385e-07,1.4757512989405086e-08
1942,3.03421179737029e-07,2.4273694165799498e-08
1943,4.5871117215767754e-07,2.3225881884414434e-08
1944,2.4420214650433536e-07,1.2852744646352221e-08
1945,3.594531614581342e-07,3.703456741277478e-08
1946,3.633408276471073e-07,1.1136883415474585e-08
1947,2.777562961853164e-07,5.960435700558264e-09
1948,3.185463128829724e-07,1.522064252412747e-08
1949,3.2003446293060733e-07,2.945102384188658e-09
1950,3.4033157803037284e-07,5.317680518146517e-09
1951,2.505429446131302e-07,1.8124383771578323e-08
1952,3.648502122644004e-07,1.4762725264461096e-08
1953,3.0058977351643534e-07,8.619061908632375e-09
1954,3.0294862085611385e-07,1.3681550781186047e-08
1955,2.862610344323002e-07,5.631364707880948e-09
1956,3.270428123869351e-07,6.976913269340912e-09
1957,2.836047121590468e-07,9.718541527092839e-09
1958,3.3254419662398504e-07,2.3989505493204888e-08
1959,3.735860367726218e-07,1.3176271629333769e-08
1960,2.5122624869311494e-07,7.612916519406099e-09
1961,2.8973825560996147e-07,1.2506686519753174e-08
1962,2.6763055327450047e-07,1.0147130080628841e-08
1963,2.903258025099831e-07,9.69907976156037e-09
1964,2.555266567227932e-07,1.0951143103454797e-08
1965,2.2927861564880914e-07,1.0396882466068291e-08
1966,1.9940668671836193e-07,7.754704434148607e-09
1967,1.9129702444331542e-07,7.395503320850594e-09
1968,2.2052852255427524e-07,1.6169096284102125e-08
1969,2.0937503109053068e-07,3.315483354526805e-08
1970,1.724521929702405e-07,1.977451802304131e-08
1971,1.7573318711328056e-07,1.3873672877195986e-08
1972,2.1341410239017478e-07,7.182205497002769e-09
1973,1.5822894994244052e-07,1.3783009511492139e-08
1974,1.6539181135755143e-07,1.6314157136321228e-08
1975,1.5420996390957953e-07,1.9990180177842376e-08
1976,1.474089890152186e-07,1.7711933197883667e-08
1977,1.486825800256497e-07,1.5867311020656416e-08
1978,1.5089101967902252e-07,2.851483871246785e-08
1979,1.4337334741654217e-07,1.287434159280565e-08
1980,1.364436217343723e-07,1.1370301200575028e-08
1981,1.5118062712815572e-07,1.3916208629893845e-08
1982,1.2477079458506068e-07,1.738100685599875e-08
1983,1.2441172625443642e-07,1.073603728141137e-08
1984,1.2003947880145915e-07,1.4497521683143333e-08
1985,1.3595160908153048e-07,1.5038894574104233e-08
1986,1.402709650655254e-07,1.3787316177626963e-08
1987,1.3138256638178802e-07,1.3443797020062931e-08
1988,1.2832624829428596e-07,1.7390005824236e-08
1989,1.383006780208973e-07,2.1952487827547884e-08
1990,1.1932545418424922e-07,1.1987032311200352e-08
1991,1.0609252054649687e-07,1.4653663449326615e-08
1992,1.0248495896370002e-07,1.1019888612739948e-08
1993,1.2795568604673235e-07,2.326467135604915e-08
1994,1.1393841203855004e-07,1.846224323420742e-08
1995,1.2254738557260225e-07,1.7351842629409475e-08
1996,1.1530278820615081e-07,2.1886177981045307e-08
1997,1.193928724774196e-07,1.6782131240233866e-08
1998,1.249249859114343e-07,1.6211639697338853e-08
1999,1.133409854858769e-07,2.1022925456026798e-08
2000,1.2061226151161009e-07,1.9439339027371716e-08
2001,1.1829272095198462e-07,1.9715452381774412e-08
2002,1.0471119571420218e-07,1.9715496235583885e-08
2003,1.0000615158212156e-07,2.0417922463877858e-08
2004,1.1584601233849412e-07,2.2904913743460042e-08
2005,1.0628849400617923e-07,1.84653734525142e-08
2006,9.100536590977981e-08,1.7295137044737174e-08
2007,9.506860787489302e-08,2.5964117300603107e-08
2008,1.2005979677098821e-07,1.4901038625225738e-08
2009,1.1014524936570069e-07,1.5258215579905254e-08
2010,8.030448439555471e-08,2.3146585093059002e-08
2011,6.347793646277466e-08,1.8355065883879362e-08
2012,8.306376308997443e-08,1.770211388585352e-08
2013,6.805464947134965e-08,2.3986476138659896e-08
2014,8.120419314749938e-08,2.3819896721732903e-08
2015,9.353948171586524e-08,2.2165754787195624e-08
2016,8.388926842073374e-08,2.3820410310904094e-08
2017,6.565745924724808e-08,2.2892063356039216e-08
2018,6.866701207641768e-08,2.9686866742650864e-08
2019,7.04072635748787e-08,2.3469087451211124e-08
