year,autres_ADJ oies_NOUN,autres_ADJ doigts_NOUN
1875,5.149374260327022e-09,3.5931191177951405e-07
1876,1.209202959984168e-09,3.42809045150716e-07
1877,5.566334504436554e-09,3.704704738538567e-07
1878,3.0195443923020093e-09,3.061817892557883e-07
1879,7.331190321480108e-09,3.2929261806202703e-07
1880,2.5671385017744797e-09,2.573556230345275e-07
1881,2.7890030285249168e-09,2.8029481313751603e-07
1882,6.655385131892899e-10,2.5490123789495556e-07
1883,2.5277355764075082e-09,3.507232975152874e-07
1884,1.9805090900604227e-09,5.697264668924618e-07
1885,1.2891271383708158e-09,4.0607505980005953e-07
1886,5.808117542471791e-09,3.439696172335971e-07
1887,3.9173548849191775e-09,3.1142971579356526e-07
1888,3.804368819970705e-09,2.7962110493717773e-07
1889,1.2530273485467092e-09,3.777877566335519e-07
1890,2.6217545912032847e-09,3.2706387287362304e-07
1891,2.549687905251119e-09,3.269974797603936e-07
1892,9.402768341715273e-09,3.4226076195409405e-07
1893,1.539604183031784e-08,3.725841963841958e-07
1894,1.8904617871129403e-09,2.8104864213673864e-07
1895,4.213030146971164e-09,3.5269081877231656e-07
1896,1.5332275227208925e-08,3.9981856048143527e-07
1897,1.1653427112179315e-09,3.2629594670652295e-07
1898,5.6583546736987955e-09,3.2931626492427313e-07
1899,5.527578395003729e-10,3.23363337884075e-07
1900,1.1939421895590385e-08,2.6682013753998035e-07
1901,1.676621730339889e-09,3.213524735201645e-07
1902,9.820567692386817e-10,3.4912119417640497e-07
1903,1.6200660812870638e-09,2.802714220706548e-07
1904,4.837162670412454e-09,3.8751048236917995e-07
1905,5.160759042333041e-10,3.055169486287923e-07
1906,0.0,3.0299247555376496e-07
1907,1.028568674676933e-09,3.4405621818223153e-07
1908,1.4734167219643268e-09,3.2218713386100717e-07
1909,2.7504918342913243e-09,3.4656196135074424e-07
1910,2.137660271017694e-09,3.350782549205178e-07
1911,4.788336838146279e-09,2.7027499527321197e-07
1912,5.2094213387476884e-09,2.938113539130427e-07
1913,6.3635876568213234e-09,2.3280124139546388e-07
1914,7.366418253162976e-09,3.2546174111303117e-07
1915,1.1780761921542648e-09,5.089289061288582e-07
1916,3.2962386153911893e-09,4.087335980784701e-07
1917,0.0,3.3337929039589653e-07
1918,0.0,2.572948289980559e-07
1919,1.8415696745321952e-09,2.992550776070857e-07
1920,0.0,2.3625362643997505e-07
1921,0.0,3.9832650600146735e-07
1922,0.0,3.327448894197005e-07
1923,1.0615948120573648e-09,2.0594939087459352e-07
1924,0.0,1.9724186017811007e-07
1925,2.1996355847875293e-09,2.3866044784881524e-07
1926,3.343841648018042e-09,2.5301733330707066e-07
1927,5.574612549352764e-09,1.9734127931769763e-07
1928,4.5704163786908225e-09,1.6796280988273793e-07
1929,1.1140406375176326e-09,1.793605406419374e-07
1930,3.1510811737689437e-09,2.363310755981729e-07
1931,3.4216069977333063e-09,2.0871802064448275e-07
1932,1.0959536611565568e-09,1.512416076820955e-07
1933,5.735331098932761e-09,1.651775392019772e-07
1934,0.0,1.0543790551764687e-07
1935,3.590485242455088e-09,2.082481387333246e-07
1936,3.6374143697059935e-09,1.8550812797002436e-07
1937,0.0,2.1404900962807005e-07
1938,1.2965214457594243e-09,1.8540256974119984e-07
1939,3.058810094103137e-09,2.1105789471675962e-07
1940,0.0,1.0650288118085882e-07
1941,3.836953510472085e-08,1.9775067983118788e-07
1942,0.0,1.69915864489667e-07
1943,0.0,2.3225881307098462e-07
1944,0.0,1.767252371109862e-07
1945,0.0,1.1110370934375169e-07
1946,4.1763312808029696e-09,1.8236646326386108e-07
1947,1.1920870957027319e-09,1.5020297894352552e-07
1948,2.174377566888097e-09,2.772331413325446e-07
1949,0.0,1.3743812132815947e-07
1950,2.1270722960764488e-09,1.8611882524055545e-07
1951,6.396841056854896e-09,1.9936821615829103e-07
1952,0.0,2.2144088518416538e-07
1953,2.1547654771580937e-09,1.4113713575625297e-07
1954,5.86352189024808e-09,1.3877001947548706e-07
1955,1.8771215692936494e-09,1.830193525620416e-07
1956,8.72114158667614e-10,1.482594029766915e-07
1957,3.5340151360863103e-09,1.687492243718225e-07
1958,4.963346011965797e-09,1.621359757564278e-07
1959,5.425523585955716e-09,1.8601794238293223e-07
1960,3.460416619915918e-09,1.377245837375085e-07
1961,2.08444772553662e-09,1.625869288091053e-07
1962,6.341956404476434e-10,1.2176556651866122e-07
1963,3.879631726988464e-09,1.6617757125914068e-07
1964,6.083968218106861e-09,1.2898013324047497e-07
1965,0.0,1.5814205767128442e-07
1966,5.539074754423723e-10,1.706034993276262e-07
1967,4.930335584241163e-10,1.2720265374355222e-07
1968,1.796566312384229e-09,1.3878475613182673e-07
1969,9.99186730576973e-09,1.4942382620120043e-07
1970,6.898087545614828e-09,1.1450825354586414e-07
1971,1.0276794970565106e-09,1.5261041141911846e-07
1972,8.721249833421041e-09,1.657037387303717e-07
1973,3.859242647674677e-09,1.356248162664997e-07
1974,3.375343005096454e-09,1.6370412936339562e-07
1975,2.2845920710778955e-09,1.1537189692489846e-07
1976,4.570821499072508e-09,1.296970566500022e-07
1977,6.464460078348111e-09,1.1988635151283233e-07
1978,3.5643548113029055e-09,1.4435636330745183e-07
1979,4.0963813452421505e-09,1.0709111109008518e-07
1980,5.116635559687666e-09,1.1711410508041808e-07
1981,6.325549528618524e-10,1.46120200383848e-07
1982,8.069752865935698e-09,1.1421803947087028e-07
1983,5.683784221055532e-09,1.0988649989940313e-07
1984,2.319603453759811e-09,1.8324867312458082e-07
1985,1.8046674155058895e-09,8.060847989099784e-08
1986,4.795588481876223e-09,1.4926268931958475e-07
1987,5.499735000746853e-09,1.0877253941998788e-07
1988,1.7989661427186832e-09,1.0254107252194444e-07
1989,2.7440609784434855e-09,9.27492678215458e-08
1990,8.717841448735442e-09,9.535138900673701e-08
1991,7.033758298025106e-09,1.2953837824625225e-07
1992,3.305966445044106e-09,9.091407804362461e-08
1993,3.3235245111562506e-09,9.582829108012447e-08
1994,6.8574046441227665e-09,1.1182844161794492e-07
1995,7.591431261388948e-09,1.0899125868490955e-07
1996,2.135236876199542e-09,6.725996115619637e-08
1997,5.753873377756236e-09,9.302095094199103e-08
1998,5.244942036242151e-09,1.1538872968230862e-07
1999,9.140402212892695e-09,1.2339543786765717e-07
2000,4.4180314962005696e-09,1.2061225618253957e-07
2001,1.7524847129024579e-09,9.901538788881226e-08
2002,4.81934359086722e-09,1.423896947017056e-07
2003,3.333538334260311e-09,1.1917399689309605e-07
2004,5.726228602398464e-09,1.3742948112849263e-07
2005,6.3052495447024626e-09,1.4276886872721661e-07
2006,5.353256948836815e-09,1.8571682858237182e-07
2007,2.7961355453243186e-09,1.5778194040194649e-07
2008,5.108927725316903e-09,1.4603017461922718e-07
2009,2.860915504498962e-09,1.3875440174615505e-07
2010,6.140930985942816e-09,2.0784689525044087e-07
2011,1.7207874236646603e-08,3.0362338065970107e-07
2012,1.0553183549255607e-08,2.839146873157006e-07
2013,1.0319762933086452e-08,2.3679672267462593e-07
2014,7.57905826986871e-09,2.633181281908037e-07
2015,7.314698624583116e-09,2.1279123529893695e-07
2016,1.2428039930512114e-08,2.60367443161158e-07
2017,5.7859059765519305e-09,2.324424883681786e-07
2018,4.904786798931582e-09,2.2691092738114094e-07
2019,6.377469219387422e-09,2.3826225969969528e-07
