year,devrions_VERB écrire_VERB,devrions_VERB décrire_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,2.842877711017877e-09,0.0
1806,0.0,0.0
1807,5.693910232196231e-09,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,5.3344164641089264e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,2.3176038865813098e-09
1817,1.556873407970727e-09,3.113746815941454e-09
1818,0.0,1.5497530370112145e-08
1819,0.0,0.0
1820,7.119888678630559e-09,0.0
1821,5.9168927535324656e-09,0.0
1822,0.0,2.0051231786055723e-09
1823,0.0,0.0
1824,0.0,1.6842225392110777e-09
1825,2.641632912414593e-09,0.0
1826,1.0569580766173203e-08,0.0
1827,0.0,0.0
1828,0.0,9.172301251858528e-10
1829,0.0,0.0
1830,0.0,0.0
1831,0.0,0.0
1832,2.705993873419743e-09,2.705993873419743e-09
1833,5.791814139399776e-09,2.3167257001688313e-09
1834,9.334530925997342e-10,9.334530925997342e-10
1835,2.2689263801112247e-09,5.294161553592858e-09
1836,6.720750067579218e-10,0.0
1837,6.957890930081589e-10,6.957890930081589e-10
1838,3.1560809521380406e-09,2.5248647617104325e-09
1839,1.3982950353153e-09,0.0
1840,6.369688665408546e-10,7.0066574764382494e-09
1841,7.0626033910059505e-09,6.420548537278137e-10
1842,6.708265054555795e-10,3.3541325272778977e-09
1843,5.906911071384968e-10,0.0
1844,1.097712254427563e-09,0.0
1845,5.580227946389016e-10,0.0
1846,2.3418005312692003e-09,0.0
1847,0.0,2.1572894581822766e-09
1848,6.43617736884039e-09,1.6090443422100975e-09
1849,0.0,0.0
1850,1.3577992064028876e-09,4.752297222410107e-09
1851,0.0,6.449438760824933e-10
1852,1.1718981340891332e-08,3.906327261660181e-09
1853,1.1943863675867306e-09,0.0
1854,0.0,2.5978321716024766e-09
1855,0.0,0.0
1856,1.3978411317339123e-08,0.0
1857,3.4170564155999728e-09,0.0
1858,2.936205500958522e-09,0.0
1859,3.055304009791371e-09,1.018434669930457e-09
1860,5.950338888283113e-09,1.8308735638683515e-09
1861,2.8295783494058924e-09,0.0
1862,6.325180823552046e-09,3.162590411776023e-09
1863,1.4983863039219614e-09,0.0
1864,4.315255264231155e-09,2.3973640850272204e-09
1865,6.589582213223366e-09,0.0
1866,1.0217787504984699e-08,1.4596839292835284e-09
1867,6.308654931785895e-09,4.85281148598915e-10
1868,2.9639244392143382e-09,9.87974813071446e-10
1869,4.395167341186834e-09,0.0
1870,8.601073631098188e-09,5.734048791339319e-10
1871,0.0,0.0
1872,1.8142017887967654e-09,0.0
1873,1.7958012854535355e-09,9.577607151811662e-09
1874,4.779687312606029e-09,9.559374625212058e-09
1875,6.293679799540541e-09,5.721527140956084e-10
1876,6.04601479992084e-10,0.0
1877,6.80329748092845e-09,1.2369631985365004e-09
1878,1.2078177347163432e-09,1.2078177347163432e-09
1879,6.109325489944695e-09,0.0
1880,6.417846254436199e-09,7.059631101924424e-09
1881,8.367009307619355e-09,0.0
1882,7.320923423037584e-09,0.0
1883,2.5277355764075082e-09,6.319338941018771e-10
1884,6.601696966868076e-10,7.922036360241691e-09
1885,3.2228177904158883e-09,3.2228177904158883e-09
1886,3.872078213618124e-09,0.0
1887,2.6115698492645834e-09,1.3057849246322917e-09
1888,2.53624587998047e-09,3.1703073499755874e-09
1889,1.8795409673089125e-08,6.265136742733546e-10
1890,3.2771931834929546e-09,0.0
1891,6.374220040683554e-10,1.9122659011827636e-09
1892,1.8805537127519756e-09,1.2537024751679837e-09
1893,1.2316833108982905e-09,4.310891643655168e-09
1894,6.301539290376468e-10,0.0
1895,1.8055843487019274e-09,6.018614495673091e-10
1896,8.845543852942228e-09,1.179405795248556e-09
1897,9.905413378419325e-09,0.0
1898,1.6975064687230201e-09,1.13167097914868e-09
1899,2.2110313580014918e-09,0.0
1900,4.671947717582725e-09,5.191053142894475e-10
1901,1.1177477832191585e-09,1.676621730339889e-09
1902,2.455141867585553e-09,0.0
1903,0.0,5.400220270956879e-10
1904,5.374625189347171e-10,4.299700151477737e-09
1905,1.0321518084666081e-09,0.0
1906,2.0576738091193647e-09,0.0
1907,1.028568674676933e-09,5.142843373384665e-10
1908,1.080505640516094e-08,4.911389073214423e-10
1909,6.0510818578052294e-09,5.500983557560346e-10
1910,6.947395991829808e-09,0.0
1911,1.4365010514438836e-08,5.320374141248863e-10
1912,5.730363294986773e-09,2.6047106693738442e-09
1913,3.71209285532359e-09,3.181793939432964e-09
1914,4.68772043404897e-09,1.3393487430235496e-09
1915,1.0602685840410686e-08,0.0
1916,1.0987462051303964e-09,0.0
1917,1.7546279096336548e-08,0.0
1918,1.1486376294556067e-09,0.0
1919,2.762354567309444e-09,9.207848372660976e-10
1920,3.028892692213958e-09,4.543339038320937e-09
1921,1.5145494858259667e-09,0.0
1922,5.164555005876537e-09,0.0
1923,1.1677542488541803e-08,0.0
1924,1.1602462102189293e-08,0.0
1925,2.1996355847875293e-09,0.0
1926,0.0,0.0
1927,4.4596899506643695e-09,0.0
1928,3.4278122562625413e-09,0.0
1929,6.684243825105796e-09,0.0
1930,7.352522590764465e-09,0.0
1931,9.124285327288817e-09,2.2810713318222042e-09
1932,8.767629289252454e-09,3.287861094491973e-09
1933,1.1470662641954732e-08,2.2941324395731044e-09
1934,3.5944740517379614e-09,0.0
1935,4.787313656606784e-09,1.196828414151696e-09
1936,4.849885826274658e-09,1.2124714565686645e-09
1937,8.813782592653752e-09,2.5182236296217297e-09
1938,2.5930428915188486e-09,0.0
1939,1.3764645423464117e-08,0.0
1940,2.5357829169792012e-09,0.0
1941,0.0,0.0
1942,6.068423541449874e-09,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,0.0,0.0
1945,4.357008087652048e-09,0.0
1946,9.744772988540262e-09,0.0
1947,2.3841741914054637e-09,0.0
1948,1.522064252412747e-08,0.0
1949,1.9634016634739737e-09,9.817008317369869e-10
1950,1.2762433776458693e-08,0.0
1951,3.1984206394497505e-09,0.0
1952,1.370824520563474e-08,3.1634410646574906e-09
1953,6.464296653518886e-09,1.0773827385790469e-09
1954,7.818028890937967e-09,4.886268278880834e-09
1955,4.6928039232341234e-09,2.815682353940474e-09
1956,4.360570571293465e-09,3.488456634670456e-09
1957,6.184526224473075e-09,3.534015080575159e-09
1958,4.1361216673863055e-09,0.0
1959,1.3951345856355601e-08,0.0
1960,5.536666680683311e-09,0.0
1961,8.33779090214648e-09,0.0
1962,2.5367825617905737e-09,6.341956404476434e-10
1963,8.405868889838075e-09,0.0
1964,4.867174663303331e-09,0.0
1965,9.302473458205895e-09,0.0
1966,2.215629901769489e-09,0.0
1967,3.451234853457663e-09,1.4791006197611978e-09
1968,4.042274071025531e-09,0.0
1969,2.2708788183223305e-09,9.083515606356229e-10
1970,5.058597540852361e-09,0.0
1971,4.1107179882260425e-09,1.0276794970565106e-09
1972,9.234264020108185e-09,0.0
1973,7.1671650836435674e-09,5.513203782392395e-10
1974,2.2502286700643026e-09,1.1251143350321513e-09
1975,5.711480177694739e-09,0.0
1976,6.8562320265641574e-09,0.0
1977,5.876781727920388e-09,1.1753563677885381e-09
1978,4.158414057542359e-09,0.0
1979,2.3407893401383717e-09,0.0
1980,9.664756106531058e-09,1.1370301367108482e-09
1981,8.223214109648325e-09,0.0
1982,8.069752865935698e-09,1.2415004579935385e-09
1983,1.136756910824488e-08,0.0
1984,5.625038212997424e-08,5.799008495621649e-10
1985,1.5038894574104233e-08,6.015558051686298e-10
1986,1.9182353483415682e-08,1.1988970927134801e-09
1987,1.2221633705067347e-09,0.0
1988,6.596209356501959e-09,1.1993107618124554e-09
1989,8.232182935330457e-09,2.1952488715726304e-09
1990,3.2691906959314565e-09,1.6345953479657283e-09
1991,7.6199047072123e-09,0.0
1992,3.30596661157756e-09,0.0
1993,2.2156829704300662e-09,5.539207426075166e-10
1994,4.2199412852994556e-09,5.274926606624319e-10
1995,8.675921314704738e-09,1.0844901643380922e-09
1996,3.2028553142993132e-09,0.0
1997,3.835915585170824e-09,1.438468344439059e-09
1998,1.0013071261028017e-08,0.0
1999,9.140402212892695e-09,9.140402323914998e-10
2000,2.2090156370779823e-09,0.0
2001,3.5049694258049158e-09,1.3143635069212678e-09
2002,5.6955880012310445e-09,0.0
2003,1.6667691671301554e-09,0.0
2004,4.404791198453495e-09,1.7619165015858584e-09
2005,2.702249757291497e-09,0.0
2006,6.1768350434476815e-09,2.4707338397433887e-09
2007,6.391167151065247e-09,3.994479469415779e-10
2008,5.108927503272298e-09,1.7029758714315335e-09
2009,3.337734755248789e-09,1.907277002999308e-09
2010,3.3066551718974324e-09,9.447586046817946e-10
2011,4.5887662558641296e-09,3.82397197240536e-10
2012,7.829781267787439e-09,6.808505426114664e-10
2013,6.136075203500013e-09,5.578250084070646e-10
2014,4.114345752981308e-09,0.0
2015,6.871383906315032e-09,4.433150790905671e-10
2016,4.556948152156792e-09,2.0713400439298368e-10
2017,2.7671724911471074e-09,0.0
2018,5.937373259712331e-09,7.744400121190154e-10
2019,7.1427654901867754e-09,0.0
