year,trois_DET oies_NOUN,trois_DET doigts_NOUN
1882,6.655385131892899e-09,3.81353581602184e-07
1883,3.159669414998234e-09,4.480411259777384e-07
1884,5.281357573494461e-09,4.984281298803239e-07
1885,3.2228177904158883e-09,4.3121301385173894e-07
1886,2.5813855497602844e-09,4.717482120497607e-07
1887,3.9173548849191775e-09,4.119751304543229e-07
1888,7.60873763994141e-09,3.886796848817653e-07
1889,1.8795409673089125e-09,4.448247015176321e-07
1890,6.5543866445416654e-09,4.7257127500088814e-07
1891,1.211101841036566e-08,3.269975010766757e-07
1892,3.761107425503951e-09,3.215746833262756e-07
1893,8.005941687372342e-09,4.372475652658636e-07
1894,8.822155450616265e-09,4.4110775565542326e-07
1895,1.8055843487019274e-09,3.5028335965137103e-07
1896,9.435246750566506e-09,3.3613065131277153e-07
1897,1.1070755534525745e-08,2.9657970945784484e-07
1898,2.26334195829736e-09,3.915581543445512e-07
1899,7.738609753005221e-09,3.4381537439287513e-07
1900,1.2458527431924438e-08,3.602590981088838e-07
1901,1.1177477832191585e-09,2.7887808340398834e-07
1902,8.34748237199534e-09,2.7694000426237153e-07
1903,1.1880484818149739e-08,2.532703438085093e-07
1904,3.2247751136083025e-09,2.5260738567567387e-07
1905,4.64468330463319e-09,2.750684640062673e-07
1906,8.230695236477459e-09,3.189394393032785e-07
1907,1.2342824262656649e-08,4.04227483041808e-07
1908,8.349361424464519e-09,3.6196937891475045e-07
1909,6.051082024338683e-09,4.037721845762121e-07
1910,3.7409054742809644e-09,3.008756901401455e-07
1911,6.384448969498635e-09,3.12305964200732e-07
1912,1.1981668712746085e-08,2.818296769291351e-07
1913,2.6514948014977335e-09,2.4764961598089386e-07
1914,4.68772043404897e-09,3.0738052592127474e-07
1915,1.5314990164938536e-08,3.1219019014372407e-07
1916,4.394984820521586e-09,3.20833893452388e-07
1917,5.483212106582869e-09,3.1692965851704e-07
1918,2.2972752589112133e-09,3.2276718275880967e-07
1919,1.8415696745321952e-09,2.9649272825782447e-07
1920,2.2716695191604686e-09,2.407969699191881e-07
1921,7.572747762196741e-09,2.2339605498800097e-07
1922,1.254249004656316e-08,2.3166717555422878e-07
1923,4.246379248229459e-09,2.0913417131396272e-07
1924,3.867487219366694e-09,2.3849505459416775e-07
1925,5.499088961968823e-09,2.782539125778527e-07
1926,1.114613823460786e-08,2.485588752598744e-07
1927,8.919379901328739e-09,2.4862771663691774e-07
1928,4.5704163786908225e-09,1.8510187471676431e-07
1929,3.342121912552898e-09,2.161238785713948e-07
1930,9.453243521306831e-09,3.0565487030287386e-07
1931,5.7026783295555106e-09,2.4521517705267115e-07
1932,5.4797681947604815e-09,2.148069122576146e-07
1933,6.882397318719313e-09,2.397368292772484e-07
1934,3.5944740517379614e-09,1.929034390002471e-07
1935,9.574627313213568e-09,2.082481387333246e-07
1936,7.274828739411987e-09,1.7702082955040055e-07
1937,6.295558963032022e-09,2.2664012866435712e-07
1938,9.075650453382877e-09,2.709729839400765e-07
1939,6.117620188206274e-09,1.9729324574058182e-07
1940,5.0715658339584024e-09,2.4343516091818174e-07
1941,2.3612020338958928e-08,2.6563522981248866e-07
1942,9.102635312174812e-09,2.7611326913756784e-07
1943,1.7419411690866582e-08,2.29355578085233e-07
1944,0.0,2.2170985047864633e-07
1945,4.357008087652048e-09,1.938868590123377e-07
1946,8.352662561605939e-09,1.9628757375045325e-07
1947,1.1920870957027319e-09,2.634512608068462e-07
1948,2.174377566888097e-09,4.076958060039715e-07
1949,1.0798709482173763e-08,2.0713887671774955e-07
1950,4.2541445921528975e-09,2.180249145666835e-07
1951,4.264560704569931e-09,2.4841066936787115e-07
1952,2.1089607837865287e-09,2.9630898157329e-07
1953,7.541679392097933e-09,2.2301822100168067e-07
1954,1.6613311615287785e-08,2.6483572401758693e-07
1955,6.569925492527773e-09,3.1817210555118436e-07
1956,3.488456634670456e-09,1.7180649303227824e-07
1957,9.718541305048234e-09,2.3677901667129575e-07
1958,4.1361216673863055e-09,2.1094220947759368e-07
1959,2.325224457422337e-09,2.2709690705724483e-07
1960,6.920833239831836e-09,2.2838749558218296e-07
1961,9.727422756178328e-09,2.0774996700723136e-07
1962,5.7077609305622445e-09,2.2767623519825975e-07
1963,8.405868889838075e-09,2.3148470251754816e-07
1964,6.692365273064382e-09,1.9894576275270026e-07
1965,6.5664522708175355e-09,2.2271216915115133e-07
1966,1.1078149397825143e-08,2.4704272938436134e-07
1967,7.395503320850594e-09,2.504610558951015e-07
1968,7.635406862327443e-09,1.8998688844362732e-07
1969,7.266812374062681e-09,2.366255880126289e-07
1970,3.219107425067591e-09,1.9958466834779642e-07
1971,6.679916619845017e-09,2.0707741366088328e-07
1972,7.695220349823728e-09,2.0725792815312616e-07
1973,1.0475087075523248e-08,2.2769532082023147e-07
1974,7.875800456247362e-09,1.8339363583308455e-07
1975,9.138368284311582e-09,1.7134440888355584e-07
1976,6.856232359631065e-09,1.6283551035334298e-07
1977,8.227494963097826e-09,2.0686272561576402e-07
1978,1.3069300752732715e-08,1.7881180225387538e-07
1979,7.0223681314374176e-09,1.8667794565718765e-07
1980,8.527726136353664e-09,1.9727473432595843e-07
1981,8.85576917353248e-09,1.834409326662012e-07
1982,3.724501262958313e-09,1.7815531072606916e-07
1983,4.420721011477724e-09,1.654612766799346e-07
1984,5.799008384599347e-09,1.7976926347529343e-07
1985,7.218669662023558e-09,1.8708384930121724e-07
1986,1.3187867742292525e-08,1.870279420224108e-07
1987,6.110816741511371e-09,1.79046939052796e-07
1988,1.1393452181707175e-08,1.673038521055048e-07
1989,7.134558721588746e-09,1.5037454081934243e-07
1990,9.262706657242603e-09,1.81984942226876e-07
1991,1.055063725274863e-08,1.899114689951631e-07
1992,1.1019888168650738e-08,1.928480526380838e-07
1993,5.539207592608619e-09,1.8057816042471586e-07
1994,6.85740436656701e-09,1.8356745057346302e-07
1995,8.675921314704738e-09,2.022574130400301e-07
1996,4.270473752399084e-09,1.8096132192724212e-07
1997,6.7128524960935465e-09,2.0378301579526692e-07
1998,4.768129113763564e-09,1.8118891276230897e-07
1999,3.656160929565999e-09,1.9560461383960615e-07
2000,3.092622158362701e-09,1.7893027859372523e-07
2001,3.5049694258049158e-09,2.0460259220200783e-07
2002,7.4480765999140885e-09,2.1818482398572314e-07
2003,3.333538334260311e-09,1.962620757023359e-07
2004,4.404791115186768e-09,1.8808458057684163e-07
2005,8.106749049829887e-09,2.0537098865958114e-07
2006,9.47114670024618e-09,2.0877701945032356e-07
2007,5.592271090648637e-09,2.4166600232078395e-07
2008,3.405951742863067e-09,2.201096278575676e-07
2009,2.860915504498962e-09,2.2744278016517683e-07
2010,5.196172492283324e-09,3.3161026813388617e-07
2011,7.64794394481072e-09,3.63277336212775e-07
2012,6.127654716969744e-09,5.119995822866485e-07
2013,5.857162532763027e-09,4.5825325845072484e-07
2014,8.012147278968484e-09,5.212226525941333e-07
2015,6.206411301556969e-09,4.7213055331951637e-07
2016,7.871092000399926e-09,4.886291105066221e-07
2017,5.534344982294215e-09,4.553256545136719e-07
2018,1.2132893356664454e-08,5.372032276795835e-07
2019,5.101975730781305e-09,4.655552530152818e-07
