year,voulais_VERB écrire_VERB,voulais_VERB décrire_VERB
1912,1.8753915753677575e-08,7.293189607793238e-09
1913,2.598464909908671e-08,4.772690687104841e-09
1914,1.4732836284281348e-08,2.0090231700464756e-09
1915,1.295883844676382e-08,2.3561523843085297e-09
1916,2.7468654906215306e-08,4.394984820521586e-09
1917,2.4126133979507358e-08,0.0
1918,3.44591288836682e-09,4.594550517822427e-09
1919,2.2098836538475553e-08,9.207848372660976e-10
1920,3.256059599721084e-08,8.329454459499175e-09
1921,2.4232791773215467e-08,6.058197943303867e-09
1922,1.696925089333945e-08,3.6889677978990676e-09
1923,1.9108707505210987e-08,2.1231896241147297e-09
1924,4.2542360745301266e-08,3.867487219366694e-09
1925,5.389107116116065e-08,2.1996355847875293e-09
1926,3.4553028882555736e-08,6.687683296036084e-09
1927,6.466550672712401e-08,1.5608915049369898e-08
1928,3.7705934374798744e-08,5.713020723163709e-09
1929,4.3447585085232276e-08,8.912325100141061e-09
1930,2.4158287814657342e-08,4.201441416995522e-09
1931,4.790249619190945e-08,1.0264820993199919e-08
1932,1.6439305028370654e-08,5.4797681947604815e-09
1933,3.326492148403304e-08,3.4411986593596566e-09
1934,4.193552882725271e-08,2.3963160344919743e-09
1935,3.949533677882755e-08,7.180970484910176e-09
1936,2.0612015205756506e-08,8.487299751891442e-09
1937,4.0291578073947676e-08,7.554670666820584e-09
1938,3.630260181353151e-08,1.2965214457594243e-09
1939,4.5882153187903896e-08,1.5294050470515685e-09
1940,4.3108308034334186e-08,7.607348528892999e-09
1941,4.7224041566096275e-08,2.9515025978810172e-09
1942,3.6410540360520827e-08,0.0
1943,2.0322646676618206e-08,5.806470415592457e-09
1944,3.855823393905666e-08,1.6065930807940276e-08
1945,5.446259976338297e-08,2.178504043826024e-09
1946,5.986074569364064e-08,1.9489545977080525e-08
1947,1.0371157799227149e-07,9.536696765621855e-09
1948,5.109787437618252e-08,1.0871887834440486e-09
1949,5.3993545634511975e-08,2.945102384188658e-09
1950,3.509669355139522e-08,5.317680518146517e-09
1951,3.731490494374157e-08,5.330700769690111e-09
1952,5.2724018928529404e-08,4.2179215675730575e-09
1953,4.3095308654983455e-08,1.939288907237824e-08
1954,5.374894840315392e-08,7.818028890937967e-09
1955,5.162084448784299e-08,6.569925492527773e-09
1956,4.098936656760088e-08,6.104799332717903e-09
1957,3.975766915687018e-08,5.301022731885041e-09
1958,4.218844296133284e-08,1.6544486891589827e-09
1959,3.642851353902188e-08,6.975672928177801e-09
1960,6.297958066170395e-08,6.920833239831836e-09
1961,3.61304266505158e-08,6.94815938118154e-09
1962,4.883306559122502e-08,5.7077609305622445e-09
1963,4.2029345337368795e-08,4.526237162849611e-09
1964,3.224503331011874e-08,5.475571551727398e-09
1965,5.143720827049947e-08,5.47204326295514e-09
1966,5.317511764246774e-08,5.539074976468328e-09
1967,4.831728972476412e-08,7.888536934785861e-09
1968,4.9854715911124003e-08,8.533690198930799e-09
1969,4.087582183842642e-08,7.2668124850849836e-09
1970,4.552737919993888e-08,1.0577067222072856e-08
1971,6.063309143655715e-08,5.138397263237948e-09
1972,4.463227654127877e-08,1.0260293947794707e-08
1973,5.788864143596584e-08,7.1671650836435674e-09
1974,2.81278591529599e-08,6.750686232237513e-09
1975,3.541117621352896e-08,7.4249242310031605e-09
1976,4.742227233123231e-08,5.142174241967723e-09
1977,5.7004783116099134e-08,5.876781727920388e-09
1978,5.1089084962541165e-08,7.72276909088987e-09
1979,5.910493072747158e-08,2.925986564150662e-09
1980,7.049586514540351e-08,6.822181042309694e-09
1981,6.958104137311238e-08,1.138598904049104e-08
1982,5.27637702418815e-08,1.6760255405756652e-08
1983,5.810090897284681e-08,3.78918940668882e-09
1984,6.204938785003833e-08,9.858314165001048e-09
1985,6.196025026383722e-08,6.617113967877231e-09
1986,1.019062523255343e-07,4.196139880008332e-09
1987,4.27757171905796e-08,8.555143260480236e-09
1988,4.797243136067664e-08,4.797243047249822e-09
1989,6.64062795863174e-08,4.939309850016116e-09
1990,5.7210836956755884e-08,2.724325431913144e-09
1991,6.037308963868782e-08,9.37834432335194e-09
1992,6.88743000409886e-08,1.2672871640972971e-08
1993,6.75783340398084e-08,1.0524494165053966e-08
1994,6.277162611922904e-08,6.329911705904578e-09
1995,7.808328916780738e-08,1.572510655023507e-08
1996,6.832758003838535e-08,4.270473752399084e-09
1997,6.137464936273318e-08,6.7128524960935465e-09
1998,8.821039187978386e-08,1.0489884516573511e-08
1999,6.48968594418875e-08,4.570201106446348e-09
2000,8.305899257265992e-08,7.95245647111642e-09
2001,7.316623396036448e-08,9.20054432640427e-09
2002,8.017635622081798e-08,6.133709984368352e-09
2003,7.833815374169717e-08,7.083769126836614e-09
2004,7.400049639727513e-08,4.845270407116686e-09
2005,8.782311766708517e-08,9.908249332113428e-09
2006,9.347610330223688e-08,1.4824403926638752e-08
2007,8.508241222671131e-08,6.7906151812735516e-09
2008,8.429730513626055e-08,7.2376473703172906e-09
2009,9.488702801263571e-08,9.059565542202108e-09
2010,8.786255278891986e-08,7.558068837454357e-09
2011,9.024574154636866e-08,3.823971805871906e-09
2012,1.0212757928229621e-07,1.0212757750593937e-08
2013,9.53880743281843e-08,6.136075203500013e-09
2014,1.1065424843081928e-07,6.712880029624557e-09
2015,1.1082877193757668e-07,7.536356427806368e-09
2016,1.0460266963718823e-07,8.699628573083373e-09
2017,1.06661921961404e-07,7.2952728302766445e-09
2018,1.0661457849892031e-07,8.776987137082415e-09
2019,1.0050892029767056e-07,7.90806176098613e-09
