year,derniers_ADJ essais_NOUN,derniers_ADJ décès_NOUN
1928,1.22258641432893e-07,4.570416489713125e-09
1929,1.1251810150270103e-07,3.342121912552898e-09
1930,1.0713675335782824e-07,1.0503603542488804e-09
1931,1.3686428079751067e-07,3.4216069977333063e-09
1932,1.2822657846633945e-07,2.1919073223131136e-09
1933,1.8811886559610969e-07,0.0
1934,1.389863335532482e-07,1.1981580172459871e-09
1935,1.3883209781795358e-07,0.0
1936,1.503464566177115e-07,0.0
1937,1.3850229452216922e-07,1.2591118148108649e-09
1938,1.5558257615566617e-07,2.5930428915188486e-09
1939,1.2999942455849123e-07,6.117620188206274e-09
1940,1.3439649304558543e-07,0.0
1941,1.3872062432085386e-07,8.854508237732261e-09
1942,1.4260795033749218e-07,0.0
1943,7.838735216481041e-08,2.9032352077962287e-09
1944,7.711646965447017e-08,3.2131861615880553e-09
1945,1.1328220894668561e-07,2.178504043826024e-09
1946,9.744772722086736e-08,1.3921104269343232e-09
1947,1.1920870734982714e-07,0.0
1948,1.0871887501373578e-07,0.0
1949,1.3940151477598306e-07,0.0
1950,1.2656079984019186e-07,0.0
1951,1.0981243625529657e-07,2.1322803522849654e-09
1952,1.7082583003702467e-07,1.0544803918932644e-09
1953,1.8746459329310738e-07,1.0773827385790469e-09
1954,1.4463353648075383e-07,9.772536113672459e-10
1955,1.3609130800062985e-07,0.0
1956,1.1947963640679404e-07,0.0
1957,1.236905275425748e-07,0.0
1958,1.3401034021365277e-07,6.617794756635931e-09
1959,1.3873837900746366e-07,1.5501495642666896e-09
1960,1.1211750305939461e-07,6.920833350854139e-10
1961,1.0630683622281367e-07,4.86371165564492e-09
1962,1.3635206963513724e-07,0.0
1963,1.1444914460589928e-07,2.5864212993553792e-09
1964,9.490990859895021e-08,1.2167936658258327e-09
1965,1.2421538841955737e-07,0.0
1966,9.74877145676345e-08,0.0
1967,1.0698827845878611e-07,9.860671168482327e-10
1968,1.0150600004976695e-07,4.4914158503495116e-10
1969,9.58310922838379e-08,1.8167031212712459e-09
1970,8.875539614372485e-08,2.7592350626548523e-09
1971,1.0790635007751348e-07,1.541519245584766e-09
1972,1.0362896868398863e-07,1.5390440033513642e-09
1973,7.332560952866274e-08,5.513203782392395e-10
1974,7.482010550008411e-08,4.500457340128605e-09
1975,1.0794697846705503e-07,4.569184142155791e-09
1976,7.770396326378659e-08,1.142705374768127e-09
1977,8.63886951418813e-08,5.876781838942691e-10
1978,6.237620597815408e-08,1.1881182704343018e-09
1979,7.78312472249354e-08,0.0
1980,9.551052992939901e-08,5.685150683554241e-10
1981,6.135783170435616e-08,1.8976649140967083e-09
1982,8.504278270482502e-08,1.2415004579935385e-09
1983,1.0167658803794666e-07,1.2630632095778083e-09
1984,9.046453053329628e-08,1.1598016991243298e-09
1985,1.004598200182727e-07,1.2031116103372597e-09
1986,7.193382600689802e-08,5.994485463567401e-10
1987,1.0082847734516065e-07,1.8332451112712533e-09
1988,7.795519818554197e-08,1.1993107618124554e-09
1989,8.780995564006133e-08,1.0976244357863152e-09
1990,6.320435308460048e-08,5.44865097484859e-10
1991,7.678519736709077e-08,0.0
1992,5.785441359318355e-08,4.958949695321735e-09
1993,9.084300267581114e-08,2.7696036575264316e-09
1994,6.593658130604751e-08,2.1099706426497278e-09
1995,1.1983616055033508e-07,2.7112254663563817e-09
1996,8.807852269754335e-08,5.338092190498855e-10
1997,6.233362737084747e-08,5.274384040632185e-09
1998,7.390600220702481e-08,4.768129224785866e-10
1999,8.089255976173604e-08,9.140402323914998e-10
2000,6.273604702400348e-08,8.836062992401139e-10
2001,6.046072387189128e-08,3.943090742808408e-09
2002,6.177522127170931e-08,3.9430991805033955e-09
2003,5.2086537194462323e-08,1.6667691671301554e-09
2004,6.254803608385373e-08,6.607186797680242e-09
2005,5.539611858118576e-08,1.8014998381943315e-09
2006,5.394435786953977e-08,8.235779835885637e-10
2007,6.670780666739873e-08,5.991719120856942e-09
2008,5.534671493334642e-08,1.2772318758180745e-09
2009,4.720510737854511e-08,1.430457752249481e-09
2010,3.1177034121032676e-08,1.4171379625338432e-09
2011,3.7092527604976055e-08,2.2943831279320648e-09
2012,3.574465293199047e-08,1.3617010852229328e-09
2013,3.681645077691087e-08,2.5102124823206395e-09
2014,3.572984447197669e-08,3.681256854903836e-09
2015,3.03670826262703e-08,1.994917786518613e-09
2016,3.2520038772965165e-08,2.6927420293532123e-09
2017,3.49669981025702e-08,2.7671724911471074e-09
2018,3.25264806755321e-08,3.3559066636712487e-09
2019,2.627517453612782e-08,1.53059265262101e-09
