year,mêmes_ADJ hommages_NOUN,mêmes_ADJ dommages_NOUN
1800,0.0,9.432493897065797e-09
1801,0.0,9.524730337773235e-09
1802,0.0,6.713520406265161e-09
1803,0.0,2.9255089017965474e-08
1804,4.943701892301533e-09,0.0
1805,0.0,5.685755422035754e-09
1806,2.881669125542885e-09,1.152667650217154e-08
1807,0.0,0.0
1808,0.0,2.7192887941396293e-08
1809,0.0,3.388545621874073e-08
1810,1.4040760554223652e-08,1.0530570193623134e-07
1811,1.7549536934780008e-08,6.267691787797958e-08
1812,0.0,1.3336041604361526e-08
1813,0.0,2.8757416004054903e-08
1814,0.0,2.8320094713762956e-08
1815,0.0,0.0
1816,1.8540831092650478e-08,2.3176038865813098e-08
1817,0.0,1.5568733857662664e-08
1818,0.0,1.0729059418679299e-08
1819,0.0,2.070209959015301e-08
1820,0.0,3.797273961936298e-08
1821,4.930744257336528e-09,1.676452932031225e-08
1822,1.0025615893027862e-09,6.015369535816717e-09
1823,0.0,2.2730180404550993e-08
1824,0.0,3.03160057057994e-08
1825,0.0,2.0252519661312363e-08
1826,0.0,3.8755132436563144e-08
1827,9.217273055917019e-10,3.3182182335167454e-08
1828,4.586150570418113e-09,3.393751413227619e-08
1829,0.0,2.6576845613135447e-08
1830,0.0,5.740259823028282e-08
1831,1.5591206103948707e-09,2.182768810143898e-08
1832,0.0,6.764985016616265e-08
1833,0.0,3.938433579264711e-08
1834,0.0,3.360431222176885e-08
1835,4.5378527602224494e-09,2.7983425354705105e-08
1836,6.048674894287842e-09,3.2259599436201825e-08
1837,0.0,2.99189295560609e-08
1838,0.0,1.8936486156917454e-08
1839,2.0974426639952526e-09,6.292327547896548e-09
1840,0.0,8.280594876453051e-09
1841,6.420548537278137e-09,1.3483152372373297e-08
1842,5.366612043644636e-09,2.4149754196400863e-08
1843,0.0,7.678984559333912e-09
1844,1.097712254427563e-09,4.061535463506516e-08
1845,0.0,1.674068350610014e-08
1846,1.7563503984519002e-09,3.3956109035671034e-08
1847,2.1572894581822766e-09,2.426950729272903e-08
1848,8.045221711050488e-10,2.413566457803995e-09
1849,8.379414939696517e-10,1.1731181359664333e-08
1850,0.0,1.0183494048021657e-08
1851,1.2898877521649865e-09,8.384270167027807e-09
1852,0.0,2.539112742283578e-08
1853,0.0,2.508211416341055e-08
1854,0.0,2.234135720868835e-08
1855,1.0613874223963649e-09,8.491099379170919e-09
1856,3.1063134287023786e-09,1.0354378687793542e-08
1857,0.0,2.001418764052687e-08
1858,0.0,7.34051397444091e-09
1859,2.5460866748261424e-09,1.2221216039165483e-08
1860,0.0,8.238931314963338e-09
1861,0.0,1.7920662287451705e-08
1862,9.035972525772706e-10,2.3493528900075944e-08
1863,3.995696662428827e-09,2.447364266799923e-08
1864,0.0,9.589456340108882e-09
1865,4.706844358715045e-10,9.88437331983505e-09
1866,0.0,1.0217787504984699e-08
1867,1.94112459439566e-09,2.91168689159349e-08
1868,9.87974813071446e-10,2.5193358510477992e-08
1869,9.767038289254515e-10,8.790334682373668e-09
1870,2.8670243956696595e-09,1.204150201772336e-08
1871,1.0621177271019633e-09,2.973929724703339e-08
1872,6.047339295989218e-10,1.269941218851045e-08
1873,1.1972008939764578e-09,1.1972009161809183e-08
1874,0.0,2.3898437007119355e-08
1875,1.1443054281912168e-09,1.2587359599081083e-08
1876,6.04601479992084e-10,1.934724735974669e-08
1877,0.0,9.895705588292003e-09
1878,2.4156354694326865e-09,9.058632954861423e-09
1879,6.10932526790009e-10,1.2829582729523281e-08
1880,0.0,5.134277003548959e-09
1881,6.972507571312292e-10,2.091752326904839e-09
1882,0.0,9.317538740560849e-09
1883,0.0,3.222862687835004e-08
1884,0.0,1.7164412113856997e-08
1885,0.0,8.379326565943757e-09
1886,0.0,5.162771099520569e-09
1887,0.0,1.566941953967671e-08
1888,0.0,8.876860135842435e-09
1889,4.385595886446936e-09,1.3156786771162388e-08
1890,6.554386478008212e-10,3.342736931699619e-08
1891,6.374220040683554e-10,1.3385862196457765e-08
1892,6.268512375839919e-10,5.014809900671935e-09
1893,0.0,4.926733243593162e-09
1894,0.0,1.1342770278588432e-08
1895,0.0,1.0833506536300774e-08
1896,0.0,1.2383760683576384e-08
1897,1.7480140668268973e-09,1.1070755867592652e-08
1898,0.0,1.1882545614128048e-08
1899,0.0,1.1607914629507832e-08
1900,5.191053142894475e-10,2.07642125715779e-09
1901,0.0,1.3412973842719111e-08
1902,0.0,1.3748794991386148e-08
1903,5.400220270956879e-10,1.1340462791054051e-08
1904,0.0,1.7198800605910947e-08
1905,0.0,9.28936660926638e-09
1906,1.5432553013283723e-09,6.6874399351490865e-09
1907,1.5428529565042481e-09,1.491424583832668e-08
1908,0.0,1.2278472460991452e-08
1909,0.0,7.701377313651392e-09
1910,0.0,8.01622590529405e-09
1911,0.0,1.5429085564733214e-08
1912,5.209421227725386e-10,1.2502610502451716e-08
1913,0.0,1.1666577037772186e-08
1914,0.0,8.036092680185902e-09
1915,0.0,1.5314990164938536e-08
1916,0.0,2.197492321442951e-08
1917,0.0,1.864292187292449e-08
1918,0.0,1.378365155346728e-08
1919,0.0,3.775218004875569e-08
1920,7.572231730534895e-10,2.2716694303426266e-08
1921,0.0,2.8019165654313838e-08
1922,0.0,9.591316185719734e-09
1923,0.0,9.554353752605493e-09
1924,0.0,1.933743654092268e-08
1925,0.0,1.2097995494286806e-08
1926,0.0,5.57306911730393e-09
1927,0.0,7.804457524684949e-09
1928,0.0,2.0566874425753667e-08
1929,0.0,2.0052731031228177e-08
