year,mêmes_ADJ hommages_NOUN,mêmes_ADJ dommages_NOUN
1930,0.0,2.520864939015155e-08
1931,0.0,1.710803587684495e-08
1932,0.0,1.6439305028370654e-08
1933,0.0,4.588264879146209e-09
1934,0.0,2.3963160344919743e-09
1935,0.0,7.180970484910176e-09
1936,0.0,1.2124714565686645e-08
1937,0.0,5.0364472592434595e-09
1938,0.0,1.0372171566075394e-08
1939,0.0,4.588215141154706e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,1.1806010391524069e-08
1942,0.0,1.2136847082899749e-08
1943,0.0,8.709705845433291e-09
1944,0.0,0.0
1945,0.0,1.5249527862692958e-08
1946,0.0,1.8097434661967782e-08
1947,0.0,1.6689218895749036e-08
1948,0.0,8.697510267552389e-09
1949,0.0,7.853606653895895e-09
1950,0.0,1.1698897850465073e-08
1951,0.0,2.3455083209000804e-08
1952,0.0,1.0544804140977249e-08
1953,0.0,2.693456835345387e-08
1954,0.0,1.3681550115052232e-08
1955,0.0,9.385607846468247e-09
1956,0.0,5.232684952005684e-09
1957,0.0,1.1485549400447326e-08
1958,0.0,1.4890038535497752e-08
1959,0.0,1.8601795659378695e-08
1960,0.0,1.1073333361366622e-08
1961,0.0,6.25334317660986e-09
1962,0.0,2.219684702708946e-08
1963,0.0,1.0345685197421517e-08
1964,0.0,8.517555549758526e-09
1965,5.472043373977442e-10,1.1491291473930687e-08
1966,0.0,1.1078149952936656e-08
1967,0.0,6.902469706915326e-09
1968,0.0,5.838840522187638e-09
1969,4.5417578031781147e-10,9.537691525451919e-09
1970,0.0,1.1956685419534097e-08
1971,0.0,8.221435976452085e-09
1972,0.0,5.643161493651405e-09
1973,0.0,7.1671650836435674e-09
1974,1.1251143350321513e-09,8.438357568252286e-09
1975,0.0,1.0851811893530794e-08
1976,1.142705374768127e-09,1.0284348483935446e-08
1977,0.0,1.5867311020656416e-08
1978,0.0,7.72276909088987e-09
1979,0.0,1.2289143924704149e-08
1980,0.0,6.822181042309694e-09
1981,0.0,1.0753434587229549e-08
1982,0.0,8.690503427999374e-09
1983,6.315316047889041e-10,8.209910973278056e-09
1984,0.0,1.3917620833581168e-08
1985,0.0,1.0226449020933615e-08
1986,0.0,1.498621315931814e-08
1987,0.0,6.721898593298192e-09
1988,0.0,7.795519785247507e-09
1989,0.0,1.0976243913773942e-08
1990,0.0,1.3076762783725826e-08
1991,0.0,8.7921980806982e-09
1992,0.0,9.91789939064347e-09
1993,1.1078414852150331e-09,4.985286850001103e-09
1994,5.274926606624319e-10,8.967375286772494e-09
1995,0.0,1.0844901865425527e-08
1996,0.0,1.6014276127407356e-08
1997,4.79489448146353e-10,8.630809844589749e-09
1998,0.0,8.10582001520288e-09
1999,1.3710603763428253e-09,6.8553016596695215e-09
2000,0.0,6.185244316725402e-09
2001,0.0,1.2267393323384113e-08
2002,0.0,5.6955880012310445e-09
2003,0.0,5.000307723435071e-09
2004,0.0,7.488145215006625e-09
2005,0.0,7.656374201303606e-09
2006,0.0,9.059357708451898e-09
2007,0.0,6.391167151065247e-09
2008,4.257439678578834e-10,4.6831836186811415e-09
2009,0.0,7.629108011997232e-09
2010,9.447586046817946e-10,8.030448306328708e-09
2011,3.82397197240536e-10,8.030340836739924e-09
2012,0.0,7.829781267787439e-09
2013,0.0,5.578249862026041e-09
2014,2.1654451842767486e-10,6.712880029624557e-09
2015,0.0,6.871383906315032e-09
2016,8.285360175719347e-10,7.2496901815100045e-09
2017,0.0,7.043711836018929e-09
2018,0.0,6.711813327342497e-09
2019,0.0,6.12237061048404e-09
