year,plusieurs_DET eaux_NOUN,plusieurs_DET dos_NOUN
1800,4.4647134433972724e-07,0.0
1801,4.905236004049129e-07,2.3811825844433088e-09
1802,2.6854081625060644e-07,0.0
1803,7.489302760177452e-07,1.950339223455444e-09
1804,2.7190359297435407e-07,0.0
1805,3.3261667908845993e-07,8.528632911009026e-09
1806,1.7578181132904547e-07,2.881669125542885e-09
1807,3.1031811431603273e-07,2.8469551160981155e-09
1808,3.0818605356586204e-07,0.0
1809,3.930713194932878e-07,2.259030518203531e-09
1810,1.825298880930859e-07,2.3401267590372754e-09
1811,3.058633719632553e-07,0.0
1812,1.787029546562735e-07,0.0
1813,2.013019202440347e-07,0.0
1814,2.0138733702879108e-07,0.0
1815,2.7781403844073793e-07,2.697223555614414e-09
1816,2.549364239712304e-07,0.0
1817,2.5999784725172503e-07,1.556873407970727e-09
1818,2.718028302428621e-07,1.1921177378582115e-09
1819,2.4739009951701973e-07,2.070210003424222e-09
1820,1.8630375020478596e-07,5.933240565525466e-09
1821,1.3806084253609185e-07,0.0
1822,1.3233812978796777e-07,2.0051231786055723e-09
1823,1.8777105204037525e-07,9.882686891060644e-10
1824,1.6842225214475093e-07,4.210556348027694e-09
1825,1.7698941112698208e-07,4.402721520690989e-09
1826,1.1714619407854343e-07,1.7615968683770689e-09
1827,1.8711064875276406e-07,0.0
1828,1.6051527507165986e-07,1.0089530988466322e-08
1829,1.294549552000035e-07,2.571952872898464e-09
1830,1.4298465633721946e-07,5.218417697960831e-09
1831,2.1671776728737768e-07,3.1182412207897414e-09
1832,2.9495332221074477e-07,2.705993873419743e-09
1833,2.281974778028939e-07,1.1583628500844156e-09
1834,2.0162586711336417e-07,9.334530925997342e-10
1835,8.546289365085613e-08,7.563087933704082e-10
1836,1.592817713280681e-07,2.016224964762614e-09
1837,1.607272839265761e-07,6.957890930081589e-10
1838,1.1614377637414464e-07,3.1560809521380406e-09
1839,2.286212446023228e-07,6.9914751765765e-10
1840,8.216898661483896e-08,6.369688665408546e-10
1841,1.3033714019172749e-07,3.852329122366882e-09
1842,6.37285153537448e-08,6.037438549100216e-09
1843,1.4826347272123286e-07,2.953455480181333e-09
1844,6.696044607679141e-08,3.841992834985319e-09
1845,1.2946129324120648e-07,3.9061596734946136e-09
1846,1.0830827568142354e-07,1.7563503984519002e-09
1847,1.0948244177910738e-07,1.0247124926365814e-08
1848,9.010648227558704e-08,6.436177313329239e-09
1849,1.1312210324021521e-07,4.1897072478036534e-09
1850,1.1948632838709727e-07,3.394498016007219e-09
1851,1.199595587308977e-07,2.579775504329973e-09
1852,1.1653876130779395e-07,9.114763832585027e-09
1853,1.510898699486063e-07,1.7915795513800958e-09
1854,1.7041779409865399e-07,7.273930457962763e-09
1855,1.2630509971245374e-07,5.306937111981824e-09
1856,1.5169164357953235e-07,4.659470143053568e-09
1857,1.6255425805411505e-07,2.928905395993553e-09
1858,1.8204475304983703e-07,3.4255731584664773e-09
1859,1.7618919923023668e-07,5.092173349652285e-09
1860,9.612086060428737e-08,3.66174721100343e-09
1861,1.466664747984403e-07,1.8863854922557266e-09
1862,1.644546971935057e-07,4.066187830886747e-09
1863,1.573305503654865e-07,4.994620828036034e-09
1864,1.448007906912352e-07,6.71261912721377e-09
1865,1.0543331430135083e-07,5.1775286835642476e-09
1866,6.90917041357153e-08,6.811858188626729e-09
1867,8.73506067478047e-08,1.94112459439566e-09
1868,6.273639874265768e-08,4.939873954334928e-09
1869,6.788091344578362e-08,3.9068152046795035e-09
1870,9.403839706934036e-08,2.2936195165357276e-09
1871,5.629224020253787e-08,5.3105884134652115e-09
1872,6.773019978201233e-08,1.0885210732780592e-08
1873,1.8915773869476737e-07,4.190203295451056e-09
1874,1.0933534699830716e-07,4.182226287507973e-09
1875,7.609631325067312e-08,9.154443425529735e-09
1876,9.189942318243993e-08,9.673623235784135e-09
1877,7.978412686071579e-08,5.566334393414252e-09
1878,6.703388133466603e-08,7.246906519320362e-09
1879,5.1929266220440695e-08,7.942122848270117e-09
1880,1.0268554273551445e-07,4.492492378105339e-09
1881,8.924809402621747e-08,1.5339516323820135e-08
1882,9.583754456699012e-08,1.3976308776975088e-08
1883,4.73950407808843e-08,5.055470986281563e-09
1884,8.780256610663173e-08,5.941527270181268e-09
1885,8.37932674357944e-08,3.867381359601296e-09
1886,7.679621916167889e-08,7.098810428374236e-09
1887,7.508263166755569e-08,5.223139754040318e-09
1888,8.686642227750951e-08,6.340614699951175e-09
1889,8.583237531833987e-08,4.385595886446936e-09
1890,1.0552562201837645e-07,4.588070645628051e-09
1891,9.115134491644028e-08,7.649063937797962e-09
1892,7.835640758457885e-08,5.014809900671935e-09
1893,7.266931634219986e-08,6.158416498980301e-09
1894,8.507078064212692e-08,9.452308935564702e-09
1895,7.703826376825873e-08,9.027921299420427e-09
1896,3.892039046604623e-08,6.486732040400511e-09
1897,4.952706478267288e-08,5.244042311502994e-09
1898,6.563691667960114e-08,7.355861142421816e-09
1899,5.969784488968344e-08,5.527578395003729e-09
1900,7.630847831396892e-08,2.07642125715779e-09
1901,7.433023085923196e-08,3.353243294146324e-09
1902,5.450415019314647e-08,1.0802624572647801e-08
1903,4.8061958635159385e-08,2.7001101354784396e-09
1904,5.912087619464046e-08,3.2247751136083025e-09
1905,4.2318223258952514e-08,4.64468330463319e-09
1906,6.533114205176105e-08,3.6009290549365858e-09
1907,6.171411826016993e-08,6.685696163355459e-09
1908,5.8445528861028606e-08,8.840500553830566e-09
1909,4.1807473483146396e-08,1.6502950117569526e-09
1910,3.954671612405036e-08,4.809735498767509e-09
1911,5.1607629170113967e-08,3.1922244847493175e-09
1912,4.271725284610284e-08,5.730363294986773e-09
1913,7.052976025434532e-08,2.121195885607108e-09
1914,3.8171439342704616e-08,1.3393487430235496e-09
1915,1.5314990164938536e-08,3.5342285764627945e-09
1916,2.6369908923129515e-08,6.592477008737774e-09
1917,4.057576963312215e-08,8.773139215101367e-09
1918,4.5945505178224266e-08,4.594550517822427e-09
1919,2.3940405213807026e-08,3.6831393490643904e-09
1920,3.48322650722821e-08,6.815008557481406e-09
1921,5.2251958815308086e-08,3.786373714564917e-09
1922,2.4347187377316004e-08,4.426761179843197e-09
1923,3.927900849021171e-08,3.1847844361720945e-09
1924,1.4180787211159895e-08,2.578324886925998e-09
1925,2.1996355625830688e-08,6.598906976407193e-09
1926,6.687682940764716e-08,1.1146138456652466e-09
1927,4.7941668412931904e-08,4.459690061686672e-09
1928,2.170947854818195e-08,4.570416489713125e-09
1929,4.790374674712439e-08,3.342121912552898e-09
1930,2.941009036305786e-08,2.100720708497761e-09
1931,3.9918746530531735e-08,3.4216069977333063e-09
1932,2.849479585620429e-08,3.287861094491973e-09
1933,2.408838994938378e-08,2.2941324395731044e-09
1934,1.677421224144382e-08,1.1981580172459871e-09
1935,1.795242621227544e-08,2.393656828303392e-09
1936,3.394919900756577e-08,7.274828739411987e-09
1937,2.895957251780601e-08,3.777335333410292e-09
1938,3.1116513810047763e-08,7.779128674556546e-09
1939,2.5999884911698246e-08,3.058810094103137e-09
1940,4.564409294971483e-08,0.0
1941,3.836953510472085e-08,0.0
1942,3.9444752131245764e-08,0.0
1943,2.6129116648121453e-08,2.9032352077962287e-09
1944,6.4263723231761105e-09,1.6065930807940276e-08
1945,2.178504043826024e-09,1.742803235060819e-08
1946,3.062642850437669e-08,4.1763312808029696e-09
1947,3.337843779149807e-08,2.3841741914054637e-09
1948,2.6092530802657166e-08,4.348755133776194e-09
1949,1.570721330779179e-08,9.817008317369869e-10
1950,1.701657836861159e-08,2.1270722960764488e-09
1951,2.0256663901818683e-08,2.1322803522849654e-09
1952,1.4762725264461096e-08,2.1089607837865287e-09
1953,1.723812381726475e-08,2.1547654771580937e-09
1954,1.1727043114362345e-08,2.9317608341017376e-09
1955,1.9709776921672528e-08,2.815682353940474e-09
1956,1.831439710997529e-08,8.72114158667614e-10
1957,2.297109880089465e-08,1.7670075402875796e-09
1958,2.978007690446205e-08,2.4816730892496253e-09
1959,3.952881399982289e-08,4.650448914844674e-09
1960,1.5917916873497973e-08,3.4604166754270693e-09
1961,1.6675582137359868e-08,6.948159270159238e-10
1962,2.029426049432459e-08,1.9025869768540815e-09
1963,2.0691370394843034e-08,3.2330267352165265e-09
1964,1.4601523545820783e-08,1.8251904432275978e-09
1965,2.407699106754535e-08,1.6416130121932326e-09
1966,1.495550172592175e-08,2.215629901769489e-09
1967,2.465167803222812e-08,3.944268467392931e-09
1968,1.9762229602759973e-08,3.1439910674890825e-09
1969,1.2262746151847637e-08,3.633406214786916e-09
1970,4.092865424354386e-08,2.2993624781975086e-09
1971,1.0790634386026454e-08,2.569198631618974e-09
1972,2.103360258187692e-08,2.565073486948677e-09
1973,2.59120574996885e-08,2.205281512956958e-09
1974,1.2938814464291681e-08,3.3753431161187564e-09
1975,1.8847885030481848e-08,1.1422960355389478e-09
1976,9.712995741040231e-09,5.713526873840635e-10
1977,1.0578207476630297e-08,1.1753563677885381e-09
1978,3.3267311683182754e-08,5.940591352171509e-10
1979,3.5697038214266286e-08,5.851973350345929e-10
1980,2.1603572264439208e-08,4.548120546843393e-09
1981,4.4278845257039734e-08,0.0
1982,1.7381006189864934e-08,1.2415004579935385e-09
1983,1.8314416649900522e-08,5.052252838311233e-09
1984,2.2616132966390978e-08,1.1598016991243298e-09
1985,1.8046674932215012e-08,1.2031116103372597e-09
1986,2.517683839187157e-08,0.0
1987,1.711028652096047e-08,2.4443267410134695e-09
1988,3.17817343553628e-08,1.798966087207532e-09
1989,1.0976244468885454e-08,0.0
1990,1.1987032477733806e-08,5.44865097484859e-10
1991,1.5825955934634095e-08,0.0
1992,1.597883780846132e-08,5.509944167592096e-10
1993,1.2186256448387667e-08,2.2156829704300662e-09
1994,2.7429617632801495e-08,1.0549853213248639e-09
1995,4.337960540778951e-08,2.7112254108452305e-09
1996,1.441284891434691e-08,0.0
1997,2.0618046936426992e-08,0.0
1998,1.0966697439052098e-08,0.0
1999,2.8335246704536132e-08,9.140402323914998e-10
2000,1.1928684817696933e-08,8.836062992401139e-10
2001,1.70867264781549e-08,1.7524846851468823e-09
2002,1.3581786362237835e-08,8.76244299341522e-10
2003,1.7501075477710515e-08,8.333845835650777e-10
2004,1.938108110111081e-08,2.202395626982323e-09
2005,1.4411999038621559e-08,4.5037495954858286e-10
2006,1.4412615101377924e-08,8.235779835885637e-10
2007,1.677681460421354e-08,1.1983438685803094e-09
2008,1.8306990812178014e-08,4.257439678578834e-10
2009,3.909917967170884e-08,0.0
2010,1.842279351293996e-08,0.0
2011,2.6003009412356448e-08,7.64794394481072e-10
2012,3.3702101359667225e-08,1.3617011129785084e-09
2013,2.0081699469987058e-08,1.6734749697100426e-09
2014,4.8505972405354925e-08,6.496335691608124e-10
2015,4.1449958687600486e-08,1.1082876977264178e-09
2016,4.018399568650466e-08,1.2428040818690533e-09
2017,2.5659235902697475e-08,1.7609279867603078e-09
2018,2.039358665273383e-08,1.8070267504555204e-09
2019,3.6989323326519497e-08,1.5305927081321613e-09
