year,vos_DET années_NOUN,vos_DET damnés_NOUN
1857,8.347380342499378e-08,1.4644527812635033e-09
1858,1.1304391511757217e-07,1.468102750479261e-09
1859,9.726050853586798e-08,1.5276520048956854e-09
1860,8.467790121868823e-08,9.154367819341758e-10
1861,1.0799556982021841e-07,1.8863854922557266e-09
1862,1.1701584423651212e-07,4.9697850279528666e-09
1863,8.390963329718559e-08,9.989241656072068e-10
1864,7.815406322109197e-08,0.0
1865,1.1437632085886662e-07,0.0
1866,8.904071435722472e-08,5.352174259343201e-09
1867,5.629261323747414e-08,4.367530337390235e-09
1868,6.471235025617972e-08,1.0373735648272486e-08
1869,8.106641757876787e-08,5.371870948067681e-09
1870,8.429051989722325e-08,6.880858549607183e-09
1871,1.1789506748627332e-07,9.559059321873065e-09
1872,9.978109627439835e-08,0.0
1873,4.429643185588361e-08,5.986004469882289e-10
1874,4.182226431836966e-08,5.974609251779839e-09
1875,7.838492432910016e-08,1.1443054281912168e-09
1876,5.3204930461348e-08,1.209202959984168e-09
1877,4.824156540905733e-08,3.0924081073635534e-09
1878,6.2202616391005e-08,2.4156354694326865e-09
1879,6.170418564988012e-08,1.1607718342077078e-08
1880,7.893951070592209e-08,1.2835692508872398e-09
1881,3.346803723047742e-08,5.5780060570498335e-09
1882,5.457415963583401e-08,6.655385131892899e-10
1883,3.981183382961717e-08,4.423537092179686e-09
1884,2.706695667598069e-08,1.3203393933736152e-09
1885,2.7716232864349877e-08,0.0
1886,5.549978915331266e-08,1.2906927748801422e-09
1887,3.1991731541669566e-08,0.0
1888,2.663058196183954e-08,2.53624587998047e-09
1889,3.508476681401973e-08,0.0
1890,3.736000364629177e-08,1.3108772956016423e-09
1891,2.4222035377441387e-08,5.736798147637501e-09
1892,2.4447197599641868e-08,6.268512375839919e-10
1893,2.3401982685022915e-08,6.158416554491453e-10
1894,1.6384001710889606e-08,2.520615716150587e-09
1895,2.347259631108045e-08,1.2037228991346183e-09
1896,4.0689499769541726e-08,3.5382172747233653e-09
1897,2.9716238358901137e-08,5.826713556089658e-10
1898,2.2067583316243145e-08,1.13167097914868e-09
1899,2.65323762960179e-08,5.527578395003729e-10
1900,3.841379481173135e-08,3.114631885736685e-09
1901,3.3532433940663964e-08,1.676621730339889e-09
1902,2.7497589316638482e-08,0.0
1903,4.4281807332069434e-08,1.6200660812870638e-09
1904,2.6873125946735854e-08,0.0
1905,2.6835946631553753e-08,0.0
1906,1.3889298322578014e-08,0.0
1907,4.16570322125942e-08,1.5428529565042481e-09
1908,3.3888585937447147e-08,0.0
1909,3.025540973311536e-08,0.0
1910,2.8323999146095957e-08,0.0
1911,3.458243114096149e-08,5.320374141248863e-10
1912,3.9070659596518453e-08,3.125652625612929e-09
1913,3.2878535449754054e-08,3.71209285532359e-09
1914,2.8795997586428257e-08,1.3393487430235496e-09
1915,3.652036273393833e-08,0.0
1916,3.625862632361532e-08,0.0
1917,2.52227767560953e-08,0.0
1918,3.9053681177847466e-08,0.0
1919,4.6960025201769895e-08,0.0
1920,4.92195053602984e-08,0.0
1921,4.165010980550221e-08,0.0
1922,3.393850328547998e-08,0.0
1923,1.2739137744688378e-08,0.0
1924,2.836157353414137e-08,1.289162443462999e-09
1925,6.158979815040766e-08,1.0998177923937646e-09
1926,3.343841403768977e-08,2.229227691330493e-09
1927,2.7873062080630007e-08,5.574612327308159e-09
1928,2.8565102283550914e-08,0.0
1929,2.8965057019547658e-08,0.0
1930,4.20144132817768e-08,1.0503603542488804e-09
1931,2.2810713318222042e-08,0.0
1932,1.9727165678773417e-08,0.0
1933,2.1794258842078307e-08,2.2941324395731044e-09
1934,4.073737258636356e-08,0.0
1935,2.6330225999515733e-08,0.0
1936,2.9099314957647948e-08,0.0
1937,4.2809801703569406e-08,2.5182236296217297e-09
1938,2.3337385357535823e-08,1.2965214457594243e-09
1939,2.141167065872196e-08,3.058810094103137e-09
1940,3.296517858686343e-08,5.0715658339584024e-09
1941,2.9515025090631752e-08,2.9515025978810172e-09
1942,3.6410540360520827e-08,1.2136847082899749e-08
1943,3.483882360377777e-08,8.709705845433291e-09
1944,5.1410978585408884e-08,0.0
1945,3.921307367704685e-08,0.0
1946,3.062642939255511e-08,1.3921104269343232e-09
1947,4.053096258616051e-08,5.960435700558264e-09
1948,4.022598387720677e-08,7.610321262063735e-09
1949,1.1780409536754632e-08,6.8719057111366055e-09
1950,3.828730044119766e-08,3.190608444114673e-09
1951,2.6653505291740487e-08,0.0
1952,2.847097024805123e-08,4.2179215675730575e-09
1953,4.201792791480585e-08,1.0773827385790469e-09
1954,3.811289239763482e-08,2.9317608341017376e-09
1955,3.003394422051997e-08,6.569925492527773e-09
1956,4.273359177631164e-08,2.616342476002842e-09
1957,1.9437083054185678e-08,8.835037701437898e-10
1958,2.6471179026543723e-08,8.272243445794913e-10
1959,2.4802393028267034e-08,5.425523585955716e-09
1960,2.9759583242139342e-08,6.920833350854139e-10
1961,3.821487748467689e-08,6.948159270159238e-10
1962,1.8391672906847845e-08,1.2683912808952869e-09
1963,2.974384449849765e-08,7.759263453976928e-09
1964,3.4070222088011803e-08,3.6503808864551957e-09
1965,3.502107759345563e-08,1.6416130677043839e-09
1966,2.326411419062424e-08,2.215629901769489e-09
1967,3.401931558677518e-08,2.465167847631733e-09
1968,2.9643345000884835e-08,4.4914158503495116e-10
1969,2.452549219267297e-08,4.5417578031781147e-10
1970,2.6212731901731345e-08,9.197450023812337e-10
1971,2.415046862491721e-08,0.0
1972,2.3085661382538092e-08,5.130146862875051e-10
1973,2.6463378155483497e-08,1.102640756478479e-09
1974,1.743927147135338e-08,5.625571675160757e-10
1975,1.7134440977173426e-08,2.2845920710778955e-09
1976,1.4855169538918744e-08,5.713526873840635e-10
1977,2.7620874143430285e-08,0.0
1978,1.900989232694883e-08,5.940591352171509e-10
1979,2.106710472737916e-08,5.851973350345929e-10
1980,2.6151693310882962e-08,1.1370301367108482e-09
1981,2.5934753011824796e-08,1.8976649140967083e-09
1982,1.4277254933858785e-08,6.207502289967692e-10
1983,2.1472075117934253e-08,0.0
1984,3.015484484336639e-08,5.799008495621649e-10
1985,1.7445118793979475e-08,6.015558051686298e-10
1986,2.2779044539511517e-08,1.7983456945813714e-09
1987,2.4443266966045485e-08,1.2221633705067347e-09
1988,3.058242348252804e-08,5.996553809062277e-10
1989,2.9087047215270445e-08,0.0
1990,2.451892872068484e-08,1.089730194969718e-09
1991,2.4032006606944378e-08,0.0
1992,2.038679319804615e-08,0.0
1993,3.046564123199147e-08,5.539207426075166e-10
1994,2.9539588441984677e-08,1.0549853213248639e-09
1995,2.711225349782964e-08,0.0
1996,2.8291889053733144e-08,2.135236876199542e-09
1997,2.9728346229163094e-08,0.0
1998,2.3840645790862425e-08,1.9072516899143466e-09
1999,2.513610636301067e-08,9.140402323914998e-10
2000,3.446064544831984e-08,4.4180314962005696e-10
2001,2.1906059716192416e-08,0.0
2002,4.600282710320869e-08,0.0
2003,3.791899993998982e-08,0.0
2004,3.303593576475805e-08,1.7619165015858584e-09
2005,3.0175122844866564e-08,2.251874686720612e-09
2006,4.4473210003559416e-08,4.1178899179428186e-10
2007,5.392547430815853e-08,0.0
2008,3.5336749748537954e-08,8.514879357157668e-10
2009,4.9112384381544416e-08,4.76819250749827e-10
2010,5.999216989849288e-08,4.723793023408973e-10
2011,5.735957830932392e-08,3.059177577924288e-09
2012,6.706377597698321e-08,1.3617010852229328e-09
2013,7.642202914937002e-08,3.0680376017500066e-09
2014,9.961047631179554e-08,1.9489005964601347e-09
2015,8.090500247526222e-08,3.32486305154589e-09
2016,8.3475003798128e-08,2.0713399884186856e-09
2017,7.546833669103137e-08,1.2578056374223934e-09
2018,1.014516435304813e-07,2.8396134332808742e-09
2019,9.591714045242838e-08,3.06118530524202e-09
