year,pas_ADV étendu_VERB,pas_ADV etendu_VERB,pas_ADV détendu_VERB
1846,2.154456524294801e-07,0.0,5.854501328173001e-10
1847,2.3676251714732643e-07,5.393223645455691e-10,1.294373674909366e-08
1848,2.767556281924044e-07,8.045221711050488e-10,2.413566457803995e-09
1849,2.002680190571482e-07,0.0,6.703531951757213e-09
1850,2.0502767483776552e-07,6.788996032014438e-10,9.504594444820214e-09
1851,2.1670113881100406e-07,0.0,3.2247193804124663e-09
1852,2.213585474919455e-07,0.0,4.557382027314816e-09
1853,2.400716709871631e-07,0.0,9.555090940693844e-09
1854,1.891221899086304e-07,0.0,1.0391328686409906e-08
1855,2.5261022074118955e-07,1.0613874223963649e-09,3.1841622671890946e-09
1856,2.3918613578644e-07,2.5885946719483854e-09,1.0354378687793542e-08
1857,2.284546241071439e-07,0.0,3.905207268672939e-09
1858,1.972151437712455e-07,4.893676019968041e-10,4.893676130990343e-09
1859,1.9452102151262807e-07,0.0,2.036869339860914e-09
1860,1.890376921664938e-07,9.154367819341758e-10,6.408057640072684e-09
1861,1.7779183281163569e-07,1.8863854922557266e-09,7.073945429425521e-09
1862,2.0105038345263893e-07,4.517986262886353e-10,8.132375661773494e-09
1863,2.3524664527485584e-07,0.0,2.9967726078439227e-09
1864,2.0617329710148624e-07,0.0,3.3563094525845827e-09
1865,1.6144475978308037e-07,4.706844358715045e-10,6.589582213223366e-09
1866,1.7272925845190912e-07,4.865612912574591e-10,1.4596839292835284e-09
1867,2.1206786016136903e-07,1.455843445796745e-09,2.91168689159349e-09
1868,2.1340255784707551e-07,4.93987406535723e-10,1.4819622196071691e-09
1869,2.080379175595226e-07,4.883519144627257e-10,7.813630631403612e-09
1870,1.6800763091850968e-07,0.0,2.2936195165357276e-09
1871,1.7949790276361455e-07,0.0,4.248470908407853e-09
1872,1.9170065002072079e-07,0.0,3.628403577593531e-09
1873,2.0891155827484909e-07,1.1972008939764578e-09,4.190203295451056e-09
1874,1.7744589797530352e-07,0.0,2.3898436563030145e-09
1875,1.4475463672170008e-07,0.0,3.432916173551348e-09
1876,1.5235957562254043e-07,0.0,3.02300739996042e-09
1877,2.177055193897104e-07,0.0,3.0924081073635534e-09
1878,1.6788666812317388e-07,0.0,3.6234530931267273e-09
1879,2.2421224343815993e-07,0.0,4.27652757650776e-09
1880,2.169231976267838e-07,0.0,2.5671385017744797e-09
1881,1.7082643921639828e-07,0.0,1.3945015142624584e-09
1882,2.0897908825645573e-07,0.0,2.6621540527571597e-09
1883,1.9273983298262465e-07,0.0,2.5277355764075082e-09
1884,1.6372209188375564e-07,6.601696966868076e-10,3.300848483434038e-09
1885,1.6629739718609926e-07,0.0,4.511945039809007e-09
1886,1.6198194430216972e-07,0.0,4.5174246565693466e-09
1887,2.2524790210809442e-07,6.528924623161458e-10,5.876032105334161e-09
1888,1.946568772837054e-07,0.0,8.876860135842435e-09
1889,1.8795410028360493e-07,0.0,1.0024218788373673e-08
1890,2.2416001854708156e-07,0.0,9.176140736144589e-09
1891,1.5871808045631042e-07,6.374220040683554e-10,3.824531802365527e-09
1892,1.7551835185258824e-07,1.2537024751679837e-09,5.014809900671935e-09
1893,1.7489902859324502e-07,0.0,1.1700991287000306e-08
1894,1.386338652764607e-07,0.0,1.1342770278588432e-08
1895,2.1727198884491372e-07,0.0,7.22233739480771e-09
1896,1.8929462441974465e-07,5.89702897624278e-10,8.255840455717589e-09
1897,1.2177831365534075e-07,0.0,7.574727511894253e-09
1898,1.8050151595616626e-07,0.0,1.1316709347397591e-08
1899,1.8683215330383973e-07,0.0,9.949641111006713e-09
1900,1.8116774924692436e-07,0.0,7.786579381274805e-09
1901,2.0287122026729776e-07,0.0,8.941982265753268e-09
1902,1.4829056738108193e-07,0.0,9.329538919189417e-09
1903,1.4742600740191847e-07,5.400220270956879e-10,8.640352433531007e-09
1904,1.7306292932062206e-07,5.374625189347171e-10,6.449550227216605e-09
1905,1.6153175863564684e-07,0.0,1.909480928929952e-08
1906,2.0113760967888084e-07,0.0,1.3374879870298173e-08
1907,1.8925663880509092e-07,0.0,7.199980611716228e-09
1908,1.5765559169267362e-07,0.0,1.0313916831705683e-08
1909,1.991355986774579e-07,0.0,1.0451868703853506e-08
1910,1.8651086008958373e-07,0.0,1.0153886620400954e-08
1911,1.5482288517887355e-07,0.0,1.276889793899727e-08
1912,1.6357581955617206e-07,0.0,8.335073964360618e-09
1913,1.495443058274759e-07,0.0,1.113627856597077e-08
1914,1.0580855303032877e-07,0.0,1.5402511266415786e-08
1915,1.4490336752714938e-07,0.0,1.0602685840410686e-08
1916,1.4723198660249182e-07,0.0,1.538244731591476e-08
1917,1.5352993898432032e-07,0.0,1.2063066989753679e-08
1918,1.5621472471138986e-07,0.0,1.6080926812378493e-08
1919,1.574542096705045e-07,9.207848372660976e-10,7.366278698128781e-09
1920,1.5068741276991204e-07,0.0,1.1358347151713133e-08
1921,1.8401776458176755e-07,0.0,1.438822039290244e-08
1922,1.328028389480096e-07,0.0,7.377935595798135e-09
1923,1.5711603396084683e-07,1.0615948120573648e-09,8.492758496458919e-09
1924,1.8821771163857193e-07,0.0,6.445812328337297e-09
1925,1.53974497152376e-07,0.0,1.3197813508725176e-08
1926,1.6384824164106249e-07,0.0,3.343841648018042e-09
1927,1.650085295068493e-07,0.0,1.1149224876660924e-09
1928,1.6910540523440432e-07,0.0,3.4278122562625413e-09
1929,1.7713246336370503e-07,0.0,2.2280812750352652e-09
1930,1.5860440782944352e-07,0.0,2.100720708497761e-09
1931,1.9503160331169056e-07,0.0,4.5621426636444085e-09
1932,1.786404482118087e-07,0.0,1.2055489939655217e-08
1933,1.2273608263058122e-07,0.0,4.588264879146209e-09
1934,1.4737344145032694e-07,0.0,5.990790086229936e-09
1935,1.615718332459437e-07,0.0,3.590485242455088e-09
1936,1.2730950516015582e-07,0.0,2.424942913137329e-09
1937,1.7123920770245604e-07,0.0,1.0072894518486919e-08
1938,1.4650692037321278e-07,0.0,7.779128452511941e-09
1939,1.5446991596945736e-07,0.0,4.588215141154706e-09
1940,1.2425336137766863e-07,2.5357829169792012e-09,7.607348528892999e-09
1941,1.5052663115966425e-07,0.0,0.0
1942,1.0923162108156248e-07,0.0,6.068423541449874e-09
1943,9.00002916637277e-08,0.0,5.806470415592457e-09
1944,1.0924833304670756e-07,0.0,1.2852744646352221e-08
1945,1.6774481537140673e-07,0.0,4.357008087652048e-09
1946,8.909506732379668e-08,0.0,1.5313215584455975e-08
1947,1.5139505649131024e-07,0.0,1.1920870957027319e-09
1948,1.4894486355387926e-07,0.0,5.435944139264848e-09
1949,1.4136492154648295e-07,0.0,1.47255123650325e-08
1950,1.35069086582007e-07,0.0,4.2541445921528975e-09
1951,1.4392892921932798e-07,0.0,1.0661401761424827e-09
1952,1.6344445441518474e-07,0.0,9.490323193972472e-09
1953,1.465240586639993e-07,0.0,8.619061908632375e-09
1954,1.719966320479216e-07,0.0,6.840775057526116e-09
1955,1.61432453182897e-07,0.0,2.815682353940474e-09
1956,1.377940321845017e-07,0.0,1.1337483840634377e-08
1957,1.263410354113148e-07,0.0,4.417518795207798e-09
1958,1.4310981555354374e-07,0.0,4.1361216673863055e-09
1959,1.3641316343182552e-07,0.0,6.200598257066758e-09
1960,1.5364250316451944e-07,0.0,6.920833239831836e-09
1961,1.4104763579325663e-07,1.3896318540318475e-09,4.16889545107324e-09
1962,1.1415521328217437e-07,0.0,5.0735651235811474e-09
1963,1.2220840517329634e-07,0.0,2.5864212993553792e-09
1964,1.2654653858135134e-07,0.0,6.6923653285755336e-09
1965,1.422731230604768e-07,0.0,4.924839203113152e-09
1966,1.27952631601147e-07,1.1078149508847446e-09,5.539074976468328e-09
1967,1.0896041402475021e-07,0.0,6.902469706915326e-09
1968,1.5585213475333148e-07,8.982831700699023e-10,1.122853987567396e-08
1969,1.1263559684948632e-07,2.2708788183223305e-09,4.087581828571274e-09
1970,1.1910697850225915e-07,4.5987250119061684e-10,6.438214850135182e-09
1971,1.3719521518851252e-07,0.0,5.652237344833111e-09
1972,1.1645433062312804e-07,1.0260293725750103e-09,9.747279428040656e-09
1973,1.0144295004010928e-07,0.0,3.3079223804577396e-09
1974,1.158867775075123e-07,0.0,6.1881286761433785e-09
1975,1.1023156787359767e-07,1.1422960355389478e-09,2.8557400888473694e-09
1976,1.0912836501120182e-07,0.0,3.9994687561772935e-09
1977,1.0166832709046503e-07,5.876781838942691e-10,4.7014254711541525e-09
1978,9.980193738101661e-08,0.0,4.752473081737207e-09
1979,1.1001709765423584e-07,5.851973350345929e-10,8.777959692451986e-09
1980,9.72160734136196e-08,0.0,3.411090521154847e-09
1981,9.108791232392832e-08,0.0,5.69299452024552e-09
1982,8.007678076182856e-08,0.0,3.1037510339615437e-09
1983,1.0420271223665623e-07,6.315316047889041e-10,5.052252838311233e-09
1984,1.0322234800241858e-07,5.799008495621649e-10,5.219107812592938e-09
1985,8.060847989099784e-08,0.0,6.015557829641693e-09
1986,9.351397523005289e-08,5.994485463567401e-10,3.5966913891627428e-09
1987,9.593982497335674e-08,6.110816852533674e-10,3.0554083707556856e-09
1988,9.354624097568376e-08,0.0,6.596209356501959e-09
1989,9.055401761770554e-08,5.488122178931576e-10,3.841685636274406e-09
1990,9.753085095098868e-08,0.0,2.724325431913144e-09
1991,8.264665751767097e-08,5.861465202094962e-10,4.10302547493302e-09
1992,9.201606587794231e-08,5.509944167592096e-10,3.856960972825618e-09
1993,8.419595332043173e-08,5.539207426075166e-10,2.7696036575264316e-09
1994,7.96513930367837e-08,0.0,4.2199412852994556e-09
1995,8.350573921234172e-08,0.0,6.506940763983948e-09
1996,7.846995231375331e-08,5.338092190498855e-10,5.871901187504136e-09
1997,9.25414624930454e-08,9.58978896292706e-10,2.876936688878118e-09
1998,8.058138689648331e-08,0.0,2.3840645013706308e-09
1999,8.591977973537723e-08,0.0,4.570201106446348e-09
2000,9.41040738666743e-08,0.0,6.627047355323157e-09
2001,7.491872366927055e-08,0.0,6.133696661692056e-09
2002,9.463438743750885e-08,0.0,2.6287327870022636e-09
2003,6.583738354493107e-08,0.0,5.000307723435071e-09
2004,8.369103454697324e-08,0.0,3.0833537945085254e-09
2005,7.16096195674254e-08,1.3511248786457486e-09,2.702249757291497e-09
2006,7.659275524929399e-08,4.1178899179428186e-10,5.353256948836815e-09
2007,7.789235212385393e-08,0.0,6.7906151812735516e-09
2008,7.450519490248553e-08,0.0,6.811903485726134e-09
2009,6.246332162618273e-08,0.0,1.0013204487790972e-08
2010,7.463592766043803e-08,4.723793023408973e-10,1.0392344762522043e-08
2011,7.342026009382607e-08,0.0,1.2236710311697152e-08
2012,8.068079182521615e-08,0.0,2.0425515501187874e-08
2013,8.897308845234875e-08,0.0,1.7850400269026068e-08
2014,8.878325274963572e-08,0.0,1.9272462736807938e-08
2015,9.30961689959986e-08,0.0,2.0392493027543424e-08
2016,9.507450471346601e-08,0.0,2.050626690675017e-08
2017,8.049956079503318e-08,0.0,2.6665480490351e-08
2018,8.002546536545196e-08,0.0,2.710540059069899e-08
2019,8.11214135865157e-08,0.0,3.3673039467885246e-08
