year,plus_ADV ôté_VERB,plus_ADV doté_VERB
1988,5.996553809062277e-10,8.395175221664886e-09
1989,1.0976244357863152e-09,7.683371272548811e-09
1990,0.0,1.0352437129768077e-08
1991,5.861465202094962e-10,7.6199047072123e-09
1992,0.0,1.2121876835635703e-08
1993,2.2156829704300662e-09,1.1078414630105726e-08
1994,5.274926606624319e-10,8.967375286772494e-09
1995,0.0,1.3556126887692699e-08
1996,0.0,9.074756945892659e-09
1997,4.79489448146353e-10,1.7261619689179497e-08
1998,1.43043876743576e-09,1.2873949017944142e-08
1999,4.570201161957499e-10,1.96518641359944e-08
2000,4.4180314962005696e-10,1.678851901942835e-08
2001,8.762423564512289e-10,1.664860427297299e-08
2002,1.752488598683044e-09,1.8839251936242363e-08
2003,1.2500769308587678e-09,2.375146124222738e-08
2004,1.7619165015858584e-09,1.497629043001325e-08
2005,4.5037495954858286e-10,2.2518747755384538e-08
2006,4.1178899179428186e-10,1.729513776638214e-08
2007,3.994479469415779e-10,1.6377365241737607e-08
2008,1.7029758714315335e-09,2.0009967016676455e-08
2009,0.0,1.5258216023994464e-08
2010,9.447586046817946e-10,1.4171378737160012e-08
2011,1.911985902935953e-09,1.185431308670104e-08
2012,1.7021263287730903e-09,1.2595735121578855e-08
2013,3.3469500504423877e-09,1.1435412616833673e-08
2014,3.681256854903836e-09,1.3425760059249114e-08
2015,4.654808538617772e-09,1.3742767812630063e-08
2016,8.285360175719347e-10,1.4085112631789798e-08
2017,1.0062445321423752e-09,1.2074934829797712e-08
2018,3.614053500911041e-09,1.0842160058643913e-08
2019,3.5713827450933877e-09,1.0714148679369373e-08
