year,quelques_DET essais_NOUN,quelques_DET décès_NOUN
1800,1.5846589036527803e-06,0.0
1801,1.1358240854519863e-06,7.143547975374531e-09
1802,1.18381743163809e-06,0.0
1803,9.166594168164011e-07,0.0
1804,1.2878343014222082e-06,0.0
1805,1.1570512796765797e-06,0.0
1806,8.212757052206143e-07,0.0
1807,1.278282809380471e-06,0.0
1808,9.540171390653995e-07,3.852325747288887e-08
1809,1.3215327996363158e-06,0.0
1810,1.5444836947153817e-06,4.680253518074551e-09
1811,1.7073192282168748e-06,0.0
1812,1.1975765374927505e-06,2.6672082320544632e-09
1813,1.8347231929283225e-06,0.0
1814,1.2649642258111271e-06,0.0
1815,1.065403353095462e-06,2.697223555614414e-09
1816,1.3395750926292749e-06,0.0
1817,1.0726857482268315e-06,0.0
1818,9.489257308814558e-07,0.0
1819,9.647178700333825e-07,1.035105001712111e-09
1820,9.93224453793573e-07,2.3732962262101864e-09
1821,9.072569469026348e-07,0.0
1822,8.922798286903344e-07,0.0
1823,9.86292171489822e-07,0.0
1824,1.2092718080225495e-06,8.421112696055388e-10
1825,9.99417800073843e-07,0.0
1826,1.0076333936126503e-06,0.0
1827,1.439738014141767e-06,5.530363722527909e-09
1828,1.2245022134038663e-06,9.172301251858528e-10
1829,1.4257191338629127e-06,4.286587973467704e-09
1830,1.2952113337405535e-06,2.0873671680021744e-09
1831,1.635517520526264e-06,6.236482441579483e-09
1832,1.5708294114347154e-06,5.411987746839486e-09
1833,1.589273836088978e-06,5.791814139399776e-09
1834,1.2685627410746747e-06,0.0
1835,1.136732123541151e-06,1.0588323107185715e-08
1836,9.852619413663888e-07,2.6883001047472987e-08
1837,1.124395161866687e-06,1.0436836284100082e-08
1838,1.1166213909064027e-06,2.0830134062066463e-08
1839,1.2766433457045423e-06,3.4957374772659477e-09
1840,1.194953625827111e-06,1.9109065441114126e-09
1841,1.2898882033596237e-06,5.778493683550323e-09
1842,9.767233990487512e-07,2.683306021822318e-09
1843,1.1618893580589429e-06,1.7720733769266417e-09
1844,1.2470010801735043e-06,1.097712254427563e-09
1845,1.146178760791372e-06,2.7901139176833567e-09
1846,1.1621185223020802e-06,1.4050803409659807e-08
1847,1.2037675247711377e-06,8.629157832729106e-09
1848,1.2783856817577544e-06,8.04522137798358e-09
1849,1.2267463489479269e-06,4.10591316502007e-08
1850,1.1955422394294146e-06,6.788996032014438e-09
1851,9.629011969991552e-07,9.029214265154906e-09
1852,1.2187741020852627e-06,1.3021090872200602e-09
1853,1.1687070298194158e-06,1.7915795957890168e-08
1854,1.2412442487175213e-06,1.2469595134234623e-08
1855,1.2131658735370365e-06,1.8574279891936385e-08
1856,1.2011079064677688e-06,8.801221973442352e-09
1857,1.0856476109211144e-06,1.1715621806018817e-08
1858,1.0878641205636086e-06,2.3000277904472455e-08
1859,9.451073808008914e-07,4.073738679721828e-09
1860,9.525119750719568e-07,5.95033897154984e-09
1861,1.0073298710722156e-06,3.772770984511453e-09
1862,1.0513354169461309e-06,9.035972525772706e-10
1863,9.6496074775132e-07,3.496234635136375e-09
1864,8.788736423070986e-07,2.397363974004918e-09
1865,9.305431518669138e-07,1.553258599518159e-08
1866,9.171680375175129e-07,3.113992264047738e-08
1867,9.322250917875863e-07,9.220341823379385e-09
1868,1.0576270597084658e-06,1.2349684830326169e-08
1869,8.106641473659693e-07,3.5161338729494673e-08
1870,1.0711203088931143e-06,8.027668307875047e-09
1871,1.0472480980183718e-06,4.248470908407853e-09
1872,8.962156883285388e-07,1.6327815544059376e-08
1873,9.362111228483627e-07,8.979006871356887e-09
1874,1.03181498189997e-06,1.0754296120296658e-08
1875,1.0350242405365861e-06,1.2587359599081083e-08
1876,1.0157305041502696e-06,4.836811839936672e-09
1877,8.467013330459849e-07,4.9478527941460015e-09
1878,1.0266450587437248e-06,6.6429977074733415e-09
1879,8.803537880908152e-07,1.3440515922447105e-08
1880,9.299459406975075e-07,1.6686400261534118e-08
1881,8.262421218319105e-07,1.6734018393194106e-08
1882,1.0262603780120116e-06,1.7969540078155433e-08
1883,9.88976566418387e-07,2.780509184008295e-08
1884,1.079377440760254e-06,3.564916362108761e-08
1885,9.301052301680102e-07,5.0275957841350305e-08
1886,9.512405938494339e-07,1.742435196128156e-08
1887,1.0811899215923404e-06,3.3297514967500774e-08
1888,1.0221070851912373e-06,1.014498307583267e-08
1889,1.0174582314448344e-06,1.190375947812683e-08
1890,1.0382148047938244e-06,3.736000309118026e-08
1891,1.2659201189535452e-06,2.677172439291553e-08
1892,1.0079768202331252e-06,4.8894397419729785e-08
1893,1.0112119781524598e-06,2.832871559554917e-08
1894,1.0441650886150455e-06,2.0164925063070882e-08
1895,1.0935822558622021e-06,2.467632009839349e-08
1896,1.2006350402771204e-06,1.7101384197637515e-08
1897,1.1286343948313515e-06,2.8550895758705508e-08
1898,1.123183466233968e-06,2.4896760653092542e-08
1899,1.0657171287675737e-06,1.4371703827009696e-08
1900,1.1082898652148288e-06,1.4015843596837385e-08
1901,1.15072133155536e-06,1.6207343134233554e-08
1902,1.147042297588996e-06,2.2096277252359187e-08
1903,1.2053291982283554e-06,1.674068261792172e-08
1904,1.0738500861862121e-06,2.1498501645567103e-08
1905,1.024926731929554e-06,2.06430355587095e-08
1906,1.1929363665785786e-06,3.189394348623864e-08
1907,1.0110829862242099e-06,1.4399961223432456e-08
1908,1.1060448059652117e-06,1.2278472683036057e-08
1909,1.1519059910369833e-06,2.035363999564055e-08
1910,1.2964910069968028e-06,2.0307772907735e-08
1911,1.0874844491581825e-06,2.6601869929088195e-08
1912,1.137737612566525e-06,1.719108944087111e-08
1913,1.1624153586353714e-06,1.3257474729133634e-08
1914,1.0654519400077334e-06,2.0090230812286336e-08
1915,8.564613835915225e-07,3.416420912838447e-08
1916,9.72390409970103e-07,2.7468654906215306e-08
1917,9.716252122871083e-07,2.0836206759966558e-08
1918,8.70667321350993e-07,2.412139110674616e-08
1919,1.1270406901076058e-06,2.762354567309444e-08
1920,9.404712102423218e-07,1.2872793497820112e-08
1921,1.173018560507444e-06,2.3475517973992055e-08
1922,1.0852943290728945e-06,1.3280284150152255e-08
1923,1.0085150705663182e-06,1.0615948120573648e-08
1924,1.0248841135762632e-06,2.1915761205804074e-08
1925,9.788378463326808e-07,1.9796720707176974e-08
1926,1.0533101004739365e-06,2.1177662290483568e-08
1927,8.406515803471848e-07,1.8953681513167453e-08
1928,1.1060407842933273e-06,2.6279895148917376e-08
1929,9.279958703700686e-07,1.559656870320225e-08
1930,1.158547433988133e-06,9.453243299262226e-09
1931,1.1907192174476222e-06,1.8248570654577634e-08
1932,1.091569870936837e-06,1.3151444377967891e-08
1933,1.16197807642493e-06,2.294132461777565e-08
1934,1.134655661871875e-06,2.156684431042777e-08
1935,1.1345933472739489e-06,1.9149255514605557e-08
1936,1.2148964287916897e-06,1.4549657034734764e-08
1937,1.1596420108617167e-06,1.510934133364117e-08
1938,1.2096544992346026e-06,1.555825723809079e-08
1939,1.2648179392726888e-06,2.5999886688055085e-08
1940,1.3109997780702543e-06,1.5214697057785997e-08
1941,9.946563750418136e-07,1.1806010391524069e-08
1942,1.216718942487205e-06,2.730790660265825e-08
1943,1.1961328993947973e-06,2.322588166236983e-08
1944,1.1021228658592008e-06,1.927911696952833e-08
1945,1.087073513872383e-06,1.742803235060819e-08
1946,8.60324263385337e-07,1.1136883415474585e-08
1947,1.0430762245050573e-06,1.1920871401116528e-08
1948,9.360695401028352e-07,1.4133453962728026e-08
1949,8.76658873494307e-07,2.159741874230292e-08
1950,9.78453272182378e-07,1.595304199852876e-08
1951,1.0501480716129663e-06,2.238894425410365e-08
1952,1.0797878928769933e-06,2.636200890915319e-08
1953,1.0946208846007721e-06,2.2625037399137682e-08
1954,1.0104802186106099e-06,1.172704333640695e-08
1955,1.0164613541974177e-06,7.508486277174597e-09
1956,1.0953753815101663e-06,3.488456634670456e-09
1957,1.0142623096953685e-06,2.1204090594473257e-08
1958,9.55444150463336e-07,1.9853384269907792e-08
1959,9.463663275255385e-07,6.975672928177801e-09
1960,8.42265421852062e-07,1.2457500142559752e-08
1961,8.129346298346718e-07,1.2506686519753174e-08
1962,8.542615574924639e-07,1.0781325721076485e-08
1963,9.052474752024864e-07,7.1126584622049904e-09
1964,7.957830376881248e-07,1.0342746159519578e-08
1965,7.885214614589131e-07,8.755269398363907e-09
1966,7.660540575216146e-07,9.970334224895794e-09
1967,6.784141532989452e-07,2.9582013283402375e-08
1968,6.049937013585804e-07,2.2906220475960026e-08
1969,6.512880545983535e-07,1.1354394757745467e-08
1970,5.950750363581392e-07,6.898087351325799e-09
1971,6.19176908855934e-07,1.5415192677892264e-08
1972,5.84836769235153e-07,2.2059630788717755e-08
1973,5.226517316714308e-07,1.2129048210240967e-08
1974,5.468055590540644e-07,1.2376257796375967e-08
1975,5.677211163401807e-07,1.4278700888326057e-08
1976,5.262158282448581e-07,9.712995741040231e-09
1977,4.7014253823363106e-07,9.402850609241398e-09
1978,4.6930671260270174e-07,1.0099005298691566e-08
1979,4.424091955002041e-07,8.192762912528906e-09
1980,4.525380035147464e-07,1.3075846627685905e-08
1981,4.6239765794098275e-07,1.2651099334792804e-08
1982,4.6059665947950634e-07,8.069752976958e-09
1983,4.3259913695692376e-07,8.209910418166544e-09
1984,4.5870157805438794e-07,1.2177918229383522e-08
1985,4.3793264126179565e-07,1.2031116214394899e-08
1986,3.680614035772578e-07,1.978180197426127e-08
1987,3.7459306412301885e-07,1.4054878594293996e-08
1988,3.831797776854273e-07,1.0194141475405871e-08
1989,3.468493261493677e-07,1.2073868682627165e-08
1990,3.3836121460240065e-07,1.47113579651581e-08
1991,3.6223854493755425e-07,1.1722930182145319e-08
1992,3.179237744177499e-07,7.713922056673539e-09
1993,2.9025447645381064e-07,1.3294098266669607e-08
1994,3.344303358687739e-07,8.967375286772494e-09
1995,3.7143789555216244e-07,1.0302656838767632e-08
1996,2.9145982693989936e-07,4.270473752399084e-09
1997,2.7810388125715235e-07,5.274383929609883e-09
1998,3.075443366640229e-07,1.1920322950942364e-08
1999,3.1123069277327886e-07,2.102292606664946e-08
2000,2.6198926583731463e-07,1.502130730912654e-08
2001,2.6856828228005725e-07,1.4019877259130453e-08
2002,2.672545100779189e-07,1.1391175724906333e-08
2003,2.6418291909635627e-07,1.1667383947866483e-08
2004,2.907162333087854e-07,1.9381082072555955e-08
2005,2.7968285820634264e-07,1.1709748504173945e-08
2006,2.94429138847363e-07,1.070651389767363e-08
2007,2.540488956981335e-07,1.5578470069499417e-08
2008,3.052584354179544e-07,9.366367237362283e-09
2009,2.56051951197378e-07,1.049002329445159e-08
2010,2.9665419809532523e-07,7.558068837454357e-09
2011,2.726492045468376e-07,1.0324724075694292e-08
2012,3.1319125071149756e-07,1.7021263287730903e-08
2013,2.6357232840723555e-07,8.646287463776048e-09
2014,2.819409523624472e-07,1.2343037369966225e-08
2015,2.963561414048854e-07,1.329945220618356e-08
2016,3.189863733155107e-07,9.113896415335887e-09
2017,2.5910797596395696e-07,1.0817128748286109e-08
2018,2.612444252036994e-07,8.518840077798018e-09
2019,2.7244548483906783e-07,8.67335836485239e-09
