year,des_DET âmes_NOUN,des_DET ames_NOUN,des_DET dames_NOUN
1826,1.359071966078318e-06,1.8884318515599574e-06,1.7889016454830653e-06
1827,1.1475504564373296e-06,1.5226935096701588e-06,1.4010255497964863e-06
1828,1.385017434074598e-06,1.574884173294322e-06,1.732647712415769e-06
1829,9.7219814065852e-07,1.9581133954282848e-06,2.1758721402420633e-06
1830,1.425671769084147e-06,1.923508895718129e-06,1.62292795380381e-06
1831,1.1100939225627826e-06,2.248251903758103e-06,1.3221342314295725e-06
1832,1.2704640823812952e-06,2.306859874678935e-06,1.551887482520442e-06
1833,1.16067954181176e-06,2.4325620581189256e-06,1.604332553029053e-06
1834,1.5215285849023985e-06,2.256156192537162e-06,1.5859367863413354e-06
1835,1.6018619959368152e-06,2.227329368054143e-06,1.676736651745614e-06
1836,1.6412071168758757e-06,2.209110550932536e-06,1.5813924321150807e-06
1837,1.626059081161202e-06,1.3609635214351101e-06,1.6949421883794002e-06
1838,1.6165446155014251e-06,1.171537195254757e-06,1.7838169306116924e-06
1839,1.6863437650727064e-06,1.2060294576343722e-06,1.5926579948200015e-06
1840,2.4708022614561287e-06,7.649995952263566e-07,1.470124139757445e-06
1841,2.227288298684016e-06,9.983953210834784e-07,1.2051369537857681e-06
1842,2.2989224248703977e-06,9.103115594655264e-07,1.4463019653021547e-06
1843,2.789834166350147e-06,6.456253793807321e-07,1.3515012504683455e-06
1844,2.941868856964902e-06,7.409557789550547e-07,1.3677494976604976e-06
1845,3.290102434050368e-06,4.146109482405791e-07,1.358227443404303e-06
1846,2.8605093156386374e-06,5.064143877575589e-07,1.410934807211106e-06
1847,2.254906753762498e-06,3.7105378769553e-07,1.2210258226730275e-06
1848,2.1834731107617245e-06,6.299408575882737e-07,1.3483792002944028e-06
1849,2.271659361952061e-06,4.1394308625264387e-07,1.6364997250661872e-06
1850,2.6741855414513793e-06,4.813398160052884e-07,1.269542202919638e-06
1851,2.5139912196436853e-06,3.7148767040307007e-07,1.2124944888114442e-06
1852,2.8197173200794623e-06,4.615976678667977e-07,1.1087459057534943e-06
1853,3.1884143822935584e-06,2.0244848464301413e-07,1.4469991285182005e-06
1854,4.1684813751885486e-06,3.6993132046525545e-07,1.6756018368369041e-06
1855,3.531236032472407e-06,2.7489934950608585e-07,1.7496972191111126e-06
1856,4.417177763116342e-06,3.2460976662207486e-07,2.0206569431024946e-06
1857,3.5957194910452017e-06,3.1290473589962176e-07,1.8520445124181606e-06
1858,3.3595086179616374e-06,3.7779178074792696e-07,1.7984259841341554e-06
1859,3.3170417523820106e-06,2.332215334188703e-07,1.6432443104008598e-06
1860,3.5935471913717265e-06,1.4463900499528393e-07,1.7420762503661535e-06
1861,3.7336285885203324e-06,2.3909935920052305e-07,1.5369326078484846e-06
1862,3.1083745035687116e-06,3.0812665313684207e-07,1.6151801460750903e-06
1863,3.822882725046384e-06,3.0816811025236035e-07,1.4809051087638636e-06
1864,3.741326182193916e-06,3.437819837692757e-07,1.47294037589063e-06
1865,3.809719729019889e-06,2.56993694103258e-07,1.4737130129560683e-06
1866,3.691540584327413e-06,1.4548181903606405e-07,1.6207356168251863e-06
1867,3.0776531509957294e-06,1.4801075209902592e-07,1.4417702800528787e-06
1868,3.2079543146323886e-06,2.1834243058016511e-07,1.5120954088843064e-06
1869,3.632361615046875e-06,1.0939082739636063e-07,1.3791058321999117e-06
1870,3.2064800592479514e-06,1.3360333284140324e-07,1.3469280730760147e-06
1871,2.4354360164124955e-06,1.3595107106745274e-07,1.2639201329989191e-06
1872,3.2413738466630093e-06,1.3727459879930848e-07,1.5160680035819496e-06
1873,2.8361689174971616e-06,1.6222072041216506e-07,1.600657547840001e-06
1874,2.3844664305272545e-06,1.2188202691554295e-07,1.7165052241807643e-06
1875,3.00151317134123e-06,2.23711704272489e-07,1.3188120107088253e-06
1876,2.758191904206342e-06,1.38453737363875e-07,1.5520120015821703e-06
1877,2.4708340049528488e-06,9.586465021804713e-08,1.3730291215097168e-06
1878,2.6191528377239592e-06,1.636593046638879e-07,1.3340346995960317e-06
1879,2.5708039643745906e-06,1.2646303160224193e-07,1.4472991267666657e-06
1880,2.1486949748350526e-06,7.701415327687755e-08,1.383687674660905e-06
1881,2.324633985750779e-06,7.181682804002776e-08,1.2885194031753144e-06
1882,2.2162431854155784e-06,1.2911446822805317e-07,1.410941621315942e-06
1883,2.0815902175286283e-06,9.79497516984118e-08,1.336540194074587e-06
1884,2.16535661579087e-06,8.318138000618092e-08,1.4121030389446787e-06
1885,2.1663782270309184e-06,7.605850094183353e-08,1.4199735218767273e-06
1886,2.2722646093598087e-06,1.0390076576882734e-07,1.409436549693055e-06
1887,2.128429372305618e-06,9.46694097003764e-08,1.3965369944912709e-06
1888,2.2934002963381772e-06,7.672143520487396e-08,1.3518190229433458e-06
1889,2.237906738145057e-06,8.896494330112859e-08,1.397125515723019e-06
1890,2.3523692398441653e-06,8.848422111684684e-08,1.2518877703371345e-06
1891,2.2794210146059868e-06,8.159001951835165e-08,1.3430481544673967e-06
1892,2.607701063084278e-06,8.775917414993728e-08,1.3646551479951086e-06
1893,2.3740694850005184e-06,9.052872407266932e-08,1.3105110525657437e-06
1894,2.485957192988053e-06,1.4304494322381345e-07,1.4027226526991399e-06
1895,2.5512906987046335e-06,1.474560573644368e-07,1.3830775884571267e-06
1896,2.6501248271415534e-06,6.368791449773425e-08,1.2914493794369264e-06
1897,2.6855321735297366e-06,1.1828228674293229e-07,1.583700800722454e-06
1898,2.8642592369010345e-06,1.6748730491400465e-07,1.3178308364558688e-06
1899,2.605700402114053e-06,7.406955049304997e-08,1.4979737272824423e-06
1900,2.867018714880487e-06,8.149953301117563e-08,1.3673234491307085e-06
1901,2.5484649839313533e-06,8.830207504084697e-08,1.2244926779203524e-06
1902,2.2273046411669384e-06,6.285163306474217e-08,1.2585056907710168e-06
1903,2.386897428152679e-06,6.534266727697968e-08,1.274451989274894e-06
1904,2.489526281124199e-06,6.879520242364379e-08,1.3624675361256777e-06
1905,2.574702691049424e-06,5.8316577788986024e-08,1.3144452850610833e-06
1906,2.7068698713605954e-06,8.745113405650429e-08,1.4635204905744104e-06
1907,2.662964270427892e-06,1.172568288576592e-07,1.2692537012526373e-06
1908,2.695861567758584e-06,9.822778057611004e-08,1.5127078327736854e-06
1909,2.911670698324542e-06,7.316308270333138e-08,1.5716310173274906e-06
1910,2.9697445498300112e-06,9.672912559821611e-08,1.5679737543905503e-06
1911,2.98472998139232e-06,8.565802545046353e-08,1.3572274255579941e-06
1912,2.9443647733273792e-06,6.563870957876361e-08,1.4060228323842239e-06
1913,2.9633107203608233e-06,8.537813567244257e-08,1.2780205338458472e-06
1914,2.958621379889337e-06,6.964613419313537e-08,1.3788595509822699e-06
1915,3.0523953284955496e-06,5.890380982975785e-08,1.5161840636324087e-06
1916,3.4324831830190305e-06,4.834483280369284e-08,1.3393716429277447e-06
1917,3.173683289503515e-06,7.457168393898428e-08,1.5254296172884096e-06
1918,3.1897666019631288e-06,7.351280828515883e-08,1.5793767715877038e-06
1919,3.0993617770036508e-06,4.880159615305857e-08,1.272524606577008e-06
1920,2.9637714789032543e-06,4.694783628522714e-08,1.2622910645632146e-06
1921,2.8579549748997124e-06,4.3164660068484295e-08,1.336589967593227e-06
1922,3.0611053318807535e-06,8.48462571312325e-08,1.2749072553219776e-06
1923,3.0627010332295868e-06,7.749641994792e-08,1.4501384626441904e-06
1924,3.0630499168182723e-06,7.992807038448291e-08,1.2169693270891457e-06
1925,3.0420959973298523e-06,1.3417777311452994e-07,1.2955854060692218e-06
1926,2.8701307002165777e-06,7.913758504063395e-08,1.392152647383682e-06
1927,2.9969116113193195e-06,7.024011772216454e-08,1.8039445777162655e-06
1928,2.8233747642048e-06,9.826395319656456e-08,1.3254207829049847e-06
1929,2.562293403229887e-06,1.1029002466855786e-07,1.3602436297333043e-06
1930,2.304490578808327e-06,1.0608639877673909e-07,1.2740871468963633e-06
1931,2.282211930548783e-06,1.2773999191750818e-07,1.1508004860161236e-06
1932,2.218210305215962e-06,1.1617108874872883e-07,1.067458843095892e-06
1933,2.213837813513919e-06,8.832409648107387e-08,1.0358007784816436e-06
1934,2.359173208787979e-06,6.589869094852929e-08,1.0759458959341828e-06
1935,2.4008378503026506e-06,9.694310065810896e-08,9.287388778034256e-07
1936,2.2527720631160264e-06,5.2136269967917315e-08,9.226907522474903e-07
1937,2.236182481851756e-06,6.043736711092151e-08,8.750827333869893e-07
1938,2.2157551278212395e-06,6.741911506846776e-08,9.166406442773223e-07
1939,2.268107571978817e-06,9.941132450563828e-08,9.161135992030722e-07
1940,1.955088649197023e-06,6.33945713701678e-08,6.871971898192442e-07
1941,2.3612020498831043e-06,1.1806010080661622e-07,1.0891044652794335e-06
1942,2.6033536215663844e-06,8.192371825366251e-08,9.497082729126305e-07
1943,2.566459919250974e-06,7.548411495861274e-08,9.348417506771511e-07
1944,2.888654389465728e-06,6.105053707017305e-08,9.575294512842447e-07
1945,2.500922590797927e-06,7.189063566670484e-08,9.280427022417825e-07
1946,2.6143834546132894e-06,7.09976326618289e-08,9.53595652219974e-07
1947,2.726303108602224e-06,8.463818690351843e-08,9.000257605862316e-07
1948,2.5896837669847628e-06,6.849289291288585e-08,8.44745677852643e-07
1949,1.998742966691225e-06,5.3011845579931105e-08,7.519828244539895e-07
1950,2.095166266258275e-06,1.0316300569357395e-07,8.040333341341466e-07
1951,1.8913326975678046e-06,7.036524984904702e-08,7.814807467809715e-07
1952,1.842177294264502e-06,5.5887459993186894e-08,8.014050862925615e-07
1953,1.8444792253546893e-06,7.002987878479416e-08,7.0029880561151e-07
1954,1.8069419773780737e-06,1.1140691213995524e-07,7.82780126939997e-07
1955,1.7804498035900451e-06,5.255940394022218e-08,7.067362695067914e-07
1956,1.844521470673044e-06,1.0639792957789496e-07,7.526345129349465e-07
1957,1.7095798234834092e-06,8.746687463201397e-08,6.917834767250497e-07
1958,1.6643753681933049e-06,7.527741330282112e-08,8.280515402248056e-07
1959,1.6423834097167855e-06,1.8369272325458041e-07,7.867009159667759e-07
1960,1.5966362241215393e-06,6.367166754950304e-08,8.104296007616085e-07
1961,1.9524327683484444e-06,1.0769646863195703e-07,8.817214194323242e-07
1962,1.7541851349278659e-06,1.3635206724815774e-07,8.047942650080131e-07
1963,1.5912957280761475e-06,6.789355966319022e-08,7.81099210200864e-07
1964,1.8908974013243096e-06,2.6161065130869687e-07,9.922952486363101e-07
1965,1.9059127538412213e-06,1.7565259702312375e-07,8.700548761453319e-07
1966,1.630149661480118e-06,1.312760700145077e-07,1.1465885307870849e-06
1967,1.5081896584945298e-06,3.8407314950639204e-07,9.461314078862415e-07
1968,1.923673377035584e-06,2.0166457148640404e-07,9.77332064167058e-07
1969,1.3584398068644532e-06,1.2126493231789937e-07,7.734613767240717e-07
1970,1.47205188838484e-06,2.1797956728519807e-07,8.493845342627537e-07
1971,1.406893257893671e-06,2.934025067347079e-07,8.848320689480715e-07
1972,1.2158447830756813e-06,2.4676007015500545e-07,8.459612246269899e-07
1973,1.167145246228074e-06,1.3397085574240464e-07,7.227810066012808e-07
1974,9.147179778068448e-07,9.619727331378058e-08,6.300640364997889e-07
1975,9.90941821044089e-07,5.711480133285818e-08,7.664806176421735e-07
1976,9.730136127927835e-07,1.034148389145173e-07,6.319160661405476e-07
1977,8.997352729522845e-07,1.0108064740776967e-07,7.110905855256533e-07
1978,1.1019796808398041e-06,1.0514846882081486e-07,7.30098697943049e-07
1979,1.022339706224784e-06,1.3576577728713346e-07,7.71875303229308e-07
1980,9.755718508586142e-07,7.163290005607337e-08,7.322474253612654e-07
1981,9.684416255595352e-07,1.1259478127634281e-07,7.21112630941434e-07
1982,1.091899637373217e-06,7.57315259392044e-08,6.05231502248671e-07
1983,9.119316359829099e-07,5.494325061583538e-08,6.53003674244701e-07
1984,1.047300933976203e-06,9.104443093876924e-08,6.790639055509473e-07
1985,9.715126481069092e-07,7.459292028499931e-08,6.972031911800514e-07
1986,1.1401511628150729e-06,7.013548153356197e-08,7.169404376838884e-07
1987,9.276219916642958e-07,8.982901023024681e-08,7.204653194037292e-07
1988,9.438575556686146e-07,8.155313024893474e-08,6.542240313933689e-07
1989,9.862155359030567e-07,8.561470732360021e-08,6.492448640926796e-07
1990,9.878404227947613e-07,8.009517205032068e-08,6.99061935449663e-07
1991,9.694863454257074e-07,7.678519386988825e-08,7.625766045293858e-07
1992,1.0810510815417729e-06,9.201606410158547e-08,7.38883493056619e-07
1993,1.0325082850926037e-06,6.203912406022027e-08,7.361606719769043e-07
1994,1.2348603313228068e-06,6.64640740222211e-08,6.751905772262035e-07
1995,1.0687650604523924e-06,5.6935735237573226e-08,6.512363626143269e-07
1996,1.0163727708345505e-06,7.313186278778971e-08,6.464429382901926e-07
1997,1.0764538114216293e-06,5.178485862344928e-08,6.597774628858133e-07
1998,1.1014378742402187e-06,6.81842481364825e-08,6.42267028894139e-07
1999,1.0566305306269896e-06,8.04355411165858e-08,6.937565402154178e-07
2000,1.1336668812589323e-06,6.847948796906422e-08,6.644719654502751e-07
2001,1.0931123934909692e-06,5.958447921172727e-08,7.264049202149181e-07
2002,1.1075728423293185e-06,6.615644299046153e-08,6.900423912270526e-07
2003,1.1246525524200024e-06,5.375330491830255e-08,7.225444065284137e-07
2004,1.0042924287745336e-06,6.430995158623887e-08,6.796593083890912e-07
2005,1.076396209498398e-06,6.485399506317435e-08,6.692571723476703e-07
2006,1.118418939682897e-06,6.876876201822313e-08,7.609860723789552e-07
2007,1.0457547432451975e-06,8.588130812059447e-08,7.425737500454943e-07
2008,1.0843698561302517e-06,6.428733789753949e-08,6.654377955328528e-07
2009,1.1214788528945974e-06,7.438380023039315e-08,6.723151546594863e-07
2010,1.0798590430738386e-06,2.361896483948911e-08,7.397459871327783e-07
2011,1.1074223280616025e-06,2.8679789765284625e-08,7.732071285460052e-07
2012,1.2997437366379927e-06,3.234040135691174e-08,9.494460666559235e-07
2013,1.3279024102530457e-06,2.147626199100472e-08,9.968333145593533e-07
2014,1.6000474971633594e-06,1.1260314902727941e-08,1.1695569615000068e-06
2015,1.672406128250259e-06,1.573768493301486e-08,1.1175973391175376e-06
2016,1.832100302578965e-06,3.5419914334866576e-08,1.2204335622101325e-06
2017,1.3579269477759226e-06,1.9118645583349192e-08,7.207226166983105e-07
2018,1.582180907178099e-06,2.0909879883124205e-08,1.0186467509498698e-06
2019,1.9170672587165427e-06,1.3265136544760026e-08,8.946313840851872e-07
