year,avez_VERB étendu_VERB,avez_VERB détendu_VERB
1800,2.5153315874604232e-08,0.0
1801,2.3811825844433088e-09,0.0
1802,3.1329761895904085e-08,0.0
1803,4.6808139586573816e-08,0.0
1804,3.460591457837836e-08,0.0
1805,2.2743021688143017e-08,0.0
1806,3.1698359492793315e-08,0.0
1807,5.97860605466849e-08,0.0
1808,3.6257183921861724e-08,0.0
1809,4.969867006821005e-08,0.0
1810,1.4040760554223652e-08,0.0
1811,0.0,2.5070767684098882e-09
1812,5.3344166417446104e-08,0.0
1813,3.738464116054274e-08,0.0
1814,9.440030979135372e-09,0.0
1815,2.697223555614414e-09,0.0
1816,9.270415546325239e-09,0.0
1817,4.981994905506326e-08,0.0
1818,2.384235386898581e-08,0.0
1819,7.24573512300708e-09,0.0
1820,2.610625848831205e-08,0.0
1821,5.029358973729359e-08,0.0
1822,2.7069162911175226e-08,0.0
1823,2.174191138237802e-08,0.0
1824,2.6947560627377243e-08,0.0
1825,1.2327619813845558e-08,0.0
1826,1.9377566218281572e-08,0.0
1827,2.027800150017356e-08,0.0
1828,2.109629271274116e-08,0.0
1829,1.1145129263923081e-08,0.0
1830,2.817945699007396e-08,0.0
1831,9.354723218280014e-09,0.0
1832,5.411987746839486e-09,0.0
1833,2.548398292390175e-08,0.0
1834,3.173740381612333e-08,0.0
1835,5.218530674255817e-08,0.0
1836,2.016225053580456e-08,0.0
1837,1.7394727436226276e-08,6.957890930081589e-10
1838,2.7142295522253335e-08,0.0
1839,3.4957377437194737e-08,0.0
1840,4.33138822586443e-08,6.369688665408546e-10
1841,3.659712533021775e-08,0.0
1842,1.2074877098200432e-08,1.341653010911159e-09
1843,1.9492807368237663e-08,5.906911071384968e-10
1844,2.8540519281250454e-08,0.0
1845,2.3436957263811564e-08,0.0
1846,2.4003455223464698e-08,0.0
1847,1.9954928376364478e-08,0.0
1848,1.609044275596716e-08,0.0
1849,2.4300303991253713e-08,0.0
1850,2.7834882843080777e-08,2.0366988096043315e-09
1851,2.7087642351375507e-08,6.449438760824933e-10
1852,2.3437962681782665e-08,0.0
1853,3.0456853039595444e-08,0.0
1854,2.234135720868835e-08,0.0
1855,2.175844215912548e-08,0.0
1856,2.3815070804289462e-08,0.0
1857,1.8061584228235006e-08,0.0
1858,1.5170396494568195e-08,4.893676019968041e-10
1859,3.360834455179429e-08,0.0
1860,1.9681891672007623e-08,9.154367819341758e-10
1861,2.452301117727984e-08,0.0
1862,5.873382225018986e-09,4.517986262886353e-10
1863,2.1476870060155306e-08,0.0
1864,1.6302074357099627e-08,9.589455896019672e-10
1865,2.6358328852893465e-08,4.706844358715045e-10
1866,1.3137154475373336e-08,0.0
1867,1.8925964795357686e-08,0.0
1868,1.679557115608077e-08,4.93987406535723e-10
1869,1.8557372527538973e-08,0.0
1870,3.7844721134661086e-08,0.0
1871,2.6552942955504477e-08,0.0
1872,3.1446163006876304e-08,0.0
1873,2.9331422624068182e-08,0.0
1874,1.7326366119618797e-08,0.0
1875,2.9751941355016243e-08,0.0
1876,3.567148709748835e-08,0.0
1877,4.9478527941460015e-09,0.0
1878,7.850815109122777e-09,1.8117265465633636e-09
1879,1.9549840857280287e-08,0.0
1880,2.5029599726167362e-08,0.0
1881,2.3009274485730202e-08,1.3945015142624584e-09
1882,1.9300616216355593e-08,0.0
1883,1.0110942305630033e-08,0.0
1884,1.650424152899177e-08,0.0
1885,1.4180398189012067e-08,0.0
1886,1.097088819790315e-08,6.453463874400711e-10
1887,9.793386546164129e-09,0.0
1888,1.3315291091942072e-08,0.0
1889,1.628935564212952e-08,6.265136742733546e-10
1890,1.7696843102044113e-08,1.3108772956016423e-09
1891,1.7210394887001712e-08,1.2748440081367107e-09
1892,1.6298132621272998e-08,0.0
1893,2.0322774574310642e-08,1.847525021858587e-09
1894,1.0082462864602348e-08,0.0
1895,1.3842813118003505e-08,0.0
1896,1.4152869098893461e-08,0.0
1897,7.574727511894253e-09,2.9133566670225264e-09
1898,1.0750873968845553e-08,1.13167097914868e-09
1899,1.1607914629507832e-08,5.527578395003729e-10
1900,7.786579381274805e-09,5.191053142894475e-10
1901,2.235495566438317e-09,1.1177477832191585e-09
1902,1.3257766440233354e-08,2.455141867585553e-09
1903,1.8900770726304472e-08,1.6200660812870638e-09
1904,6.987012746151322e-09,2.1498500757388683e-09
1905,8.257214467732865e-09,1.5482277682110634e-09
1906,6.173021205313489e-09,0.0
1907,1.1828539925318182e-08,1.028568674676933e-09
1908,1.2278472460991452e-08,4.911389073214423e-10
1909,1.1001967337165297e-08,1.6502950117569526e-09
1910,1.0153886620400954e-08,5.344150677544235e-10
1911,1.276889793899727e-08,1.5961122423746588e-09
1912,1.719108944087111e-08,1.0418842455450772e-09
1913,2.0681659052002033e-08,1.060597942803554e-09
1914,1.4732836284281348e-08,0.0
1915,9.424609537234119e-09,0.0
1916,5.493730803607377e-09,1.0987462051303964e-09
1917,9.869782324756216e-09,0.0
1918,9.189101035644853e-09,1.1486376294556067e-09
1919,5.524709134618888e-09,0.0
1920,9.086678076641874e-09,7.572231730534895e-10
1921,6.815472630705699e-09,0.0
1922,5.164555005876537e-09,0.0
1923,4.246379248229459e-09,0.0
1924,1.2891624656674594e-08,0.0
1925,7.698724324711748e-09,0.0
1926,5.57306911730393e-09,0.0
1927,6.689535148041159e-09,0.0
1928,7.998228745975666e-09,0.0
1929,1.1140405931087116e-08,0.0
1930,8.402882833991043e-09,0.0
1931,1.2545892325022123e-08,0.0
1932,9.863582839386709e-09,0.0
1933,6.882397318719313e-09,0.0
1934,9.585264137967897e-09,1.1981580172459871e-09
1935,7.180970484910176e-09,0.0
1936,1.2124714565686645e-08,0.0
1937,1.6368453259474336e-08,0.0
1938,1.6854778905894818e-08,0.0
1939,0.0,0.0
1940,7.607348528892999e-09,0.0
1941,1.7709016475464523e-08,0.0
1942,0.0,0.0
1943,8.709705845433291e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,2.178504043826024e-09,0.0
1946,9.744772988540262e-09,0.0
1947,1.3112957830685446e-08,1.1920870957027319e-09
1948,1.6307831529616124e-08,0.0
1949,7.853606653895895e-09,0.0
1950,1.595304155443955e-08,0.0
1951,5.330700769690111e-09,1.0661401761424827e-09
1952,9.490323193972472e-09,0.0
1953,4.3095309543161875e-09,0.0
1954,5.863521668203475e-09,0.0
1955,7.508486277174597e-09,0.0
1956,4.360570571293465e-09,0.0
1957,3.534015080575159e-09,0.0
1958,4.1361216673863055e-09,0.0
1959,1.5501495642666896e-09,0.0
1960,4.152500121534786e-09,0.0
1961,7.64297514166401e-09,0.0
1962,5.7077609305622445e-09,0.0
1963,5.1728425987107585e-09,0.0
1964,1.034274621503073e-08,0.0
1965,3.830430195250756e-09,0.0
1966,4.985167390003653e-09,0.0
1967,7.395503320850594e-09,0.0
1968,5.838840522187638e-09,0.0
1969,9.991866889436096e-09,4.5417578031781147e-10
1970,5.978342709767048e-09,0.0
1971,8.221435976452085e-09,0.0
1972,1.5390440033513642e-09,0.0
1973,3.3079223804577396e-09,5.513203782392395e-10
1974,9.563471792262135e-09,0.0
1975,8.567219822452898e-09,0.0
1976,2.856763492431469e-09,0.0
1977,2.3507127355770763e-09,0.0
1978,1.0099005187669263e-08,0.0
1979,1.287434159280565e-08,0.0
1980,1.3644362084619388e-08,0.0
1981,5.060439622894819e-09,0.0
1982,4.345251713999687e-09,0.0
1983,3.157658134966823e-09,0.0
1984,5.219107812592938e-09,5.799008495621649e-10
1985,1.2031116103372597e-09,0.0
1986,4.196139880008332e-09,0.0
1987,3.0554083707556856e-09,0.0
1988,2.99827696004229e-09,0.0
1989,6.036934507847036e-09,1.6464366536794728e-09
1990,5.993515905799995e-09,0.0
1991,5.8614650910726596e-09,1.7584396161396398e-09
1992,6.060938417817852e-09,5.509944167592096e-10
1993,4.985286850001103e-09,0.0
1994,6.329911705904578e-09,0.0
1995,6.506940763983948e-09,0.0
1996,1.6014276571496566e-09,0.0
1997,5.753873377756236e-09,0.0
1998,2.86087753487152e-09,0.0
1999,6.398281460207045e-09,0.0
2000,1.7672125984802278e-09,0.0
2001,5.257454027685071e-09,0.0
2002,3.504977197366088e-09,0.0
2003,7.500461585152607e-09,0.0
2004,5.285749615779878e-09,0.0
2005,2.702249757291497e-09,0.0
2006,4.941467679486777e-09,0.0
2007,3.595031605740928e-09,0.0
2008,2.9802078582719105e-09,0.0
2009,4.291373478793048e-09,0.0
2010,4.2514138876015295e-09,9.447586046817946e-10
2011,3.4415748029203996e-09,3.82397197240536e-10
2012,4.085103366691101e-09,0.0
2013,8.646287241731443e-09,2.789125042035323e-10
2014,4.330890313042346e-09,1.2992671383216248e-09
2015,4.43315073539452e-09,0.0
2016,7.663958356829426e-09,4.1426800878596737e-10
2017,3.773417134311785e-09,0.0
2018,5.937373259712331e-09,5.162933414126769e-10
2019,6.377469219387422e-09,0.0
