year,ces_DET oies_NOUN,ces_DET doigts_NOUN
1858,1.5170395550878624e-08,1.2478874023003073e-07
1859,2.2405563404603868e-08,1.2373981039814907e-07
1860,2.1512764458719857e-08,1.4051954266847133e-07
1861,1.4147891413962554e-08,1.207286715043665e-07
1862,2.48489247234307e-08,1.1837124169744584e-07
1863,1.548332484446746e-08,1.208698234833605e-07
1864,1.7261020501813107e-08,1.304166028504028e-07
1865,1.6473956032658776e-08,1.412053363125665e-07
1866,2.8707117127879656e-08,1.1239565633758275e-07
1867,2.135237053835226e-08,1.431579423893936e-07
1868,3.062721931623713e-08,1.3387058706015864e-07
1869,2.5882651910613674e-08,2.1975836439480645e-07
1870,1.834895568819661e-08,1.4851186236342073e-07
1871,1.0621176826930423e-08,1.4657224145508962e-07
1872,1.5118347462816928e-08,1.1973732050307717e-07
1873,2.2148216927142528e-08,1.418683019949185e-07
1874,2.8080662239915455e-08,1.224794856646838e-07
1875,1.4303817685856757e-08,1.5448122780981066e-07
1876,1.8138044621807126e-08,2.2793475551452502e-07
1877,1.1751150386096754e-08,1.6451610562739916e-07
1878,1.932508364443919e-08,1.364834005812554e-07
1879,2.5659166347224982e-08,1.4784567525794046e-07
1880,2.695495404658743e-08,1.29640493895522e-07
1881,1.4642266288333872e-08,1.352666441079009e-07
1882,1.7304001120876933e-08,1.118104702158007e-07
1883,2.4013488364449387e-08,1.339699835511965e-07
1884,3.1027976632458376e-08,1.907890432306658e-07
1885,1.5469525438405185e-08,1.5211699544437352e-07
1886,2.2587123282846733e-08,1.6456332652126093e-07
1887,3.852065377785152e-08,1.749751810109501e-07
1888,3.360525724360741e-08,1.3885945904235086e-07
1889,2.255449160770695e-08,1.8294199399804256e-07
1890,1.7696843102044113e-08,1.4485194288482717e-07
1891,4.0157585701194876e-08,1.325837803989316e-07
1892,3.259626435436758e-08,1.535785489892305e-07
1893,2.0322774685332945e-08,1.496495247721441e-07
1894,1.260307880279754e-08,1.5123694829810574e-07
1895,9.629782971032341e-09,1.775491238475979e-07
1896,2.9485144881213898e-08,1.4270810400063283e-07
1897,7.57472740087195e-09,1.63147978682332e-07
1898,2.602843285348655e-08,1.6465812358035237e-07
1899,1.0502398950507086e-08,1.304508536748017e-07
1900,1.661137050135153e-08,1.7026653864604668e-07
1901,2.235495566438317e-09,1.8722275996196913e-07
1902,1.8659078726557254e-08,5.09196446785154e-07
1903,9.720396265677778e-09,1.3284541644509318e-07
1904,2.2573425795258117e-08,1.1931668097986403e-07
1905,9.289366220688322e-09,1.2489036649299123e-07
1906,6.687439879637935e-09,1.635850637171643e-07
1907,2.571421719999023e-08,1.3679963295487596e-07
1908,1.4243027868232616e-08,1.2131131121861927e-07
1909,1.8153245739949142e-08,1.4247548030255075e-07
1910,1.0688301244066167e-08,1.4910179801930212e-07
1911,1.4897047262429908e-08,1.16516194026417e-07
1912,2.865181703004538e-08,1.1825386359021195e-07
1913,2.1742258216050914e-08,1.2196876131298495e-07
1914,1.339348720819089e-08,1.2790780434812632e-07
1915,1.4136914638918086e-08,1.284103059440156e-07
1916,1.4283700444650549e-08,1.2635581025932652e-07
1917,1.754627876326964e-08,1.6668965763244614e-07
1918,1.378365155346728e-08,1.0567465835720213e-07
1919,1.2890988054792274e-08,1.3259301567813964e-07
1920,2.8774480576032602e-08,1.423579547576992e-07
1921,1.5902769490150348e-08,1.499403987637038e-07
1922,2.1396013683006032e-08,1.623145795548453e-07
1923,1.4862327812892318e-08,1.5711602685541948e-07
1924,1.8048273875415077e-08,1.3794037467818043e-07
1925,1.319781373076978e-08,1.8366957732496303e-07
1926,2.1177663178661987e-08,1.4044133944679515e-07
1927,1.6723837870102898e-08,1.8173236160379247e-07
1928,1.3711249469139375e-08,1.1311780578893149e-07
1929,1.559656914729146e-08,1.1920234577189603e-07
1930,1.6805765667982087e-08,1.2604324162168723e-07
1931,1.4826963656844327e-08,7.755642528195494e-08
1932,1.4247397928102146e-08,1.3261039555345633e-07
1933,2.5235457501437963e-08,1.27324346621549e-07
1934,3.5944740517379614e-09,9.705079939692496e-08
1935,1.4361940969820353e-08,1.0651773063585779e-07
1936,1.9399543305098632e-08,1.2124714210415277e-07
1937,5.036447148221157e-09,9.191515948359097e-08
1938,9.075649898271365e-09,1.0761127722247465e-07
1939,1.3764645423464117e-08,1.3152883315825648e-07
1940,1.2678914584896006e-08,1.0396709937410265e-07
1941,2.066051907334554e-08,1.3576912216706205e-07
1942,6.068423541449874e-09,1.3047110769548453e-07
1943,2.3225881884414434e-08,1.6258117518930248e-07
1944,0.0,1.3495381701034148e-07
1945,1.3071024262956144e-08,1.6992331897114354e-07
1946,1.1136883415474585e-08,1.6983747741505795e-07
1947,1.549713202209091e-08,1.3112958718863865e-07
1948,1.087188805648509e-08,1.4894486799477136e-07
1949,8.835307596655184e-09,8.638967496921168e-08
1950,1.0635361258337639e-08,1.6165749805452378e-07
1951,1.4925962243950153e-08,1.51391898572939e-07
1952,1.2653764258629963e-08,1.4130036518622546e-07
1953,1.0773827607835074e-08,1.0881566048226432e-07
1954,1.563605800392054e-08,1.6613312148194836e-07
1955,1.1262729415761896e-08,1.285828279407042e-07
1956,1.5698054856017052e-08,1.2994500409035936e-07
1957,2.0320586824329467e-08,1.1397198829143917e-07
1958,2.0680608225909225e-08,1.654448702481659e-07
1959,2.712761748568937e-08,1.5811526132836207e-07
1960,1.3841666590685975e-08,8.789458405544792e-08
1961,2.779263619245853e-08,1.1047573167388691e-07
1962,1.331810878246742e-08,1.0781325876507708e-07
1963,1.422531736849919e-08,1.0087042845441374e-07
1964,9.734349160073208e-09,1.1559539636607497e-07
1965,1.1491290807796872e-08,1.209321576212119e-07
1966,8.862519607077957e-09,9.748771567785752e-08
1967,1.3311906243984595e-08,9.318334015517848e-08
1968,1.4372530499073832e-08,1.1857337689491487e-07
1969,1.6804503566447693e-08,1.0809383255150351e-07
1970,1.5175792178467873e-08,1.352025149614633e-07
1971,1.798439097644433e-08,9.814339119174065e-08
1972,1.3851396252206882e-08,9.388169086577136e-08
1973,1.2129047988196362e-08,7.939013801916417e-08
1974,1.5751600079827455e-08,8.832147546655733e-08
1975,8.567220266542108e-09,6.511087402572002e-08
1976,7.998937512354587e-09,7.37044993925906e-08
1977,8.815172591880582e-09,7.46351327407524e-08
1978,1.425741957827853e-08,8.495045378253963e-08
1979,1.1703946700691858e-08,1.0240953685070053e-07
1980,9.66475621755336e-09,1.0176419973362272e-07
1981,9.48832451497239e-09,8.919024718778701e-08
1982,8.069752865935698e-09,9.745778672964889e-08
1983,1.7051352996233504e-08,8.399370177158971e-08
1984,7.538710988796993e-09,1.1540026889633737e-07
1985,1.0828004715079942e-08,7.33898066762606e-08
1986,1.4386764946028308e-08,8.751948943341858e-08
1987,1.2832715334809564e-08,5.927492274793167e-08
1988,1.2592763165564236e-08,7.075933350364494e-08
1989,1.7013179087754793e-08,8.012658536671324e-08
1990,9.262706268664544e-09,8.227462977572486e-08
1991,7.619904984768056e-09,7.6199047072123e-08
1992,1.2121877501769518e-08,8.7608109211601e-08
1993,1.2186256670432272e-08,7.588713879513875e-08
1994,1.3714809232734382e-08,6.96290305413072e-08
1995,1.6267353131205198e-08,7.591431483433553e-08
1996,1.0676184603042316e-08,1.0302518216320777e-07
1997,1.822059936262832e-08,7.336188279083444e-08
1998,1.3350762273489636e-08,8.391907080351757e-08
1999,9.597422329088445e-09,6.169771449293648e-08
2000,1.1928685039741538e-08,9.808030299041093e-08
2001,1.22673927682726e-08,7.6233086510058e-08
2002,1.6210519815373914e-08,9.025316494160052e-08
2003,1.2084076406182476e-08,8.417184638176423e-08
2004,1.8940602419803554e-08,8.589343014619999e-08
2005,1.4862373554080932e-08,9.90824897684206e-08
2006,6.588624035241963e-09,9.882935536609239e-08
2007,1.3581230362547103e-08,1.2662500115112607e-07
2008,1.277231942431456e-08,1.1324789905842181e-07
2009,2.1933686200625857e-08,1.158670794865202e-07
2010,1.700565521733921e-08,1.913136191689091e-07
2011,2.2179037717506844e-08,1.8431544290820057e-07
2012,2.5531894598529448e-08,2.1582962084210067e-07
2013,3.1796024591024263e-08,2.3679672267462593e-07
2014,2.3819897165822113e-08,2.6440085321155493e-07
2015,3.036708307035951e-08,2.715304994183043e-07
2016,2.4856080527158042e-08,2.669957375189824e-07
2017,1.9370207215985147e-08,2.671579295565607e-07
2018,2.4007639431999905e-08,2.860265198023626e-07
2019,2.4744581716973357e-08,2.3213988953330045e-07
