year,voudrions_VERB écrire_VERB,voudrions_VERB décrire_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,0.0,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,2.0239355080775567e-08
1818,0.0,0.0
1819,0.0,1.2421260464634543e-08
1820,0.0,0.0
1821,0.0,0.0
1822,0.0,0.0
1823,0.0,0.0
1824,0.0,8.421112696055388e-10
1825,0.0,0.0
1826,0.0,0.0
1827,9.217273055917019e-10,0.0
1828,0.0,1.1006761724274838e-08
1829,0.0,0.0
1830,2.0873671680021744e-09,1.0436835840010872e-09
1831,0.0,0.0
1832,0.0,0.0
1833,0.0,0.0
1834,0.0,0.0
1835,0.0,0.0
1836,0.0,6.720750067579218e-10
1837,0.0,0.0
1838,0.0,0.0
1839,0.0,6.9914751765765e-10
1840,0.0,0.0
1841,0.0,0.0
1842,8.049918065466954e-09,0.0
1843,5.906911071384968e-10,0.0
1844,1.6465684371524958e-09,0.0
1845,0.0,0.0
1846,0.0,0.0
1847,3.235934187273415e-09,5.393223645455691e-10
1848,0.0,0.0
1849,0.0,0.0
1850,0.0,0.0
1851,0.0,6.449438760824933e-10
1852,0.0,0.0
1853,1.7915795513800958e-09,0.0
1854,0.0,0.0
1855,0.0,1.0613874223963649e-09
1856,0.0,2.0708756931497874e-09
1857,0.0,0.0
1858,0.0,5.872411001917044e-09
1859,7.129042689513199e-09,5.092173349652285e-10
1860,4.57718396518203e-09,8.238931314963338e-09
1861,2.357981809808507e-09,6.6023493339173456e-09
1862,3.6143890103090826e-09,5.421583626485926e-09
1863,2.9967726078439227e-09,1.4983863039219614e-09
1864,1.4384183844029508e-09,3.835782358407869e-09
1865,9.88437331983505e-09,3.294791106611683e-09
1866,5.838735717134114e-09,9.731225825149181e-10
1867,5.82337378318698e-09,4.85281148598915e-10
1868,0.0,0.0
1869,1.953407657850903e-09,1.953407657850903e-09
1870,0.0,0.0
1871,0.0,1.0621177271019633e-09
1872,4.8378714367913744e-09,5.442605477412599e-09
1873,0.0,5.986004469882289e-10
1874,0.0,3.5847653734322193e-09
1875,1.1443054281912168e-09,2.2886108563824337e-09
1876,0.0,0.0
1877,6.184815992682502e-10,3.0924081073635534e-09
1878,7.2469061862534545e-09,1.2078177347163432e-09
1879,5.498392852132383e-09,2.443730107160036e-09
1880,1.2835692508872398e-09,0.0
1881,2.091752326904839e-09,3.4862537301449947e-09
1882,0.0,1.3310770263785798e-09
1883,3.159669414998234e-09,1.2638677882037541e-09
1884,1.9805090900604227e-09,6.601696966868076e-10
1885,0.0,4.511945039809007e-09
1886,5.162771099520569e-09,1.2906927748801422e-09
1887,0.0,6.528924623161458e-10
1888,1.268122939990235e-09,0.0
1889,6.265136742733546e-10,0.0
1890,1.3108772956016423e-09,2.6217545912032847e-09
1891,1.2748440081367107e-09,3.1871101313640793e-09
1892,0.0,6.268512375839919e-10
1893,3.079208221734575e-09,4.926733243593162e-09
1894,0.0,8.192000855444803e-09
1895,4.213029924926559e-09,1.1435367319734269e-08
1896,1.7691086373616827e-09,4.717623180994224e-09
1897,1.1653427112179315e-09,1.7480140668268973e-09
1898,3.960848538042683e-09,1.0750873968845553e-08
1899,0.0,0.0
1900,6.22926377147337e-09,5.191053142894475e-10
1901,3.353243460679778e-09,0.0
1902,9.820567692386817e-10,4.910283846193408e-10
1903,2.1600881083827517e-09,2.7001101354784396e-09
1904,5.374625189347171e-10,1.0749250378694342e-09
1905,5.160759042333041e-10,8.257214467732865e-09
1906,0.0,5.658602919567102e-09
1907,1.028568674676933e-09,6.685696440911215e-09
1908,0.0,4.4202499438483756e-09
1909,3.850688656825696e-09,6.0510818578052294e-09
1910,2.67207544979442e-09,5.34415089958884e-09
1911,5.320374141248863e-10,5.852411444351446e-09
1912,0.0,3.646594803896619e-09
1913,0.0,0.0
1914,4.68772043404897e-09,4.68772043404897e-09
1915,2.3561523843085297e-09,4.712304768617059e-09
1916,1.0987462051303964e-09,1.0987462051303964e-09
1917,0.0,4.386569774084137e-09
1918,1.1486376294556067e-09,1.033773866510046e-08
1919,9.207848372660976e-10,9.207848372660976e-10
1920,0.0,6.057785384427916e-09
1921,0.0,2.2718242842501013e-09
1922,2.2133805899215986e-09,5.164555005876537e-09
1923,1.0615948120573648e-09,1.0615948120573648e-09
1924,2.578324886925998e-09,2.578324886925998e-09
1925,5.499089184013428e-09,5.499089184013428e-09
1926,0.0,1.1146138456652466e-09
1927,3.3447675740205796e-09,5.574612327308159e-09
1928,2.2852082448565625e-09,0.0
1929,4.4561625500705304e-09,6.684243825105796e-09
1930,1.0503603542488804e-09,4.201441416995522e-09
1931,0.0,4.5621426636444085e-09
1932,5.4797681947604815e-09,6.575722188983946e-09
1933,0.0,0.0
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,0.0,1.196828414151696e-08
1936,1.2124714565686645e-09,3.6374143697059935e-09
1937,3.777335333410292e-09,7.554670666820584e-09
1938,9.075650453382877e-09,6.482607339819424e-09
1939,3.058810094103137e-09,2.2941076593951948e-08
1940,0.0,1.2678914806940611e-08
1941,5.9030051957620344e-09,1.1806010391524069e-08
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,1.927911696952833e-08,6.4263723231761105e-09
1945,6.535512131478072e-09,6.535512131478072e-09
1946,5.568441707737293e-09,9.744772988540262e-09
1947,2.3841741914054637e-09,9.536696765621855e-09
1948,3.2615663503321457e-09,3.2615663503321457e-09
1949,2.945102384188658e-09,8.835307596655184e-09
1950,6.381216888229346e-09,2.1270722960764488e-09
1951,6.396841278899501e-09,7.462981344019681e-09
1952,0.0,6.326882129314981e-09
1953,0.0,8.619061908632375e-09
1954,3.9090144454689835e-09,4.886268278880834e-09
1955,0.0,7.508486277174597e-09
1956,2.616342476002842e-09,1.744228317335228e-09
1957,7.068030161150318e-09,1.236905244894615e-08
1958,4.9633461784992505e-09,2.4816730892496253e-09
1959,7.750747821333448e-10,7.750747599288843e-09
1960,5.536666680683311e-09,8.305000243069571e-09
1961,2.779263708063695e-09,5.55852741612739e-09
1962,4.43936931660005e-09,7.610347907416326e-09
1963,6.466053248388448e-10,8.405868889838075e-09
1964,4.258777774879263e-09,6.083968440151466e-09
1965,2.188817349590977e-09,6.5664522708175355e-09
1966,7.200797291773142e-09,6.092982118843793e-09
1967,9.860671168482327e-10,8.874604162656397e-09
1968,3.1439910674890825e-09,2.6948494546985557e-09
1969,1.8167031212712459e-09,3.6334062425424918e-09
1970,2.2993624781975086e-09,7.3579600190498695e-09
1971,3.5968783507200897e-09,1.1304474689666222e-08
1972,4.104117490300041e-09,2.565073486948677e-09
1973,2.7566018356850464e-09,3.859242703185828e-09
1974,5.625571675160757e-10,2.812785782069227e-09
1975,3.998036124386317e-09,7.4249242310031605e-09
1976,2.285410749536254e-09,6.2848797277581525e-09
1977,1.7630346071939584e-09,3.526069214387917e-09
1978,0.0,5.346532105932056e-09
1979,1.7555920051037788e-09,5.851973128301324e-09
1980,2.8425752862659692e-09,5.6851505725319385e-09
1981,1.8976649140967083e-09,8.223214109648325e-09
1982,6.207502289967692e-10,4.966001831974154e-09
1983,1.89459470334441e-09,2.5261264191556165e-09
1984,6.958810416790584e-09,6.378909400694965e-09
1985,1.2031116103372597e-09,7.820225356169885e-09
1986,2.3977941854269602e-09,3.5966913891627428e-09
1987,0.0,7.944062296871834e-09
1988,5.996553809062277e-10,4.797243047249822e-09
1989,5.488122178931576e-10,5.488121956886971e-09
1990,3.814055737905164e-09,7.083246433836621e-09
1991,2.9307325455363298e-09,2.9307325455363298e-09
1992,2.7549720282848966e-09,4.4079553340736766e-09
1993,5.539207426075166e-10,3.877445031719162e-09
1994,1.5824779264761446e-09,4.747434001473039e-09
1995,5.422450821690461e-10,2.7112254663563817e-09
1996,5.338092190498855e-10,4.270473752399084e-09
1997,1.917957792585412e-09,3.3564262480467733e-09
1998,2.3840645013706308e-09,6.675381136744818e-09
1999,1.3710603763428253e-09,6.8553016596695215e-09
2000,4.4180314962005696e-10,5.3016377954406835e-09
2001,1.3143635069212678e-09,5.257454027685071e-09
2002,1.752488598683044e-09,5.257465574004527e-09
2003,1.2500769308587678e-09,5.8336921959778465e-09
2004,4.404791198453495e-09,4.404791198453495e-09
2005,9.007499190971657e-10,3.602999676388663e-09
2006,0.0,6.1768350434476815e-09
2007,0.0,1.997239706952314e-09
2008,4.257439678578834e-10,5.5346713878634546e-09
2009,2.384096253749135e-09,2.384096253749135e-09
2010,4.723793023408973e-10,3.7790344187271785e-09
2011,3.82397197240536e-10,7.64794394481072e-10
2012,6.808505426114664e-10,2.0425516833455504e-09
2013,1.1156500168141292e-09,1.9523875849358774e-09
2014,8.661780737106994e-10,4.330890368553497e-10
2015,1.10828768384863e-09,2.438232948875907e-09
2016,8.285360175719347e-10,2.0713399884186856e-09
2017,0.0,2.0124890642847504e-09
2018,0.0,1.0325866828253538e-09
2019,5.1019755087367e-10,1.2754939326953263e-09
