year,plusieurs_DET années_NOUN,plusieurs_DET damnés_NOUN
1800,1.6535160440867003e-05,0.0
1801,1.6675422088496816e-05,0.0
1802,1.7412633781077602e-05,0.0
1803,1.795482378952329e-05,0.0
1804,1.6504548057127977e-05,0.0
1805,1.7657113573932293e-05,0.0
1806,1.5624410366399388e-05,0.0
1807,1.597426478383568e-05,0.0
1808,1.7240291356301896e-05,0.0
1809,2.0697236948308273e-05,0.0
1810,1.890120387315619e-05,0.0
1811,2.056805811889717e-05,0.0
1812,2.137767430099302e-05,0.0
1813,1.9989280957588562e-05,0.0
1814,1.9015369389308034e-05,3.1466771410748606e-09
1815,1.9193441943343714e-05,0.0
1816,2.09534563566649e-05,6.952811659743929e-09
1817,1.7338899368724014e-05,0.0
1818,1.79079924009784e-05,1.1921177378582115e-09
1819,1.9480676428429433e-05,0.0
1820,1.6775644155586633e-05,3.5599443393152796e-09
1821,1.792424123436831e-05,0.0
1822,1.7547834801234785e-05,0.0
1823,1.7294702246317684e-05,5.929612356680991e-09
1824,1.759507296128504e-05,1.6842225392110777e-09
1825,1.8136571441118576e-05,2.641632912414593e-09
1826,1.7926891445085857e-05,4.403992281964975e-09
1827,1.7935891179376995e-05,3.6869092223668076e-09
1828,1.8048336812626076e-05,9.172301251858528e-10
1829,1.7658170889944813e-05,0.0
1830,1.9426083383677906e-05,0.0
1831,1.8118541220246698e-05,0.0
1832,1.7115411594659236e-05,0.0
1833,1.759784834121092e-05,0.0
1834,1.662946715441649e-05,0.0
1835,1.645349721002276e-05,0.0
1836,1.6238004889146396e-05,0.0
1837,1.8551128164290276e-05,5.5663127440652715e-09
1838,1.6897658099424007e-05,5.680945491803868e-09
1839,1.8444910182324747e-05,0.0
1840,1.780519050953444e-05,0.0
1841,1.7942222626743387e-05,0.0
1842,1.741599797355775e-05,2.0124795163667386e-09
1843,1.8681196905845354e-05,1.7720733769266417e-09
1844,1.8582072954131945e-05,2.7442805805577564e-09
1845,1.7555954258341444e-05,2.2320911785556063e-09
1846,1.739606480555267e-05,1.1709002656346001e-09
1847,1.799772752519857e-05,0.0
1848,1.7392160430063086e-05,1.126331028444838e-08
1849,1.785988473557154e-05,6.703531951757213e-09
1850,1.709469214006276e-05,0.0
1851,1.6816267475405766e-05,0.0
1852,1.7990591032912562e-05,0.0
1853,1.8059718513541156e-05,1.7915795513800958e-09
1854,1.8021682421931473e-05,6.754363734984281e-09
1855,1.7962920878744626e-05,9.552486801567284e-09
1856,1.760089065783177e-05,2.0708756931497874e-09
1857,1.8309076580180772e-05,2.4407544874094356e-09
1858,1.7983769851070974e-05,4.893676019968041e-10
1859,1.7020589325511537e-05,0.0
1860,1.7259187387708153e-05,2.288591982591015e-09
1861,1.75146175251939e-05,4.715963730639317e-10
1862,1.780493116143589e-05,7.228778020618165e-09
1863,1.6837366899835615e-05,4.994620828036034e-10
1864,1.7549664022453726e-05,0.0
1865,1.740873540256871e-05,0.0
1866,1.677711983916197e-05,1.9462451650298362e-09
1867,1.7215348805166286e-05,9.7056229719783e-10
1868,1.783640377084339e-05,1.4819622196071691e-09
1869,1.6330976023937183e-05,0.0
1870,1.7557657898237267e-05,0.0
1871,1.5384775437610188e-05,0.0
1872,1.6159096162482456e-05,0.0
1873,1.6610564301799968e-05,4.190203295451056e-09
1874,1.6382378305479506e-05,0.0
1875,1.6459689703651748e-05,0.0
1876,1.6946979286558417e-05,6.04601479992084e-10
1877,1.714616601589114e-05,3.0924081073635534e-09
1878,1.8211476572105312e-05,0.0
1879,1.7650450956807617e-05,0.0
1880,1.8340279808626292e-05,0.0
1881,1.7312038579575528e-05,0.0
1882,1.7861722852785533e-05,1.9966155395678697e-09
1883,1.7364280111564767e-05,6.319338941018771e-10
1884,1.7676704672453525e-05,6.601696966868076e-10
1885,1.6590421637374675e-05,0.0
1886,1.7049406864089178e-05,0.0
1887,1.6362790745461098e-05,4.570247291724172e-09
1888,1.6796922409412218e-05,0.0
1889,1.6550611675825166e-05,0.0
1890,1.764375228674453e-05,0.0
1891,1.683367749194531e-05,6.374220040683554e-10
1892,1.6578335575445635e-05,1.8805537127519756e-09
1893,1.6144905558235223e-05,6.158416554491453e-10
1894,1.611366525366975e-05,2.520615716150587e-09
1895,1.6566838866083344e-05,6.018614495673091e-10
1896,1.6079429357773733e-05,0.0
1897,1.6526890831869423e-05,0.0
1898,1.641884807668248e-05,2.26334195829736e-09
1899,1.6876802305887395e-05,1.1055156790007459e-09
1900,1.6242285596490547e-05,2.595526460424935e-09
1901,1.6587377245969037e-05,1.676621730339889e-09
1902,1.4409719355512607e-05,0.0
1903,1.6389668388683276e-05,4.860198465905796e-09
1904,1.6426467581709403e-05,1.0749250378694342e-09
1905,1.6501010563274576e-05,0.0
1906,1.660079712451079e-05,2.0576738091193647e-09
1907,1.6171670395692672e-05,5.142843373384665e-10
1908,1.59502275351997e-05,1.4734167219643268e-09
1909,1.633847064397287e-05,0.0
1910,1.6504875176792666e-05,5.344150677544235e-10
1911,1.6645322006070273e-05,0.0
1912,1.661701097077639e-05,0.0
1913,1.6566540068652102e-05,0.0
1914,1.6122411395258496e-05,0.0
1915,1.3841217452181809e-05,0.0
1916,1.3727734767599031e-05,0.0
1917,1.3800148181530858e-05,0.0
1918,1.3456290204771904e-05,2.2972752589112133e-09
1919,1.4049334922106027e-05,9.207848372660976e-10
1920,1.3566410061116585e-05,0.0
1921,1.3590052745371395e-05,0.0
1922,1.3268479051475879e-05,0.0
1923,1.2210463964379414e-05,1.0615948120573648e-09
1924,1.3168794581019938e-05,0.0
1925,1.2981149851043483e-05,0.0
1926,1.3424408933815357e-05,0.0
1927,1.3027869115944668e-05,0.0
1928,1.4003756191982575e-05,3.4278122562625413e-09
1929,1.418953544884971e-05,0.0
1930,1.4540138479901543e-05,0.0
1931,1.5146314012781659e-05,0.0
1932,1.4542208859325001e-05,0.0
1933,1.4949714412182402e-05,0.0
1934,1.4323979101504847e-05,0.0
1935,1.5030967972506915e-05,1.196828414151696e-09
1936,1.5090419523744458e-05,0.0
1937,1.415745332167262e-05,0.0
1938,1.3876668788270763e-05,0.0
1939,1.3925232664746545e-05,0.0
1940,1.3885946870573207e-05,0.0
1941,1.2676704074010559e-05,0.0
1942,1.3817800763149535e-05,0.0
1943,1.3633592175210651e-05,0.0
1944,1.354036675138559e-05,0.0
1945,1.2369546212198657e-05,0.0
1946,1.2267277156752243e-05,1.3921104269343232e-09
1947,1.2541948066768782e-05,0.0
1948,1.2769031897619243e-05,1.0871887834440486e-09
1949,1.3560233512066588e-05,0.0
1950,1.252632911530327e-05,0.0
1951,1.3177492505178634e-05,1.0661401761424827e-09
1952,1.2985925607722493e-05,0.0
1953,1.3623504941051578e-05,0.0
1954,1.3847683362655516e-05,0.0
1955,1.4134725645931212e-05,0.0
1956,1.3695680564751456e-05,0.0
1957,1.4249148833300751e-05,0.0
1958,1.4176970850598991e-05,0.0
1959,1.4197044976071993e-05,0.0
1960,1.3360668418727073e-05,6.920833350854139e-10
1961,1.3739984865424049e-05,6.948159270159238e-10
1962,1.350012276191137e-05,0.0
1963,1.4027455904397357e-05,0.0
1964,1.4108114285704687e-05,0.0
1965,1.3844269815876942e-05,3.830430195250756e-09
1966,1.4132948791711897e-05,0.0
1967,1.4240781496255295e-05,0.0
1968,1.4748013498433465e-05,4.4914158503495116e-10
1969,1.4406001938027657e-05,0.0
1970,1.4098311325483337e-05,0.0
1971,1.4305812015891206e-05,2.0553589941130213e-09
1972,1.4646056285982922e-05,1.0260293725750103e-09
1973,1.4248323978449662e-05,0.0
1974,1.4459406585842771e-05,0.0
1975,1.384234357715286e-05,0.0
1976,1.3682754087085414e-05,5.713526873840635e-10
1977,1.372581151315444e-05,0.0
1978,1.3618805382975552e-05,1.1881182704343018e-09
1979,1.36778173782659e-05,0.0
1980,1.3971825936209825e-05,0.0
1981,1.370620061891259e-05,0.0
1982,1.367450715861196e-05,0.0
1983,1.37673892481871e-05,0.0
1984,1.3635208617301942e-05,0.0
1985,1.3362960331164686e-05,0.0
1986,1.325800313622949e-05,0.0
1987,1.3569679978786553e-05,0.0
1988,1.3292560680611132e-05,5.996553809062277e-10
1989,1.3723049264058318e-05,0.0
1990,1.3376983361013117e-05,0.0
1991,1.3222879502450269e-05,0.0
1992,1.3113667350239666e-05,0.0
1993,1.3537269211383318e-05,6.647049133334804e-09
1994,1.3343453943548411e-05,0.0
1995,1.3224815617718377e-05,1.626735190995987e-09
1996,1.3151991254289896e-05,2.6690460952494277e-09
1997,1.330918826170091e-05,4.79489448146353e-10
1998,1.3241095189187035e-05,0.0
1999,1.3573040632763878e-05,0.0
2000,1.3546567970479373e-05,0.0
2001,1.3653608419872398e-05,8.762423564512289e-10
2002,1.3563823642925854e-05,0.0
2003,1.3775430232954022e-05,8.333845835650777e-10
2004,1.3641197782021663e-05,0.0
2005,1.3758954878539953e-05,0.0
2006,1.3883878040132913e-05,4.1178899179428186e-10
2007,1.3507732091966318e-05,0.0
2008,1.3698312244514455e-05,0.0
2009,1.3290382810282608e-05,0.0
2010,1.3033417701535654e-05,0.0
2011,1.2967853535883478e-05,0.0
2012,1.2956585379697572e-05,1.7021263287730903e-09
2013,1.218345610709548e-05,0.0
2014,1.1901286626425644e-05,0.0
2015,1.1531954896781826e-05,0.0
2016,1.1755890739095776e-05,6.214020409345267e-10
2017,1.1571057456194467e-05,2.515611330355938e-10
2018,1.1907531217048017e-05,0.0
2019,1.2015917292274025e-05,2.55098775436835e-10
