year,tes_DET années_NOUN,tes_DET damnés_NOUN
1868,2.8651268690893517e-08,0.0
1869,2.0022427715815638e-08,0.0
1870,1.4335121534259088e-08,5.734048791339319e-10
1871,2.761506068260644e-08,0.0
1872,2.6003558417642125e-08,0.0
1873,3.4718826924518e-08,0.0
1874,2.7483202824640784e-08,0.0
1875,2.345826111138649e-08,0.0
1876,2.2370254981751714e-08,0.0
1877,3.277952487223956e-08,0.0
1878,4.2877530415097453e-08,6.039088673581716e-10
1879,2.1382638992761827e-08,0.0
1880,2.1178892639639457e-08,0.0
1881,2.022027167924989e-08,0.0
1882,2.5290463057103807e-08,0.0
1883,1.3270612164717477e-08,0.0
1884,2.77271263726675e-08,6.601696966868076e-10
1885,2.7716233086394482e-08,0.0
1886,2.710454793941608e-08,0.0
1887,1.9586773092328258e-08,0.0
1888,1.4583414031932307e-08,0.0
1889,1.7542383268231987e-08,0.0
1890,2.490666928256502e-08,0.0
1891,1.8485237673893096e-08,0.0
1892,1.9432387921014538e-08,6.268512375839919e-10
1893,2.8328715484526867e-08,6.158416554491453e-10
1894,1.7644309346920295e-08,1.8904617871129403e-09
1895,2.5278181325916194e-08,1.8055843487019274e-09
1896,1.7101383809059456e-08,0.0
1897,2.2141511735185304e-08,5.826713556089658e-10
1898,1.9238406423482957e-08,0.0
1899,1.326618814800895e-08,0.0
1900,1.5054054003371675e-08,0.0
1901,1.7883964642528838e-08,0.0
1902,2.258730624760119e-08,4.910283846193408e-10
1903,5.400220270956879e-09,0.0
1904,1.5048950530172078e-08,5.374625189347171e-10
1905,3.4577084306874895e-08,3.096455536422127e-09
1906,1.286046086290682e-08,0.0
1907,1.4399961223432456e-08,5.142843373384665e-10
1908,1.7680999775393502e-08,0.0
1909,1.1001967059609541e-08,0.0
1910,1.3894791872637313e-08,5.344150677544235e-10
1911,1.9685383989553884e-08,0.0
1912,1.7712032729377825e-08,0.0
1913,1.6439267724877027e-08,5.30298971401777e-10
1914,1.6741859454327823e-08,6.696743715117748e-10
1915,1.64930663570928e-08,0.0
1916,1.8678685265172135e-08,0.0
1917,1.7546278430202733e-08,0.0
1918,2.5270028736201766e-08,0.0
1919,1.5653342400057113e-08,0.0
1920,2.3473917476479755e-08,0.0
1921,1.8174593496844693e-08,0.0
1922,1.770704471937279e-08,0.0
1923,3.8217415010421973e-08,0.0
1924,2.5783249202326886e-08,0.0
1925,3.2994533549768335e-08,2.1996355847875293e-09
1926,2.8979959765251806e-08,0.0
1927,2.1183528042811872e-08,0.0
1928,3.770593604013328e-08,0.0
1929,3.6763341482171086e-08,0.0
1930,2.205756699513728e-08,0.0
1931,2.167017854048936e-08,0.0
1932,2.9590749406338546e-08,0.0
1933,2.1794258842078307e-08,0.0
1934,2.036868629318178e-08,3.5944740517379614e-09
1935,1.6755597798123745e-08,0.0
1936,3.516167312866969e-08,0.0
1937,2.6441348666139675e-08,1.2591118148108649e-09
1938,2.333738657878115e-08,0.0
1939,1.988226472349197e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,1.4757512989405086e-08,0.0
1942,2.4273694165799498e-08,0.0
1943,1.7419411024732767e-08,2.9032352077962287e-09
1944,5.462416652335378e-08,0.0
1945,4.1391577720872874e-08,0.0
1946,2.227376683094917e-08,1.3921104269343232e-09
1947,7.152522929487759e-08,0.0
1948,2.283096489641423e-08,0.0
1949,2.3560819850665382e-08,1.9634016634739737e-09
1950,2.6588403034821795e-08,2.1270722960764488e-09
1951,3.4116486968827076e-08,1.0661401761424827e-09
1952,3.374337198547295e-08,0.0
1953,2.5857185836919427e-08,1.0773827385790469e-09
1954,2.5408593895548393e-08,0.0
1955,2.627970285828951e-08,0.0
1956,7.587392980568097e-08,8.72114158667614e-10
1957,2.3854602293482685e-08,0.0
1958,3.557064598425086e-08,1.6544486891589827e-09
1959,2.7902691712711203e-08,1.5501495642666896e-09
1960,2.9067500184609685e-08,6.920833350854139e-10
1961,3.196153208762098e-08,0.0
1962,4.439369671871418e-08,3.805173953708163e-09
1963,3.2330266463986845e-08,3.2330267352165265e-09
1964,3.28534297544536e-08,6.083968329129164e-10
1965,2.3529786563614152e-08,1.0944086747954884e-09
1966,4.3204783306549643e-08,2.215629901769489e-09
1967,3.106111434725278e-08,0.0
1968,2.2457079640325617e-08,3.5931326802796093e-09
1969,2.2254612791483552e-08,9.083515606356229e-10
1970,2.575285940054073e-08,9.197450023812337e-10
1971,2.8261185835987135e-08,0.0
1972,2.97548519156976e-08,1.0260293725750103e-09
1973,3.8041106487085585e-08,5.513203782392395e-10
1974,2.250228647859842e-08,5.625571675160757e-10
1975,2.3988217634496323e-08,0.0
1976,4.685091914424788e-08,0.0
1977,2.5270161796431267e-08,5.876781838942691e-10
1978,3.326731090602664e-08,0.0
1979,3.043026230997725e-08,1.1703946700691858e-09
1980,2.6151692589237996e-08,0.0
1981,2.8464972823272205e-08,6.325549528618524e-10
1982,3.7245013295716944e-08,0.0
1983,3.789189761960188e-08,0.0
1984,2.8995042367085944e-08,5.799008495621649e-10
1985,2.4062231318566774e-08,6.015558051686298e-10
1986,2.517683933556114e-08,1.7983456945813714e-09
1987,3.727598363312268e-08,0.0
1988,3.358070083114839e-08,5.996553809062277e-10
1989,3.4026359063688005e-08,1.0976244357863152e-09
1990,3.1057310612148115e-08,0.0
1991,3.8099525312418336e-08,5.861465202094962e-10
1992,4.903850481241534e-08,2.7549720282848966e-09
1993,4.265189740282338e-08,0.0
1994,4.852932611321137e-08,0.0
1995,3.578817542315704e-08,0.0
1996,3.096093292853652e-08,0.0
1997,5.514128731398671e-08,0.0
1998,5.3403048760891636e-08,0.0
1999,5.94126134956241e-08,0.0
2000,5.434178929064615e-08,4.4180314962005696e-10
2001,5.870823960307803e-08,8.762423564512289e-10
2002,4.4250336728168804e-08,8.76244299341522e-10
2003,5.54200738633881e-08,1.6667691671301554e-09
2004,1.7839404309327733e-07,8.809582507929292e-10
2005,1.7159286302970145e-07,0.0
2006,1.5689160298704152e-07,4.1178899179428186e-10
2007,1.857433014063048e-07,7.988958938831558e-10
2008,2.0776306275394063e-07,8.514879357157668e-10
2009,5.769512778641683e-08,9.53638501499654e-10
2010,4.91274465552749e-08,0.0
2011,4.321088187264621e-08,3.82397197240536e-10
2012,5.719144613447469e-08,1.0212758416727752e-09
2013,5.1877727447191546e-08,8.367375126105969e-10
2014,5.868356434124422e-08,4.330890368553497e-10
2015,5.053791851672429e-08,0.0
2016,5.9033192112423194e-08,4.1426800878596737e-10
2017,1.6150225157218756e-07,7.54683426862357e-10
2018,6.453666667738389e-08,2.5814667070633845e-10
2019,6.53052882881866e-08,5.1019755087367e-10
