year,aux_ADP août_NOUN,aux_ADP doutes_NOUN
1855,5.306937111981824e-10,1.682299100025375e-07
1856,5.177189232874468e-10,1.8171934534905176e-07
1857,0.0,1.8256843858921457e-07
1858,0.0,2.070024929246017e-07
1859,1.018434669930457e-09,2.097975446702094e-07
1860,4.577183909670879e-10,1.647786280756236e-07
1861,0.0,1.8722376493585102e-07
1862,4.517986262886353e-10,1.9562880826384799e-07
1863,0.0,2.1776547232121857e-07
1864,4.794727948009836e-10,2.1576275344159512e-07
1865,9.41368871743009e-10,1.6944639691374164e-07
1866,9.731225825149181e-10,1.8197392614993646e-07
1867,4.85281148598915e-10,1.819804289482363e-07
1868,4.93987406535723e-10,1.3683451793866652e-07
1869,4.883519144627257e-10,1.899688988338255e-07
1870,0.0,1.8176934402092115e-07
1871,0.0,1.0408754036461687e-07
1872,0.0,1.2155151996040559e-07
1873,5.986004469882289e-10,1.0595228194798523e-07
1874,5.974609140757536e-10,1.2486932687849617e-07
1875,1.1443054281912168e-09,1.5562553323800188e-07
1876,6.04601479992084e-10,1.2998931175900452e-07
1877,0.0,1.181299862373919e-07
1878,0.0,1.4312639784463954e-07
1879,0.0,1.2951769168267901e-07
1880,0.0,9.81930456944724e-08
1881,1.3945015142624584e-09,9.552335433760106e-08
1882,6.655385131892899e-10,1.011618553370397e-07
1883,6.319338941018771e-10,1.1943550770610045e-07
1884,0.0,1.0826783114481486e-07
1885,1.9336907075562237e-09,1.0377473724787478e-07
1886,1.2906927748801422e-09,1.0970888453254446e-07
1887,1.3057849246322917e-09,1.0446279374853873e-07
1888,0.0,1.1286294276935394e-07
1889,0.0,9.648310483889588e-08
1890,9.831579994568074e-09,1.179789563821032e-07
1891,6.374220040683554e-10,1.0198751954071383e-07
1892,6.268512375839919e-10,1.2035543717203723e-07
1893,0.0,7.698020720869891e-08
1894,1.8904617871129403e-09,1.272910958860507e-07
1895,0.0,1.3000208021196613e-07
1896,0.0,9.612156975924435e-08
1897,2.330685422435863e-09,1.1245557451911026e-07
1898,5.6583548957434e-10,8.713866794796132e-08
1899,0.0,1.0336571598656974e-07
1900,2.595526460424935e-09,1.313336479569216e-07
1901,5.588738916095792e-10,8.774320314763884e-08
1902,0.0,8.151071428930123e-08
1903,1.6200660812870638e-09,9.450385607401302e-08
1904,0.0,4.8909089223059254e-08
1905,1.0321518084666081e-09,9.70222715501734e-08
1906,0.0,7.40762604589662e-08
1907,5.142843373384665e-10,9.154261115806861e-08
1908,9.822778146428846e-10,1.2720497544194131e-07
1909,0.0,1.2707271501710693e-07
1910,1.6032452032632705e-09,1.0421094032153633e-07
1911,5.320374141248863e-10,9.523469657324313e-08
1912,1.0418842455450772e-09,1.0679313522388156e-07
1913,0.0,9.545381551845367e-08
1914,2.0090231700464756e-09,6.361906201846068e-08
1915,5.890380849749022e-09,7.421880310332085e-08
1916,0.0,1.0877587430790925e-07
1917,0.0,7.895825859804972e-08
1918,0.0,1.137151270924619e-07
1919,2.762354511798293e-09,9.115769961098863e-08
1920,7.572231730534895e-10,1.0525402283079188e-07
1921,7.572747429129834e-10,7.875657659361934e-08
1922,7.377935484775833e-10,5.5334514748039965e-08
1923,1.0615948120573648e-09,7.961961179248078e-08
1924,0.0,1.0184383458788915e-07
1925,0.0,1.0888196300129493e-07
1926,1.1146138456652466e-09,9.362756170361308e-08
1927,0.0,1.0368779301828113e-07
1928,1.1426041224282812e-09,1.0169176345442565e-07
1929,1.1140406375176326e-09,8.800920880958074e-08
1930,0.0,1.0083459400789252e-07
1931,0.0,6.957267828511249e-08
1932,0.0,6.466126700743757e-08
1933,0.0,1.0208889245078012e-07
1934,0.0,7.548395153378351e-08
1935,1.196828414151696e-09,9.694310421082264e-08
1936,2.424942913137329e-09,1.0427254570899436e-07
1937,2.5182236296217297e-09,1.2465207088752095e-07
1938,1.2965214457594243e-09,8.686693320214545e-08
1939,1.5294050470515685e-09,7.799966006416525e-08
1940,0.0,4.81798743123818e-08
1941,0.0,8.854507882460894e-08
1942,0.0,9.102635578628337e-08
1943,0.0,9.870999684302717e-08
1944,0.0,5.7837350908584995e-08
1945,0.0,1.1546071476686848e-07
1946,2.7842208538686464e-09,7.795818479650052e-08
1947,0.0,1.1563244828316499e-07
1948,3.2615663503321457e-09,1.0110855530598428e-07
1949,1.9634016634739737e-09,1.0798709437764842e-07
1950,0.0,6.70027759941405e-08
1951,0.0,6.503455241002598e-08
1952,0.0,5.483298082253896e-08
1953,0.0,9.911920928473705e-08
1954,0.0,7.427127712844594e-08
1955,0.0,6.476069103200643e-08
1956,0.0,7.936239132533274e-08
1957,0.0,8.658337052880327e-08
1958,0.0,7.52774127477096e-08
1959,0.0,6.355613191288967e-08
1960,0.0,8.166583453927956e-08
1961,0.0,8.129346307228502e-08
1962,0.0,6.849313011203506e-08
1963,0.0,7.047997918618876e-08
1964,6.083968329129164e-10,6.692365395188915e-08
1965,0.0,9.849678406226303e-08
1966,0.0,8.917910276906582e-08
1967,1.4791006197611978e-09,9.121120786437231e-08
1968,8.982831700699023e-10,9.521801344614111e-08
1969,9.083515606356229e-10,8.265999373868738e-08
1970,4.5987250119061684e-10,9.519360733012405e-08
1971,5.138397485282553e-10,9.094963726585803e-08
1972,5.130146862875051e-10,7.695220016756821e-08
1973,0.0,7.222297204734218e-08
1974,0.0,7.482010322412691e-08
1975,0.0,7.653383304884187e-08
1976,1.7140580066410394e-09,7.8846667639354e-08
1977,5.876781838942691e-10,8.697637349230902e-08
1978,0.0,1.0039599018796252e-07
1979,5.851973350345929e-10,1.0767630842511977e-07
1980,0.0,1.0744934675344098e-07
1981,0.0,7.527403611540251e-08
1982,1.2415004579935385e-09,1.0490678536978493e-07
1983,0.0,9.030901781947875e-08
1984,0.0,9.278413948266007e-08
1985,6.015558051686298e-10,1.0286603924214432e-07
1986,0.0,8.93178324634647e-08
1987,0.0,1.1182795089936803e-07
1988,0.0,1.1933142429754184e-07
1989,5.488122178931576e-10,1.1360413054717355e-07
1990,0.0,1.0461409960527135e-07
1991,0.0,8.44051011306135e-08
1992,0.0,1.0248496096210147e-07
1993,5.539207426075166e-10,1.1909296127043945e-07
1994,1.0549853213248639e-09,1.371480917722323e-07
1995,0.0,1.2471637411692882e-07
1996,0.0,1.3505373752664696e-07
1997,0.0,1.2898266676941716e-07
1998,0.0,1.2683224115406233e-07
1999,0.0,1.3390688868852862e-07
2000,1.3254094488601709e-09,1.6214176223883214e-07
2001,8.762423564512289e-10,1.5991422652739118e-07
2002,0.0,1.5509524287082854e-07
2003,4.1669229178253886e-10,1.86678145830399e-07
2004,0.0,1.6826302084993472e-07
2005,4.5037495954858286e-10,1.7159285725654172e-07
2006,0.0,1.7542211416810005e-07
2007,0.0,1.873410933050934e-07
2008,1.2772319035736501e-09,1.762579997510727e-07
2009,4.76819250749827e-10,1.9501907666530371e-07
2010,0.0,1.9178599863778345e-07
2011,3.82397197240536e-10,1.6863716101322979e-07
2012,0.0,1.559147675411765e-07
2013,5.578250084070646e-10,1.567488334686118e-07
2014,0.0,1.54396240015231e-07
2015,0.0,1.8065089102403675e-07
2016,0.0,1.638429989458956e-07
2017,5.031222660711876e-10,1.9068334289329414e-07
2018,0.0,1.9231926429164048e-07
2019,0.0,1.8520170863567387e-07
