year,mais_CONJ étendre_VERB,mais_CONJ détendre_VERB
1867,1.3102591012170706e-08,1.455843445796745e-09
1868,1.5807597009143137e-08,4.93987406535723e-10
1869,1.5138909237322196e-08,9.767038289254515e-10
1870,2.0642576092910758e-08,0.0
1871,3.18635318130589e-09,0.0
1872,1.69325495846806e-08,0.0
1873,1.5563611732716254e-08,0.0
1874,9.559374181122848e-09,0.0
1875,1.830888685105947e-08,0.0
1876,9.673623679873344e-09,0.0
1877,8.658742500777805e-09,0.0
1878,4.831270938865373e-09,0.0
1879,4.887460214320072e-09,0.0
1880,5.776061851037184e-09,0.0
1881,1.1156012114099667e-08,6.972507571312292e-10
1882,7.986462158271479e-09,0.0
1883,1.0110942583185789e-08,0.0
1884,2.6406787867472303e-09,0.0
1885,8.37932623287685e-09,0.0
1886,3.872078213618124e-09,0.0
1887,1.4363633948910604e-08,0.0
1888,1.394935256193719e-08,0.0
1889,1.3783301167080708e-08,0.0
1890,1.1797895549392479e-08,0.0
1891,5.099376032546843e-09,0.0
1892,1.6924983192723175e-08,0.0
1893,6.158416665513755e-09,0.0
1894,2.0164925951249302e-08,0.0
1895,4.213030146971164e-09,0.0
1896,2.358811590497112e-09,0.0
1897,6.992056045262984e-09,0.0
1898,1.3014215927142914e-08,0.0
1899,1.1055156790007459e-08,5.527578395003729e-10
1900,7.786579381274805e-09,0.0
1901,1.9001712425747996e-08,5.588738916095792e-10
1902,7.365425824801264e-09,4.910283846193408e-10
1903,7.560308379339631e-09,0.0
1904,1.5586413049106795e-08,1.0749250378694342e-09
1905,8.773290538499623e-09,5.160759042333041e-10
1906,6.6874399351490865e-09,5.144184522798412e-10
1907,9.771402353919711e-09,0.0
1908,1.2769611368312894e-08,0.0
1909,1.1001966893076087e-08,0.0
1910,1.0153886176311744e-08,0.0
1911,6.38444919154324e-09,0.0
1912,9.376958098883392e-09,5.209421227725386e-10
1913,4.772690909149446e-09,0.0
1914,1.6741859010238613e-08,0.0
1915,3.5342285764627945e-09,1.1780761921542648e-09
1916,5.493731025651982e-09,0.0
1917,3.289927441585405e-09,3.289927441585405e-09
1918,2.1824114959656526e-08,0.0
1919,2.117805197876521e-08,9.207848372660976e-10
1920,1.2115570768855832e-08,0.0
1921,1.2116395997630036e-08,7.572747429129834e-10
1922,1.918263209388371e-08,0.0
1923,1.4862327368803108e-08,0.0
1924,1.1602462102189293e-08,0.0
1925,9.898360353588487e-09,0.0
1926,8.916910765321973e-09,0.0
1927,1.0034302722061739e-08,0.0
1928,5.713020501119104e-09,0.0
1929,8.912325100141061e-09,0.0
1930,4.201441528017824e-09,0.0
1931,4.5621426636444085e-09,0.0
1932,7.671675850140502e-09,0.0
1933,1.2617728861741284e-08,0.0
1934,9.585264137967897e-09,0.0
1935,5.98414207075848e-09,0.0
1936,1.6974599503782883e-08,0.0
1937,2.5182236296217297e-09,0.0
1938,9.075650453382877e-09,0.0
1939,1.2235240376412548e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,5.9030051957620344e-09,0.0
1942,3.034211770724937e-09,0.0
1943,1.4516176038981143e-08,0.0
1944,9.639558484764166e-09,0.0
1945,1.5249528306782167e-08,0.0
1946,5.568441707737293e-09,2.7842208538686464e-09
1947,5.960435478513659e-09,0.0
1948,3.2615663503321457e-09,0.0
1949,5.890205101444224e-09,0.0
1950,5.317680740191122e-09,0.0
1951,4.264560704569931e-09,1.0661401761424827e-09
1952,7.381362632230548e-09,0.0
1953,1.4005975490505307e-08,0.0
1954,1.9545072227344917e-09,4.886268278880834e-09
1955,3.754243138587299e-09,1.8771215692936494e-09
1956,9.593255967388359e-09,0.0
1957,8.835037590415595e-09,2.6505113659425206e-09
1958,8.272243445794913e-10,0.0
1959,6.975673150222406e-09,0.0
1960,1.3841666923752882e-08,1.3841666701708277e-09
1961,4.863711433600315e-09,0.0
1962,8.878739188311613e-09,0.0
1963,9.05247421467692e-09,0.0
1964,4.258777774879263e-09,0.0
1965,7.660860945613024e-09,0.0
1966,5.539074976468328e-09,0.0
1967,9.367637554547059e-09,0.0
1968,3.5931326802796093e-09,0.0
1969,8.175163990209455e-09,0.0
1970,5.978342487722443e-09,0.0
1971,5.138397374260251e-09,0.0
1972,1.128632298730281e-08,0.0
1973,5.513203893414698e-09,1.102640756478479e-09
1974,5.625571786183059e-09,1.6876715580593782e-09
1975,6.282628195464213e-09,5.711480177694739e-10
1976,3.999468700666142e-09,0.0
1977,9.99052895966912e-09,0.0
1978,7.72276864680066e-09,5.940591352171509e-10
1979,7.0223681314374176e-09,0.0
1980,7.959210845953635e-09,0.0
1981,1.8976649140967083e-09,0.0
1982,3.724501262958313e-09,0.0
1983,4.420721011477724e-09,6.315316047889041e-10
1984,5.219107590548333e-09,0.0
1985,6.015558051686298e-10,0.0
1986,3.5966913891627428e-09,0.0
1987,6.110816741511371e-09,0.0
1988,8.99483088012687e-09,5.996553809062277e-10
1989,1.6464366536794728e-09,0.0
1990,3.814055737905164e-09,0.0
1991,4.103025696977625e-09,0.0
1992,1.1019888557228796e-08,0.0
1993,8.862731881720265e-09,0.0
1994,1.1077345707377617e-08,0.0
1995,6.506940930517402e-09,0.0
1996,5.871901631593346e-09,0.0
1997,7.671831170341648e-09,0.0
1998,1.9072516899143466e-09,9.536258449571733e-10
1999,9.597422412355172e-09,0.0
2000,6.1852438726361925e-09,0.0
2001,1.708672558997648e-08,0.0
2002,5.6955880012310445e-09,0.0
2003,4.583615265119079e-09,0.0
2004,9.250061383525576e-09,0.0
2005,9.908249110068823e-09,0.0
2006,5.7650457740976435e-09,0.0
2007,3.994479413904628e-09,1.1983438685803094e-09
2008,3.405951826129794e-09,4.257439678578834e-10
2009,5.721831008997924e-09,0.0
2010,7.085689646135762e-09,0.0
2011,7.647943833788418e-09,0.0
2012,4.425528499218956e-09,0.0
2013,8.08846234434668e-09,5.578250084070646e-10
2014,4.7639794331644225e-09,0.0
2015,6.206411162779091e-09,0.0
2016,5.59261836841074e-09,6.214020409345267e-10
2017,4.52810045015184e-09,7.54683426862357e-10
2018,4.3884933464966025e-09,5.162933414126769e-10
2019,6.122370832528645e-09,2.55098775436835e-10
