year,vingt - trois ans,vingt - trois dents
1923,1.1743145797993293e-06,1.173141472854411e-09
1924,1.1940708724011984e-06,0.0
1925,1.1953667211628272e-06,2.4370372386783856e-09
1926,1.2333357553018232e-06,0.0
1927,1.3330094645880308e-06,0.0
1928,1.3296885015279258e-06,0.0
1929,1.320661041859239e-06,0.0
1930,1.3160398033562615e-06,0.0
1931,1.0986835441428866e-06,0.0
1932,1.231075223984135e-06,1.2128820170431709e-09
1933,1.2066266172894302e-06,0.0
1934,1.0991017980188644e-06,1.3274176202671129e-09
1935,1.1990420123453305e-06,2.6527477992033255e-09
1936,1.0778101220410008e-06,0.0
1937,1.0934911696125482e-06,2.789518172008343e-09
1938,1.1819547900415728e-06,0.0
1939,9.911172362819798e-07,0.0
1940,9.879298374926293e-07,0.0
1941,1.1647420343763315e-06,0.0
1942,9.824034741257037e-07,0.0
1943,1.1753624296062526e-06,0.0
1944,1.0790329127985387e-06,0.0
1945,1.5114630862456124e-06,0.0
1946,1.1794376799656447e-06,0.0
1947,1.2390925903105199e-06,0.0
1948,1.217644992834721e-06,1.2032065344058651e-09
1949,1.0729545607546243e-06,0.0
1950,1.2480292994609954e-06,2.35255281921809e-09
1951,1.1704666604828162e-06,3.5397178521634487e-09
1952,1.10261863994765e-06,1.1680282296921973e-09
1953,1.1491471667568476e-06,0.0
1954,1.0785110315936208e-06,0.0
1955,1.1218852478123154e-06,0.0
1956,9.55042235517567e-07,0.0
1957,1.0942451442730317e-06,9.778776677293877e-10
1958,1.117997832977835e-06,0.0
1959,9.757685113243042e-07,0.0
1960,1.1135646751370132e-06,1.5306731437902954e-09
1961,1.0996096371229669e-06,2.3004387283975802e-09
1962,1.0973990782758847e-06,0.0
1963,1.1653986788928705e-06,0.0
1964,1.138238721054563e-06,0.0
1965,1.0348076102673076e-06,0.0
1966,1.0442972104840464e-06,0.0
1967,1.1314619818847405e-06,0.0
1968,1.2169520751115215e-06,0.0
1969,1.076934129429219e-06,1.9970962661375324e-09
1970,1.0252317643733022e-06,0.0
1971,1.035238888391632e-06,0.0
1972,1.10290106647426e-06,0.0
1973,1.0364671396700942e-06,0.0
1974,8.887365545717785e-07,0.0
1975,9.296514686951696e-07,0.0
1976,9.309267987589465e-07,6.311368094813474e-10
1977,9.105514813256832e-07,0.0
1978,8.89911898838136e-07,0.0
1979,8.4382932641347e-07,0.0
1980,8.390634107513506e-07,0.0
1981,1.064616025558962e-06,0.0
1982,1.1066773879520042e-06,0.0
1983,1.118345153372502e-06,0.0
1984,1.094681863378355e-06,0.0
1985,1.0216607932989064e-06,0.0
1986,1.002673759131767e-06,1.316708742038486e-09
1987,9.258164155312443e-07,2.685471844898757e-09
1988,1.1577860234979198e-06,0.0
1989,1.0777718237875433e-06,0.0
1990,1.065047163351096e-06,0.0
1991,9.985673301571296e-07,0.0
1992,1.062769761972504e-06,0.0
1993,1.0451840743996854e-06,2.4264286135888824e-09
1994,9.601114498991592e-07,5.77337011531398e-10
1995,9.468386039657162e-07,0.0
1996,9.882003446648469e-07,5.833531990795393e-10
1997,1.024340832600501e-06,0.0
1998,1.0467550453086005e-06,0.0
1999,9.531593399003668e-07,0.0
2000,1.000082431090732e-06,0.0
2001,9.163181466931292e-07,0.0
2002,9.856959621856731e-07,0.0
2003,1.0564305732430057e-06,0.0
2004,1.1660664966939294e-06,0.0
2005,1.0251314819242907e-06,2.452467562363836e-09
2006,1.0949300772722381e-06,1.7949673969397395e-09
2007,1.1727809123840416e-06,0.0
2008,1.2463534559969958e-06,0.0
2009,1.2126495221309597e-06,0.0
2010,1.3765277984134627e-06,0.0
2011,1.3613207983098619e-06,0.0
2012,1.6790552592738095e-06,1.1248695308552215e-09
2013,1.6897946437666178e-06,3.0801944328473496e-10
2014,2.0653423646876945e-06,0.0
2015,1.7336417812430227e-06,0.0
2016,1.7574212733961758e-06,6.877464153731694e-10
2017,1.6834524245723514e-06,2.78901984840374e-10
2018,1.545664098046018e-06,2.86499379775762e-10
2019,1.6400181337417052e-06,0.0
