year,étiez_VERB en_ADP,étiez_VERB dans_ADP,etiez_VERB en_ADP,etiez_VERB dans_ADP
1800,1.9493819536364754e-07,1.9179402954705438e-07,0.0,0.0
1801,2.5954889792956237e-07,2.571677271134831e-07,0.0,0.0
1802,1.7902721083373763e-07,1.7902721083373763e-07,0.0,0.0
1803,2.3209037181004533e-07,1.6967950955404376e-07,0.0,0.0
1804,4.474050285807607e-07,4.523487291407946e-07,0.0,0.0
1805,2.4164461365216994e-07,2.103729457303416e-07,0.0,0.0
1806,2.622318788780831e-07,2.737585589329683e-07,0.0,0.0
1807,1.4519470425966574e-07,1.6512339584551228e-07,0.0,0.0
1808,1.4049658147996524e-07,1.4956088989492855e-07,2.2660739951163578e-09,2.2660739951163578e-09
1809,1.197286110254936e-07,1.5587310997489112e-07,0.0,0.0
1810,2.0125089861267043e-07,4.399438182645099e-07,2.3401267590372754e-09,2.3401267590372754e-09
1811,1.780024518893697e-07,1.504246114336638e-07,0.0,0.0
1812,3.253994123042503e-07,2.1871107946935808e-07,0.0,2.6672082320544632e-09
1813,1.6679301495514665e-07,2.501895153272926e-07,0.0,2.8757416448144113e-09
1814,2.517341783914162e-07,2.2026739543434815e-07,0.0,3.1466771410748606e-09
1815,1.8071398244501324e-07,1.780167480092132e-07,2.697223555614414e-09,0.0
1816,2.0858435334503156e-07,3.221469455638726e-07,2.3176038865813098e-09,0.0
1817,2.3353101141765364e-07,2.1951915130102861e-07,1.556873407970727e-09,1.556873407970727e-09
1818,3.3140872801595833e-07,2.7895555376744596e-07,0.0,1.1921177378582115e-09
1819,2.5153050842163793e-07,2.0909121190015867e-07,0.0,1.035105001712111e-09
1820,2.17156610915481e-07,2.3020973571874492e-07,1.1866481131050932e-09,0.0
1821,3.5895817518394324e-07,3.3134600130324543e-07,0.0,0.0
1822,2.546506436829077e-07,3.408709403629473e-07,0.0,1.0025615893027862e-09
1823,2.8758617531821073e-07,2.964806071759085e-07,0.0,1.9765373782121287e-09
1824,2.5852816065707884e-07,1.7431703724923864e-07,0.0,8.421112696055388e-10
1825,2.5447729967709165e-07,2.1221117663117184e-07,1.7610886082763955e-09,0.0
1826,2.6159713684137387e-07,1.7087489823097712e-07,8.807984341885344e-10,0.0
1827,2.037017310385636e-07,2.0923209831380518e-07,0.0,9.217273055917019e-10
1828,1.981217110369471e-07,2.595761259271967e-07,9.172301251858528e-10,9.172301251858528e-10
1829,2.1347207734834228e-07,1.9889768054781598e-07,8.57317605795771e-10,8.57317605795771e-10
1830,2.4422195110673783e-07,2.1291144491897285e-07,1.0436835840010872e-09,0.0
1831,1.6214853815199604e-07,2.4166368461919774e-07,1.5591206103948707e-09,0.0
1832,1.8130158707663213e-07,2.4759845018706983e-07,0.0,0.0
1833,2.0271349399081373e-07,1.6448753115128056e-07,1.1583628500844156e-09,1.1583628500844156e-09
1834,1.6428774074483954e-07,1.8108990218479448e-07,9.334530925997342e-10,2.8003592777992026e-09
1835,2.866410397928121e-07,2.95716745313257e-07,2.2689263801112247e-09,0.0
1836,2.634534155276924e-07,2.997454657815979e-07,1.3441500135158435e-09,0.0
1837,2.1291145912982756e-07,1.948209416013924e-07,0.0,6.957890930081589e-10
1838,2.5185525487358973e-07,1.912585076979667e-07,0.0,0.0
1839,2.1114254877829808e-07,1.580073387685843e-07,6.9914751765765e-10,1.3982950353153e-09
