year,pas_ADV ôté_VERB,pas_ADV oté_VERB,pas_ADV doté_VERB
1950,4.2541444145172136e-08,0.0,4.679559140186029e-08
1951,4.584402901741669e-08,0.0,3.944718685033877e-08
1952,5.799642011083961e-08,0.0,3.690681538159879e-08
1953,4.740483916521043e-08,1.0773827385790469e-09,6.464296120611834e-08
1954,6.352148318455875e-08,4.886268278880834e-09,3.518113089739927e-08
1955,3.9419553843345057e-08,0.0,5.0682281482750113e-08
1956,5.4943193106282706e-08,3.488456634670456e-09,5.232685040823526e-08
1957,5.1243219445495924e-08,0.0,5.3893728590992396e-08
1958,5.707848060865217e-08,8.272243445794913e-10,3.3088973339090444e-08
1959,4.650448559573306e-08,1.5501495642666896e-09,4.727956337546857e-08
1960,4.567749911643659e-08,2.7683333403416555e-09,4.221708493901133e-08
1961,7.156604198144123e-08,0.0,4.029932298976746e-08
1962,5.834600003140622e-08,1.2683912808952869e-09,6.785893447158742e-08
1963,6.53071410283701e-08,0.0,3.814971449855875e-08
1964,7.604960217122425e-08,6.083968329129164e-10,6.08396817369794e-08
1965,5.034279837445865e-08,0.0,6.292849974443016e-08
1966,5.9822006903687e-08,0.0,6.092982118843793e-08
1967,4.289391952738697e-08,4.930335584241163e-10,6.508042815767112e-08
1968,4.8058151236318736e-08,8.982831700699023e-10,4.311759127517689e-08
1969,4.7688455850902756e-08,4.5417578031781147e-10,5.8588675244664046e-08
1970,4.598724956395017e-08,4.5987250119061684e-10,5.6104443757476474e-08
1971,5.652237078379585e-08,1.0276794970565106e-09,5.498085187127799e-08
1972,4.6171322765076184e-08,0.0,5.130146973897354e-08
1973,3.528450420731133e-08,5.513203782392395e-10,6.781240813324985e-08
1974,2.981553137715309e-08,0.0,6.694430254583494e-08
1975,4.226495420311949e-08,2.2845920710778955e-09,5.597250662958686e-08
1976,3.428116102099921e-08,5.713526873840635e-10,6.856232204199841e-08
1977,4.58388988988645e-08,5.876781838942691e-10,4.7014253823363106e-08
1978,4.099008066305032e-08,1.1881182704343018e-09,6.95049209298304e-08
1979,5.734933949952392e-08,2.925986564150662e-09,6.671249508372057e-08
1980,3.979605622816962e-08,0.0,8.243468840873902e-08
1981,4.99718417756867e-08,0.0,8.412980889715982e-08
1982,5.338451813940992e-08,1.2415004579935385e-09,9.249178134496105e-08
1983,4.736487113632393e-08,0.0,7.262613621605851e-08
1984,3.653375202361531e-08,5.799008495621649e-10,7.654691103198275e-08
1985,4.511668549866954e-08,2.4062232206745193e-09,6.857736423171445e-08
1986,5.2152024920815165e-08,0.0,8.332334999749946e-08
1987,3.972030881982391e-08,6.110816852533674e-10,9.105117015906217e-08
1988,4.257553243292023e-08,0.0,8.155313224733618e-08
1989,4.9941910162942804e-08,1.0976244357863152e-09,9.878620232939284e-08
1990,4.304434142454738e-08,1.089730194969718e-09,1.0352437129768077e-07
1991,4.4547135757966316e-08,1.1722930404189924e-09,9.554188551419429e-08
1992,4.0773585396891576e-08,5.509944167592096e-10,7.548623415232214e-08
1993,4.5421501226883265e-08,1.1078414852150331e-09,9.582829108012447e-08
1994,4.589186275438806e-08,5.274926606624319e-10,8.861876921173462e-08
1995,4.0668382439434936e-08,5.422450821690461e-10,1.0194207789027132e-07
1996,5.97866289808735e-08,1.067618438099771e-09,1.0195756061648353e-07
1997,5.178485906753849e-08,4.79489448146353e-10,9.973380343808458e-08
1998,4.5297227302398824e-08,0.0,9.44089606491616e-08
1999,4.707307255102933e-08,0.0,1.051146298891581e-07
2000,4.9923755796044134e-08,1.7672125984802278e-09,1.1442701719488468e-07
2001,5.695575211461801e-08,0.0,1.1916895914509951e-07
2002,4.8631559224077137e-08,0.0,1.3932285014561785e-07
2003,4.5419458416517955e-08,4.1669229178253886e-10,1.0959007568089874e-07
2004,5.109557932314601e-08,0.0,1.0263163829904443e-07
2005,4.909087181204086e-08,0.0,1.2295235762849188e-07
2006,5.68268809786332e-08,8.235779835885637e-10,9.594683803015869e-08
2007,5.152878657099791e-08,0.0,9.666640465866294e-08
2008,5.875266850807748e-08,1.2772318758180745e-09,9.919834553784312e-08
2009,5.48342136141855e-08,4.76819250749827e-10,1.1491344054093133e-07
2010,9.353109930998471e-08,4.723793023408973e-10,1.01561546728135e-07
2011,9.559929736724371e-08,3.82397197240536e-10,1.2389669734602649e-07
2012,1.1302118707590125e-07,0.0,1.0042545284250082e-07
2013,1.115650007932345e-07,0.0,1.1351738748999196e-07
2014,1.2754472322740185e-07,0.0,9.679539658691283e-08
2015,1.3210789973072679e-07,0.0,9.64210329357229e-08
2016,1.1392370424800902e-07,0.0,9.321030347564374e-08
2017,9.936664469023526e-08,0.0,1.2125246939831413e-07
2018,1.2649186942326196e-07,5.162933414126769e-10,1.0248422910308363e-07
2019,1.14539346895981e-07,0.0,1.0790677862360099e-07
