year,pas_ADV ôté_VERB,pas_ADV oté_VERB,pas_ADV doté_VERB
1800,1.6978488304175698e-07,0.0,6.288328968651058e-09
1801,2.09544069207368e-07,9.524730337773235e-09,2.3811825844433088e-09
1802,9.622712582313397e-08,2.2378401354217203e-09,0.0
1803,1.2092102963379148e-07,0.0,3.900678446910888e-09
1804,2.4224138428508013e-07,0.0,9.887403784603066e-09
1805,3.439882050315646e-07,0.0,8.528632911009026e-09
1806,1.181484350354367e-07,0.0,8.645007376628655e-09
1807,1.5942949005420815e-07,0.0,5.693910232196231e-09
1808,1.450287356874469e-07,0.0,0.0
1809,1.965356517530381e-07,2.259030518203531e-09,6.7770917766551975e-09
1810,2.7145469516653975e-07,0.0,0.0
1811,1.6797415014480066e-07,2.5070767684098882e-09,0.0
1812,2.0004061695999553e-07,0.0,5.3344164641089264e-09
1813,1.581657897986588e-07,0.0,1.4378708002027452e-08
1814,1.9194730782601255e-07,3.1466771410748606e-09,0.0
1815,1.4565007688815967e-07,2.697223555614414e-09,1.6183340889597275e-08
1816,9.502176112619054e-08,4.6352077731626196e-09,6.952811659743929e-09
1817,1.4478922594207688e-07,1.556873407970727e-09,9.341240669868967e-09
1818,1.8000977775045612e-07,1.1921177378582115e-09,1.7881765401739358e-08
1819,1.9149442209709377e-07,0.0,1.5526575580793178e-08
1820,2.1478331291291397e-07,1.1866481131050932e-09,1.0679833017945839e-08
1821,3.0077538326622744e-07,0.0,1.1833785507064931e-08
1822,2.817197923832282e-07,2.0051231786055723e-09,1.604098542884458e-08
1823,2.67820809085606e-07,1.9765373782121287e-09,1.3835761869529506e-08
1824,1.6000113589598186e-07,8.421112696055388e-10,6.736890156844311e-09
1825,1.9988355859368312e-07,8.805443041381977e-10,7.044354433105582e-09
1826,2.30769188647173e-07,7.927186018719112e-09,1.6735169694470642e-08
1827,1.9448445698344585e-07,1.8434546111834038e-09,1.1982455028203276e-08
1828,2.5040381501639786e-07,9.172301251858528e-10,1.1923991571904935e-08
1829,1.7489279002802505e-07,1.714635211591542e-09,2.8291481157793896e-08
1830,2.066493465235908e-07,0.0,3.235419043789989e-08
1831,1.5903030714525812e-07,7.795603051974354e-09,2.494592976631793e-08
1832,1.5559464827674674e-07,0.0,1.7588959622116818e-08
1833,2.1777221093088883e-07,0.0,1.853380560135065e-08
1834,1.978920494138947e-07,9.334530925997342e-10,3.547121707470069e-08
1835,1.6033746419452655e-07,7.563087933704082e-10,2.7983425354705105e-08
1836,1.276942498407152e-07,1.3441500135158435e-09,2.4866775305554256e-08
1837,1.1550098832913136e-07,6.957890930081589e-10,1.1132625488130543e-08
1838,1.3318661729044834e-07,4.418513332993257e-09,2.840472923537618e-08
1839,1.6080393550055305e-07,2.0974426639952526e-09,1.0487212875887053e-08
1840,1.2611982924681797e-07,1.2739377330817092e-09,2.4204817705708592e-08
1841,1.1171754721317484e-07,6.420548537278137e-10,3.2102743574569104e-08
1842,1.0599058697380315e-07,6.708265054555795e-10,3.219967226186782e-08
1843,1.281799768548808e-07,1.1813822142769936e-09,2.126487963494128e-08
1844,1.2733461574043758e-07,5.488561272137815e-10,3.1284798751585186e-08
1845,1.3950570121323835e-07,1.674068439427856e-09,2.17628883802945e-08
1846,1.3933713205460663e-07,2.3418005312692003e-09,2.6345256642912318e-08
1847,1.5478552484182728e-07,1.6179670936367074e-09,3.4516631330916425e-08
1848,1.198738033281188e-07,4.02261068899179e-09,1.528592186161859e-08
1849,1.1563592750007956e-07,5.027648741773305e-09,4.1059134758825167e-08
1850,1.3645882290802547e-07,2.0366988096043315e-09,1.6293590476834652e-08
1851,1.0577079478935048e-07,5.8044946626978344e-09,1.6768540334055615e-08
1852,1.3476828542025032e-07,1.9531636308300904e-09,2.3437962681782665e-08
1853,1.4392355751624564e-07,2.9859659189668264e-09,3.1054046445433414e-08
1854,1.1170678249072807e-07,1.0391328908454511e-09,3.117398605922972e-08
1855,1.422259146011129e-07,1.0613874223963649e-09,2.0166361025530932e-08
1856,1.0147290652184893e-07,5.177189232874468e-10,1.3978411317339123e-08
1857,1.2740738952743413e-07,1.9526036343364694e-09,1.0739319655783675e-08
1858,1.2283126693546365e-07,1.468102750479261e-09,1.8595969208945462e-08
1859,9.67512931993042e-08,1.018434669930457e-09,2.34239969643113e-08
1860,1.6157459015175846e-07,6.408057362516928e-09,1.327383358784573e-08
1861,1.3016060051995737e-07,4.715963730639317e-10,1.0846716413936974e-08
1862,1.3870217685507669e-07,3.162590411776023e-09,1.626475132354699e-08
1863,1.238665987557397e-07,4.994620828036034e-10,7.491931519609807e-09
1864,1.2753976363910624e-07,1.4384183844029508e-09,2.0137857603685916e-08
1865,1.25672741546623e-07,2.353422234868674e-09,1.3179164426446732e-08
1866,9.536601197623895e-08,9.731225825149181e-10,1.1677471434268227e-08
1867,1.1937916610804677e-07,1.455843445796745e-09,2.4749338578544666e-08
1868,7.903798859842937e-08,1.4819622196071691e-09,1.0867722721741302e-08
1869,1.1671610877783678e-07,0.0,5.371870948067681e-09
1870,8.658413719331293e-08,1.7202146374017957e-09,2.695002976338401e-08
1871,7.222400455475508e-08,1.0621177271019633e-09,1.1683295220166201e-08
1872,9.131482414659331e-08,6.047339295989218e-10,2.2979889990892843e-08
1873,8.919146665675726e-08,1.7958013409646867e-09,2.6338419445437466e-08
1874,7.229277088072195e-08,3.5847653734322193e-09,8.961913877669758e-09
1875,6.350894921069994e-08,5.1493745933939294e-09,5.149374260327022e-09
1876,1.1185127135604489e-07,1.209202959984168e-09,6.04601479992084e-09
1877,9.091679231687522e-08,3.7108897066318036e-09,1.9791411176584006e-08
1878,7.911206267863236e-08,1.2078177347163432e-09,1.509772218355465e-08
1879,6.720257772485638e-08,4.887460214320072e-09,4.887460214320072e-09
1880,7.508879917850209e-08,0.0,1.6686399817444908e-08
1881,1.1295462343241525e-07,3.486253785656146e-09,1.324776466304911e-08
1882,1.3843201429608598e-07,3.3276925659464496e-09,1.5307385581309063e-08
1883,9.289428248848708e-08,1.8958017378167824e-09,2.401348808689363e-08
1884,6.271611852071146e-08,1.3203393933736152e-09,1.7164412113856997e-08
1885,6.574548194748786e-08,2.5782542767416317e-09,1.5469526104539e-08
1886,5.420909587883216e-08,2.5813854942491332e-09,1.097088819790315e-08
1887,7.63884173693441e-08,1.3057849246322917e-09,2.9380160526670807e-08
1888,5.326116436776829e-08,1.268122939990235e-09,2.4728397107764977e-08
1889,6.515742256851809e-08,1.2530273485467092e-09,7.51816386923565e-09
1890,4.9813337454907014e-08,2.6217545912032847e-09,8.520702365899524e-09
1891,5.5455714687013824e-08,2.5496880162734215e-09,1.8485238229004608e-08
1892,5.4536059224119526e-08,4.387958441043338e-09,2.2566645441202127e-08
1893,3.510297474917934e-08,6.158416554491453e-10,2.46336657738766e-08
1894,4.4740929183717526e-08,1.8904617871129403e-09,1.1342770278588432e-08
1895,3.7315409429083957e-08,3.611168697403855e-09,2.2268872967856623e-08
1896,4.1868904787634165e-08,2.948514543632541e-09,2.299841384001411e-08
1897,3.26295968022805e-08,2.330685422435863e-09,2.155884004650943e-08
1898,2.998928039232851e-08,1.13167097914868e-09,2.6594268121016285e-08
1899,4.477338677588705e-08,3.3165470370022376e-09,2.04520400615138e-08
1900,2.9589003247565415e-08,1.038210628578895e-09,3.5818267463127995e-08
1901,2.9061443029831935e-08,5.588738916095792e-10,1.7325090695408107e-08
1902,4.517461249520238e-08,1.9641135384773634e-09,2.2096276808269977e-08
1903,2.970121215639665e-08,5.400220270956879e-10,1.0260418292773466e-08
1904,3.6009989656804464e-08,1.0749250378694342e-09,2.418581246388385e-08
1905,2.0126959654476195e-08,2.0643036724443675e-09,2.580379465655369e-08
1906,4.423998589686562e-08,5.144184522798412e-10,3.755254596171653e-08
1907,3.9085609415678846e-08,2.0571372938427146e-09,3.239991386294605e-08
1908,4.0273391732625896e-08,1.964555629285769e-09,1.5225305460830896e-08
1909,4.8958753495753626e-08,2.200393367512987e-09,3.4106097501762633e-08
1910,4.542528131423751e-08,1.6032452032632705e-09,2.1911017000775246e-08
1911,3.458243114096149e-08,4.25629931299909e-09,1.755723388896513e-08
1912,3.229841283314272e-08,5.209421227725386e-10,3.438217888174222e-08
1913,3.712092677687906e-08,1.5908969142053309e-09,2.1742257771961704e-08
1914,4.620753202289052e-08,0.0,1.4732836284281348e-08
1915,2.709575319670421e-08,1.1780761921542648e-09,1.5314990164938536e-08
1916,7.1418504887788e-08,4.394984820521586e-09,2.8567400889301098e-08
1917,4.276905585243185e-08,2.1932848870420685e-09,2.3029491202919417e-08
1918,4.2499593178035866e-08,0.0,2.8715941624568586e-08
1919,2.6702760891339494e-08,1.8415696745321952e-09,2.6702760891339494e-08
1920,3.7861159540852896e-08,2.2716695191604686e-09,3.558949046578164e-08
1921,4.998013380941302e-08,7.572747429129834e-10,1.6660044011018726e-08
1922,5.2383342108441866e-08,2.951174193910333e-09,1.549366501762961e-08
1923,3.927900849021171e-08,1.0615948120573648e-09,3.1847843473542525e-08
1924,3.480738541838946e-08,2.578324886925998e-09,2.0626599095407983e-08
1925,3.959344141435395e-08,0.0,4.179307566687385e-08
1926,4.7928395474627905e-08,1.1146138456652466e-09,1.89484357093761e-08
1927,8.027441822378023e-08,1.1149224876660924e-09,2.8987985345452216e-08
1928,4.6846768242403414e-08,0.0,1.82816659588525e-08
1929,3.8991423423340166e-08,0.0,2.0052731031228177e-08
1930,5.566909777598994e-08,2.100720708497761e-09,2.941009036305786e-08
1931,5.018356930008849e-08,0.0,2.167017854048936e-08
1932,5.150982218538047e-08,1.0959536611565568e-09,3.1782654730250215e-08
1933,3.670611903316967e-08,0.0,3.555905436769535e-08
1934,2.3963160344919743e-08,2.3963160344919743e-09,2.516131836216573e-08
1935,6.223507398317452e-08,0.0,2.393656828303392e-08
1936,3.758661648589623e-08,1.2124714565686645e-09,3.758661648589623e-08
1937,3.777335422228134e-08,1.2591118148108649e-09,2.895957251780601e-08
1938,3.8895642262559704e-08,0.0,4.019216603978748e-08
1939,5.047036566452334e-08,3.058810094103137e-09,4.5882153187903896e-08
1940,4.3108308034334186e-08,0.0,2.028626333583361e-08
1941,5.312704587367989e-08,2.9515025978810172e-09,2.9515025090631752e-08
1942,5.461581054078124e-08,0.0,2.1239483061208375e-08
1943,7.548411673496958e-08,0.0,7.258088174921795e-08
1944,6.42637232317611e-08,0.0,1.6065930807940276e-08
1945,3.703456741277478e-08,0.0,5.664110602765504e-08
1946,5.568441707737293e-08,0.0,3.897909195416105e-08
1947,5.602809238780537e-08,0.0,4.887557025767819e-08
1948,5.6533817627268945e-08,2.174377566888097e-09,4.566192757238241e-08
1949,4.0249734212238764e-08,0.0,4.319483792869505e-08
