year,grandes_ADJ âmes_NOUN,grandes_ADJ ames_NOUN,grandes_ADJ dames_NOUN
1899,2.8411753305590537e-07,6.633094074004475e-09,1.0784305750632939e-06
1900,3.2963188800749776e-07,6.22926377147337e-09,1.077662657777978e-06
1901,2.9229104825390095e-07,7.824234593556412e-09,8.981103367666776e-07
1902,2.6122711460629944e-07,5.89234061543209e-09,8.750125832790445e-07
1903,2.662308702383598e-07,4.3201759947208984e-09,8.629552148420316e-07
1904,2.8754243430739734e-07,1.1286712897629059e-08,8.201677932362372e-07
1905,2.554575644353463e-07,4.1286072338664326e-09,1.0177016762646929e-06
1906,2.819013218413602e-07,1.5946971188007808e-08,9.475587994245416e-07
1907,2.525136153508356e-07,1.2857107989372452e-08,1.013140132455348e-06
1908,2.774934841909271e-07,1.522530612696471e-08,1.0387588003091253e-06
1909,2.9100203846610384e-07,1.2102163715610459e-08,1.1018469856516333e-06
1910,3.078230861319753e-07,1.1757131712641922e-08,1.1073080337098418e-06
1911,3.1975449132914946e-07,1.5429085120644004e-08,1.0215118102507859e-06
1912,4.370704402845149e-07,5.2094211167030835e-09,9.63742946780144e-07
1913,3.637850909399276e-07,8.484783153850373e-09,8.866598611989573e-07
1914,3.8707179328412167e-07,5.357394972094198e-09,7.038277800575088e-07
1915,3.1101211561690434e-07,1.1780761921542648e-09,4.429566615726799e-07
1916,2.604028566111083e-07,4.394984820521586e-09,5.50471841220812e-07
1917,3.092531812853849e-07,0.0,5.033588772462849e-07
1918,3.388481104593666e-07,4.594550517822427e-09,7.236416843525717e-07
1919,3.78442564397119e-07,1.749491218561161e-08,7.78063173001442e-07
1920,3.2333429089703714e-07,7.572231730534895e-09,7.731248450326689e-07
1921,3.597054956117063e-07,3.0290990271630847e-09,7.118382647774979e-07
1922,3.143000526506512e-07,1.2542490601674672e-08,7.355801701081077e-07
1923,4.3843866137649457e-07,3.1847844361720945e-09,9.883447802394585e-07
1924,4.408935581068363e-07,2.4494085870685467e-08,9.294861448294611e-07
1925,4.2013039092125837e-07,1.0998178145982251e-08,9.095493394006837e-07
1926,4.491893719205109e-07,7.802296808634424e-09,9.67484847791411e-07
1927,4.0694669678487116e-07,8.919379901328739e-09,1.044682418793741e-06
1928,2.993622842950572e-07,6.85562484559199e-09,8.855181716782567e-07
1929,4.445022057097958e-07,3.342121912552898e-09,9.725574960928185e-07
1930,2.8884909397675074e-07,1.3654684494213143e-08,7.342018957245955e-07
1931,3.6154980875835463e-07,2.3951248095954725e-08,6.158892400520699e-07
1932,3.693363908041647e-07,8.76762951129706e-09,6.126380993620728e-07
1933,2.8561947829075507e-07,1.4911860635180574e-08,7.455930248756459e-07
1934,2.767745002074662e-07,1.5576054224197833e-08,6.350237775620826e-07
1935,3.650326618753752e-07,3.590485242455088e-09,6.857826875261708e-07
1936,3.0190540201147087e-07,4.849885826274658e-09,5.431871867855875e-07
1937,3.261099550400104e-07,6.295559185076627e-09,4.444664845060231e-07
1938,2.839381920693995e-07,5.186085672015395e-09,5.821381470205722e-07
1939,2.477636087405699e-07,1.6823456405745674e-08,4.985860604378445e-07
1940,2.155415472770983e-07,5.0715658339584024e-09,5.046207962600135e-07
1941,3.217137702904438e-07,1.1806010391524069e-08,5.932519986373563e-07
1942,4.2782386344697443e-07,9.102635090130207e-09,6.432529140454335e-07
1943,2.7580733785725897e-07,5.806470415592457e-09,7.083893933668151e-07
1944,2.538417049890995e-07,3.2131861615880553e-09,7.647383313269529e-07
1945,2.8320553724370257e-07,2.178504043826024e-09,5.642325473509402e-07
1946,4.1624102209425473e-07,1.2528993842408909e-08,5.930390480912706e-07
1947,5.531284159587813e-07,3.5762612871081956e-09,6.949867528138753e-07
1948,3.0115128879515396e-07,5.435943917220243e-09,6.425285761224586e-07
1949,2.8076644298380415e-07,2.9451024952109606e-09,5.114661152383349e-07
1950,3.243785329232196e-07,1.4889505850490536e-08,5.934531648321695e-07
1951,2.7613029374151665e-07,1.4925962799061665e-08,5.554590498668688e-07
1952,3.0896276825842506e-07,4.2179215675730575e-09,6.39015118153452e-07
1953,2.3271466886853887e-07,2.1547654771580937e-09,5.656259257635909e-07
1954,1.94473471992751e-07,1.1727043114362345e-08,5.697388634207101e-07
1955,2.440258128899586e-07,6.569925492527773e-09,5.340410798027051e-07
1956,2.502967504369735e-07,1.4825940475304833e-08,5.546645960308183e-07
1957,2.305944803993043e-07,3.534015080575159e-09,4.3645086744703576e-07
1958,2.001882961621959e-07,1.3235589513271862e-08,5.484497180852088e-07
1959,2.596500507934252e-07,2.8677767716089875e-08,5.061238237402677e-07
1960,2.4361332862099516e-07,5.536666736194462e-09,5.218308167798114e-07
1961,2.543026198509324e-07,5.558527305105088e-09,5.898987365249297e-07
1962,2.765092972367711e-07,2.663621723186793e-08,5.447740498709663e-07
1963,2.3989056785467255e-07,4.526237162849611e-09,4.603829899529899e-07
1964,2.8290452291912516e-07,2.2510682873289056e-08,5.4451519293508e-07
1965,2.4514753249604837e-07,3.228505507379964e-08,5.953583404050278e-07
1966,2.4981227397802286e-07,1.273987226824147e-08,5.561231279926915e-07
1967,2.529262133066368e-07,4.190785396485097e-08,5.911472351627367e-07
1968,2.5556155947015213e-07,3.9075319202552805e-08,6.561958594275552e-07
1969,2.4434658030259016e-07,1.6350328146952364e-08,4.382796392476962e-07
1970,2.1889931645091565e-07,2.483311556389367e-08,4.644712374712867e-07
1971,1.7881623648463574e-07,4.162101907567717e-08,5.307964325851344e-07
1972,1.6878183828339388e-07,4.104117623526804e-08,5.258400390673046e-07
1973,1.6539611635835172e-07,1.5436970923765614e-08,4.5042874563527846e-07
1974,1.2151234329849103e-07,3.937900283634832e-09,3.791635214689393e-07
1975,1.2679485905664478e-07,5.140332159925265e-09,3.6039440409751933e-07
1976,1.302684182746816e-07,1.6569227545559784e-08,4.3822752271438503e-07
1977,1.0695742957977927e-07,4.113747398282186e-09,3.5965905631485384e-07
1978,1.556434909844029e-07,1.2475241728537867e-08,4.247522891187572e-07
1979,1.457141394212158e-07,1.345953881681794e-08,4.470907768450161e-07
1980,1.5122500940378814e-07,1.4781391444174119e-08,3.62144088938976e-07
1981,1.5244575024553342e-07,1.9609204149340087e-08,4.136909375063169e-07
1982,1.2352928990821965e-07,6.207502400989995e-09,3.401711361483706e-07
1983,1.193594698634115e-07,9.47297440490047e-09,3.1513427511953296e-07
1984,1.3511689189726894e-07,4.059306002446306e-09,3.4272139437518945e-07
1985,1.4918583701728494e-07,1.0828004826102244e-08,3.2724635801173463e-07
1986,1.4326819552934467e-07,5.994485574589703e-09,3.5847023416302193e-07
1987,1.5338150660682004e-07,3.055408426266837e-09,3.929255343315674e-07
1988,1.1573348501769942e-07,7.195864681897035e-09,3.06423899143482e-07
1989,1.426911779844886e-07,4.939309961038418e-09,3.259944705291673e-07
1990,1.7926062412243482e-07,7.628111586832631e-09,3.835850224120918e-07
1991,1.0726481036726909e-07,1.3481370353396471e-08,4.1675018458420254e-07
1992,1.283816999375631e-07,7.162927362358573e-09,3.0029195230429906e-07
1993,1.2850961184085463e-07,7.2009697094088665e-09,3.993768555865529e-07
1994,1.5191788804713724e-07,8.967375175750192e-09,3.217705137892324e-07
1995,1.1332922156270797e-07,9.760411756598586e-09,2.9552356894946286e-07
1996,1.8363037668223114e-07,1.9750941104845765e-08,3.170826765597212e-07
1997,1.337775614729253e-07,7.192341833217597e-09,3.2269639493875957e-07
1998,1.5258012808772037e-07,8.10581957111367e-09,3.633314467066384e-07
1999,1.288796767084932e-07,1.142550276611587e-08,3.9669347273729727e-07
2000,1.2768110480010364e-07,4.418031607222872e-09,3.158892551979875e-07
2001,1.2880762767508713e-07,7.009938629565227e-09,3.154472438815503e-07
2002,1.4764717093385116e-07,1.6648641576466616e-08,3.780994111135527e-07
2003,1.283412274233342e-07,9.167230530238157e-09,3.5668861375626193e-07
2004,1.3258421915907093e-07,8.369103410288403e-09,3.5546665078101114e-07
2005,1.053877412005022e-07,3.602999676388663e-09,3.413842057931049e-07
2006,1.4700866302064242e-07,4.941468012553685e-09,3.607271703565118e-07
2007,1.0185922860728169e-07,9.586750948642475e-09,3.415280076524141e-07
2008,1.4092125866227434e-07,5.108927503272298e-09,3.282485998568063e-07
2009,1.2874119192929356e-07,6.675469732542183e-09,3.042106708761594e-07
2010,1.0628534141687851e-07,1.4171379625338432e-09,3.0232276593267216e-07
2011,9.483450469360832e-08,2.2943831279320648e-09,2.906218710130304e-07
2012,1.222126684297109e-07,4.425528388196653e-09,3.955741546546321e-07
2013,1.4363993727783964e-07,3.904775169871755e-09,4.320354562992179e-07
2014,1.8947645230582566e-07,6.496335691608124e-10,5.967966874020902e-07
2015,2.1633775304508163e-07,6.649726325136385e-10,6.80710320999367e-07
2016,2.1811210615396703e-07,4.556948152156792e-09,7.450610075565578e-07
2017,1.0213381784751618e-07,2.0124890642847504e-09,2.6942197861590245e-07
2018,1.3965734524390427e-07,1.5488799687268795e-09,5.168096419705392e-07
2019,2.3341537769283605e-07,1.275493877184175e-09,6.244817805090008e-07
